# event_ticker=KXATPCHALLENGERMATCH-26FEB25AJDFER
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Duje Ajdukovic
# fav_player=Frederico Ferreira Silva
# dog_player=Duje Ajdukovic
# kalshi_date=2026-02-25
timestamp,Frederico Ferreira Silva,Duje Ajdukovic
2026-02-24T20:35:00Z,,39.00
2026-02-24T22:43:00Z,64.00,39.00
2026-02-24T22:46:00Z,64.00,39.00
2026-02-24T23:19:00Z,64.00,37.00
2026-02-24T23:41:00Z,64.00,37.00
2026-02-25T00:01:00Z,65.00,37.00
2026-02-25T00:14:00Z,65.00,36.00
2026-02-25T00:22:00Z,65.00,36.00
2026-02-25T00:29:00Z,65.00,36.00
2026-02-25T00:58:00Z,65.00,36.00
2026-02-25T01:40:00Z,65.00,36.00
2026-02-25T01:42:00Z,65.00,36.00
2026-02-25T01:48:00Z,65.00,36.00
2026-02-25T02:57:00Z,65.00,35.00
2026-02-25T03:13:00Z,65.00,35.00
2026-02-25T03:22:00Z,65.00,35.00
2026-02-25T03:33:00Z,65.00,35.00
2026-02-25T03:46:00Z,65.00,36.00
2026-02-25T04:11:00Z,65.00,35.00
2026-02-25T04:13:00Z,65.00,35.00
2026-02-25T04:14:00Z,65.00,35.00
2026-02-25T04:18:00Z,65.00,35.00
2026-02-25T04:22:00Z,65.00,35.00
2026-02-25T04:24:00Z,65.00,35.00
2026-02-25T04:29:00Z,65.00,36.00
2026-02-25T04:31:00Z,65.00,36.00
2026-02-25T04:34:00Z,65.00,36.00
2026-02-25T04:35:00Z,65.00,36.00
2026-02-25T04:37:00Z,65.00,36.00
2026-02-25T04:39:00Z,64.00,35.00
2026-02-25T04:41:00Z,65.00,35.00
2026-02-25T04:44:00Z,65.00,35.00
2026-02-25T04:51:00Z,65.00,35.00
2026-02-25T04:56:00Z,65.00,35.00
2026-02-25T04:59:00Z,65.00,35.00
2026-02-25T05:08:00Z,64.18,35.00
2026-02-25T05:16:00Z,64.18,36.00
2026-02-25T05:22:00Z,65.00,36.00
2026-02-25T05:37:00Z,65.00,36.00
2026-02-25T05:40:00Z,65.00,36.00
2026-02-25T05:43:00Z,64.39,36.00
2026-02-25T05:45:00Z,64.39,36.00
2026-02-25T05:47:00Z,65.00,36.00
2026-02-25T05:49:00Z,65.00,36.00
2026-02-25T05:53:00Z,65.00,36.00
2026-02-25T05:56:00Z,65.00,36.00
2026-02-25T05:57:00Z,65.00,35.00
2026-02-25T05:59:00Z,65.00,35.00
2026-02-25T06:00:00Z,65.00,35.00
2026-02-25T06:01:00Z,65.00,35.00
2026-02-25T06:03:00Z,63.48,35.00
2026-02-25T06:04:00Z,65.00,35.00
2026-02-25T06:05:00Z,65.00,35.00
