# event_ticker=KXATPCHALLENGERMATCH-26MAY14SMIMIL
# final_score=7-6(5) 6-3
# score_resolution=7-6 6-3
# match_winner=Keegan Smith
# fav_player=Keegan Smith
# dog_player=Ognjen Milic
# kalshi_date=2026-05-14
timestamp,Keegan Smith,Ognjen Milic
2026-05-13T20:41:00Z,,48.00
2026-05-13T20:45:00Z,,48.00
2026-05-13T20:55:00Z,54.00,48.00
2026-05-13T22:29:00Z,54.00,48.00
2026-05-14T00:33:00Z,54.00,48.00
2026-05-14T00:47:00Z,54.00,48.00
2026-05-14T00:51:00Z,54.00,47.00
2026-05-14T00:58:00Z,54.00,47.00
2026-05-14T01:00:00Z,55.00,47.00
2026-05-14T01:06:00Z,55.00,47.00
2026-05-14T01:08:00Z,55.00,47.00
2026-05-14T01:16:00Z,55.00,47.00
2026-05-14T01:20:00Z,55.00,47.00
2026-05-14T01:32:00Z,55.00,47.00
2026-05-14T01:37:00Z,55.00,47.00
2026-05-14T01:40:00Z,55.00,47.00
2026-05-14T01:49:00Z,55.00,47.00
2026-05-14T02:02:00Z,55.00,47.00
2026-05-14T02:12:00Z,55.00,47.00
2026-05-14T02:22:00Z,55.00,47.00
2026-05-14T02:23:00Z,55.00,47.00
2026-05-14T02:26:00Z,55.00,47.00
2026-05-14T02:33:00Z,55.15,47.00
2026-05-14T02:39:00Z,56.00,47.00
2026-05-14T02:41:00Z,56.00,46.00
2026-05-14T03:00:00Z,56.00,46.00
2026-05-14T03:06:00Z,56.00,46.00
2026-05-14T03:08:00Z,56.00,46.00
2026-05-14T03:09:00Z,56.00,46.00
2026-05-14T03:11:00Z,55.00,46.00
2026-05-14T03:12:00Z,54.26,46.00
2026-05-14T03:13:00Z,54.26,46.00
2026-05-14T03:14:00Z,56.00,46.00
2026-05-14T03:23:00Z,56.00,46.00
2026-05-14T03:24:00Z,55.00,46.00
2026-05-14T03:26:00Z,56.00,46.00
2026-05-14T03:29:00Z,57.00,46.00
2026-05-14T03:30:00Z,57.00,46.00
2026-05-14T03:34:00Z,57.00,46.00
2026-05-14T03:35:00Z,57.00,46.42
2026-05-14T03:36:00Z,57.00,46.42
2026-05-14T03:38:00Z,56.36,46.42
2026-05-14T03:39:00Z,56.36,47.00
2026-05-14T03:46:00Z,56.00,47.00
2026-05-14T03:48:00Z,56.00,47.00
2026-05-14T03:49:00Z,56.00,47.00
2026-05-14T03:52:00Z,56.00,47.00
2026-05-14T03:55:00Z,56.00,47.00
2026-05-14T03:59:00Z,56.00,47.00
2026-05-14T04:01:00Z,57.00,47.00
2026-05-14T04:03:00Z,56.91,46.00
2026-05-14T04:04:00Z,57.00,46.00
2026-05-14T04:05:00Z,57.00,46.00
2026-05-14T04:06:00Z,57.00,46.00
2026-05-14T04:09:00Z,57.00,46.00
2026-05-14T04:11:00Z,57.00,46.00
2026-05-14T04:12:00Z,57.00,46.00
2026-05-14T04:13:00Z,57.00,46.00
2026-05-14T04:14:00Z,57.00,46.00
2026-05-14T04:16:00Z,57.00,46.00
2026-05-14T04:20:00Z,57.00,46.00
2026-05-14T04:21:00Z,57.00,46.00
2026-05-14T04:24:00Z,57.00,46.00
2026-05-14T04:26:00Z,57.00,43.29
2026-05-14T04:27:00Z,56.00,45.00
2026-05-14T04:28:00Z,57.00,45.00
2026-05-14T04:30:00Z,57.00,45.00
2026-05-14T04:31:00Z,57.00,45.00
2026-05-14T04:32:00Z,57.00,45.00
2026-05-14T04:33:00Z,57.00,45.00
2026-05-14T04:35:00Z,57.00,45.00
2026-05-14T04:36:00Z,57.00,45.00
2026-05-14T04:37:00Z,57.41,45.00
2026-05-14T04:38:00Z,57.00,45.00
2026-05-14T04:40:00Z,57.63,45.65
2026-05-14T04:41:00Z,57.88,46.68
2026-05-14T04:42:00Z,56.00,47.00
2026-05-14T04:43:00Z,56.00,47.00
2026-05-14T04:45:00Z,56.00,47.00
2026-05-14T04:46:00Z,56.00,47.00
2026-05-14T04:47:00Z,56.00,47.00
2026-05-14T04:49:00Z,56.00,47.00
2026-05-14T04:50:00Z,56.00,47.00
2026-05-14T04:51:00Z,56.00,47.00
2026-05-14T04:52:00Z,56.00,47.00
2026-05-14T04:54:00Z,56.00,47.00
2026-05-14T04:56:00Z,56.00,47.00
2026-05-14T04:57:00Z,56.00,47.00
2026-05-14T04:58:00Z,56.00,47.00
2026-05-14T04:59:00Z,56.00,47.00
2026-05-14T05:01:00Z,56.50,47.00
2026-05-14T05:02:00Z,56.61,46.00
2026-05-14T05:03:00Z,56.45,46.00
2026-05-14T05:05:00Z,56.00,46.00
2026-05-14T05:07:00Z,55.43,46.00
2026-05-14T05:08:00Z,56.00,46.00
2026-05-14T05:09:00Z,56.00,46.00
2026-05-14T05:10:00Z,56.00,46.00
2026-05-14T05:11:00Z,56.24,44.00
