# event_ticker=KXATPCHALLENGERMATCH-26MAY26ELLZIN
# final_score=6-4 5-7 6-3
# score_resolution=4-6 7-5 3-6
# match_winner=Tyler Zink
# fav_player=Blake Ellis
# dog_player=Tyler Zink
# kalshi_date=2026-05-26
timestamp,Blake Ellis,Tyler Zink
2026-05-26T15:47:00Z,42.26,59.92
2026-05-26T15:48:00Z,44.51,56.25
2026-05-26T15:49:00Z,40.73,59.89
2026-05-26T15:50:00Z,36.00,63.47
2026-05-26T15:51:00Z,36.00,65.00
2026-05-26T15:52:00Z,36.42,65.00
2026-05-26T15:53:00Z,31.94,66.29
2026-05-26T15:54:00Z,30.01,70.98
2026-05-26T15:55:00Z,18.52,80.54
2026-05-26T15:56:00Z,16.00,85.00
2026-05-26T15:57:00Z,16.00,84.77
2026-05-26T15:59:00Z,16.00,87.00
2026-05-26T16:00:00Z,13.24,87.00
2026-05-26T16:01:00Z,13.24,87.00
2026-05-26T16:02:00Z,12.00,88.35
2026-05-26T16:03:00Z,10.60,91.60
2026-05-26T16:04:00Z,13.00,87.02
2026-05-26T16:05:00Z,12.18,87.68
2026-05-26T16:06:00Z,14.00,85.79
2026-05-26T16:07:00Z,13.20,87.00
2026-05-26T16:08:00Z,11.00,88.09
2026-05-26T16:09:00Z,11.00,89.00
2026-05-26T16:10:00Z,12.00,89.00
2026-05-26T16:12:00Z,15.00,86.00
2026-05-26T16:13:00Z,15.00,86.48
2026-05-26T16:14:00Z,12.00,87.98
2026-05-26T16:15:00Z,12.00,88.00
2026-05-26T16:16:00Z,12.00,88.00
2026-05-26T16:17:00Z,13.04,87.11
2026-05-26T16:18:00Z,13.04,85.65
2026-05-26T16:19:00Z,14.93,85.95
2026-05-26T16:20:00Z,16.00,85.02
2026-05-26T16:21:00Z,14.00,85.02
2026-05-26T16:22:00Z,14.00,87.00
2026-05-26T16:23:00Z,13.00,86.99
2026-05-26T16:24:00Z,14.00,86.54
2026-05-26T16:25:00Z,15.88,85.00
2026-05-26T16:26:00Z,14.00,86.94
2026-05-26T16:27:00Z,17.61,85.88
2026-05-26T16:28:00Z,13.00,84.69
2026-05-26T16:29:00Z,13.70,87.00
2026-05-26T16:30:00Z,14.00,87.00
2026-05-26T16:31:00Z,14.00,86.17
2026-05-26T16:32:00Z,13.81,87.04
2026-05-26T16:33:00Z,15.00,86.80
2026-05-26T16:34:00Z,14.49,86.43
2026-05-26T16:35:00Z,18.79,81.67
2026-05-26T16:36:00Z,16.95,84.01
2026-05-26T16:37:00Z,22.50,80.35
2026-05-26T16:38:00Z,33.04,71.03
2026-05-26T16:39:00Z,36.94,63.95
2026-05-26T16:40:00Z,36.00,65.39
2026-05-26T16:41:00Z,36.79,63.12
2026-05-26T16:42:00Z,37.69,62.31
2026-05-26T16:43:00Z,36.05,62.32
2026-05-26T16:44:00Z,36.05,61.00
2026-05-26T16:45:00Z,40.00,60.88
2026-05-26T16:46:00Z,40.00,61.23
2026-05-26T16:47:00Z,33.94,68.47
2026-05-26T16:48:00Z,32.81,68.04
2026-05-26T16:49:00Z,29.55,72.87
2026-05-26T16:50:00Z,32.48,68.42
2026-05-26T16:51:00Z,29.70,70.75
2026-05-26T16:52:00Z,23.00,75.94
2026-05-26T16:53:00Z,23.15,77.52
2026-05-26T16:54:00Z,24.08,71.69
2026-05-26T16:55:00Z,33.64,67.21
2026-05-26T16:56:00Z,33.52,66.58
2026-05-26T16:57:00Z,31.17,67.97
2026-05-26T16:58:00Z,28.80,71.84
2026-05-26T16:59:00Z,29.00,71.73
2026-05-26T17:00:00Z,32.21,68.84
2026-05-26T17:01:00Z,31.86,68.68
2026-05-26T17:02:00Z,34.35,66.06
2026-05-26T17:03:00Z,38.42,61.98
2026-05-26T17:04:00Z,47.77,51.96
2026-05-26T17:05:00Z,38.96,60.09
2026-05-26T17:06:00Z,47.47,53.95
2026-05-26T17:07:00Z,40.30,57.73
2026-05-26T17:08:00Z,43.94,55.70
2026-05-26T17:09:00Z,38.20,66.72
2026-05-26T17:10:00Z,35.23,64.81
2026-05-26T17:11:00Z,34.89,63.71
2026-05-26T17:12:00Z,34.53,64.63
2026-05-26T17:13:00Z,30.83,69.93
2026-05-26T17:14:00Z,30.99,70.00
2026-05-26T17:15:00Z,30.11,71.61
2026-05-26T17:16:00Z,19.16,81.05
2026-05-26T17:17:00Z,11.19,91.16
2026-05-26T17:18:00Z,7.06,92.95
2026-05-26T17:19:00Z,5.96,95.38
2026-05-26T17:20:00Z,3.93,96.97
2026-05-26T17:21:00Z,4.01,95.79
2026-05-26T17:22:00Z,3.49,97.30
2026-05-26T17:23:00Z,2.50,97.49
2026-05-26T17:24:00Z,2.99,97.32
2026-05-26T17:25:00Z,2.22,98.00
2026-05-26T17:26:00Z,3.00,97.00
2026-05-26T17:27:00Z,3.68,96.98
2026-05-26T17:28:00Z,1.29,98.89
2026-05-26T17:29:00Z,1.00,99.00
2026-05-26T17:30:00Z,1.00,99.00
2026-05-26T17:31:00Z,1.00,99.00
2026-05-26T17:32:00Z,1.00,99.00
