# event_ticker=KXATPMATCH-26MAR22JODETC
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Rafael Jodar
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-03-22
timestamp,Rafael Jodar,Tomas Martin Etcheverry
2026-03-22T06:31:00Z,54.00,
2026-03-22T06:37:00Z,56.00,
2026-03-22T06:42:00Z,56.00,46.00
2026-03-22T06:48:00Z,56.00,46.00
2026-03-22T06:58:00Z,56.00,45.00
2026-03-22T07:01:00Z,56.00,45.00
2026-03-22T07:10:00Z,56.00,46.00
2026-03-22T07:20:00Z,63.13,45.00
2026-03-22T07:25:00Z,56.99,45.00
2026-03-22T07:40:00Z,56.99,45.00
2026-03-22T08:02:00Z,57.00,45.00
2026-03-22T08:03:00Z,57.00,45.00
2026-03-22T08:23:00Z,57.00,45.00
2026-03-22T08:24:00Z,57.00,45.00
2026-03-22T08:37:00Z,57.00,45.00
2026-03-22T08:38:00Z,57.00,45.00
2026-03-22T08:42:00Z,57.00,45.00
2026-03-22T08:47:00Z,57.00,45.00
2026-03-22T09:16:00Z,58.00,45.00
2026-03-22T09:24:00Z,58.00,44.00
2026-03-22T09:59:00Z,58.00,45.00
2026-03-22T10:05:00Z,58.00,45.00
2026-03-22T10:09:00Z,58.00,45.00
2026-03-22T10:12:00Z,57.00,45.00
2026-03-22T10:14:00Z,57.00,45.00
2026-03-22T10:21:00Z,58.00,45.00
2026-03-22T10:32:00Z,58.00,45.00
2026-03-22T10:44:00Z,57.00,45.00
2026-03-22T10:45:00Z,57.00,45.00
2026-03-22T10:50:00Z,57.00,45.00
2026-03-22T10:52:00Z,57.00,45.00
2026-03-22T11:22:00Z,58.00,45.00
2026-03-22T11:23:00Z,58.00,45.00
2026-03-22T11:36:00Z,58.00,44.00
2026-03-22T11:38:00Z,58.00,43.00
2026-03-22T11:40:00Z,58.00,43.00
2026-03-22T11:47:00Z,58.00,43.00
2026-03-22T11:49:00Z,58.00,43.00
2026-03-22T11:53:00Z,58.00,43.00
2026-03-22T11:57:00Z,58.00,43.00
2026-03-22T12:02:00Z,58.00,43.00
2026-03-22T12:03:00Z,58.00,43.00
2026-03-22T12:09:00Z,58.00,43.00
2026-03-22T12:10:00Z,58.00,43.00
2026-03-22T12:13:00Z,58.00,43.00
2026-03-22T12:16:00Z,58.00,43.00
2026-03-22T12:21:00Z,58.00,43.00
2026-03-22T12:28:00Z,58.00,43.00
2026-03-22T12:30:00Z,58.00,43.00
2026-03-22T12:34:00Z,58.00,43.00
2026-03-22T12:39:00Z,58.00,43.00
2026-03-22T12:40:00Z,58.00,43.00
2026-03-22T12:45:00Z,58.00,43.00
2026-03-22T12:46:00Z,58.00,43.00
2026-03-22T12:58:00Z,58.00,42.00
2026-03-22T12:59:00Z,58.00,42.00
2026-03-22T13:00:00Z,58.00,42.00
2026-03-22T13:01:00Z,58.00,42.05
2026-03-22T13:02:00Z,57.00,42.05
2026-03-22T13:07:00Z,57.00,43.00
2026-03-22T13:09:00Z,57.00,43.00
2026-03-22T13:10:00Z,57.00,43.00
2026-03-22T13:11:00Z,58.00,43.00
2026-03-22T13:13:00Z,58.00,43.00
2026-03-22T13:16:00Z,58.00,43.00
2026-03-22T13:17:00Z,58.00,43.00
2026-03-22T13:18:00Z,58.00,43.00
2026-03-22T13:19:00Z,58.00,43.00
2026-03-22T13:21:00Z,58.00,43.00
2026-03-22T13:26:00Z,58.00,43.00
2026-03-22T13:29:00Z,58.00,43.00
2026-03-22T13:38:00Z,58.14,43.00
2026-03-22T13:39:00Z,58.14,43.00
2026-03-22T13:40:00Z,58.00,43.00
2026-03-22T13:42:00Z,58.00,43.00
2026-03-22T13:43:00Z,58.00,43.00
2026-03-22T13:48:00Z,58.00,43.00
2026-03-22T13:51:00Z,58.00,43.00
2026-03-22T13:54:00Z,58.00,43.00
2026-03-22T13:55:00Z,58.00,43.00
2026-03-22T13:59:00Z,58.00,43.00
2026-03-22T14:00:00Z,58.00,43.00
