# event_ticker=KXATPCHALLENGERMATCH-26APR15BINBRO
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Charles Broom
# fav_player=Alexandr Binda
# dog_player=Charles Broom
# kalshi_date=2026-04-15
timestamp,Alexandr Binda,Charles Broom
2026-04-15T16:30:00Z,,81.00
2026-04-15T16:31:00Z,20.00,81.00
2026-04-15T16:32:00Z,20.00,81.00
2026-04-15T16:38:00Z,20.00,81.00
2026-04-15T17:18:00Z,20.00,81.00
2026-04-15T17:49:00Z,20.00,81.00
2026-04-15T18:27:00Z,20.00,81.00
2026-04-15T19:03:00Z,20.00,81.00
2026-04-15T20:08:00Z,20.00,81.00
2026-04-15T20:35:00Z,19.00,81.00
2026-04-15T21:04:00Z,19.00,81.00
2026-04-15T21:21:00Z,19.00,81.00
2026-04-15T21:22:00Z,18.00,81.00
2026-04-15T21:24:00Z,18.00,81.00
2026-04-15T21:59:00Z,18.00,81.00
2026-04-15T22:10:00Z,18.00,81.00
2026-04-15T22:44:00Z,18.00,81.00
2026-04-15T23:12:00Z,18.00,81.00
2026-04-15T23:16:00Z,18.00,81.00
2026-04-15T23:33:00Z,19.00,81.00
2026-04-15T23:35:00Z,19.00,81.00
2026-04-15T23:59:00Z,19.00,81.00
2026-04-16T00:12:00Z,19.00,81.00
2026-04-16T00:14:00Z,19.00,82.00
2026-04-16T00:55:00Z,20.78,82.00
2026-04-16T01:06:00Z,20.78,82.00
2026-04-16T01:24:00Z,20.00,82.00
2026-04-16T01:38:00Z,20.00,82.00
2026-04-16T01:45:00Z,20.00,82.00
2026-04-16T02:01:00Z,20.00,82.00
2026-04-16T02:19:00Z,20.00,82.00
2026-04-16T02:36:00Z,20.00,81.50
2026-04-16T02:40:00Z,20.00,81.50
2026-04-16T02:45:00Z,20.00,81.50
2026-04-16T03:25:00Z,20.00,82.00
2026-04-16T03:28:00Z,20.00,82.00
2026-04-16T03:31:00Z,21.00,82.00
2026-04-16T03:33:00Z,20.89,82.00
2026-04-16T03:39:00Z,20.75,82.00
2026-04-16T03:40:00Z,20.75,82.00
2026-04-16T03:42:00Z,20.98,82.00
2026-04-16T03:44:00Z,20.98,81.00
2026-04-16T03:52:00Z,20.00,81.00
2026-04-16T03:53:00Z,20.00,82.04
2026-04-16T03:59:00Z,17.26,82.04
2026-04-16T04:00:00Z,17.26,83.00
2026-04-16T04:01:00Z,19.53,83.00
2026-04-16T04:02:00Z,18.00,83.00
2026-04-16T04:03:00Z,19.00,83.00
2026-04-16T04:04:00Z,20.00,82.09
2026-04-16T04:05:00Z,20.56,82.09
2026-04-16T04:06:00Z,21.00,83.00
2026-04-16T04:07:00Z,21.61,81.00
2026-04-16T04:08:00Z,21.31,80.80
2026-04-16T04:09:00Z,25.44,75.86
2026-04-16T04:10:00Z,25.97,74.62
2026-04-16T04:11:00Z,27.66,74.33
2026-04-16T04:12:00Z,22.24,76.29
2026-04-16T04:13:00Z,23.54,77.65
2026-04-16T04:14:00Z,24.50,77.65
2026-04-16T04:15:00Z,23.79,77.88
2026-04-16T04:16:00Z,20.41,79.00
2026-04-16T04:17:00Z,21.12,79.17
2026-04-16T04:18:00Z,20.57,80.42
2026-04-16T04:19:00Z,14.22,85.63
2026-04-16T04:20:00Z,12.00,88.00
2026-04-16T04:21:00Z,9.17,88.49
2026-04-16T04:22:00Z,9.07,89.00
2026-04-16T04:23:00Z,11.43,90.00
2026-04-16T04:24:00Z,10.66,89.07
2026-04-16T04:25:00Z,10.17,89.93
2026-04-16T04:26:00Z,11.27,89.93
2026-04-16T04:27:00Z,12.00,89.00
2026-04-16T04:28:00Z,11.35,90.89
2026-04-16T04:29:00Z,10.94,91.64
2026-04-16T04:30:00Z,10.00,92.00
2026-04-16T04:31:00Z,10.22,90.00
2026-04-16T04:32:00Z,7.08,92.49
