# event_ticker=KXATPMATCH-26APR22POPDAM
# final_score=7-6(7) 6-4
# score_resolution=6-7 4-6
# match_winner=Martin Damm
# fav_player=Alexei Popyrin
# dog_player=Martin Damm Jr
# kalshi_date=2026-04-22
timestamp,Alexei Popyrin,Martin Damm Jr
2026-04-23T00:25:00Z,66.00,
2026-04-23T00:31:00Z,65.00,35.94
2026-04-23T00:46:00Z,65.00,35.94
2026-04-23T00:49:00Z,65.00,35.00
2026-04-23T00:57:00Z,66.00,35.00
2026-04-23T00:58:00Z,66.00,35.00
2026-04-23T01:04:00Z,66.00,35.00
2026-04-23T01:16:00Z,66.00,36.00
2026-04-23T02:02:00Z,66.00,36.00
2026-04-23T02:05:00Z,66.00,36.00
2026-04-23T02:09:00Z,66.00,36.00
2026-04-23T02:13:00Z,66.00,36.00
2026-04-23T02:17:00Z,66.00,36.00
2026-04-23T02:35:00Z,66.00,36.00
2026-04-23T02:40:00Z,66.00,36.00
2026-04-23T02:41:00Z,66.00,36.00
2026-04-23T02:54:00Z,66.00,36.00
2026-04-23T03:00:00Z,66.00,36.00
2026-04-23T03:02:00Z,66.00,36.00
2026-04-23T03:13:00Z,66.00,36.00
2026-04-23T03:39:00Z,66.00,36.00
2026-04-23T03:49:00Z,66.00,36.00
2026-04-23T04:05:00Z,66.00,36.00
2026-04-23T04:07:00Z,66.00,36.00
2026-04-23T04:16:00Z,66.28,36.00
2026-04-23T04:17:00Z,67.00,36.00
2026-04-23T04:18:00Z,67.00,36.00
2026-04-23T04:35:00Z,67.00,36.00
2026-04-23T04:37:00Z,67.00,36.00
2026-04-23T04:38:00Z,66.00,34.00
2026-04-23T04:45:00Z,67.00,34.00
2026-04-23T04:52:00Z,67.00,34.00
2026-04-23T04:56:00Z,67.00,34.00
2026-04-23T05:04:00Z,67.00,36.00
2026-04-23T05:05:00Z,67.00,36.00
2026-04-23T05:06:00Z,66.00,36.00
2026-04-23T05:09:00Z,67.00,36.00
2026-04-23T05:11:00Z,67.00,36.00
2026-04-23T05:12:00Z,67.00,35.00
2026-04-23T05:16:00Z,67.00,35.00
2026-04-23T05:19:00Z,67.00,35.00
2026-04-23T05:20:00Z,67.00,35.00
2026-04-23T05:21:00Z,67.00,35.00
2026-04-23T05:22:00Z,67.00,35.00
2026-04-23T05:24:00Z,67.00,35.00
2026-04-23T05:25:00Z,67.00,35.00
2026-04-23T05:26:00Z,67.00,35.00
2026-04-23T05:27:00Z,67.00,35.00
2026-04-23T05:31:00Z,67.00,34.00
2026-04-23T05:39:00Z,67.00,34.00
2026-04-23T05:40:00Z,67.00,35.00
2026-04-23T05:41:00Z,67.00,35.00
2026-04-23T05:42:00Z,67.00,35.00
2026-04-23T05:44:00Z,67.00,35.00
2026-04-23T05:50:00Z,67.00,35.00
2026-04-23T05:52:00Z,67.00,35.00
2026-04-23T05:54:00Z,67.00,35.00
2026-04-23T05:55:00Z,67.00,35.00
2026-04-23T05:58:00Z,67.00,35.00
2026-04-23T06:01:00Z,67.00,35.00
2026-04-23T06:04:00Z,67.00,35.00
2026-04-23T06:09:00Z,67.00,35.00
2026-04-23T06:16:00Z,67.00,35.00
2026-04-23T06:21:00Z,67.00,35.00
2026-04-23T06:23:00Z,67.00,35.00
2026-04-23T06:24:00Z,67.00,35.00
2026-04-23T06:25:00Z,67.00,35.00
2026-04-23T06:30:00Z,67.00,35.00
2026-04-23T06:40:00Z,67.00,35.00
2026-04-23T06:44:00Z,67.00,35.00
2026-04-23T06:48:00Z,67.00,35.00
2026-04-23T06:52:00Z,67.00,35.00
2026-04-23T06:56:00Z,67.00,35.00
2026-04-23T06:59:00Z,67.00,35.00
2026-04-23T09:02:00Z,67.00,35.00
2026-04-23T09:03:00Z,67.00,35.00
2026-04-23T09:12:00Z,65.90,35.00
2026-04-23T09:16:00Z,65.90,34.00
2026-04-23T09:27:00Z,65.90,35.00
2026-04-23T09:44:00Z,65.00,35.00
2026-04-23T09:50:00Z,65.00,35.00
2026-04-23T09:56:00Z,65.00,35.00
2026-04-23T09:57:00Z,65.00,35.00
2026-04-23T09:58:00Z,65.00,35.00
2026-04-23T10:01:00Z,66.00,35.00
2026-04-23T10:09:00Z,66.00,36.00
2026-04-23T10:10:00Z,64.00,36.00
2026-04-23T10:15:00Z,64.00,37.00
2026-04-23T10:16:00Z,64.00,37.00
2026-04-23T10:19:00Z,65.00,37.00
2026-04-23T10:21:00Z,65.00,37.00
2026-04-23T10:23:00Z,65.00,37.00
