# event_ticker=KXATPMATCH-26MAR17BLASTR
# final_score=6-3 3-6 6-3
# match_winner=Darwin Blanch
# fav_player=Darwin Blanch
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-03-17
timestamp,Darwin Blanch,Jan-Lennard Struff
2026-03-19T05:10:00Z,,64.00
2026-03-19T05:21:00Z,38.00,64.00
2026-03-19T05:24:00Z,38.00,63.99
2026-03-19T09:02:00Z,38.00,63.00
2026-03-19T09:24:00Z,38.00,63.00
2026-03-19T10:26:00Z,38.00,63.00
2026-03-19T10:30:00Z,38.00,63.00
2026-03-19T11:01:00Z,38.00,63.00
2026-03-19T11:20:00Z,38.00,63.00
2026-03-19T11:21:00Z,38.00,63.00
2026-03-19T11:41:00Z,38.00,63.00
2026-03-19T12:08:00Z,38.00,63.00
2026-03-19T12:51:00Z,38.00,63.00
2026-03-19T12:53:00Z,38.00,63.00
2026-03-19T12:56:00Z,38.00,63.00
2026-03-19T13:12:00Z,38.00,63.00
2026-03-19T13:34:00Z,38.00,63.00
2026-03-19T13:35:00Z,38.00,63.00
2026-03-19T13:41:00Z,38.00,63.00
2026-03-19T13:52:00Z,38.00,63.00
2026-03-19T13:57:00Z,38.00,63.00
2026-03-19T14:16:00Z,38.00,63.00
2026-03-19T14:21:00Z,38.00,63.00
2026-03-19T14:30:00Z,38.00,63.00
2026-03-19T14:53:00Z,38.00,63.00
2026-03-19T14:58:00Z,38.00,64.35
2026-03-19T14:59:00Z,38.00,65.00
2026-03-19T15:00:00Z,38.00,65.00
2026-03-19T15:03:00Z,38.00,65.00
2026-03-19T15:06:00Z,38.00,65.00
2026-03-19T15:07:00Z,37.00,63.00
2026-03-19T15:14:00Z,37.00,64.00
2026-03-19T15:15:00Z,38.00,64.00
2026-03-19T15:20:00Z,38.00,64.00
2026-03-19T15:28:00Z,38.00,63.83
2026-03-19T15:32:00Z,38.00,63.83
2026-03-19T15:33:00Z,38.00,63.83
2026-03-19T15:35:00Z,38.00,64.00
2026-03-19T15:37:00Z,38.00,64.00
2026-03-19T15:38:00Z,38.00,64.00
2026-03-19T15:39:00Z,38.00,64.00
2026-03-19T15:50:00Z,38.00,64.00
2026-03-19T15:56:00Z,38.00,64.00
2026-03-19T16:02:00Z,37.00,64.00
2026-03-19T16:11:00Z,38.00,64.00
2026-03-19T16:13:00Z,38.00,63.00
2026-03-19T16:17:00Z,38.00,63.00
2026-03-19T16:20:00Z,38.00,63.00
2026-03-19T16:27:00Z,38.00,63.00
2026-03-19T16:30:00Z,38.00,63.07
2026-03-19T16:31:00Z,38.00,63.71
2026-03-19T16:33:00Z,38.00,63.00
2026-03-19T16:34:00Z,38.00,63.00
2026-03-19T16:35:00Z,37.00,63.00
2026-03-19T16:36:00Z,37.00,64.00
2026-03-19T16:37:00Z,37.00,65.00
2026-03-19T16:38:00Z,37.00,65.00
2026-03-19T16:39:00Z,37.02,65.00
2026-03-19T16:40:00Z,37.02,65.00
2026-03-19T16:44:00Z,37.00,65.00
2026-03-19T16:46:00Z,37.54,65.00
2026-03-19T16:47:00Z,37.54,64.00
2026-03-19T16:48:00Z,36.15,64.10
2026-03-19T16:49:00Z,33.45,68.64
2026-03-19T16:50:00Z,38.75,63.17
2026-03-19T16:51:00Z,39.09,62.00
2026-03-19T16:52:00Z,38.80,61.83
2026-03-19T16:53:00Z,37.79,66.90
2026-03-19T16:54:00Z,41.12,61.00
2026-03-19T16:55:00Z,42.00,59.00
2026-03-19T16:56:00Z,41.93,60.93
2026-03-19T16:57:00Z,46.01,58.83
2026-03-19T16:58:00Z,53.63,51.01
2026-03-19T16:59:00Z,41.76,53.00
2026-03-19T17:00:00Z,46.47,54.86
2026-03-19T17:01:00Z,58.32,40.96
2026-03-19T17:02:00Z,59.00,40.96
2026-03-19T17:03:00Z,64.07,36.32
2026-03-19T17:04:00Z,65.42,36.32
2026-03-19T17:05:00Z,64.97,37.00
2026-03-19T17:06:00Z,65.00,37.03
2026-03-19T17:07:00Z,64.83,35.00
2026-03-19T17:08:00Z,65.19,34.00
2026-03-19T17:09:00Z,67.00,34.00
2026-03-19T17:10:00Z,66.00,34.01
2026-03-19T17:11:00Z,65.98,36.00
2026-03-19T17:12:00Z,66.55,33.00
2026-03-19T17:13:00Z,70.28,32.53
2026-03-19T17:14:00Z,69.40,31.96
2026-03-19T17:15:00Z,70.00,31.55
2026-03-19T17:16:00Z,69.00,31.95
2026-03-19T17:17:00Z,66.77,35.00
2026-03-19T17:18:00Z,63.62,35.94
2026-03-19T17:19:00Z,64.51,39.72
2026-03-19T17:20:00Z,59.17,44.23
2026-03-19T17:21:00Z,66.87,37.15
2026-03-19T17:22:00Z,67.33,32.21
2026-03-19T17:23:00Z,67.13,34.00
2026-03-19T17:24:00Z,65.06,36.40
2026-03-19T17:25:00Z,65.06,37.00
2026-03-19T17:26:00Z,64.00,36.64
2026-03-19T17:27:00Z,67.38,33.64
2026-03-19T17:28:00Z,66.00,33.25
2026-03-19T17:29:00Z,63.80,37.60
2026-03-19T17:30:00Z,63.00,38.00
2026-03-19T17:31:00Z,58.62,41.27
2026-03-19T17:32:00Z,62.09,37.01
2026-03-19T17:33:00Z,55.34,45.70
2026-03-19T17:34:00Z,45.31,57.05
2026-03-19T17:35:00Z,48.84,52.15
2026-03-19T17:36:00Z,51.51,44.89
2026-03-19T17:37:00Z,46.69,53.86
2026-03-19T17:38:00Z,40.19,60.20
2026-03-19T17:39:00Z,41.00,60.97
2026-03-19T17:40:00Z,39.00,61.17
2026-03-19T17:41:00Z,42.14,60.81
2026-03-19T17:42:00Z,39.91,63.79
2026-03-19T17:43:00Z,38.75,62.25
2026-03-19T17:44:00Z,37.17,62.02
2026-03-19T17:45:00Z,37.70,63.18
2026-03-19T17:46:00Z,34.85,70.41
2026-03-19T17:47:00Z,43.97,57.47
2026-03-19T17:48:00Z,45.13,52.82
2026-03-19T17:49:00Z,48.49,48.82
2026-03-19T17:50:00Z,62.79,41.04
2026-03-19T17:51:00Z,70.00,40.83
2026-03-19T17:52:00Z,74.44,20.99
2026-03-19T17:53:00Z,81.81,16.32
2026-03-19T17:54:00Z,83.01,16.25
2026-03-19T17:55:00Z,84.59,15.96
2026-03-19T17:56:00Z,83.97,14.25
2026-03-19T17:57:00Z,83.65,17.94
2026-03-19T17:58:00Z,87.97,15.33
2026-03-19T17:59:00Z,86.39,14.99
2026-03-19T18:00:00Z,89.00,11.91
2026-03-19T18:01:00Z,89.04,12.00
2026-03-19T18:02:00Z,90.63,9.73
2026-03-19T18:03:00Z,94.42,4.88
2026-03-19T18:04:00Z,98.70,2.26
2026-03-19T18:05:00Z,98.91,1.28
2026-03-19T18:06:00Z,97.94,2.26
2026-03-19T18:07:00Z,96.24,5.01
2026-03-19T18:08:00Z,93.89,6.95
2026-03-19T18:09:00Z,93.43,7.80
2026-03-19T18:10:00Z,92.26,8.12
2026-03-19T18:11:00Z,93.26,6.53
2026-03-19T18:12:00Z,93.98,6.84
2026-03-19T18:13:00Z,98.99,1.01
2026-03-19T18:14:00Z,99.00,1.01
2026-03-19T18:15:00Z,99.00,1.00
2026-03-19T18:16:00Z,99.00,1.00
2026-03-19T18:17:00Z,99.00,1.00
2026-03-19T18:18:00Z,99.00,1.00
2026-03-19T18:19:00Z,99.00,1.00
2026-03-19T18:20:00Z,99.00,1.00
2026-03-19T18:21:00Z,99.00,1.00
2026-03-19T18:22:00Z,99.00,1.00
