# event_ticker=KXATPCHALLENGERMATCH-26FEB18BROTOM
# final_score=4-6 6-3 6-2
# match_winner=Bernard Tomic
# fav_player=Bernard Tomic
# dog_player=Gijs Brouwer
# kalshi_date=2026-02-18
timestamp,Bernard Tomic,Gijs Brouwer
2026-02-18T07:23:00Z,88.00,
2026-02-18T14:42:00Z,70.00,
2026-02-18T15:05:00Z,71.00,
2026-02-18T15:21:00Z,70.00,
2026-02-18T15:30:00Z,70.00,
2026-02-18T15:49:00Z,68.00,
2026-02-18T15:56:00Z,68.00,35.00
2026-02-18T16:01:00Z,68.00,35.00
2026-02-18T16:23:00Z,68.00,35.00
2026-02-18T16:33:00Z,68.00,35.00
2026-02-18T16:42:00Z,68.00,35.00
2026-02-18T16:52:00Z,68.00,35.00
2026-02-18T16:53:00Z,68.00,35.00
2026-02-18T17:03:00Z,68.00,35.00
2026-02-18T17:05:00Z,68.00,35.00
2026-02-18T17:12:00Z,68.00,35.00
2026-02-18T17:15:00Z,68.00,35.00
2026-02-18T17:18:00Z,66.47,35.00
2026-02-18T17:21:00Z,67.00,35.00
2026-02-18T17:38:00Z,64.00,35.00
2026-02-18T17:46:00Z,67.00,35.00
2026-02-18T17:47:00Z,67.00,35.00
2026-02-18T17:48:00Z,67.00,35.00
2026-02-18T17:53:00Z,68.00,35.00
2026-02-18T17:54:00Z,69.00,35.00
2026-02-18T17:56:00Z,69.00,35.00
2026-02-18T17:59:00Z,69.00,35.00
2026-02-18T18:05:00Z,69.00,35.00
2026-02-18T18:07:00Z,69.00,34.00
2026-02-18T18:08:00Z,69.00,34.00
2026-02-18T18:11:00Z,69.00,34.00
2026-02-18T18:16:00Z,69.00,34.00
2026-02-18T18:17:00Z,69.00,34.00
2026-02-18T18:18:00Z,69.00,34.00
2026-02-18T18:22:00Z,69.00,34.00
2026-02-18T18:23:00Z,69.00,35.00
2026-02-18T18:26:00Z,69.00,35.00
2026-02-18T18:35:00Z,68.93,35.00
2026-02-18T18:37:00Z,69.00,35.00
2026-02-18T18:42:00Z,69.00,35.00
2026-02-18T18:43:00Z,69.00,35.00
2026-02-18T18:45:00Z,66.00,35.00
2026-02-18T18:48:00Z,69.38,35.00
2026-02-18T18:49:00Z,69.00,35.00
2026-02-18T18:50:00Z,69.39,35.00
2026-02-18T18:51:00Z,70.00,34.00
2026-02-18T18:52:00Z,69.72,34.00
2026-02-18T18:53:00Z,67.43,32.00
2026-02-18T18:54:00Z,67.16,33.03
2026-02-18T18:55:00Z,66.18,39.17
2026-02-18T18:56:00Z,53.88,47.06
2026-02-18T18:57:00Z,52.68,51.75
2026-02-18T18:58:00Z,46.26,55.02
2026-02-18T18:59:00Z,44.98,58.86
2026-02-18T19:00:00Z,42.03,59.80
2026-02-18T19:01:00Z,42.37,56.13
2026-02-18T19:02:00Z,47.52,54.00
2026-02-18T19:03:00Z,48.45,53.90
2026-02-18T19:04:00Z,44.17,55.61
2026-02-18T19:05:00Z,44.37,55.34
2026-02-18T19:06:00Z,43.44,58.12
2026-02-18T19:07:00Z,44.95,56.98
2026-02-18T19:08:00Z,44.29,57.64
2026-02-18T19:09:00Z,41.05,58.75
2026-02-18T19:10:00Z,49.35,47.33
2026-02-18T19:11:00Z,52.38,45.57
2026-02-18T19:12:00Z,45.84,55.03
2026-02-18T19:13:00Z,42.33,57.96
2026-02-18T19:14:00Z,43.83,57.03
2026-02-18T19:15:00Z,45.90,57.78
2026-02-18T19:16:00Z,42.81,60.52
2026-02-18T19:17:00Z,41.45,61.36
2026-02-18T19:18:00Z,42.70,58.86
2026-02-18T19:19:00Z,43.14,58.00
2026-02-18T19:20:00Z,42.00,59.81
2026-02-18T19:21:00Z,41.08,58.98
2026-02-18T19:22:00Z,37.34,63.84
2026-02-18T19:23:00Z,35.79,65.80
2026-02-18T19:24:00Z,36.00,65.47
2026-02-18T19:25:00Z,33.30,64.54
2026-02-18T19:26:00Z,41.10,61.26
2026-02-18T19:27:00Z,43.49,54.50
2026-02-18T19:28:00Z,50.23,52.75
2026-02-18T19:29:00Z,54.44,48.83
2026-02-18T19:30:00Z,58.26,40.31
2026-02-18T19:31:00Z,61.16,38.66
2026-02-18T19:32:00Z,60.32,39.23
2026-02-18T19:33:00Z,62.88,40.00
2026-02-18T19:34:00Z,64.18,37.44
2026-02-18T19:35:00Z,59.53,41.40
2026-02-18T19:36:00Z,57.84,42.99
2026-02-18T19:37:00Z,60.73,40.00
2026-02-18T19:38:00Z,63.03,37.29
2026-02-18T19:39:00Z,63.78,37.31
2026-02-18T19:40:00Z,64.52,36.92
2026-02-18T19:41:00Z,69.48,38.47
2026-02-18T19:42:00Z,66.64,35.21
2026-02-18T19:43:00Z,65.80,35.68
2026-02-18T19:44:00Z,65.99,35.65
2026-02-18T19:45:00Z,64.96,36.74
2026-02-18T19:46:00Z,62.09,43.23
2026-02-18T19:47:00Z,63.07,41.82
2026-02-18T19:48:00Z,63.31,38.55
2026-02-18T19:49:00Z,55.91,41.14
2026-02-18T19:50:00Z,61.50,40.99
2026-02-18T19:51:00Z,62.46,38.61
2026-02-18T19:52:00Z,66.50,34.75
2026-02-18T19:53:00Z,67.96,33.57
2026-02-18T19:54:00Z,81.80,18.37
2026-02-18T19:55:00Z,86.77,14.59
2026-02-18T19:56:00Z,82.09,15.85
2026-02-18T19:57:00Z,80.81,18.48
2026-02-18T19:58:00Z,84.48,16.06
2026-02-18T19:59:00Z,84.41,18.37
2026-02-18T20:00:00Z,87.71,13.96
2026-02-18T20:01:00Z,84.91,17.02
2026-02-18T20:02:00Z,83.84,17.01
2026-02-18T20:03:00Z,85.52,17.38
2026-02-18T20:04:00Z,90.26,12.20
2026-02-18T20:05:00Z,91.62,8.56
2026-02-18T20:06:00Z,92.13,8.80
2026-02-18T20:07:00Z,87.89,12.57
2026-02-18T20:08:00Z,88.27,12.50
2026-02-18T20:09:00Z,84.92,15.36
2026-02-18T20:10:00Z,87.29,15.17
2026-02-18T20:11:00Z,93.10,7.87
2026-02-18T20:12:00Z,92.77,8.67
2026-02-18T20:13:00Z,94.25,6.26
2026-02-18T20:14:00Z,96.64,2.50
2026-02-18T20:15:00Z,98.46,1.18
2026-02-18T20:16:00Z,98.62,1.45
2026-02-18T20:17:00Z,98.98,1.58
2026-02-18T20:18:00Z,99.00,1.00
2026-02-18T20:19:00Z,99.00,1.00
2026-02-18T20:20:00Z,99.00,1.00
2026-02-18T20:21:00Z,99.00,1.00
