# event_ticker=KXATPCHALLENGERMATCH-26APR20MASKWON
# final_score=6-2 7-6(5)
# score_resolution=2-6 6-7
# match_winner=Soonwoo Kwon
# fav_player=Daniel Masur
# dog_player=Soonwoo Kwon
# kalshi_date=2026-04-20
timestamp,Daniel Masur,Soonwoo Kwon
2026-04-20T16:22:00Z,,77.50
2026-04-20T16:50:00Z,,79.00
2026-04-20T16:52:00Z,,79.00
2026-04-20T17:11:00Z,,79.00
2026-04-20T18:36:00Z,23.00,79.00
2026-04-20T18:59:00Z,23.00,79.00
2026-04-20T19:11:00Z,23.00,79.00
2026-04-20T19:54:00Z,23.00,80.00
2026-04-20T21:02:00Z,20.00,80.00
2026-04-20T21:05:00Z,20.00,80.00
2026-04-20T21:36:00Z,20.00,80.00
2026-04-20T21:46:00Z,20.00,80.00
2026-04-20T22:10:00Z,20.00,80.00
2026-04-20T23:26:00Z,19.00,80.00
2026-04-20T23:51:00Z,18.00,80.00
2026-04-20T23:55:00Z,18.00,80.00
2026-04-21T00:08:00Z,18.92,80.00
2026-04-21T00:47:00Z,19.00,80.00
2026-04-21T01:02:00Z,19.00,80.00
2026-04-21T01:24:00Z,19.00,80.00
2026-04-21T01:33:00Z,19.00,80.00
2026-04-21T01:40:00Z,19.00,80.00
2026-04-21T01:43:00Z,19.00,83.00
2026-04-21T01:46:00Z,19.00,83.00
2026-04-21T01:57:00Z,19.00,83.00
2026-04-21T02:04:00Z,19.00,83.00
2026-04-21T02:10:00Z,19.00,83.00
2026-04-21T02:14:00Z,19.00,83.00
2026-04-21T02:21:00Z,19.00,83.00
2026-04-21T02:24:00Z,19.00,84.00
2026-04-21T02:37:00Z,18.00,84.00
2026-04-21T02:38:00Z,18.00,84.00
2026-04-21T02:46:00Z,18.00,85.00
2026-04-21T02:48:00Z,17.92,85.00
2026-04-21T02:49:00Z,17.92,85.00
2026-04-21T02:54:00Z,17.76,85.00
2026-04-21T02:55:00Z,17.00,85.00
2026-04-21T02:56:00Z,17.00,85.00
2026-04-21T02:58:00Z,17.00,85.00
2026-04-21T02:59:00Z,17.00,83.50
2026-04-21T03:04:00Z,17.00,83.50
2026-04-21T03:05:00Z,17.00,84.00
2026-04-21T03:07:00Z,17.00,84.01
2026-04-21T03:09:00Z,17.00,84.01
2026-04-21T03:11:00Z,17.00,82.00
2026-04-21T03:13:00Z,17.00,84.00
2026-04-21T03:15:00Z,17.00,84.00
2026-04-21T03:16:00Z,17.86,84.00
2026-04-21T03:17:00Z,18.00,84.00
2026-04-21T03:20:00Z,18.00,84.09
2026-04-21T03:21:00Z,18.00,84.09
2026-04-21T03:23:00Z,18.00,84.00
2026-04-21T03:27:00Z,18.00,84.00
2026-04-21T03:28:00Z,18.62,84.00
2026-04-21T03:30:00Z,18.62,84.00
2026-04-21T03:31:00Z,18.62,84.00
2026-04-21T03:32:00Z,18.00,84.00
2026-04-21T03:34:00Z,18.00,84.00
2026-04-21T03:35:00Z,19.42,84.00
2026-04-21T03:36:00Z,18.97,84.00
2026-04-21T03:37:00Z,20.63,84.00
2026-04-21T03:38:00Z,20.55,81.00
2026-04-21T03:39:00Z,20.55,81.05
2026-04-21T03:40:00Z,20.94,81.05
2026-04-21T03:41:00Z,20.15,73.72
2026-04-21T03:42:00Z,22.81,78.52
2026-04-21T03:43:00Z,21.68,80.00
2026-04-21T03:44:00Z,16.38,82.84
2026-04-21T03:45:00Z,18.63,83.90
2026-04-21T03:46:00Z,21.06,79.93
2026-04-21T03:47:00Z,22.53,79.93
2026-04-21T03:48:00Z,23.99,77.01
2026-04-21T03:49:00Z,24.40,77.00
2026-04-21T03:50:00Z,24.99,76.53
2026-04-21T03:51:00Z,21.46,79.94
2026-04-21T03:52:00Z,19.63,82.47
2026-04-21T03:53:00Z,13.83,86.17
2026-04-21T03:54:00Z,12.39,88.62
2026-04-21T03:55:00Z,12.00,89.00
2026-04-21T03:56:00Z,12.09,87.87
2026-04-21T03:57:00Z,12.50,86.95
2026-04-21T03:58:00Z,11.01,88.00
2026-04-21T03:59:00Z,9.51,91.00
2026-04-21T04:00:00Z,9.07,92.33
2026-04-21T04:01:00Z,7.41,93.52
2026-04-21T04:02:00Z,8.83,93.52
2026-04-21T04:03:00Z,8.46,92.69
2026-04-21T04:04:00Z,6.51,94.00
2026-04-21T04:05:00Z,7.00,93.00
2026-04-21T04:06:00Z,5.49,94.00
2026-04-21T04:07:00Z,5.83,94.97
2026-04-21T04:08:00Z,5.60,94.97
2026-04-21T04:09:00Z,5.34,95.00
2026-04-21T04:10:00Z,6.19,93.51
2026-04-21T04:11:00Z,7.00,93.34
2026-04-21T04:12:00Z,7.27,93.00
2026-04-21T04:13:00Z,8.03,92.75
2026-04-21T04:14:00Z,6.93,92.75
2026-04-21T04:15:00Z,8.36,93.00
2026-04-21T04:16:00Z,7.77,93.00
2026-04-21T04:17:00Z,6.45,94.49
2026-04-21T04:18:00Z,4.40,95.14
2026-04-21T04:19:00Z,3.22,96.76
2026-04-21T04:20:00Z,3.17,97.02
2026-04-21T04:21:00Z,2.58,98.07
2026-04-21T04:22:00Z,2.01,98.00
2026-04-21T04:23:00Z,1.38,97.99
2026-04-21T04:24:00Z,3.00,97.72
2026-04-21T04:25:00Z,2.92,97.72
2026-04-21T04:26:00Z,2.41,97.00
2026-04-21T04:27:00Z,3.07,97.00
2026-04-21T04:28:00Z,4.53,97.81
2026-04-21T04:29:00Z,3.24,97.31
2026-04-21T04:30:00Z,3.40,98.00
2026-04-21T04:31:00Z,3.09,96.88
2026-04-21T04:32:00Z,3.03,97.00
2026-04-21T04:33:00Z,4.23,97.98
2026-04-21T04:34:00Z,2.62,98.00
2026-04-21T04:35:00Z,1.93,98.96
2026-04-21T04:36:00Z,1.08,98.05
2026-04-21T04:37:00Z,2.00,98.19
2026-04-21T04:38:00Z,2.29,98.91
2026-04-21T04:39:00Z,2.74,98.00
2026-04-21T04:40:00Z,3.24,97.03
2026-04-21T04:41:00Z,3.00,96.91
2026-04-21T04:42:00Z,3.65,95.00
2026-04-21T04:43:00Z,4.53,95.01
2026-04-21T04:44:00Z,2.20,98.00
2026-04-21T04:45:00Z,3.07,97.00
2026-04-21T04:46:00Z,3.93,97.03
2026-04-21T04:47:00Z,4.02,97.77
2026-04-21T04:48:00Z,6.68,93.32
2026-04-21T04:49:00Z,10.54,87.94
2026-04-21T04:50:00Z,9.41,88.20
2026-04-21T04:51:00Z,9.64,90.11
2026-04-21T04:52:00Z,10.36,89.72
2026-04-21T04:53:00Z,10.05,88.70
2026-04-21T04:54:00Z,8.96,89.40
2026-04-21T04:55:00Z,9.41,91.47
2026-04-21T04:56:00Z,11.24,89.54
2026-04-21T04:57:00Z,14.80,85.14
2026-04-21T04:58:00Z,15.58,84.97
2026-04-21T04:59:00Z,11.97,87.52
2026-04-21T05:00:00Z,10.93,88.01
2026-04-21T05:01:00Z,12.08,88.00
2026-04-21T05:02:00Z,12.47,88.61
2026-04-21T05:03:00Z,14.21,86.14
2026-04-21T05:04:00Z,14.49,85.00
2026-04-21T05:05:00Z,14.34,84.63
2026-04-21T05:06:00Z,12.46,86.78
2026-04-21T05:07:00Z,13.18,87.63
2026-04-21T05:08:00Z,20.83,81.02
2026-04-21T05:09:00Z,18.31,80.37
2026-04-21T05:10:00Z,13.11,85.99
2026-04-21T05:11:00Z,13.90,86.58
2026-04-21T05:12:00Z,10.54,89.07
2026-04-21T05:13:00Z,6.62,92.76
2026-04-21T05:14:00Z,12.67,86.74
2026-04-21T05:15:00Z,4.69,97.53
2026-04-21T05:16:00Z,1.00,99.00
2026-04-21T05:17:00Z,1.00,99.00
2026-04-21T05:18:00Z,1.00,99.00
