# event_ticker=KXATPMATCH-25SEP19TABDAR
# final_score=6-4 6-3
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Luciano Darderi
# kalshi_date=2025-09-19
timestamp,Alejandro Tabilo,Luciano Darderi
2025-09-18T19:15:00Z,56.00,
2025-09-18T19:45:00Z,57.00,43.67
2025-09-18T19:53:00Z,57.00,44.00
2025-09-18T20:09:00Z,57.00,44.00
2025-09-18T20:30:00Z,57.00,44.00
2025-09-18T20:46:00Z,58.00,44.00
2025-09-18T20:49:00Z,58.00,44.00
2025-09-18T21:19:00Z,58.00,43.00
2025-09-18T21:23:00Z,57.00,43.00
2025-09-18T21:50:00Z,57.00,44.00
2025-09-18T21:53:00Z,57.00,44.00
2025-09-18T21:58:00Z,57.00,44.00
2025-09-18T22:20:00Z,57.00,44.00
2025-09-18T22:48:00Z,57.00,44.00
2025-09-18T22:49:00Z,57.00,44.00
2025-09-18T23:08:00Z,57.00,44.00
2025-09-18T23:15:00Z,57.00,44.00
2025-09-18T23:21:00Z,57.00,44.00
2025-09-18T23:36:00Z,57.00,44.00
2025-09-19T00:04:00Z,57.00,44.00
2025-09-19T00:10:00Z,57.00,44.00
2025-09-19T00:13:00Z,57.00,44.00
2025-09-19T00:17:00Z,57.00,44.00
2025-09-19T01:13:00Z,57.00,44.00
2025-09-19T01:37:00Z,57.00,44.00
2025-09-19T01:43:00Z,57.00,44.00
2025-09-19T01:44:00Z,57.00,44.00
2025-09-19T01:50:00Z,57.00,44.00
2025-09-19T01:52:00Z,57.00,44.00
2025-09-19T02:04:00Z,57.00,43.00
2025-09-19T02:07:00Z,57.00,43.00
2025-09-19T02:10:00Z,57.00,43.00
2025-09-19T02:12:00Z,57.00,43.00
2025-09-19T02:13:00Z,57.00,44.00
2025-09-19T02:22:00Z,57.00,44.00
2025-09-19T02:27:00Z,57.00,44.00
2025-09-19T02:31:00Z,58.00,44.00
2025-09-19T02:36:00Z,58.00,44.00
2025-09-19T02:42:00Z,58.00,44.00
2025-09-19T02:45:00Z,58.00,43.00
2025-09-19T02:54:00Z,58.00,43.00
2025-09-19T02:55:00Z,58.00,43.00
2025-09-19T02:57:00Z,57.00,43.00
2025-09-19T02:58:00Z,58.00,43.00
2025-09-19T03:00:00Z,58.00,43.00
2025-09-19T03:02:00Z,58.00,44.00
2025-09-19T03:08:00Z,58.00,44.00
2025-09-19T03:09:00Z,58.00,44.00
2025-09-19T03:10:00Z,58.00,44.00
2025-09-19T03:12:00Z,58.00,44.00
2025-09-19T03:13:00Z,58.00,44.00
