# event_ticker=KXATPCHALLENGERMATCH-26MAY03GADDHA
# final_score=7-6(6) 6-4
# score_resolution=6-7 4-6
# match_winner=Buvaysar Gadamauri
# fav_player=Manas Dhamne
# dog_player=Buvaysar Gadamauri
# kalshi_date=2026-05-03
timestamp,Buvaysar Gadamauri,Manas Dhamne
2026-05-02T18:26:00Z,53.00,51.00
2026-05-02T19:04:00Z,58.00,51.00
2026-05-02T19:10:00Z,61.00,39.00
2026-05-02T19:29:00Z,61.00,38.00
2026-05-02T20:18:00Z,70.00,38.00
2026-05-02T20:44:00Z,70.00,37.00
2026-05-02T21:05:00Z,70.00,39.00
2026-05-02T21:43:00Z,70.00,39.00
2026-05-02T22:30:00Z,62.00,39.00
2026-05-02T22:31:00Z,62.00,39.00
2026-05-02T22:46:00Z,62.00,38.00
2026-05-02T22:58:00Z,61.00,38.00
2026-05-02T23:28:00Z,61.00,38.00
2026-05-03T00:49:00Z,61.00,40.00
2026-05-03T01:01:00Z,61.00,40.00
2026-05-03T01:09:00Z,61.00,40.00
2026-05-03T01:10:00Z,61.00,40.00
2026-05-03T01:21:00Z,61.00,40.00
2026-05-03T01:37:00Z,61.00,40.00
2026-05-03T02:04:00Z,61.00,40.00
2026-05-03T02:14:00Z,61.00,41.00
2026-05-03T02:24:00Z,61.00,41.00
2026-05-03T02:31:00Z,61.00,41.00
2026-05-03T02:33:00Z,61.00,41.00
2026-05-03T02:36:00Z,59.48,41.00
2026-05-03T02:38:00Z,59.48,41.00
2026-05-03T02:44:00Z,60.32,41.00
2026-05-03T02:54:00Z,61.00,41.00
2026-05-03T03:06:00Z,61.00,40.00
2026-05-03T03:24:00Z,61.00,40.00
2026-05-03T03:37:00Z,61.81,40.00
2026-05-03T03:44:00Z,62.00,40.00
2026-05-03T03:54:00Z,62.00,40.00
2026-05-03T04:07:00Z,62.00,40.00
2026-05-03T04:21:00Z,62.00,39.00
2026-05-03T04:33:00Z,62.00,39.00
2026-05-03T04:37:00Z,62.00,39.00
2026-05-03T04:47:00Z,62.00,39.00
2026-05-03T04:48:00Z,62.00,39.00
2026-05-03T04:54:00Z,62.00,39.00
2026-05-03T04:56:00Z,62.00,39.00
2026-05-03T04:59:00Z,62.00,39.00
2026-05-03T05:08:00Z,62.00,39.00
2026-05-03T05:13:00Z,62.00,39.00
2026-05-03T05:14:00Z,62.00,39.00
2026-05-03T05:18:00Z,62.00,39.00
2026-05-03T05:21:00Z,62.00,38.00
2026-05-03T05:23:00Z,62.00,39.00
2026-05-03T05:24:00Z,62.00,39.00
2026-05-03T05:25:00Z,62.00,39.00
2026-05-03T05:30:00Z,62.00,39.00
2026-05-03T05:31:00Z,62.00,39.00
2026-05-03T05:32:00Z,62.00,39.00
2026-05-03T05:33:00Z,62.00,39.00
2026-05-03T05:34:00Z,62.00,39.00
2026-05-03T05:36:00Z,62.00,39.00
2026-05-03T05:38:00Z,62.00,39.00
2026-05-03T05:41:00Z,62.00,39.00
2026-05-03T05:43:00Z,62.00,39.00
2026-05-03T05:49:00Z,62.00,39.00
2026-05-03T05:53:00Z,62.00,39.00
2026-05-03T05:56:00Z,61.06,39.00
2026-05-03T05:57:00Z,62.00,39.00
2026-05-03T05:58:00Z,62.00,39.00
2026-05-03T06:03:00Z,62.00,39.00
2026-05-03T06:04:00Z,62.57,39.00
2026-05-03T06:06:00Z,62.00,40.00
2026-05-03T06:07:00Z,61.00,40.00
2026-05-03T06:08:00Z,62.00,40.00
2026-05-03T06:09:00Z,62.00,41.63
2026-05-03T06:10:00Z,61.46,40.64
2026-05-03T06:11:00Z,60.91,40.91
2026-05-03T06:12:00Z,62.00,40.91
2026-05-03T06:13:00Z,58.57,44.86
2026-05-03T06:14:00Z,58.35,44.81
2026-05-03T06:15:00Z,56.86,45.37
2026-05-03T06:16:00Z,49.76,51.19
2026-05-03T06:17:00Z,47.11,56.17
2026-05-03T06:18:00Z,51.44,49.54
2026-05-03T06:19:00Z,54.04,48.19
2026-05-03T06:20:00Z,54.66,50.42
2026-05-03T06:21:00Z,52.74,48.00
2026-05-03T06:22:00Z,53.60,47.25
2026-05-03T06:23:00Z,50.16,55.64
2026-05-03T06:24:00Z,54.39,46.29
2026-05-03T06:25:00Z,53.35,47.00
2026-05-03T06:26:00Z,49.43,49.01
2026-05-03T06:27:00Z,55.07,48.36
