# event_ticker=KXATPCHALLENGERMATCH-26MAY03GADDHA
# final_score=7-6(6) 6-4
# score_resolution=6-7 4-6
# match_winner=Buvaysar Gadamauri
# fav_player=Manas Dhamne
# dog_player=Buvaysar Gadamauri
# kalshi_date=2026-05-03
timestamp,Buvaysar Gadamauri,Manas Dhamne
2026-05-03T06:28:00Z,55.98,46.00
2026-05-03T06:29:00Z,58.42,46.00
2026-05-03T06:30:00Z,53.00,47.63
2026-05-03T06:31:00Z,53.75,49.82
2026-05-03T06:32:00Z,53.59,49.00
2026-05-03T06:33:00Z,56.00,46.00
2026-05-03T06:34:00Z,52.00,50.00
2026-05-03T06:35:00Z,44.77,52.64
2026-05-03T06:36:00Z,45.67,55.05
2026-05-03T06:37:00Z,56.11,48.55
2026-05-03T06:38:00Z,54.04,48.00
2026-05-03T06:39:00Z,51.28,48.77
2026-05-03T06:40:00Z,48.30,52.27
2026-05-03T06:41:00Z,46.78,53.70
2026-05-03T06:42:00Z,49.48,52.02
2026-05-03T06:43:00Z,50.00,51.70
2026-05-03T06:44:00Z,54.93,48.62
2026-05-03T06:45:00Z,62.43,42.18
2026-05-03T06:46:00Z,69.17,31.58
2026-05-03T06:47:00Z,69.17,27.94
2026-05-03T06:48:00Z,74.92,26.56
2026-05-03T06:49:00Z,75.36,27.31
2026-05-03T06:50:00Z,75.02,21.03
2026-05-03T06:51:00Z,65.80,30.79
2026-05-03T06:52:00Z,62.11,38.48
2026-05-03T06:53:00Z,58.96,41.35
2026-05-03T06:54:00Z,50.93,48.44
2026-05-03T06:55:00Z,48.29,53.01
2026-05-03T06:56:00Z,47.29,54.97
2026-05-03T06:57:00Z,47.04,52.08
2026-05-03T06:58:00Z,49.01,52.51
2026-05-03T06:59:00Z,51.05,50.88
2026-05-03T07:00:00Z,53.93,45.70
2026-05-03T07:01:00Z,50.24,52.31
2026-05-03T07:02:00Z,41.17,60.65
2026-05-03T07:03:00Z,38.93,62.95
2026-05-03T07:04:00Z,41.85,58.00
2026-05-03T07:05:00Z,52.96,54.69
2026-05-03T07:06:00Z,48.91,46.45
2026-05-03T07:07:00Z,58.79,43.34
2026-05-03T07:08:00Z,56.61,43.71
2026-05-03T07:09:00Z,63.83,43.97
2026-05-03T07:10:00Z,72.84,26.44
2026-05-03T07:11:00Z,76.37,23.01
2026-05-03T07:12:00Z,75.88,25.64
2026-05-03T07:13:00Z,76.80,27.00
2026-05-03T07:14:00Z,74.45,26.96
2026-05-03T07:15:00Z,70.38,27.38
2026-05-03T07:16:00Z,73.66,30.26
2026-05-03T07:17:00Z,63.79,34.55
2026-05-03T07:18:00Z,65.63,35.00
2026-05-03T07:19:00Z,63.24,35.25
2026-05-03T07:20:00Z,69.57,34.41
2026-05-03T07:21:00Z,74.31,25.90
2026-05-03T07:22:00Z,77.90,26.94
2026-05-03T07:23:00Z,79.46,22.87
2026-05-03T07:24:00Z,78.96,25.36
2026-05-03T07:25:00Z,76.88,23.75
2026-05-03T07:26:00Z,80.64,20.19
2026-05-03T07:27:00Z,82.00,19.94
2026-05-03T07:28:00Z,84.08,15.52
2026-05-03T07:29:00Z,91.80,10.92
2026-05-03T07:30:00Z,92.36,7.30
2026-05-03T07:31:00Z,88.00,11.27
2026-05-03T07:32:00Z,92.19,13.19
2026-05-03T07:33:00Z,90.32,10.79
2026-05-03T07:34:00Z,87.20,16.05
2026-05-03T07:35:00Z,82.98,18.81
2026-05-03T07:36:00Z,83.01,17.00
2026-05-03T07:37:00Z,82.88,19.25
2026-05-03T07:38:00Z,87.08,12.30
2026-05-03T07:39:00Z,90.85,8.09
2026-05-03T07:40:00Z,85.07,13.57
2026-05-03T07:41:00Z,93.01,12.68
2026-05-03T07:42:00Z,94.05,6.58
2026-05-03T07:43:00Z,92.06,8.48
2026-05-03T07:44:00Z,95.20,6.45
2026-05-03T07:45:00Z,93.78,4.90
2026-05-03T07:46:00Z,95.98,5.60
2026-05-03T07:47:00Z,95.06,5.23
2026-05-03T07:48:00Z,88.25,12.67
2026-05-03T07:49:00Z,95.73,9.00
2026-05-03T07:50:00Z,95.52,3.08
2026-05-03T07:51:00Z,96.98,4.00
2026-05-03T07:52:00Z,94.39,4.43
2026-05-03T07:53:00Z,94.29,6.79
2026-05-03T07:54:00Z,94.22,7.43
2026-05-03T07:55:00Z,95.03,5.84
2026-05-03T07:56:00Z,95.80,3.31
2026-05-03T07:57:00Z,96.14,3.15
2026-05-03T07:58:00Z,89.18,10.63
2026-05-03T07:59:00Z,82.37,17.96
2026-05-03T08:00:00Z,81.71,17.92
2026-05-03T08:01:00Z,81.92,24.83
2026-05-03T08:02:00Z,92.89,9.67
2026-05-03T08:03:00Z,98.91,1.28
2026-05-03T08:04:00Z,99.00,1.28
2026-05-03T08:05:00Z,99.00,1.28
2026-05-03T08:06:00Z,99.00,1.28
2026-05-03T08:07:00Z,99.00,1.00
