# event_ticker=KXATPCHALLENGERMATCH-26JUN04CASSHI
# final_score=6-7(6) 7-6(6) 7-6(3)
# score_resolution=7-6 6-7 6-7
# match_winner=Yuta Shimizu
# fav_player=Murphy Cassone
# dog_player=Yuta Shimizu
# kalshi_date=2026-06-04
timestamp,Murphy Cassone,Yuta Shimizu
2026-06-04T04:56:00Z,94.00,
2026-06-04T04:59:00Z,94.00,
2026-06-04T05:15:00Z,94.00,
2026-06-04T06:41:00Z,94.00,54.00
2026-06-04T06:54:00Z,94.00,54.00
2026-06-04T09:14:00Z,52.00,54.00
2026-06-04T09:20:00Z,52.62,54.00
2026-06-04T09:28:00Z,52.62,44.00
2026-06-04T09:32:00Z,52.62,44.00
2026-06-04T09:37:00Z,52.62,43.00
2026-06-04T09:47:00Z,52.62,45.00
2026-06-04T09:51:00Z,56.00,45.00
2026-06-04T10:00:00Z,56.00,41.89
2026-06-04T10:02:00Z,56.00,43.76
2026-06-04T10:32:00Z,58.00,43.76
2026-06-04T10:46:00Z,58.00,43.76
2026-06-04T11:07:00Z,58.00,43.76
2026-06-04T11:23:00Z,58.00,42.00
2026-06-04T11:36:00Z,58.00,42.00
2026-06-04T12:05:00Z,58.00,43.00
2026-06-04T12:25:00Z,58.00,43.00
2026-06-04T12:39:00Z,58.00,43.00
2026-06-04T12:43:00Z,58.00,43.00
2026-06-04T12:44:00Z,58.00,42.00
2026-06-04T12:45:00Z,58.00,43.00
2026-06-04T12:47:00Z,58.00,43.00
2026-06-04T13:10:00Z,58.00,44.00
2026-06-04T13:20:00Z,58.00,44.00
2026-06-04T13:26:00Z,58.00,44.00
2026-06-04T13:32:00Z,58.00,44.00
2026-06-04T13:33:00Z,58.00,44.00
2026-06-04T13:45:00Z,58.00,43.00
2026-06-04T13:48:00Z,58.00,43.00
2026-06-04T13:57:00Z,58.00,44.00
2026-06-04T14:00:00Z,58.00,44.00
2026-06-04T14:01:00Z,58.00,44.00
2026-06-04T14:03:00Z,58.00,44.00
2026-06-04T14:08:00Z,58.00,44.00
2026-06-04T14:09:00Z,58.00,44.00
2026-06-04T14:11:00Z,58.00,44.00
2026-06-04T14:13:00Z,58.00,43.00
2026-06-04T14:14:00Z,58.00,45.05
2026-06-04T14:17:00Z,54.00,45.05
2026-06-04T14:22:00Z,55.00,45.05
2026-06-04T14:24:00Z,55.00,45.05
2026-06-04T14:25:00Z,55.00,46.00
2026-06-04T14:26:00Z,55.00,46.00
2026-06-04T14:35:00Z,54.00,46.00
2026-06-04T14:37:00Z,55.00,46.00
2026-06-04T14:38:00Z,55.00,46.00
2026-06-04T14:40:00Z,55.00,46.00
2026-06-04T14:42:00Z,55.00,46.00
2026-06-04T14:46:00Z,55.00,46.00
2026-06-04T14:55:00Z,55.00,46.00
2026-06-04T14:57:00Z,55.82,46.00
2026-06-04T14:58:00Z,57.00,46.00
2026-06-04T14:59:00Z,57.00,46.00
2026-06-04T15:02:00Z,57.00,46.75
2026-06-04T15:06:00Z,57.21,46.75
2026-06-04T15:08:00Z,57.00,46.75
2026-06-04T15:09:00Z,56.70,46.75
2026-06-04T15:11:00Z,57.95,46.75
2026-06-04T15:12:00Z,57.10,45.40
2026-06-04T15:13:00Z,58.00,47.69
2026-06-04T15:14:00Z,58.00,42.00
2026-06-04T15:15:00Z,59.07,41.55
2026-06-04T15:16:00Z,57.00,41.55
2026-06-04T15:17:00Z,64.51,41.55
2026-06-04T15:18:00Z,64.06,36.68
2026-06-04T15:19:00Z,63.10,38.73
2026-06-04T15:20:00Z,58.61,43.00
2026-06-04T15:21:00Z,58.51,43.00
2026-06-04T15:22:00Z,56.88,43.00
2026-06-04T15:23:00Z,59.00,43.00
2026-06-04T15:24:00Z,60.24,43.00
2026-06-04T15:25:00Z,60.36,41.00
2026-06-04T15:26:00Z,61.98,41.00
2026-06-04T15:27:00Z,60.66,40.74
2026-06-04T15:28:00Z,58.00,42.00
2026-06-04T15:29:00Z,60.42,39.94
2026-06-04T15:30:00Z,62.42,39.00
2026-06-04T15:31:00Z,63.95,37.00
2026-06-04T15:32:00Z,62.06,37.88
2026-06-04T15:33:00Z,60.12,39.80
2026-06-04T15:34:00Z,60.98,39.32
2026-06-04T15:35:00Z,59.49,40.00
2026-06-04T15:36:00Z,58.35,41.77
2026-06-04T15:37:00Z,59.56,38.86
2026-06-04T15:38:00Z,59.56,36.00
2026-06-04T15:39:00Z,62.58,37.77
2026-06-04T15:40:00Z,63.18,37.61
2026-06-04T15:41:00Z,67.81,35.51
2026-06-04T15:42:00Z,67.58,34.49
2026-06-04T15:43:00Z,61.91,39.00
2026-06-04T15:44:00Z,63.64,37.34
2026-06-04T15:45:00Z,63.16,37.00
2026-06-04T15:46:00Z,61.21,42.06
2026-06-04T15:47:00Z,61.94,37.39
2026-06-04T15:48:00Z,64.00,37.00
2026-06-04T15:49:00Z,64.00,37.00
2026-06-04T15:50:00Z,62.05,39.18
2026-06-04T15:51:00Z,57.65,41.19
2026-06-04T15:52:00Z,60.99,42.00
2026-06-04T15:53:00Z,60.00,42.04
2026-06-04T15:54:00Z,63.27,37.50
2026-06-04T15:55:00Z,62.32,38.64
2026-06-04T15:56:00Z,58.14,42.25
2026-06-04T15:57:00Z,57.73,42.31
2026-06-04T15:58:00Z,53.47,46.39
2026-06-04T15:59:00Z,51.43,47.49
2026-06-04T16:00:00Z,61.02,40.26
2026-06-04T16:01:00Z,61.39,40.00
2026-06-04T16:02:00Z,60.82,40.41
2026-06-04T16:03:00Z,61.51,39.00
2026-06-04T16:04:00Z,57.80,40.35
2026-06-04T16:05:00Z,49.73,51.12
2026-06-04T16:06:00Z,53.74,45.37
2026-06-04T16:07:00Z,54.66,45.63
2026-06-04T16:08:00Z,66.92,38.72
2026-06-04T16:09:00Z,69.37,31.72
2026-06-04T16:10:00Z,68.25,33.38
2026-06-04T16:11:00Z,53.21,47.19
2026-06-04T16:12:00Z,52.08,51.62
2026-06-04T16:13:00Z,60.34,39.65
2026-06-04T16:14:00Z,73.96,27.63
2026-06-04T16:15:00Z,78.80,20.82
2026-06-04T16:16:00Z,80.02,20.34
2026-06-04T16:17:00Z,79.85,21.00
2026-06-04T16:18:00Z,79.90,22.86
2026-06-04T16:19:00Z,77.28,23.00
2026-06-04T16:20:00Z,76.37,23.82
2026-06-04T16:21:00Z,75.97,24.92
2026-06-04T16:22:00Z,76.75,23.88
2026-06-04T16:23:00Z,77.98,23.29
2026-06-04T16:24:00Z,77.52,22.51
2026-06-04T16:25:00Z,75.17,25.57
2026-06-04T16:26:00Z,73.28,27.00
2026-06-04T16:27:00Z,74.00,27.02
2026-06-04T16:28:00Z,75.45,26.73
2026-06-04T16:29:00Z,76.37,23.73
2026-06-04T16:30:00Z,78.40,23.32
2026-06-04T16:31:00Z,75.06,25.07
2026-06-04T16:32:00Z,78.86,23.70
2026-06-04T16:33:00Z,77.79,22.00
2026-06-04T16:34:00Z,82.30,19.40
2026-06-04T16:35:00Z,82.53,20.50
2026-06-04T16:36:00Z,77.36,21.16
2026-06-04T16:37:00Z,76.82,23.71
2026-06-04T16:38:00Z,75.78,24.00
2026-06-04T16:39:00Z,75.98,25.03
2026-06-04T16:40:00Z,72.30,27.75
2026-06-04T16:41:00Z,75.40,28.70
2026-06-04T16:42:00Z,78.55,23.41
2026-06-04T16:43:00Z,78.74,22.90
2026-06-04T16:44:00Z,75.21,25.30
2026-06-04T16:45:00Z,75.94,25.99
2026-06-04T16:46:00Z,75.43,26.20
2026-06-04T16:47:00Z,77.91,23.65
2026-06-04T16:48:00Z,77.78,24.60
2026-06-04T16:49:00Z,78.91,21.28
2026-06-04T16:50:00Z,80.27,20.30
2026-06-04T16:51:00Z,74.62,25.46
2026-06-04T16:52:00Z,74.37,25.46
2026-06-04T16:53:00Z,74.81,26.99
2026-06-04T16:54:00Z,74.36,28.59
2026-06-04T16:55:00Z,68.45,31.48
2026-06-04T16:56:00Z,72.43,27.19
2026-06-04T16:57:00Z,76.97,22.99
2026-06-04T16:58:00Z,81.46,20.60
2026-06-04T16:59:00Z,75.17,25.03
2026-06-04T17:00:00Z,74.32,27.13
2026-06-04T17:01:00Z,73.65,27.39
2026-06-04T17:02:00Z,74.65,26.66
2026-06-04T17:03:00Z,72.99,27.65
2026-06-04T17:04:00Z,66.16,31.77
2026-06-04T17:05:00Z,68.70,28.68
2026-06-04T17:06:00Z,75.98,24.18
2026-06-04T17:07:00Z,68.28,33.84
2026-06-04T17:08:00Z,61.51,40.36
2026-06-04T17:09:00Z,61.49,39.01
2026-06-04T17:10:00Z,63.00,37.31
2026-06-04T17:11:00Z,57.51,41.79
2026-06-04T17:12:00Z,70.12,32.28
2026-06-04T17:13:00Z,78.64,20.67
2026-06-04T17:14:00Z,84.19,16.25
2026-06-04T17:15:00Z,72.68,25.66
2026-06-04T17:16:00Z,60.21,41.24
2026-06-04T17:17:00Z,54.00,46.21
2026-06-04T17:18:00Z,54.30,46.28
2026-06-04T17:19:00Z,54.89,47.26
2026-06-04T17:20:00Z,56.55,44.39
2026-06-04T17:21:00Z,57.58,45.09
2026-06-04T17:22:00Z,57.62,44.83
2026-06-04T17:23:00Z,57.48,44.80
2026-06-04T17:24:00Z,57.75,44.15
2026-06-04T17:25:00Z,57.56,43.94
2026-06-04T17:26:00Z,58.33,43.56
2026-06-04T17:27:00Z,61.33,39.40
2026-06-04T17:28:00Z,63.00,37.88
2026-06-04T17:29:00Z,65.60,36.59
