# event_ticker=KXATPCHALLENGERMATCH-26MAR14HARQUI
# final_score=7-6(6) 7-6(5)
# score_resolution=6-7 6-7
# match_winner=Ethan Quinn
# fav_player=Billy Harris
# dog_player=Ethan Quinn
# kalshi_date=2026-03-14
timestamp,Billy Harris,Ethan Quinn
2026-03-14T21:29:00Z,18.59,82.40
2026-03-14T21:30:00Z,21.01,79.13
2026-03-14T21:31:00Z,23.42,76.08
2026-03-14T21:32:00Z,22.46,78.00
2026-03-14T21:33:00Z,21.41,78.00
2026-03-14T21:34:00Z,22.03,78.00
2026-03-14T21:35:00Z,22.00,79.00
2026-03-14T21:36:00Z,19.96,79.00
2026-03-14T21:37:00Z,20.70,79.92
2026-03-14T21:38:00Z,23.23,76.96
2026-03-14T21:39:00Z,27.18,69.58
2026-03-14T21:40:00Z,33.14,67.06
2026-03-14T21:41:00Z,30.84,71.16
2026-03-14T21:42:00Z,33.91,75.03
2026-03-14T21:43:00Z,38.88,60.61
2026-03-14T21:44:00Z,38.38,62.16
2026-03-14T21:45:00Z,29.56,68.66
2026-03-14T21:46:00Z,24.29,75.41
2026-03-14T21:47:00Z,28.60,81.38
2026-03-14T21:48:00Z,17.23,84.00
2026-03-14T21:49:00Z,26.77,74.05
2026-03-14T21:50:00Z,20.28,79.48
2026-03-14T21:51:00Z,11.60,88.31
2026-03-14T21:52:00Z,9.93,90.00
2026-03-14T21:53:00Z,10.18,90.00
2026-03-14T21:54:00Z,9.25,91.19
2026-03-14T21:55:00Z,9.09,90.51
2026-03-14T21:56:00Z,9.29,92.00
2026-03-14T21:57:00Z,7.15,91.66
2026-03-14T21:58:00Z,9.24,91.81
2026-03-14T21:59:00Z,11.93,89.00
2026-03-14T22:00:00Z,11.12,90.79
2026-03-14T22:01:00Z,11.93,89.38
2026-03-14T22:02:00Z,10.66,89.60
2026-03-14T22:03:00Z,11.95,89.18
2026-03-14T22:04:00Z,11.68,88.02
2026-03-14T22:05:00Z,12.64,87.52
2026-03-14T22:06:00Z,13.84,88.00
2026-03-14T22:07:00Z,13.76,88.00
2026-03-14T22:08:00Z,14.84,86.00
2026-03-14T22:09:00Z,17.19,83.27
2026-03-14T22:10:00Z,19.09,81.38
2026-03-14T22:11:00Z,14.75,83.93
2026-03-14T22:12:00Z,19.09,76.54
2026-03-14T22:13:00Z,25.83,75.77
2026-03-14T22:14:00Z,25.63,74.61
2026-03-14T22:15:00Z,26.66,74.00
2026-03-14T22:16:00Z,26.49,75.83
2026-03-14T22:17:00Z,25.59,74.07
2026-03-14T22:18:00Z,23.04,78.37
2026-03-14T22:19:00Z,14.96,82.33
2026-03-14T22:20:00Z,14.97,86.00
2026-03-14T22:21:00Z,13.88,86.99
2026-03-14T22:22:00Z,12.77,88.00
2026-03-14T22:23:00Z,13.17,87.16
2026-03-14T22:24:00Z,12.28,88.87
2026-03-14T22:25:00Z,14.31,88.00
2026-03-14T22:26:00Z,14.32,86.91
2026-03-14T22:27:00Z,15.09,85.98
2026-03-14T22:28:00Z,19.50,80.53
2026-03-14T22:29:00Z,19.80,81.35
2026-03-14T22:30:00Z,16.82,83.57
2026-03-14T22:31:00Z,14.37,87.00
2026-03-14T22:32:00Z,13.09,87.78
2026-03-14T22:33:00Z,14.74,85.35
2026-03-14T22:34:00Z,15.82,85.35
2026-03-14T22:35:00Z,16.91,84.00
2026-03-14T22:36:00Z,17.00,84.00
2026-03-14T22:37:00Z,14.82,86.42
2026-03-14T22:38:00Z,13.13,86.49
2026-03-14T22:39:00Z,12.37,86.39
2026-03-14T22:40:00Z,12.25,88.82
2026-03-14T22:41:00Z,14.43,86.00
2026-03-14T22:42:00Z,16.04,84.85
2026-03-14T22:43:00Z,16.89,83.71
2026-03-14T22:44:00Z,16.21,83.65
2026-03-14T22:45:00Z,16.93,83.00
2026-03-14T22:46:00Z,15.75,83.15
2026-03-14T22:47:00Z,13.31,87.96
2026-03-14T22:48:00Z,7.22,94.26
2026-03-14T22:49:00Z,3.82,98.38
2026-03-14T22:50:00Z,2.82,97.92
2026-03-14T22:51:00Z,5.24,95.00
2026-03-14T22:52:00Z,10.34,91.72
2026-03-14T22:53:00Z,16.72,84.19
2026-03-14T22:54:00Z,10.65,89.26
2026-03-14T22:55:00Z,3.66,96.90
2026-03-14T22:56:00Z,1.00,99.00
2026-03-14T22:57:00Z,1.00,99.00
