# event_ticker=KXATPCHALLENGERMATCH-26MAR14HARQUI
# final_score=7-6(6) 7-6(5)
# score_resolution=6-7 6-7
# match_winner=Ethan Quinn
# fav_player=Billy Harris
# dog_player=Ethan Quinn
# kalshi_date=2026-03-14
timestamp,Billy Harris,Ethan Quinn
2026-03-14T11:52:00Z,23.00,
2026-03-14T12:26:00Z,23.00,
2026-03-14T12:37:00Z,23.00,78.00
2026-03-14T12:38:00Z,23.00,78.00
2026-03-14T12:40:00Z,23.00,78.00
2026-03-14T13:15:00Z,23.00,78.00
2026-03-14T13:21:00Z,23.00,78.00
2026-03-14T13:24:00Z,23.00,78.00
2026-03-14T13:26:00Z,23.00,78.00
2026-03-14T14:03:00Z,23.00,78.00
2026-03-14T14:12:00Z,23.00,79.00
2026-03-14T14:20:00Z,23.00,79.00
2026-03-14T14:23:00Z,23.00,79.00
2026-03-14T14:24:00Z,23.00,77.00
2026-03-14T14:25:00Z,23.00,77.33
2026-03-14T14:33:00Z,23.00,79.00
2026-03-14T14:47:00Z,23.00,79.00
2026-03-14T14:50:00Z,23.00,79.00
2026-03-14T14:58:00Z,23.00,79.00
2026-03-14T15:02:00Z,23.00,79.00
2026-03-14T15:12:00Z,23.00,79.00
2026-03-14T15:32:00Z,23.00,76.00
2026-03-14T15:44:00Z,24.00,76.00
2026-03-14T16:09:00Z,24.00,78.00
2026-03-14T16:13:00Z,24.00,78.00
2026-03-14T16:17:00Z,24.00,78.00
2026-03-14T16:18:00Z,24.00,78.86
2026-03-14T16:24:00Z,24.00,78.99
2026-03-14T16:33:00Z,23.00,78.99
2026-03-14T16:36:00Z,23.00,79.00
2026-03-14T16:39:00Z,23.00,79.00
2026-03-14T16:40:00Z,23.00,79.00
2026-03-14T16:54:00Z,23.00,79.00
2026-03-14T16:56:00Z,23.00,79.00
2026-03-14T17:03:00Z,23.00,79.00
2026-03-14T17:05:00Z,23.00,79.00
2026-03-14T17:13:00Z,23.00,79.00
2026-03-14T17:16:00Z,23.00,79.00
2026-03-14T17:21:00Z,23.00,79.00
2026-03-14T17:22:00Z,23.00,79.00
2026-03-14T17:50:00Z,23.00,79.00
2026-03-14T17:54:00Z,23.00,79.05
2026-03-14T18:12:00Z,21.00,79.05
2026-03-14T18:13:00Z,21.00,79.00
2026-03-14T18:26:00Z,21.00,80.00
2026-03-14T18:33:00Z,22.00,80.00
2026-03-14T18:37:00Z,22.00,80.00
2026-03-14T18:40:00Z,22.00,80.00
2026-03-14T18:41:00Z,22.00,80.00
2026-03-14T18:44:00Z,22.00,80.00
2026-03-14T18:45:00Z,22.00,80.00
2026-03-14T18:46:00Z,22.00,80.00
2026-03-14T18:52:00Z,22.00,80.00
2026-03-14T19:00:00Z,22.00,80.00
2026-03-14T19:03:00Z,22.00,80.00
2026-03-14T19:07:00Z,22.00,80.00
2026-03-14T19:08:00Z,22.00,80.00
2026-03-14T19:10:00Z,22.00,80.00
2026-03-14T19:15:00Z,22.00,79.00
2026-03-14T19:16:00Z,22.00,78.00
2026-03-14T19:19:00Z,22.00,79.00
2026-03-14T19:20:00Z,22.00,79.00
2026-03-14T19:48:00Z,22.00,79.00
2026-03-14T19:49:00Z,22.00,79.00
2026-03-14T19:51:00Z,22.00,79.00
2026-03-14T19:53:00Z,22.00,79.00
2026-03-14T19:54:00Z,21.00,78.00
2026-03-14T19:59:00Z,22.00,78.00
2026-03-14T20:05:00Z,22.00,79.00
2026-03-14T20:10:00Z,22.00,79.00
2026-03-14T20:11:00Z,22.00,79.00
2026-03-14T20:12:00Z,22.00,79.85
2026-03-14T20:21:00Z,22.00,79.85
2026-03-14T20:25:00Z,22.00,79.85
2026-03-14T20:30:00Z,22.00,80.00
2026-03-14T20:31:00Z,22.00,80.00
2026-03-14T20:37:00Z,22.00,80.34
2026-03-14T20:38:00Z,22.00,80.34
2026-03-14T20:39:00Z,22.00,81.07
2026-03-14T20:40:00Z,22.00,80.00
2026-03-14T20:41:00Z,22.00,80.00
2026-03-14T20:47:00Z,22.00,80.00
2026-03-14T20:48:00Z,22.00,80.00
2026-03-14T20:49:00Z,22.00,80.00
2026-03-14T20:51:00Z,22.00,78.92
2026-03-14T20:52:00Z,22.00,78.92
2026-03-14T20:53:00Z,22.00,78.92
2026-03-14T20:54:00Z,22.00,79.00
2026-03-14T20:55:00Z,22.00,79.00
2026-03-14T20:56:00Z,24.00,77.00
2026-03-14T20:57:00Z,24.83,77.00
2026-03-14T20:58:00Z,24.16,77.00
2026-03-14T20:59:00Z,24.16,77.52
2026-03-14T21:00:00Z,23.18,77.52
2026-03-14T21:01:00Z,25.38,75.01
2026-03-14T21:02:00Z,24.00,75.00
2026-03-14T21:03:00Z,24.00,77.00
2026-03-14T21:04:00Z,21.13,77.00
2026-03-14T21:05:00Z,23.23,78.39
2026-03-14T21:06:00Z,23.91,77.00
2026-03-14T21:07:00Z,22.86,78.05
2026-03-14T21:08:00Z,24.79,75.69
2026-03-14T21:09:00Z,24.67,75.81
2026-03-14T21:10:00Z,22.88,78.04
2026-03-14T21:11:00Z,22.00,78.96
2026-03-14T21:12:00Z,22.10,79.88
2026-03-14T21:13:00Z,24.15,77.92
2026-03-14T21:14:00Z,25.42,75.00
2026-03-14T21:15:00Z,26.27,75.00
2026-03-14T21:16:00Z,22.93,80.00
2026-03-14T21:17:00Z,23.13,80.00
2026-03-14T21:18:00Z,24.33,76.00
2026-03-14T21:19:00Z,24.00,77.00
2026-03-14T21:20:00Z,25.07,77.00
2026-03-14T21:21:00Z,25.10,76.02
2026-03-14T21:22:00Z,23.07,78.89
2026-03-14T21:23:00Z,24.39,77.10
2026-03-14T21:24:00Z,26.71,75.00
2026-03-14T21:25:00Z,24.15,75.28
2026-03-14T21:26:00Z,22.83,79.00
2026-03-14T21:27:00Z,23.00,79.00
2026-03-14T21:28:00Z,22.20,79.00
