# event_ticker=KXATPMATCH-26APR09BERFON
# final_score=6-3 6-2
# match_winner=Joao Fonseca
# fav_player=Joao Fonseca
# dog_player=Matteo Berrettini
# kalshi_date=2026-04-09
timestamp,Joao Fonseca,Matteo Berrettini
2026-04-08T21:17:00Z,61.00,
2026-04-08T21:19:00Z,61.00,42.00
2026-04-08T21:23:00Z,60.00,42.00
2026-04-08T21:29:00Z,60.00,42.00
2026-04-08T21:30:00Z,60.00,42.00
2026-04-08T21:34:00Z,60.00,42.00
2026-04-08T21:38:00Z,61.00,42.00
2026-04-08T21:39:00Z,61.00,42.00
2026-04-08T21:40:00Z,60.00,42.00
2026-04-08T21:49:00Z,60.00,42.00
2026-04-08T21:53:00Z,60.00,42.00
2026-04-08T21:58:00Z,60.00,42.00
2026-04-08T21:59:00Z,60.00,42.00
2026-04-08T22:00:00Z,60.00,42.00
2026-04-08T22:02:00Z,60.00,42.00
2026-04-08T22:03:00Z,60.00,42.00
2026-04-08T22:04:00Z,60.00,42.00
2026-04-08T22:05:00Z,60.00,42.00
2026-04-08T22:07:00Z,60.00,42.00
2026-04-08T22:09:00Z,60.00,42.00
2026-04-08T22:11:00Z,60.00,42.00
2026-04-08T22:22:00Z,60.00,41.00
2026-04-08T22:26:00Z,60.00,41.00
2026-04-08T22:33:00Z,60.00,41.00
2026-04-08T22:35:00Z,60.00,42.00
2026-04-08T22:36:00Z,60.00,42.00
2026-04-08T22:48:00Z,60.00,42.00
2026-04-08T22:49:00Z,60.00,41.00
2026-04-08T22:52:00Z,60.00,42.00
2026-04-08T22:54:00Z,60.00,42.00
2026-04-08T22:58:00Z,59.00,42.00
2026-04-08T23:03:00Z,59.00,42.00
2026-04-08T23:04:00Z,59.00,42.00
2026-04-08T23:06:00Z,60.00,42.00
2026-04-08T23:07:00Z,60.00,42.00
2026-04-08T23:14:00Z,60.12,42.00
2026-04-08T23:17:00Z,60.00,42.00
2026-04-08T23:18:00Z,60.00,42.00
2026-04-08T23:19:00Z,60.00,42.00
2026-04-08T23:20:00Z,60.00,42.00
2026-04-08T23:23:00Z,60.00,42.00
2026-04-08T23:32:00Z,60.00,42.00
2026-04-08T23:33:00Z,60.00,42.00
2026-04-08T23:34:00Z,60.00,42.00
2026-04-08T23:35:00Z,60.00,42.00
2026-04-08T23:39:00Z,60.00,42.00
2026-04-08T23:43:00Z,60.00,42.00
2026-04-08T23:44:00Z,60.00,42.00
2026-04-08T23:50:00Z,60.00,42.00
2026-04-08T23:52:00Z,60.00,42.00
2026-04-08T23:55:00Z,60.00,41.00
2026-04-08T23:56:00Z,60.00,41.00
2026-04-08T23:58:00Z,60.00,41.00
2026-04-08T23:59:00Z,60.00,41.00
2026-04-09T00:01:00Z,60.00,41.00
2026-04-09T00:04:00Z,60.00,42.00
2026-04-09T00:08:00Z,60.00,42.00
2026-04-09T00:10:00Z,60.00,42.00
2026-04-09T00:12:00Z,60.00,42.00
2026-04-09T00:13:00Z,60.00,42.00
2026-04-09T00:15:00Z,60.00,42.00
2026-04-09T00:20:00Z,60.00,42.00
2026-04-09T00:21:00Z,60.00,42.00
2026-04-09T00:22:00Z,60.00,42.00
2026-04-09T00:25:00Z,60.00,41.00
2026-04-09T00:27:00Z,60.00,42.00
2026-04-09T00:33:00Z,60.00,42.00
2026-04-09T00:34:00Z,60.00,42.00
2026-04-09T00:39:00Z,60.00,42.00
2026-04-09T00:41:00Z,60.00,42.00
2026-04-09T00:45:00Z,60.00,42.00
2026-04-09T00:50:00Z,60.00,42.00
2026-04-09T00:51:00Z,60.00,42.00
2026-04-09T00:53:00Z,60.00,42.00
2026-04-09T00:54:00Z,60.00,42.00
2026-04-09T00:55:00Z,60.00,42.00
2026-04-09T00:57:00Z,60.00,42.00
2026-04-09T01:00:00Z,59.00,42.00
2026-04-09T01:05:00Z,59.00,42.00
2026-04-09T01:06:00Z,60.00,42.00
2026-04-09T01:08:00Z,60.00,42.00
2026-04-09T01:09:00Z,60.00,42.00
2026-04-09T01:10:00Z,60.00,42.00
2026-04-09T01:12:00Z,60.00,42.00
2026-04-09T01:13:00Z,60.00,42.00
2026-04-09T01:16:00Z,60.00,42.00
2026-04-09T01:18:00Z,60.00,42.00
2026-04-09T01:19:00Z,61.00,42.00
2026-04-09T01:22:00Z,61.00,42.00
