# event_ticker=KXATPMATCH-25OCT30KHADE
# final_score=6-2 6-2
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Karen Khachanov
# kalshi_date=2025-10-30
timestamp,Alex de Minaur,Karen Khachanov
2025-10-30T03:53:00Z,,40.00
2025-10-30T03:55:00Z,,41.00
2025-10-30T04:08:00Z,,41.00
2025-10-30T04:09:00Z,61.00,41.00
2025-10-30T04:11:00Z,61.00,41.00
2025-10-30T04:12:00Z,61.00,41.00
2025-10-30T04:19:00Z,61.00,41.00
2025-10-30T04:27:00Z,61.00,41.00
2025-10-30T04:29:00Z,61.00,40.00
2025-10-30T04:32:00Z,61.00,40.00
2025-10-30T04:34:00Z,61.00,40.00
2025-10-30T04:35:00Z,61.00,40.00
2025-10-30T04:38:00Z,61.00,40.00
2025-10-30T04:41:00Z,61.00,40.00
2025-10-30T04:45:00Z,61.00,40.00
2025-10-30T04:46:00Z,61.00,40.00
2025-10-30T04:53:00Z,61.00,40.00
2025-10-30T04:58:00Z,61.00,40.00
2025-10-30T05:01:00Z,61.00,40.00
2025-10-30T05:10:00Z,61.00,40.00
2025-10-30T05:12:00Z,61.00,41.00
2025-10-30T05:25:00Z,61.00,41.00
2025-10-30T05:36:00Z,61.00,41.00
2025-10-30T05:38:00Z,61.00,41.00
2025-10-30T05:39:00Z,61.00,41.00
2025-10-30T05:48:00Z,61.00,41.00
2025-10-30T05:52:00Z,61.00,41.00
2025-10-30T05:55:00Z,61.00,41.00
2025-10-30T06:14:00Z,61.00,41.00
2025-10-30T06:19:00Z,61.00,41.00
2025-10-30T06:39:00Z,61.00,41.00
2025-10-30T06:40:00Z,61.00,41.00
2025-10-30T06:44:00Z,61.00,41.00
2025-10-30T06:59:00Z,61.00,41.00
2025-10-30T09:09:00Z,61.00,41.00
2025-10-30T09:12:00Z,61.00,41.00
2025-10-30T09:17:00Z,60.00,41.00
2025-10-30T09:49:00Z,60.00,41.00
2025-10-30T09:52:00Z,61.00,41.00
2025-10-30T09:55:00Z,61.00,41.00
2025-10-30T09:57:00Z,61.00,41.00
2025-10-30T10:02:00Z,61.00,41.00
2025-10-30T10:14:00Z,61.00,41.00
2025-10-30T10:42:00Z,61.00,41.00
2025-10-30T11:12:00Z,61.00,41.00
2025-10-30T11:30:00Z,61.00,41.00
2025-10-30T11:34:00Z,61.00,41.00
2025-10-30T11:40:00Z,61.00,41.00
2025-10-30T11:43:00Z,61.00,41.00
2025-10-30T11:48:00Z,60.00,41.00
2025-10-30T12:01:00Z,60.00,41.00
2025-10-30T12:03:00Z,60.00,41.00
2025-10-30T12:04:00Z,60.00,41.00
2025-10-30T12:05:00Z,60.00,41.00
2025-10-30T12:15:00Z,60.00,41.00
2025-10-30T12:19:00Z,60.00,41.00
2025-10-30T12:21:00Z,60.00,41.00
2025-10-30T12:29:00Z,60.00,41.00
2025-10-30T12:32:00Z,60.00,41.00
2025-10-30T12:35:00Z,60.00,41.00
2025-10-30T12:36:00Z,60.00,41.00
2025-10-30T12:37:00Z,60.00,41.00
2025-10-30T12:46:00Z,60.00,41.00
2025-10-30T12:51:00Z,60.00,41.00
2025-10-30T13:06:00Z,60.00,41.00
2025-10-30T13:08:00Z,60.00,41.00
2025-10-30T13:10:00Z,60.00,41.00
2025-10-30T13:16:00Z,60.00,41.00
2025-10-30T13:20:00Z,60.00,41.00
2025-10-30T13:21:00Z,60.00,41.00
2025-10-30T13:22:00Z,60.00,41.00
2025-10-30T13:24:00Z,60.00,41.00
2025-10-30T13:25:00Z,60.00,41.00
2025-10-30T13:27:00Z,60.00,41.00
2025-10-30T13:29:00Z,60.00,41.00
2025-10-30T13:30:00Z,60.00,41.00
2025-10-30T13:33:00Z,60.00,41.00
2025-10-30T13:35:00Z,60.00,41.00
2025-10-30T13:37:00Z,60.00,41.00
2025-10-30T13:38:00Z,60.00,41.00
2025-10-30T13:42:00Z,60.00,41.00
2025-10-30T13:46:00Z,56.34,41.00
2025-10-30T13:50:00Z,57.00,41.00
2025-10-30T13:52:00Z,57.00,41.00
2025-10-30T13:54:00Z,57.00,41.00
2025-10-30T13:57:00Z,57.00,43.72
