# event_ticker=KXATPCHALLENGERMATCH-26APR16TORPRA
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Juan Carlos Prado Angelo
# fav_player=Juan Bautista Torres
# dog_player=Juan Carlos Prado Angelo
# kalshi_date=2026-04-16
timestamp,Juan Bautista Torres,Juan Carlos Prado Angelo
2026-04-16T11:25:00Z,45.00,
2026-04-16T11:27:00Z,45.00,58.00
2026-04-16T11:42:00Z,45.00,57.00
2026-04-16T11:43:00Z,45.00,57.00
2026-04-16T11:56:00Z,43.00,57.00
2026-04-16T11:58:00Z,43.00,57.00
2026-04-16T13:00:00Z,42.00,57.00
2026-04-16T13:08:00Z,42.00,58.00
2026-04-16T13:15:00Z,42.26,58.00
2026-04-16T13:16:00Z,43.00,58.00
2026-04-16T13:42:00Z,43.00,58.00
2026-04-16T13:46:00Z,43.00,58.00
2026-04-16T13:56:00Z,43.00,58.00
2026-04-16T13:59:00Z,43.00,58.00
2026-04-16T14:03:00Z,43.00,58.00
2026-04-16T14:07:00Z,43.00,58.00
2026-04-16T14:35:00Z,43.00,58.00
2026-04-16T15:12:00Z,44.13,58.00
2026-04-16T15:53:00Z,45.00,58.00
2026-04-16T16:07:00Z,45.00,57.00
2026-04-16T16:51:00Z,45.00,57.00
2026-04-16T17:43:00Z,45.89,57.00
2026-04-16T17:48:00Z,46.00,55.00
2026-04-16T17:54:00Z,46.00,55.00
2026-04-16T18:04:00Z,46.00,55.00
2026-04-16T18:05:00Z,43.54,55.00
2026-04-16T18:18:00Z,44.00,55.00
2026-04-16T18:26:00Z,44.00,56.00
2026-04-16T18:30:00Z,44.00,56.00
2026-04-16T18:57:00Z,44.00,56.00
2026-04-16T18:58:00Z,45.00,56.00
2026-04-16T19:06:00Z,45.00,56.00
2026-04-16T19:11:00Z,45.00,56.00
2026-04-16T19:12:00Z,45.00,56.00
2026-04-16T19:27:00Z,45.00,56.00
2026-04-16T19:33:00Z,45.00,57.00
2026-04-16T19:45:00Z,45.00,57.00
2026-04-16T19:47:00Z,45.00,57.00
2026-04-16T19:50:00Z,45.00,57.60
2026-04-16T19:52:00Z,45.00,58.00
2026-04-16T19:54:00Z,45.00,58.00
2026-04-16T19:55:00Z,45.00,58.00
2026-04-16T20:01:00Z,45.00,58.00
2026-04-16T20:05:00Z,43.00,58.00
2026-04-16T20:09:00Z,43.00,58.00
2026-04-16T20:10:00Z,44.10,58.00
2026-04-16T20:14:00Z,44.10,57.00
2026-04-16T20:15:00Z,44.10,57.00
2026-04-16T20:16:00Z,44.00,58.00
2026-04-16T20:18:00Z,44.00,58.00
2026-04-16T20:20:00Z,44.00,57.00
2026-04-16T20:21:00Z,43.00,57.00
2026-04-16T20:22:00Z,43.00,57.00
2026-04-16T20:23:00Z,44.42,57.00
2026-04-16T20:26:00Z,44.42,57.18
2026-04-16T20:29:00Z,44.42,58.00
2026-04-16T20:32:00Z,44.42,58.00
2026-04-16T20:35:00Z,44.00,58.00
2026-04-16T20:39:00Z,44.00,58.00
2026-04-16T20:47:00Z,44.00,58.00
2026-04-16T20:50:00Z,44.00,58.00
2026-04-16T20:51:00Z,44.00,58.00
2026-04-16T20:54:00Z,44.00,58.00
2026-04-16T20:56:00Z,44.00,58.00
2026-04-16T20:59:00Z,45.17,57.00
2026-04-16T21:00:00Z,45.17,55.00
2026-04-16T21:02:00Z,45.17,57.00
2026-04-16T21:03:00Z,45.00,57.00
2026-04-16T21:04:00Z,45.00,57.00
2026-04-16T21:05:00Z,45.00,57.00
2026-04-16T21:07:00Z,45.00,57.00
2026-04-16T21:08:00Z,45.00,57.00
2026-04-16T21:09:00Z,45.00,57.00
2026-04-16T21:10:00Z,45.00,57.00
2026-04-16T21:11:00Z,45.00,57.00
2026-04-16T21:12:00Z,45.00,57.00
2026-04-16T21:13:00Z,45.00,57.00
2026-04-16T21:15:00Z,45.00,57.00
2026-04-16T21:16:00Z,45.00,56.66
2026-04-16T21:17:00Z,44.69,56.66
2026-04-16T21:18:00Z,44.69,56.00
2026-04-16T21:19:00Z,45.00,56.00
2026-04-16T21:20:00Z,45.00,56.00
2026-04-16T21:21:00Z,45.00,57.00
2026-04-16T21:22:00Z,44.00,57.00
2026-04-16T21:23:00Z,44.52,56.22
2026-04-16T21:25:00Z,44.52,57.00
2026-04-16T21:26:00Z,44.52,55.00
2026-04-16T21:27:00Z,44.00,56.00
2026-04-16T21:28:00Z,44.00,56.00
2026-04-16T21:30:00Z,45.84,56.00
2026-04-16T21:31:00Z,45.70,56.94
2026-04-16T21:32:00Z,46.00,54.08
2026-04-16T21:33:00Z,46.00,54.08
2026-04-16T21:34:00Z,46.00,54.08
2026-04-16T21:35:00Z,46.00,56.00
2026-04-16T21:36:00Z,44.20,56.00
2026-04-16T21:37:00Z,45.73,56.47
2026-04-16T21:38:00Z,45.00,56.86
2026-04-16T21:39:00Z,45.00,55.20
2026-04-16T21:40:00Z,45.00,54.77
2026-04-16T21:42:00Z,45.04,56.00
2026-04-16T21:43:00Z,45.04,56.76
2026-04-16T21:44:00Z,45.04,56.95
2026-04-16T21:45:00Z,45.34,57.67
2026-04-16T21:46:00Z,45.00,57.00
2026-04-16T21:47:00Z,45.00,57.00
2026-04-16T21:48:00Z,45.00,55.85
2026-04-16T21:49:00Z,45.00,57.00
2026-04-16T21:50:00Z,45.00,56.59
2026-04-16T21:51:00Z,45.00,57.00
2026-04-16T21:52:00Z,45.73,56.93
2026-04-16T21:53:00Z,45.00,56.55
2026-04-16T21:54:00Z,45.00,56.93
2026-04-16T21:55:00Z,45.81,57.00
2026-04-16T21:56:00Z,45.00,56.97
2026-04-16T21:57:00Z,45.17,56.91
2026-04-16T21:58:00Z,45.17,57.00
2026-04-16T21:59:00Z,46.00,57.00
2026-04-16T22:00:00Z,46.00,56.94
2026-04-16T22:01:00Z,45.00,56.24
2026-04-16T22:02:00Z,45.00,56.94
2026-04-16T22:03:00Z,45.00,56.65
2026-04-16T22:04:00Z,45.00,55.95
2026-04-16T22:05:00Z,45.00,57.00
2026-04-16T22:06:00Z,44.93,57.00
2026-04-16T22:07:00Z,45.00,57.00
2026-04-16T22:08:00Z,45.00,57.00
2026-04-16T22:09:00Z,45.00,57.00
2026-04-16T22:10:00Z,45.00,57.00
2026-04-16T22:11:00Z,45.00,57.00
2026-04-16T22:12:00Z,45.00,57.67
2026-04-16T22:13:00Z,45.00,57.67
2026-04-16T22:14:00Z,45.11,55.48
2026-04-16T22:15:00Z,44.93,56.00
2026-04-16T22:16:00Z,45.00,57.03
2026-04-16T22:17:00Z,45.76,57.00
2026-04-16T22:18:00Z,45.00,57.00
2026-04-16T22:19:00Z,45.85,57.00
2026-04-16T22:20:00Z,45.70,56.87
2026-04-16T22:21:00Z,45.31,57.02
2026-04-16T22:22:00Z,45.52,57.52
2026-04-16T22:23:00Z,45.52,57.00
2026-04-16T22:24:00Z,45.00,57.27
2026-04-16T22:25:00Z,45.15,57.81
2026-04-16T22:26:00Z,45.71,56.93
2026-04-16T22:27:00Z,45.96,57.15
2026-04-16T22:28:00Z,43.80,56.81
2026-04-16T22:29:00Z,43.88,58.44
2026-04-16T22:30:00Z,39.34,62.29
2026-04-16T22:31:00Z,36.21,64.32
2026-04-16T22:32:00Z,37.91,62.98
2026-04-16T22:33:00Z,35.47,66.20
2026-04-16T22:34:00Z,34.28,67.50
2026-04-16T22:35:00Z,35.58,65.88
2026-04-16T22:36:00Z,38.63,61.28
2026-04-16T22:37:00Z,37.88,62.25
2026-04-16T22:38:00Z,37.24,64.33
2026-04-16T22:39:00Z,37.00,65.50
2026-04-16T22:40:00Z,35.31,66.68
2026-04-16T22:41:00Z,34.84,67.14
2026-04-16T22:42:00Z,34.39,67.14
2026-04-16T22:43:00Z,32.03,69.29
2026-04-16T22:44:00Z,33.95,64.49
2026-04-16T22:45:00Z,34.59,65.38
2026-04-16T22:46:00Z,32.66,69.60
2026-04-16T22:47:00Z,30.15,71.76
2026-04-16T22:48:00Z,35.53,66.06
2026-04-16T22:49:00Z,37.46,63.01
2026-04-16T22:50:00Z,40.60,61.86
2026-04-16T22:51:00Z,39.99,61.23
2026-04-16T22:52:00Z,37.88,63.54
2026-04-16T22:53:00Z,36.58,64.68
2026-04-16T22:54:00Z,34.96,66.00
2026-04-16T22:55:00Z,31.86,69.39
2026-04-16T22:56:00Z,32.20,69.27
2026-04-16T22:57:00Z,25.46,74.13
2026-04-16T22:58:00Z,26.02,76.50
2026-04-16T22:59:00Z,22.96,78.24
2026-04-16T23:00:00Z,23.35,76.82
2026-04-16T23:01:00Z,24.26,75.71
2026-04-16T23:02:00Z,29.36,71.73
2026-04-16T23:03:00Z,27.91,73.75
2026-04-16T23:04:00Z,32.72,67.92
2026-04-16T23:05:00Z,32.90,67.40
2026-04-16T23:06:00Z,37.03,63.59
2026-04-16T23:07:00Z,38.66,62.50
2026-04-16T23:08:00Z,39.20,61.68
2026-04-16T23:09:00Z,44.02,59.39
2026-04-16T23:10:00Z,38.84,61.08
2026-04-16T23:11:00Z,34.65,65.15
2026-04-16T23:12:00Z,34.89,65.61
2026-04-16T23:13:00Z,32.08,67.58
2026-04-16T23:14:00Z,31.98,69.03
2026-04-16T23:15:00Z,33.72,65.42
2026-04-16T23:16:00Z,32.56,68.94
2026-04-16T23:17:00Z,24.57,74.07
2026-04-16T23:18:00Z,17.74,82.94
2026-04-16T23:19:00Z,17.74,82.28
2026-04-16T23:20:00Z,17.97,82.01
2026-04-16T23:21:00Z,19.34,83.73
2026-04-16T23:22:00Z,19.50,80.21
2026-04-16T23:23:00Z,18.26,81.15
2026-04-16T23:24:00Z,14.97,85.84
2026-04-16T23:25:00Z,16.22,84.97
2026-04-16T23:26:00Z,18.40,81.16
2026-04-16T23:27:00Z,16.97,83.94
2026-04-16T23:28:00Z,17.71,83.56
2026-04-16T23:29:00Z,18.22,83.23
2026-04-16T23:30:00Z,17.73,82.93
2026-04-16T23:31:00Z,17.39,83.69
2026-04-16T23:32:00Z,15.41,85.29
2026-04-16T23:33:00Z,14.84,85.88
2026-04-16T23:34:00Z,16.06,84.39
2026-04-16T23:35:00Z,16.29,84.01
2026-04-16T23:36:00Z,18.70,82.61
2026-04-16T23:37:00Z,18.35,83.49
2026-04-16T23:38:00Z,16.16,85.76
2026-04-16T23:39:00Z,16.86,84.15
2026-04-16T23:40:00Z,16.68,83.33
2026-04-16T23:41:00Z,18.12,83.16
2026-04-16T23:42:00Z,17.44,81.99
2026-04-16T23:43:00Z,18.72,81.22
2026-04-16T23:44:00Z,24.57,78.14
2026-04-16T23:45:00Z,30.11,70.03
2026-04-16T23:46:00Z,29.26,69.66
2026-04-16T23:47:00Z,25.27,76.56
2026-04-16T23:48:00Z,24.84,74.28
2026-04-16T23:49:00Z,28.15,72.02
2026-04-16T23:50:00Z,28.00,72.07
2026-04-16T23:51:00Z,34.04,65.85
2026-04-16T23:52:00Z,34.77,67.41
2026-04-16T23:53:00Z,34.43,65.51
2026-04-16T23:54:00Z,34.99,64.99
2026-04-16T23:55:00Z,39.41,62.03
2026-04-16T23:56:00Z,37.99,62.20
2026-04-16T23:57:00Z,42.73,58.37
2026-04-16T23:58:00Z,44.70,56.93
