# event_ticker=KXATPMATCH-26MAY18BASMUN
# final_score=6-0 6-3
# score_resolution=0-6 3-6
# match_winner=Jaume Munar
# fav_player=Nishesh Basavareddy
# dog_player=Jaume Munar
# kalshi_date=2026-05-18
timestamp,Nishesh Basavareddy,Jaume Munar
2026-05-19T00:16:00Z,,67.00
2026-05-19T00:33:00Z,,67.00
2026-05-19T01:00:00Z,,67.00
2026-05-19T01:06:00Z,,67.00
2026-05-19T01:16:00Z,,67.00
2026-05-19T02:14:00Z,,67.00
2026-05-19T02:15:00Z,,67.00
2026-05-19T02:33:00Z,,67.00
2026-05-19T02:36:00Z,34.00,67.00
2026-05-19T02:40:00Z,34.00,67.00
2026-05-19T02:47:00Z,34.00,67.00
2026-05-19T03:16:00Z,34.00,67.00
2026-05-19T03:25:00Z,34.00,67.00
2026-05-19T03:29:00Z,34.00,67.00
2026-05-19T03:30:00Z,34.00,67.00
2026-05-19T03:42:00Z,34.00,67.00
2026-05-19T03:44:00Z,34.00,67.00
2026-05-19T03:48:00Z,34.00,67.00
2026-05-19T03:49:00Z,34.00,67.00
2026-05-19T03:51:00Z,34.00,67.00
2026-05-19T03:52:00Z,34.00,67.00
2026-05-19T03:57:00Z,34.00,67.00
2026-05-19T04:02:00Z,34.00,67.00
2026-05-19T04:03:00Z,34.00,67.00
2026-05-19T04:09:00Z,34.00,67.00
2026-05-19T04:11:00Z,34.00,67.00
2026-05-19T04:12:00Z,34.00,67.00
2026-05-19T04:13:00Z,34.00,67.00
2026-05-19T04:14:00Z,34.00,66.00
2026-05-19T04:21:00Z,34.00,67.00
2026-05-19T04:24:00Z,34.00,67.00
2026-05-19T04:26:00Z,34.00,67.00
2026-05-19T04:29:00Z,34.00,67.00
2026-05-19T04:31:00Z,34.00,67.00
2026-05-19T04:32:00Z,34.00,67.00
2026-05-19T04:34:00Z,34.00,67.00
2026-05-19T04:39:00Z,34.00,67.00
2026-05-19T04:42:00Z,34.00,67.00
2026-05-19T04:43:00Z,34.00,67.00
2026-05-19T04:44:00Z,34.00,67.00
2026-05-19T04:45:00Z,34.00,67.00
2026-05-19T04:47:00Z,34.00,67.00
2026-05-19T04:48:00Z,34.00,67.00
2026-05-19T04:53:00Z,34.00,67.00
2026-05-19T04:56:00Z,34.00,67.00
2026-05-19T05:03:00Z,34.00,67.00
2026-05-19T05:09:00Z,34.00,67.00
2026-05-19T05:12:00Z,34.00,67.08
2026-05-19T05:18:00Z,34.00,67.00
2026-05-19T05:20:00Z,34.00,68.00
2026-05-19T05:23:00Z,34.00,68.00
2026-05-19T05:31:00Z,33.00,68.00
2026-05-19T05:38:00Z,34.00,68.00
2026-05-19T05:44:00Z,34.00,68.00
2026-05-19T05:45:00Z,33.00,68.00
2026-05-19T05:49:00Z,34.00,68.00
2026-05-19T05:59:00Z,34.00,68.00
2026-05-19T06:02:00Z,34.00,68.00
2026-05-19T06:03:00Z,34.00,68.00
2026-05-19T06:05:00Z,34.00,68.00
2026-05-19T06:11:00Z,33.00,68.00
2026-05-19T06:19:00Z,33.00,68.00
2026-05-19T06:20:00Z,33.00,69.00
2026-05-19T06:30:00Z,33.00,68.00
2026-05-19T06:44:00Z,33.00,68.00
2026-05-19T06:56:00Z,33.00,68.00
2026-05-19T07:05:00Z,33.00,68.00
2026-05-19T07:07:00Z,33.00,68.00
2026-05-19T07:12:00Z,33.00,68.00
2026-05-19T07:34:00Z,33.00,68.00
2026-05-19T07:38:00Z,33.00,68.00
2026-05-19T07:49:00Z,33.00,68.00
2026-05-19T07:58:00Z,33.00,68.00
2026-05-19T08:00:00Z,33.00,68.00
2026-05-19T08:03:00Z,33.00,68.00
2026-05-19T08:07:00Z,33.00,68.00
2026-05-19T08:09:00Z,33.00,68.00
2026-05-19T08:21:00Z,33.00,68.00
2026-05-19T08:33:00Z,33.00,68.00
2026-05-19T08:51:00Z,33.00,68.00
2026-05-19T09:01:00Z,33.00,68.00
2026-05-19T09:14:00Z,32.00,68.00
2026-05-19T09:16:00Z,32.00,69.00
2026-05-19T09:26:00Z,32.00,69.00
2026-05-19T09:29:00Z,32.00,69.53
2026-05-19T09:35:00Z,32.00,69.00
2026-05-19T09:38:00Z,32.00,69.00
2026-05-19T09:45:00Z,32.00,69.00
2026-05-19T09:49:00Z,32.00,69.00
2026-05-19T09:53:00Z,32.15,69.00
2026-05-19T09:55:00Z,32.15,69.00
2026-05-19T09:56:00Z,32.15,69.00
2026-05-19T10:01:00Z,32.15,69.00
2026-05-19T10:05:00Z,32.15,69.00
2026-05-19T10:09:00Z,32.15,69.00
2026-05-19T10:12:00Z,32.15,69.00
2026-05-19T10:17:00Z,33.00,69.00
2026-05-19T10:19:00Z,33.00,69.00
2026-05-19T10:24:00Z,33.00,69.00
2026-05-19T10:26:00Z,33.00,69.00
2026-05-19T10:27:00Z,33.00,69.00
2026-05-19T10:31:00Z,33.00,69.00
2026-05-19T10:32:00Z,33.00,69.00
2026-05-19T10:34:00Z,32.00,69.00
2026-05-19T10:53:00Z,32.00,69.00
2026-05-19T10:54:00Z,32.00,69.00
2026-05-19T10:57:00Z,32.00,69.00
2026-05-19T11:00:00Z,33.00,69.00
2026-05-19T11:01:00Z,33.00,70.00
2026-05-19T11:02:00Z,34.00,69.00
2026-05-19T11:06:00Z,34.00,69.00
2026-05-19T11:07:00Z,34.00,69.00
2026-05-19T11:09:00Z,34.00,69.00
2026-05-19T11:15:00Z,33.00,69.00
2026-05-19T11:19:00Z,33.00,68.00
2026-05-19T11:26:00Z,33.00,69.00
2026-05-19T11:27:00Z,33.00,69.00
2026-05-19T11:30:00Z,33.00,69.00
2026-05-19T11:31:00Z,33.00,69.00
2026-05-19T11:32:00Z,33.00,69.00
2026-05-19T11:33:00Z,33.00,69.00
2026-05-19T11:37:00Z,33.00,69.00
2026-05-19T11:39:00Z,33.00,69.00
2026-05-19T11:42:00Z,33.00,69.00
2026-05-19T11:45:00Z,33.00,69.00
2026-05-19T11:46:00Z,33.00,69.00
2026-05-19T11:47:00Z,33.00,69.00
2026-05-19T11:48:00Z,33.00,69.00
2026-05-19T11:49:00Z,33.00,69.00
2026-05-19T11:51:00Z,33.00,68.00
2026-05-19T11:52:00Z,31.00,68.00
2026-05-19T11:53:00Z,31.00,69.00
2026-05-19T11:54:00Z,33.00,69.00
2026-05-19T11:55:00Z,33.00,69.00
2026-05-19T11:56:00Z,33.00,69.00
2026-05-19T11:59:00Z,33.00,69.00
2026-05-19T12:00:00Z,33.00,69.00
2026-05-19T12:01:00Z,33.00,68.00
2026-05-19T12:02:00Z,33.00,68.00
2026-05-19T12:03:00Z,33.00,68.00
2026-05-19T12:04:00Z,30.84,72.61
2026-05-19T12:05:00Z,31.44,73.15
2026-05-19T12:06:00Z,25.00,79.91
2026-05-19T12:07:00Z,22.11,78.10
2026-05-19T12:08:00Z,23.00,78.00
2026-05-19T12:09:00Z,28.04,71.30
2026-05-19T12:10:00Z,30.00,69.00
2026-05-19T12:11:00Z,25.02,75.98
2026-05-19T12:12:00Z,25.02,78.02
2026-05-19T12:13:00Z,21.64,78.02
2026-05-19T12:14:00Z,21.64,81.67
2026-05-19T12:15:00Z,17.97,82.00
2026-05-19T12:16:00Z,17.00,84.92
2026-05-19T12:17:00Z,17.00,86.00
2026-05-19T12:18:00Z,14.02,86.00
2026-05-19T12:19:00Z,16.07,83.94
2026-05-19T12:20:00Z,18.00,83.00
2026-05-19T12:21:00Z,17.00,84.56
2026-05-19T12:22:00Z,16.03,83.01
2026-05-19T12:23:00Z,14.87,85.74
2026-05-19T12:24:00Z,15.00,86.00
2026-05-19T12:25:00Z,14.00,86.00
2026-05-19T12:26:00Z,14.00,87.10
2026-05-19T12:27:00Z,13.00,87.00
2026-05-19T12:28:00Z,13.00,86.41
2026-05-19T12:29:00Z,13.04,87.00
2026-05-19T12:30:00Z,14.00,86.00
2026-05-19T12:31:00Z,15.00,86.00
2026-05-19T12:32:00Z,12.00,88.95
2026-05-19T12:33:00Z,11.00,88.79
2026-05-19T12:34:00Z,10.55,90.00
2026-05-19T12:35:00Z,12.00,89.12
2026-05-19T12:36:00Z,11.00,89.01
2026-05-19T12:37:00Z,11.00,88.97
2026-05-19T12:38:00Z,11.00,89.00
2026-05-19T12:39:00Z,11.00,89.92
2026-05-19T12:40:00Z,11.00,90.00
2026-05-19T12:41:00Z,11.00,90.00
2026-05-19T12:42:00Z,11.14,88.57
2026-05-19T12:43:00Z,13.07,86.70
2026-05-19T12:44:00Z,16.70,86.00
2026-05-19T12:45:00Z,13.68,86.98
2026-05-19T12:46:00Z,12.97,88.80
2026-05-19T12:47:00Z,12.38,89.00
2026-05-19T12:48:00Z,8.94,90.74
2026-05-19T12:49:00Z,6.99,92.16
2026-05-19T12:50:00Z,8.03,90.74
2026-05-19T12:51:00Z,11.37,89.97
2026-05-19T12:52:00Z,13.92,87.00
2026-05-19T12:53:00Z,13.14,87.00
2026-05-19T12:54:00Z,14.05,86.00
2026-05-19T12:55:00Z,13.84,87.00
2026-05-19T12:56:00Z,12.00,90.00
2026-05-19T12:57:00Z,11.22,88.98
2026-05-19T12:58:00Z,12.97,88.66
2026-05-19T12:59:00Z,15.46,87.84
2026-05-19T13:00:00Z,15.83,86.72
2026-05-19T13:01:00Z,16.00,87.00
2026-05-19T13:02:00Z,13.02,87.64
2026-05-19T13:03:00Z,12.52,87.99
2026-05-19T13:04:00Z,12.64,89.00
2026-05-19T13:05:00Z,12.00,88.39
2026-05-19T13:06:00Z,13.12,86.44
2026-05-19T13:07:00Z,11.19,88.41
2026-05-19T13:08:00Z,10.83,91.15
2026-05-19T13:09:00Z,4.84,95.10
2026-05-19T13:10:00Z,3.92,96.01
2026-05-19T13:11:00Z,3.64,97.73
2026-05-19T13:12:00Z,2.58,98.00
2026-05-19T13:13:00Z,1.42,98.46
2026-05-19T13:14:00Z,1.92,98.01
2026-05-19T13:15:00Z,1.00,99.00
2026-05-19T13:16:00Z,1.00,99.00
2026-05-19T13:17:00Z,1.00,99.00
2026-05-19T13:18:00Z,1.00,99.00
2026-05-19T13:19:00Z,1.00,99.00
2026-05-19T13:20:00Z,1.00,99.00
2026-05-19T13:21:00Z,1.00,99.00
2026-05-19T13:22:00Z,1.00,99.00
2026-05-19T13:23:00Z,1.00,99.00
