# event_ticker=KXATPMATCH-26MAY18ALTHIJ
# final_score=7-5 6-2
# match_winner=Daniel Altmaier
# fav_player=Daniel Altmaier
# dog_player=Rinky Hijikata
# kalshi_date=2026-05-18
timestamp,Daniel Altmaier,Rinky Hijikata
2026-05-18T03:24:00Z,,30.28
2026-05-18T03:25:00Z,70.00,30.28
2026-05-18T03:26:00Z,71.00,30.28
2026-05-18T03:27:00Z,71.00,30.00
2026-05-18T03:31:00Z,71.00,30.00
2026-05-18T03:35:00Z,71.00,30.00
2026-05-18T03:36:00Z,71.00,30.00
2026-05-18T03:51:00Z,71.00,30.00
2026-05-18T03:58:00Z,72.00,30.00
2026-05-18T04:27:00Z,72.00,30.00
2026-05-18T04:31:00Z,72.00,30.00
2026-05-18T04:55:00Z,72.00,30.00
2026-05-18T05:10:00Z,72.00,30.00
2026-05-18T05:24:00Z,72.00,30.00
2026-05-18T05:38:00Z,72.00,30.00
2026-05-18T05:40:00Z,72.00,30.00
2026-05-18T05:46:00Z,72.00,30.00
2026-05-18T05:49:00Z,72.00,30.00
2026-05-18T05:59:00Z,72.00,30.00
2026-05-18T06:03:00Z,72.00,30.00
2026-05-18T06:14:00Z,72.00,30.00
2026-05-18T06:30:00Z,72.00,30.00
2026-05-18T06:46:00Z,72.00,30.00
2026-05-18T06:48:00Z,72.00,30.00
2026-05-18T06:56:00Z,72.00,30.00
2026-05-18T07:26:00Z,72.00,30.00
2026-05-18T07:47:00Z,72.00,30.00
2026-05-18T07:52:00Z,72.00,30.00
2026-05-18T08:32:00Z,72.00,30.00
2026-05-18T10:17:00Z,71.00,30.00
2026-05-18T10:37:00Z,71.00,28.02
2026-05-18T10:38:00Z,71.00,28.00
2026-05-18T10:42:00Z,71.00,29.00
2026-05-18T11:08:00Z,72.00,29.00
2026-05-18T11:10:00Z,72.00,29.00
2026-05-18T11:11:00Z,72.00,29.00
2026-05-18T11:21:00Z,72.00,29.00
2026-05-18T11:29:00Z,72.00,29.00
2026-05-18T11:30:00Z,72.00,29.00
2026-05-18T11:40:00Z,72.00,29.00
2026-05-18T11:53:00Z,72.00,29.00
2026-05-18T11:55:00Z,72.00,29.00
2026-05-18T11:56:00Z,73.00,29.00
2026-05-18T11:59:00Z,73.00,29.00
2026-05-18T12:05:00Z,73.00,29.00
2026-05-18T12:08:00Z,71.00,29.00
2026-05-18T12:21:00Z,71.00,29.00
2026-05-18T12:26:00Z,71.00,29.00
2026-05-18T12:30:00Z,72.00,29.00
2026-05-18T12:35:00Z,72.00,29.00
2026-05-18T12:43:00Z,72.00,29.00
2026-05-18T12:49:00Z,72.00,29.00
2026-05-18T12:53:00Z,72.00,29.00
2026-05-18T12:55:00Z,72.00,29.00
2026-05-18T12:58:00Z,72.00,29.00
2026-05-18T13:00:00Z,72.00,29.00
2026-05-18T13:04:00Z,72.00,29.00
2026-05-18T13:08:00Z,72.00,29.00
2026-05-18T13:14:00Z,72.00,29.00
2026-05-18T13:15:00Z,72.00,29.00
2026-05-18T13:16:00Z,72.22,29.00
2026-05-18T13:21:00Z,72.22,29.00
2026-05-18T13:22:00Z,72.22,29.00
2026-05-18T13:23:00Z,72.00,29.00
2026-05-18T13:24:00Z,72.00,29.00
2026-05-18T13:26:00Z,72.00,29.00
2026-05-18T13:27:00Z,72.00,29.00
2026-05-18T13:28:00Z,72.00,29.00
2026-05-18T13:30:00Z,72.00,29.00
2026-05-18T13:33:00Z,72.00,29.00
2026-05-18T13:38:00Z,72.00,29.00
2026-05-18T13:39:00Z,72.00,29.00
2026-05-18T13:40:00Z,72.00,29.00
2026-05-18T13:42:00Z,72.00,29.00
2026-05-18T13:47:00Z,72.00,29.00
2026-05-18T13:52:00Z,72.00,29.00
2026-05-18T13:53:00Z,72.00,29.00
2026-05-18T14:00:00Z,72.00,29.00
2026-05-18T14:04:00Z,72.00,29.00
2026-05-18T14:06:00Z,72.00,29.00
2026-05-18T14:08:00Z,72.00,29.00
2026-05-18T14:09:00Z,72.00,29.00
2026-05-18T14:11:00Z,72.00,29.00
2026-05-18T14:14:00Z,72.00,29.00
2026-05-18T14:15:00Z,72.00,29.00
2026-05-18T14:16:00Z,72.00,28.98
2026-05-18T14:17:00Z,72.00,29.00
2026-05-18T14:18:00Z,72.00,29.00
2026-05-18T14:19:00Z,72.68,28.00
2026-05-18T14:20:00Z,74.08,26.99
2026-05-18T14:21:00Z,75.00,26.00
2026-05-18T14:22:00Z,75.00,26.43
2026-05-18T14:23:00Z,76.27,25.04
2026-05-18T14:24:00Z,80.46,19.00
2026-05-18T14:25:00Z,85.52,16.56
2026-05-18T14:26:00Z,86.79,14.22
2026-05-18T14:27:00Z,87.00,13.00
2026-05-18T14:28:00Z,88.00,12.00
2026-05-18T14:29:00Z,88.00,13.00
2026-05-18T14:30:00Z,88.00,13.00
2026-05-18T14:31:00Z,88.60,13.00
2026-05-18T14:32:00Z,88.04,13.00
2026-05-18T14:33:00Z,88.99,13.00
2026-05-18T14:34:00Z,89.70,11.00
2026-05-18T14:35:00Z,89.99,11.00
2026-05-18T14:36:00Z,90.00,11.00
2026-05-18T14:37:00Z,89.00,11.66
2026-05-18T14:38:00Z,90.00,11.55
2026-05-18T14:39:00Z,89.00,11.85
2026-05-18T14:40:00Z,87.73,12.60
2026-05-18T14:41:00Z,85.69,15.06
2026-05-18T14:42:00Z,80.10,19.78
2026-05-18T14:43:00Z,80.00,20.00
2026-05-18T14:44:00Z,80.03,19.11
2026-05-18T14:45:00Z,83.50,19.56
2026-05-18T14:46:00Z,83.10,17.70
2026-05-18T14:47:00Z,81.95,19.79
2026-05-18T14:48:00Z,82.61,16.65
2026-05-18T14:49:00Z,84.06,16.53
2026-05-18T14:50:00Z,84.91,18.63
2026-05-18T14:51:00Z,77.34,21.41
2026-05-18T14:52:00Z,77.70,22.96
2026-05-18T14:53:00Z,74.26,28.35
2026-05-18T14:54:00Z,79.12,21.12
2026-05-18T14:55:00Z,80.98,19.69
2026-05-18T14:56:00Z,82.00,18.96
2026-05-18T14:57:00Z,81.00,19.88
2026-05-18T14:58:00Z,81.04,19.17
2026-05-18T14:59:00Z,80.02,20.51
2026-05-18T15:00:00Z,82.20,19.47
2026-05-18T15:01:00Z,82.22,18.18
2026-05-18T15:02:00Z,79.60,21.40
2026-05-18T15:03:00Z,80.36,20.42
2026-05-18T15:04:00Z,79.92,21.28
2026-05-18T15:05:00Z,80.33,21.30
2026-05-18T15:06:00Z,80.60,19.99
2026-05-18T15:07:00Z,81.00,20.00
2026-05-18T15:08:00Z,82.97,17.40
2026-05-18T15:09:00Z,87.25,13.65
2026-05-18T15:10:00Z,86.30,15.05
2026-05-18T15:11:00Z,89.52,11.65
2026-05-18T15:12:00Z,88.47,9.30
2026-05-18T15:13:00Z,92.08,7.86
2026-05-18T15:14:00Z,92.57,8.00
2026-05-18T15:15:00Z,92.01,7.95
2026-05-18T15:16:00Z,92.43,8.00
2026-05-18T15:17:00Z,93.00,8.00
2026-05-18T15:18:00Z,92.66,8.42
2026-05-18T15:19:00Z,93.35,7.98
2026-05-18T15:20:00Z,94.20,6.79
2026-05-18T15:21:00Z,94.77,6.59
2026-05-18T15:22:00Z,95.00,5.08
2026-05-18T15:23:00Z,96.22,3.81
2026-05-18T15:24:00Z,97.37,2.37
2026-05-18T15:25:00Z,99.00,2.00
2026-05-18T15:26:00Z,98.61,1.11
2026-05-18T15:27:00Z,98.43,1.40
2026-05-18T15:28:00Z,99.00,1.99
2026-05-18T15:29:00Z,99.00,1.93
2026-05-18T15:30:00Z,98.31,1.17
2026-05-18T15:31:00Z,98.00,3.02
2026-05-18T15:32:00Z,98.00,2.65
2026-05-18T15:33:00Z,98.33,1.48
2026-05-18T15:34:00Z,98.95,1.20
2026-05-18T15:35:00Z,98.85,1.48
2026-05-18T15:36:00Z,97.38,3.00
2026-05-18T15:37:00Z,98.63,2.99
2026-05-18T15:38:00Z,98.24,1.05
2026-05-18T15:39:00Z,98.12,1.94
2026-05-18T15:40:00Z,98.09,1.26
2026-05-18T15:41:00Z,98.96,1.11
2026-05-18T15:42:00Z,98.19,1.60
2026-05-18T15:43:00Z,99.00,1.00
2026-05-18T15:44:00Z,98.00,1.36
2026-05-18T15:45:00Z,98.00,2.00
2026-05-18T15:47:00Z,99.00,1.00
2026-05-18T15:48:00Z,99.00,2.00
2026-05-18T15:49:00Z,98.34,2.00
2026-05-18T15:50:00Z,99.00,1.93
2026-05-18T15:51:00Z,98.90,2.00
2026-05-18T15:52:00Z,99.00,1.18
2026-05-18T15:53:00Z,98.00,1.50
