# event_ticker=KXATPCHALLENGERMATCH-26APR24JIAGUE
# final_score=6-1 6-4
# match_winner=Andrea Guerrieri
# fav_player=Andrea Guerrieri
# dog_player=Filip Cristian Jianu
# kalshi_date=2026-04-24
timestamp,Filip Cristian Jianu,Andrea Guerrieri
2026-04-24T00:15:00Z,,44.00
2026-04-24T00:31:00Z,,44.00
2026-04-24T00:44:00Z,,43.00
2026-04-24T00:45:00Z,,42.00
2026-04-24T02:21:00Z,57.00,42.00
2026-04-24T02:46:00Z,57.98,42.00
2026-04-24T03:04:00Z,58.00,42.00
2026-04-24T04:38:00Z,58.00,41.04
2026-04-24T05:00:00Z,58.00,42.00
2026-04-24T05:11:00Z,58.00,42.00
2026-04-24T05:33:00Z,58.00,43.00
2026-04-24T05:38:00Z,58.00,43.00
2026-04-24T05:41:00Z,58.00,43.00
2026-04-24T05:50:00Z,58.00,43.00
2026-04-24T05:58:00Z,57.00,43.00
2026-04-24T06:16:00Z,57.00,44.00
2026-04-24T08:31:00Z,57.00,44.00
2026-04-24T08:51:00Z,58.00,44.00
2026-04-24T09:52:00Z,58.00,44.00
2026-04-24T10:01:00Z,58.00,44.00
2026-04-24T10:30:00Z,58.00,44.00
2026-04-24T10:36:00Z,58.00,44.00
2026-04-24T10:41:00Z,58.00,44.00
2026-04-24T10:42:00Z,58.00,44.00
2026-04-24T10:52:00Z,58.00,44.00
2026-04-24T11:08:00Z,58.00,44.00
2026-04-24T11:11:00Z,58.00,44.00
2026-04-24T11:12:00Z,58.00,44.00
2026-04-24T11:17:00Z,58.00,44.00
2026-04-24T11:19:00Z,58.00,44.00
2026-04-24T11:22:00Z,58.00,44.00
2026-04-24T11:27:00Z,58.00,44.00
2026-04-24T11:32:00Z,58.00,44.00
2026-04-24T11:33:00Z,58.42,44.00
2026-04-24T11:34:00Z,59.00,44.00
2026-04-24T11:35:00Z,57.50,44.00
2026-04-24T11:36:00Z,57.50,44.00
2026-04-24T11:38:00Z,59.00,43.00
2026-04-24T11:40:00Z,60.09,41.51
2026-04-24T11:41:00Z,65.27,41.51
2026-04-24T11:42:00Z,65.03,33.00
2026-04-24T11:43:00Z,63.00,33.00
2026-04-24T11:44:00Z,63.00,35.95
2026-04-24T11:45:00Z,62.49,36.32
2026-04-24T11:46:00Z,58.55,44.43
2026-04-24T11:47:00Z,55.50,49.00
2026-04-24T11:48:00Z,47.50,50.00
2026-04-24T11:49:00Z,47.50,54.00
2026-04-24T11:50:00Z,47.00,54.00
2026-04-24T11:51:00Z,43.00,54.32
2026-04-24T11:52:00Z,36.61,59.00
2026-04-24T11:53:00Z,35.08,63.58
2026-04-24T11:55:00Z,34.00,63.58
2026-04-24T11:56:00Z,26.33,68.62
2026-04-24T11:57:00Z,27.00,73.77
2026-04-24T11:58:00Z,25.00,74.00
2026-04-24T12:00:00Z,24.00,79.41
2026-04-24T12:01:00Z,19.35,80.99
2026-04-24T12:02:00Z,17.39,82.00
2026-04-24T12:03:00Z,17.39,84.00
2026-04-24T12:04:00Z,17.00,84.00
2026-04-24T12:05:00Z,17.00,84.00
2026-04-24T12:06:00Z,17.00,81.09
2026-04-24T12:07:00Z,18.79,81.09
2026-04-24T12:08:00Z,23.01,79.01
2026-04-24T12:09:00Z,24.19,77.00
2026-04-24T12:10:00Z,20.00,81.15
2026-04-24T12:11:00Z,20.00,81.00
2026-04-24T12:12:00Z,22.37,77.70
2026-04-24T12:13:00Z,29.33,73.42
2026-04-24T12:14:00Z,29.03,72.82
2026-04-24T12:15:00Z,28.61,73.44
2026-04-24T12:16:00Z,20.00,77.46
2026-04-24T12:17:00Z,17.77,81.01
2026-04-24T12:18:00Z,15.00,85.00
2026-04-24T12:19:00Z,12.73,88.10
2026-04-24T12:20:00Z,18.13,80.91
2026-04-24T12:21:00Z,22.00,77.00
2026-04-24T12:22:00Z,25.00,77.00
2026-04-24T12:23:00Z,23.08,76.21
2026-04-24T12:24:00Z,23.00,77.68
2026-04-24T12:25:00Z,19.00,81.65
2026-04-24T12:26:00Z,21.33,79.34
2026-04-24T12:27:00Z,19.92,82.00
2026-04-24T12:28:00Z,22.15,80.91
2026-04-24T12:29:00Z,22.90,80.00
2026-04-24T12:30:00Z,15.00,85.09
2026-04-24T12:31:00Z,14.94,89.48
2026-04-24T12:32:00Z,10.03,89.00
2026-04-24T12:33:00Z,10.82,88.98
2026-04-24T12:34:00Z,11.00,89.07
2026-04-24T12:35:00Z,9.35,91.10
2026-04-24T12:36:00Z,7.40,93.50
2026-04-24T12:37:00Z,10.93,89.83
2026-04-24T12:38:00Z,6.61,92.71
2026-04-24T12:39:00Z,3.00,96.08
2026-04-24T12:40:00Z,3.00,99.00
2026-04-24T12:41:00Z,1.00,99.00
2026-04-24T12:42:00Z,1.00,99.00
2026-04-24T12:43:00Z,2.07,97.98
2026-04-24T12:44:00Z,1.42,98.98
2026-04-24T12:45:00Z,3.03,97.00
2026-04-24T12:46:00Z,3.91,97.00
2026-04-24T12:47:00Z,4.32,96.92
2026-04-24T12:48:00Z,5.60,94.58
2026-04-24T12:49:00Z,7.00,94.00
2026-04-24T12:50:00Z,7.00,95.87
2026-04-24T12:51:00Z,3.56,98.08
2026-04-24T12:52:00Z,9.18,91.61
2026-04-24T12:53:00Z,8.12,94.00
2026-04-24T12:54:00Z,13.58,88.47
2026-04-24T12:55:00Z,6.89,96.02
2026-04-24T12:56:00Z,1.84,98.24
2026-04-24T12:57:00Z,1.00,99.00
2026-04-24T12:58:00Z,1.00,99.00
2026-04-24T12:59:00Z,1.00,99.00
