# event_ticker=KXATPMATCH-25AUG09TSIMAR
# final_score=7-6(3) 6-2
# score_resolution=6-7 2-6
# match_winner=Stefanos Tsitsipas
# fav_player=Fabian Marozsan
# dog_player=Stefanos Tsitsipas
# kalshi_date=2025-08-09
timestamp,Fabian Marozsan,Stefanos Tsitsipas
2025-08-09T06:53:00Z,53.00,
2025-08-09T06:58:00Z,53.00,53.00
2025-08-09T07:21:00Z,52.89,53.00
2025-08-09T09:04:00Z,55.00,53.00
2025-08-09T10:20:00Z,55.00,55.00
2025-08-09T11:04:00Z,55.00,55.00
2025-08-09T11:18:00Z,55.00,51.00
2025-08-09T11:19:00Z,55.00,51.00
2025-08-09T11:20:00Z,55.00,51.00
2025-08-09T11:44:00Z,55.00,51.00
2025-08-09T12:43:00Z,55.00,49.00
2025-08-09T13:02:00Z,53.00,49.00
2025-08-09T13:03:00Z,53.00,49.00
2025-08-09T13:15:00Z,53.00,49.00
2025-08-09T13:16:00Z,53.00,50.00
2025-08-09T13:28:00Z,52.00,50.00
2025-08-09T13:31:00Z,52.00,50.00
2025-08-09T13:37:00Z,51.00,50.00
2025-08-09T13:44:00Z,51.00,49.00
2025-08-09T13:47:00Z,51.00,49.00
2025-08-09T13:57:00Z,52.00,49.00
2025-08-09T14:12:00Z,52.00,48.00
2025-08-09T14:13:00Z,52.93,48.00
2025-08-09T14:23:00Z,53.00,48.00
2025-08-09T14:30:00Z,53.00,49.00
2025-08-09T14:31:00Z,53.00,49.00
2025-08-09T14:32:00Z,53.00,49.00
2025-08-09T15:01:00Z,53.00,49.00
2025-08-09T15:10:00Z,53.00,49.00
2025-08-09T15:12:00Z,53.00,49.00
2025-08-09T15:13:00Z,53.00,49.00
2025-08-09T15:20:00Z,53.00,49.00
2025-08-09T15:26:00Z,53.00,49.00
2025-08-09T15:34:00Z,52.00,49.00
2025-08-09T15:36:00Z,52.00,49.00
2025-08-09T15:43:00Z,52.00,49.00
2025-08-09T15:44:00Z,52.00,49.00
2025-08-09T15:45:00Z,52.00,49.00
2025-08-09T15:49:00Z,52.00,49.00
2025-08-09T15:56:00Z,52.00,48.00
2025-08-09T16:04:00Z,52.00,48.00
2025-08-09T16:11:00Z,54.62,48.00
2025-08-09T16:25:00Z,54.00,48.00
2025-08-09T16:33:00Z,54.00,47.00
2025-08-09T16:36:00Z,54.00,48.00
2025-08-09T16:40:00Z,54.00,48.00
2025-08-09T16:43:00Z,54.00,48.00
2025-08-09T16:46:00Z,54.00,48.00
2025-08-09T16:52:00Z,54.00,49.00
2025-08-09T17:01:00Z,54.00,49.00
2025-08-09T17:07:00Z,54.00,48.97
2025-08-09T17:10:00Z,54.00,49.00
2025-08-09T17:17:00Z,54.00,48.74
2025-08-09T17:20:00Z,54.00,46.51
2025-08-09T17:26:00Z,54.00,49.00
2025-08-09T17:29:00Z,53.00,49.00
2025-08-09T17:31:00Z,53.00,46.00
2025-08-09T17:43:00Z,53.00,49.00
2025-08-09T17:46:00Z,53.00,49.00
2025-08-09T17:51:00Z,53.97,49.00
2025-08-09T17:53:00Z,53.97,49.32
2025-08-09T17:54:00Z,51.00,50.34
2025-08-09T17:56:00Z,51.00,52.00
2025-08-09T17:58:00Z,51.00,54.59
2025-08-09T17:59:00Z,51.00,53.67
2025-08-09T18:00:00Z,50.00,53.67
2025-08-09T18:01:00Z,50.00,55.07
2025-08-09T18:02:00Z,50.00,53.67
2025-08-09T18:03:00Z,50.00,53.67
2025-08-09T18:04:00Z,52.00,53.67
2025-08-09T18:05:00Z,50.00,53.42
2025-08-09T18:06:00Z,50.00,53.00
2025-08-09T18:07:00Z,51.90,53.00
2025-08-09T18:08:00Z,52.10,52.00
2025-08-09T18:09:00Z,56.44,49.00
2025-08-09T18:10:00Z,56.44,48.47
2025-08-09T18:11:00Z,56.44,46.85
2025-08-09T18:12:00Z,52.00,48.46
2025-08-09T18:15:00Z,52.00,47.00
2025-08-09T18:16:00Z,52.00,47.00
2025-08-09T18:17:00Z,56.00,46.91
2025-08-09T18:18:00Z,55.86,45.93
2025-08-09T18:19:00Z,56.00,47.94
2025-08-09T18:20:00Z,56.00,51.10
2025-08-09T18:21:00Z,49.00,55.00
2025-08-09T18:22:00Z,47.59,53.55
2025-08-09T18:23:00Z,49.57,53.46
2025-08-09T18:24:00Z,54.32,46.00
2025-08-09T18:26:00Z,46.00,54.53
2025-08-09T18:27:00Z,46.00,55.97
2025-08-09T18:28:00Z,45.99,54.01
2025-08-09T18:29:00Z,48.00,54.01
2025-08-09T18:30:00Z,40.37,59.65
2025-08-09T18:31:00Z,42.16,62.33
2025-08-09T18:33:00Z,48.00,62.33
2025-08-09T18:34:00Z,48.00,54.00
2025-08-09T18:35:00Z,48.00,57.00
2025-08-09T18:36:00Z,48.00,57.00
2025-08-09T18:37:00Z,47.70,52.12
2025-08-09T18:38:00Z,47.70,49.75
2025-08-09T18:39:00Z,55.59,42.52
2025-08-09T18:40:00Z,72.00,42.52
2025-08-09T18:41:00Z,55.26,39.33
2025-08-09T18:42:00Z,50.00,53.40
2025-08-09T18:43:00Z,50.00,51.00
2025-08-09T18:44:00Z,52.00,52.00
2025-08-09T18:46:00Z,50.98,49.03
2025-08-09T18:47:00Z,41.96,59.00
2025-08-09T18:48:00Z,35.96,65.81
2025-08-09T18:49:00Z,43.00,57.49
2025-08-09T18:50:00Z,45.82,60.93
2025-08-09T18:51:00Z,39.80,60.61
2025-08-09T18:52:00Z,27.43,70.58
2025-08-09T18:53:00Z,24.89,73.30
2025-08-09T18:54:00Z,27.00,72.07
2025-08-09T18:55:00Z,29.84,73.89
2025-08-09T18:56:00Z,30.50,73.89
2025-08-09T18:57:00Z,30.57,70.69
2025-08-09T18:58:00Z,33.73,72.00
2025-08-09T18:59:00Z,30.95,72.00
2025-08-09T19:01:00Z,26.27,74.00
2025-08-09T19:03:00Z,32.90,70.00
2025-08-09T19:04:00Z,32.00,71.00
2025-08-09T19:06:00Z,32.00,71.00
2025-08-09T19:09:00Z,25.07,75.09
2025-08-09T19:10:00Z,15.47,87.17
