# event_ticker=KXATPCHALLENGERMATCH-26APR20BERPAV
# final_score=6-3 6-4
# match_winner=Henry Bernet
# fav_player=Henry Bernet
# dog_player=Luka Pavlovic
# kalshi_date=2026-04-20
timestamp,Henry Bernet,Luka Pavlovic
2026-04-20T15:54:00Z,43.12,57.30
2026-04-20T15:55:00Z,44.86,58.84
2026-04-20T15:56:00Z,35.30,65.04
2026-04-20T15:57:00Z,30.52,70.50
2026-04-20T15:58:00Z,28.73,71.98
2026-04-20T15:59:00Z,31.33,69.65
2026-04-20T16:00:00Z,41.70,59.00
2026-04-20T16:01:00Z,43.61,56.63
2026-04-20T16:02:00Z,45.52,67.14
2026-04-20T16:03:00Z,45.39,56.28
2026-04-20T16:04:00Z,45.39,54.00
2026-04-20T16:05:00Z,46.11,54.34
2026-04-20T16:06:00Z,41.86,57.15
2026-04-20T16:07:00Z,44.04,55.11
2026-04-20T16:08:00Z,46.00,54.00
2026-04-20T16:09:00Z,48.00,54.00
2026-04-20T16:10:00Z,48.75,52.23
2026-04-20T16:11:00Z,47.80,54.17
2026-04-20T16:12:00Z,60.61,40.00
2026-04-20T16:13:00Z,67.05,31.13
2026-04-20T16:14:00Z,72.50,32.32
2026-04-20T16:15:00Z,72.01,29.57
2026-04-20T16:16:00Z,73.00,28.18
2026-04-20T16:17:00Z,72.52,28.00
2026-04-20T16:18:00Z,74.36,27.03
2026-04-20T16:19:00Z,71.50,29.65
2026-04-20T16:20:00Z,68.05,32.00
2026-04-20T16:21:00Z,66.90,33.00
2026-04-20T16:22:00Z,65.96,34.13
2026-04-20T16:23:00Z,70.82,30.66
2026-04-20T16:24:00Z,70.28,30.75
2026-04-20T16:25:00Z,73.25,29.12
2026-04-20T16:26:00Z,80.29,19.66
2026-04-20T16:27:00Z,84.24,16.55
2026-04-20T16:28:00Z,84.90,16.31
2026-04-20T16:29:00Z,87.88,12.83
2026-04-20T16:30:00Z,86.86,13.35
2026-04-20T16:31:00Z,88.52,12.41
2026-04-20T16:32:00Z,90.97,16.82
2026-04-20T16:33:00Z,92.75,6.87
2026-04-20T16:34:00Z,91.01,9.79
2026-04-20T16:35:00Z,90.56,9.82
2026-04-20T16:36:00Z,90.56,10.75
2026-04-20T16:37:00Z,91.26,8.45
2026-04-20T16:38:00Z,93.89,5.26
2026-04-20T16:39:00Z,94.41,5.17
2026-04-20T16:40:00Z,94.30,6.43
2026-04-20T16:41:00Z,94.00,6.73
2026-04-20T16:42:00Z,94.67,5.79
2026-04-20T16:43:00Z,93.03,7.00
2026-04-20T16:44:00Z,94.40,5.17
2026-04-20T16:45:00Z,95.63,4.04
2026-04-20T16:46:00Z,96.79,4.41
2026-04-20T16:47:00Z,95.59,4.46
2026-04-20T16:48:00Z,96.00,5.00
2026-04-20T16:49:00Z,96.50,4.20
2026-04-20T16:50:00Z,97.87,4.91
2026-04-20T16:51:00Z,98.55,2.99
2026-04-20T16:52:00Z,98.75,1.01
2026-04-20T16:53:00Z,99.00,1.01
2026-04-20T16:54:00Z,99.00,1.01
2026-04-20T16:55:00Z,99.00,1.01
