# event_ticker=KXATPCHALLENGERMATCH-26APR20BERPAV
# final_score=6-3 6-4
# match_winner=Henry Bernet
# fav_player=Henry Bernet
# dog_player=Luka Pavlovic
# kalshi_date=2026-04-20
timestamp,Henry Bernet,Luka Pavlovic
2026-04-20T03:55:00Z,,67.00
2026-04-20T04:02:00Z,,56.00
2026-04-20T04:22:00Z,43.00,61.00
2026-04-20T04:49:00Z,43.00,61.00
2026-04-20T05:24:00Z,43.00,59.00
2026-04-20T06:01:00Z,46.00,56.00
2026-04-20T06:06:00Z,43.00,56.00
2026-04-20T06:42:00Z,43.00,59.00
2026-04-20T07:02:00Z,43.00,59.00
2026-04-20T07:25:00Z,43.00,59.00
2026-04-20T07:26:00Z,43.00,67.47
2026-04-20T07:33:00Z,43.00,61.00
2026-04-20T09:48:00Z,43.00,64.00
2026-04-20T10:11:00Z,43.00,65.00
2026-04-20T10:43:00Z,43.00,65.00
2026-04-20T11:05:00Z,39.00,58.68
2026-04-20T11:13:00Z,38.40,58.68
2026-04-20T11:24:00Z,39.00,58.68
2026-04-20T11:54:00Z,39.00,58.68
2026-04-20T11:56:00Z,39.00,58.68
2026-04-20T12:28:00Z,36.00,58.68
2026-04-20T12:30:00Z,36.00,64.00
2026-04-20T12:38:00Z,37.00,64.00
2026-04-20T12:45:00Z,37.00,65.00
2026-04-20T12:48:00Z,37.00,64.00
2026-04-20T12:55:00Z,37.00,63.00
2026-04-20T12:57:00Z,37.00,63.99
2026-04-20T12:58:00Z,37.00,63.99
2026-04-20T13:03:00Z,37.00,64.00
2026-04-20T13:04:00Z,37.00,64.00
2026-04-20T13:12:00Z,37.00,64.00
2026-04-20T13:14:00Z,37.00,64.00
2026-04-20T13:16:00Z,37.00,64.00
2026-04-20T13:29:00Z,37.00,64.00
2026-04-20T13:35:00Z,37.00,64.00
2026-04-20T13:43:00Z,39.00,64.00
2026-04-20T13:55:00Z,39.00,64.00
2026-04-20T13:57:00Z,39.00,64.00
2026-04-20T14:03:00Z,39.00,64.00
2026-04-20T14:04:00Z,39.00,64.00
2026-04-20T14:06:00Z,39.00,64.00
2026-04-20T14:07:00Z,38.00,64.00
2026-04-20T14:12:00Z,38.00,64.00
2026-04-20T14:14:00Z,38.00,64.00
2026-04-20T14:22:00Z,38.00,64.51
2026-04-20T14:25:00Z,38.90,64.51
2026-04-20T14:33:00Z,38.00,64.51
2026-04-20T14:41:00Z,38.00,64.00
2026-04-20T14:42:00Z,38.34,64.00
2026-04-20T14:43:00Z,39.00,64.00
2026-04-20T14:52:00Z,38.00,64.00
2026-04-20T14:54:00Z,38.00,64.00
2026-04-20T14:55:00Z,38.00,64.00
2026-04-20T14:56:00Z,38.00,64.88
2026-04-20T14:57:00Z,38.00,65.00
2026-04-20T14:58:00Z,38.00,65.00
2026-04-20T14:59:00Z,38.00,65.00
2026-04-20T15:00:00Z,38.00,65.00
2026-04-20T15:01:00Z,38.00,65.00
2026-04-20T15:02:00Z,37.00,65.00
2026-04-20T15:04:00Z,37.00,65.00
2026-04-20T15:05:00Z,37.00,65.00
2026-04-20T15:07:00Z,37.00,65.00
2026-04-20T15:18:00Z,37.00,65.00
2026-04-20T15:20:00Z,37.00,65.00
2026-04-20T15:24:00Z,37.00,65.00
2026-04-20T15:27:00Z,37.00,65.00
2026-04-20T15:28:00Z,37.00,65.00
2026-04-20T15:33:00Z,37.00,65.00
2026-04-20T15:38:00Z,37.00,65.00
2026-04-20T15:42:00Z,37.00,65.00
2026-04-20T15:43:00Z,37.00,65.00
2026-04-20T15:45:00Z,36.00,66.52
2026-04-20T15:46:00Z,35.69,63.54
2026-04-20T15:47:00Z,36.39,62.36
2026-04-20T15:48:00Z,38.83,61.40
2026-04-20T15:49:00Z,40.99,60.87
2026-04-20T15:50:00Z,43.55,53.60
2026-04-20T15:51:00Z,43.59,58.00
2026-04-20T15:52:00Z,39.00,58.00
2026-04-20T15:53:00Z,39.06,62.91
