# event_ticker=KXATPCHALLENGERMATCH-26MAY09SEGDIA
# final_score=6-3 6-0
# score_resolution=3-6 0-6
# match_winner=Facundo Diaz Acosta
# fav_player=Ryan Seggerman
# dog_player=Facundo Diaz Acosta
# kalshi_date=2026-05-09
timestamp,Ryan Seggerman,Facundo Diaz Acosta
2026-05-09T01:19:00Z,22.00,
2026-05-09T01:42:00Z,22.00,81.00
2026-05-09T01:45:00Z,22.00,81.00
2026-05-09T01:48:00Z,21.00,81.00
2026-05-09T02:52:00Z,21.00,81.00
2026-05-09T02:54:00Z,21.00,81.00
2026-05-09T03:26:00Z,21.00,81.00
2026-05-09T04:00:00Z,20.00,81.00
2026-05-09T04:28:00Z,21.00,81.00
2026-05-09T04:37:00Z,21.00,81.00
2026-05-09T04:40:00Z,21.00,81.00
2026-05-09T04:49:00Z,21.00,81.00
2026-05-09T04:55:00Z,19.39,81.00
2026-05-09T05:02:00Z,19.39,81.00
2026-05-09T05:06:00Z,21.00,81.00
2026-05-09T05:09:00Z,21.00,81.00
2026-05-09T05:44:00Z,21.00,81.00
2026-05-09T05:52:00Z,20.00,81.00
2026-05-09T06:04:00Z,20.00,81.00
2026-05-09T06:08:00Z,20.00,81.00
2026-05-09T06:12:00Z,24.45,80.00
2026-05-09T06:42:00Z,22.00,80.00
2026-05-09T06:47:00Z,22.00,80.00
2026-05-09T07:31:00Z,22.00,80.00
2026-05-09T07:33:00Z,21.00,80.00
2026-05-09T08:06:00Z,21.00,80.00
2026-05-09T08:24:00Z,21.00,80.00
2026-05-09T08:31:00Z,21.00,80.00
2026-05-09T08:41:00Z,21.00,79.00
2026-05-09T09:13:00Z,22.00,79.00
2026-05-09T09:21:00Z,22.00,80.00
2026-05-09T09:29:00Z,22.00,80.00
2026-05-09T09:59:00Z,22.00,80.00
2026-05-09T11:03:00Z,22.00,80.00
2026-05-09T11:06:00Z,22.00,80.00
2026-05-09T11:19:00Z,22.00,80.00
2026-05-09T11:25:00Z,22.00,80.00
2026-05-09T11:33:00Z,22.00,80.00
2026-05-09T11:35:00Z,22.00,80.00
2026-05-09T12:01:00Z,22.00,80.00
2026-05-09T12:09:00Z,22.00,80.00
2026-05-09T12:11:00Z,22.00,80.00
2026-05-09T12:14:00Z,22.00,80.00
2026-05-09T12:17:00Z,21.98,80.00
2026-05-09T12:20:00Z,21.98,80.00
2026-05-09T12:21:00Z,22.00,80.00
2026-05-09T12:22:00Z,22.00,80.00
2026-05-09T12:25:00Z,22.00,80.00
2026-05-09T12:27:00Z,22.00,80.00
2026-05-09T12:29:00Z,22.00,80.00
2026-05-09T12:33:00Z,22.00,80.00
2026-05-09T12:36:00Z,22.00,80.00
2026-05-09T12:37:00Z,22.00,80.00
2026-05-09T12:40:00Z,21.00,80.00
2026-05-09T12:41:00Z,21.00,79.00
2026-05-09T12:42:00Z,19.87,79.81
2026-05-09T12:43:00Z,20.00,81.00
2026-05-09T12:44:00Z,20.00,81.00
2026-05-09T12:45:00Z,20.00,81.00
2026-05-09T12:48:00Z,20.00,81.00
2026-05-09T12:49:00Z,20.00,81.65
2026-05-09T12:51:00Z,20.00,81.65
2026-05-09T12:54:00Z,18.00,82.01
2026-05-09T12:55:00Z,18.00,83.60
2026-05-09T12:56:00Z,17.76,84.00
2026-05-09T12:57:00Z,16.00,83.04
2026-05-09T12:58:00Z,11.13,87.38
2026-05-09T12:59:00Z,11.00,90.00
2026-05-09T13:00:00Z,10.52,91.00
2026-05-09T13:01:00Z,8.00,91.04
2026-05-09T13:02:00Z,10.00,92.00
2026-05-09T13:03:00Z,10.00,92.00
2026-05-09T13:04:00Z,9.00,92.77
2026-05-09T13:05:00Z,8.00,92.80
2026-05-09T13:06:00Z,10.00,92.80
2026-05-09T13:07:00Z,10.00,91.73
2026-05-09T13:08:00Z,10.00,92.00
2026-05-09T13:09:00Z,8.85,92.00
2026-05-09T13:10:00Z,9.00,92.00
2026-05-09T13:11:00Z,8.36,92.75
2026-05-09T13:12:00Z,8.68,92.00
2026-05-09T13:13:00Z,8.74,92.00
2026-05-09T13:14:00Z,8.74,93.00
2026-05-09T13:15:00Z,8.81,92.00
2026-05-09T13:17:00Z,9.00,92.00
2026-05-09T13:18:00Z,11.76,90.68
2026-05-09T13:19:00Z,10.24,90.10
2026-05-09T13:20:00Z,10.23,92.00
2026-05-09T13:21:00Z,8.00,93.00
2026-05-09T13:22:00Z,8.00,92.48
2026-05-09T13:23:00Z,7.82,93.00
2026-05-09T13:24:00Z,8.00,92.00
2026-05-09T13:25:00Z,8.00,92.00
2026-05-09T13:26:00Z,7.00,94.00
2026-05-09T13:27:00Z,7.00,94.00
2026-05-09T13:28:00Z,7.00,94.00
2026-05-09T13:29:00Z,6.13,94.25
2026-05-09T13:30:00Z,4.66,95.19
2026-05-09T13:31:00Z,3.00,97.00
2026-05-09T13:32:00Z,2.99,98.00
2026-05-09T13:33:00Z,2.00,98.00
2026-05-09T13:34:00Z,2.00,99.00
2026-05-09T13:35:00Z,1.99,99.00
2026-05-09T13:36:00Z,2.00,98.00
2026-05-09T13:37:00Z,2.49,98.00
2026-05-09T13:38:00Z,2.52,99.00
2026-05-09T13:39:00Z,3.00,99.00
2026-05-09T13:40:00Z,2.25,98.00
2026-05-09T13:41:00Z,2.96,99.00
2026-05-09T13:42:00Z,1.00,99.00
2026-05-09T13:43:00Z,1.00,99.00
2026-05-09T13:44:00Z,1.00,99.00
2026-05-09T13:45:00Z,1.00,99.00
2026-05-09T13:46:00Z,1.00,99.00
2026-05-09T13:47:00Z,1.00,99.00
2026-05-09T13:49:00Z,1.00,99.00
2026-05-09T13:54:00Z,1.00,99.00
