# event_ticker=KXATPMATCH-26MAY08HUMKOP
# final_score=6-3 6-2
# match_winner=Ugo Humbert
# fav_player=Ugo Humbert
# dog_player=Vit Kopriva
# kalshi_date=2026-05-08
timestamp,Ugo Humbert,Vit Kopriva
2026-05-08T06:31:00Z,40.00,
2026-05-08T06:32:00Z,40.00,61.00
2026-05-08T06:34:00Z,40.00,61.00
2026-05-08T06:36:00Z,40.00,61.00
2026-05-08T06:38:00Z,40.00,61.00
2026-05-08T06:39:00Z,39.00,61.00
2026-05-08T06:47:00Z,39.00,62.00
2026-05-08T06:52:00Z,39.00,62.00
2026-05-08T06:53:00Z,39.00,62.00
2026-05-08T06:54:00Z,38.00,62.00
2026-05-08T06:56:00Z,38.00,62.00
2026-05-08T06:59:00Z,38.00,62.00
2026-05-08T07:02:00Z,38.00,62.00
2026-05-08T07:09:00Z,38.00,62.00
2026-05-08T07:16:00Z,38.00,62.00
2026-05-08T07:19:00Z,38.00,62.00
2026-05-08T07:22:00Z,38.00,62.00
2026-05-08T07:31:00Z,38.00,62.67
2026-05-08T07:32:00Z,38.00,61.00
2026-05-08T07:40:00Z,38.00,61.00
2026-05-08T07:43:00Z,38.00,62.00
2026-05-08T07:46:00Z,39.00,62.00
2026-05-08T07:47:00Z,39.00,62.00
2026-05-08T07:48:00Z,39.00,62.00
2026-05-08T08:01:00Z,39.00,63.00
2026-05-08T08:02:00Z,39.00,62.00
2026-05-08T08:17:00Z,39.00,63.00
2026-05-08T08:19:00Z,39.00,63.00
2026-05-08T08:21:00Z,38.00,63.00
2026-05-08T08:23:00Z,38.00,63.00
2026-05-08T08:28:00Z,38.00,64.80
2026-05-08T08:32:00Z,37.00,64.80
2026-05-08T08:42:00Z,37.00,64.00
2026-05-08T09:08:00Z,37.00,64.00
2026-05-08T09:12:00Z,37.00,64.00
2026-05-08T09:16:00Z,37.00,64.00
2026-05-08T09:19:00Z,37.00,64.00
2026-05-08T09:20:00Z,37.00,64.00
2026-05-08T09:28:00Z,37.00,64.00
2026-05-08T09:30:00Z,37.00,64.00
2026-05-08T09:35:00Z,37.00,64.00
2026-05-08T09:38:00Z,37.00,64.00
2026-05-08T09:49:00Z,37.00,64.00
2026-05-08T09:52:00Z,37.00,64.00
2026-05-08T10:14:00Z,37.00,64.00
2026-05-08T10:18:00Z,37.00,64.00
2026-05-08T10:31:00Z,37.00,64.00
2026-05-08T10:37:00Z,37.00,64.00
2026-05-08T10:38:00Z,37.00,64.00
2026-05-08T10:41:00Z,37.00,64.00
2026-05-08T10:50:00Z,37.00,64.00
2026-05-08T11:02:00Z,37.00,64.00
2026-05-08T11:07:00Z,36.00,64.00
