# event_ticker=KXATPMATCH-25SEP25GOFRIN
# final_score=6-4 3-6 6-4
# match_winner=Arthur Rinderknech
# fav_player=Arthur Rinderknech
# dog_player=David Goffin
# kalshi_date=2025-09-25
timestamp,Arthur Rinderknech,David Goffin
2025-09-25T17:24:00Z,56.00,
2025-09-25T17:36:00Z,56.00,47.00
2025-09-25T17:37:00Z,56.00,46.00
2025-09-25T19:42:00Z,56.00,45.00
2025-09-25T19:51:00Z,58.00,45.00
2025-09-25T20:29:00Z,58.00,45.00
2025-09-25T20:38:00Z,57.00,45.00
2025-09-25T20:39:00Z,57.00,45.00
2025-09-25T20:40:00Z,57.00,45.00
2025-09-25T21:32:00Z,57.00,45.00
2025-09-25T22:12:00Z,57.00,46.00
2025-09-25T22:16:00Z,57.00,46.00
2025-09-25T22:34:00Z,57.00,46.00
2025-09-25T23:16:00Z,57.00,46.00
2025-09-25T23:47:00Z,57.00,46.00
2025-09-26T00:01:00Z,57.00,46.00
2025-09-26T00:07:00Z,57.00,46.00
2025-09-26T00:55:00Z,57.00,44.00
2025-09-26T01:00:00Z,57.00,46.00
2025-09-26T01:01:00Z,57.00,46.00
2025-09-26T01:06:00Z,57.00,46.00
2025-09-26T01:13:00Z,57.00,46.00
2025-09-26T01:22:00Z,57.00,46.00
2025-09-26T01:34:00Z,57.00,46.00
2025-09-26T01:36:00Z,57.00,46.00
2025-09-26T01:46:00Z,57.00,46.00
2025-09-26T01:47:00Z,56.00,46.00
2025-09-26T01:48:00Z,56.00,46.00
2025-09-26T01:49:00Z,56.00,44.00
2025-09-26T01:51:00Z,56.00,44.00
2025-09-26T01:56:00Z,56.00,44.00
2025-09-26T02:03:00Z,56.00,46.00
2025-09-26T02:04:00Z,56.00,46.00
2025-09-26T02:10:00Z,55.00,46.00
2025-09-26T02:15:00Z,55.00,46.00
2025-09-26T02:16:00Z,55.00,46.00
2025-09-26T02:17:00Z,55.00,46.00
2025-09-26T02:21:00Z,55.00,46.00
2025-09-26T02:29:00Z,55.00,46.00
2025-09-26T02:31:00Z,55.00,46.00
2025-09-26T02:32:00Z,55.00,46.00
2025-09-26T02:35:00Z,55.00,46.00
2025-09-26T02:37:00Z,56.74,46.00
2025-09-26T02:41:00Z,56.74,45.00
2025-09-26T02:42:00Z,57.00,45.00
2025-09-26T02:45:00Z,57.00,45.00
2025-09-26T02:49:00Z,57.00,46.00
2025-09-26T02:50:00Z,57.00,46.00
2025-09-26T02:53:00Z,57.00,46.00
2025-09-26T02:54:00Z,57.00,46.00
2025-09-26T02:57:00Z,57.00,46.00
2025-09-26T02:58:00Z,57.48,46.00
2025-09-26T02:59:00Z,58.00,46.00
2025-09-26T03:06:00Z,58.00,45.00
2025-09-26T03:08:00Z,60.00,45.00
2025-09-26T03:09:00Z,60.00,42.00
2025-09-26T03:11:00Z,60.00,42.00
2025-09-26T03:12:00Z,60.00,40.00
2025-09-26T03:13:00Z,60.00,41.04
2025-09-26T03:14:00Z,65.73,37.44
2025-09-26T03:16:00Z,71.00,30.00
2025-09-26T03:17:00Z,74.00,30.00
2025-09-26T03:18:00Z,72.00,27.01
2025-09-26T03:19:00Z,74.90,27.20
2025-09-26T03:20:00Z,76.00,26.72
2025-09-26T03:21:00Z,71.36,31.85
2025-09-26T03:24:00Z,69.00,34.27
2025-09-26T03:25:00Z,70.00,28.00
2025-09-26T03:26:00Z,75.76,25.00
2025-09-26T03:27:00Z,75.78,25.33
2025-09-26T03:28:00Z,74.00,27.46
2025-09-26T03:29:00Z,74.00,30.00
2025-09-26T03:30:00Z,72.80,29.00
2025-09-26T03:31:00Z,72.00,29.78
2025-09-26T03:33:00Z,75.11,27.00
2025-09-26T03:34:00Z,77.00,24.12
2025-09-26T03:35:00Z,77.00,25.03
2025-09-26T03:36:00Z,73.74,28.00
2025-09-26T03:37:00Z,73.74,28.00
2025-09-26T03:38:00Z,73.74,28.59
2025-09-26T03:39:00Z,73.06,30.95
2025-09-26T03:40:00Z,73.06,33.39
2025-09-26T03:41:00Z,71.64,29.15
2025-09-26T03:42:00Z,77.78,23.02
2025-09-26T03:43:00Z,78.00,24.25
2025-09-26T03:44:00Z,77.00,24.25
2025-09-26T03:45:00Z,75.00,26.32
2025-09-26T03:46:00Z,75.00,26.32
2025-09-26T03:47:00Z,75.00,24.99
2025-09-26T03:48:00Z,80.00,20.00
2025-09-26T03:49:00Z,78.00,22.30
2025-09-26T03:50:00Z,73.00,27.00
2025-09-26T03:51:00Z,72.17,31.73
2025-09-26T03:52:00Z,76.00,31.73
2025-09-26T03:53:00Z,78.00,22.00
2025-09-26T03:54:00Z,78.00,23.11
2025-09-26T03:55:00Z,76.80,23.11
2025-09-26T03:56:00Z,73.31,28.00
2025-09-26T03:57:00Z,73.31,27.94
2025-09-26T03:58:00Z,72.95,27.94
2025-09-26T03:59:00Z,71.07,30.34
2025-09-26T04:00:00Z,70.16,30.34
2025-09-26T04:01:00Z,75.07,28.00
2025-09-26T04:02:00Z,75.47,28.00
2025-09-26T04:03:00Z,75.72,24.69
2025-09-26T04:04:00Z,76.00,20.48
2025-09-26T04:05:00Z,75.07,23.72
2025-09-26T04:06:00Z,74.63,27.73
2025-09-26T04:07:00Z,76.25,27.00
2025-09-26T04:08:00Z,75.83,27.00
2025-09-26T04:09:00Z,74.00,28.76
2025-09-26T04:10:00Z,74.00,29.00
2025-09-26T04:11:00Z,74.00,29.00
2025-09-26T04:12:00Z,74.16,28.00
2025-09-26T04:13:00Z,71.03,28.00
2025-09-26T04:14:00Z,71.00,32.01
2025-09-26T04:15:00Z,71.34,32.48
2025-09-26T04:16:00Z,77.02,29.16
2025-09-26T04:17:00Z,69.64,31.10
2025-09-26T04:18:00Z,68.89,35.16
2025-09-26T04:19:00Z,63.27,40.57
2025-09-26T04:20:00Z,65.63,35.92
2025-09-26T04:21:00Z,58.33,45.21
2025-09-26T04:22:00Z,48.94,56.07
2025-09-26T04:23:00Z,42.86,54.25
2025-09-26T04:24:00Z,45.06,57.10
2025-09-26T04:25:00Z,44.03,68.86
2025-09-26T04:26:00Z,43.95,71.01
2025-09-26T04:27:00Z,37.99,56.77
2025-09-26T04:28:00Z,37.31,65.22
2025-09-26T04:29:00Z,43.77,64.00
2025-09-26T04:30:00Z,39.55,63.08
2025-09-26T04:31:00Z,36.99,61.70
2025-09-26T04:32:00Z,42.47,60.01
2025-09-26T04:33:00Z,44.58,59.67
2025-09-26T04:34:00Z,48.58,55.62
2025-09-26T04:35:00Z,54.10,46.96
2025-09-26T04:36:00Z,54.23,48.50
2025-09-26T04:37:00Z,64.40,43.51
2025-09-26T04:38:00Z,58.91,50.16
2025-09-26T04:39:00Z,48.25,54.81
2025-09-26T04:40:00Z,48.25,55.30
2025-09-26T04:41:00Z,45.00,55.67
2025-09-26T04:42:00Z,49.37,57.71
2025-09-26T04:43:00Z,50.73,50.34
2025-09-26T04:44:00Z,50.73,52.64
2025-09-26T04:45:00Z,49.00,56.12
2025-09-26T04:46:00Z,43.03,60.90
2025-09-26T04:47:00Z,45.45,60.92
2025-09-26T04:48:00Z,46.11,60.92
2025-09-26T04:49:00Z,47.00,60.92
2025-09-26T04:50:00Z,47.85,53.18
2025-09-26T04:51:00Z,47.00,54.05
2025-09-26T04:52:00Z,47.00,55.00
2025-09-26T04:53:00Z,47.00,54.60
2025-09-26T04:54:00Z,47.00,55.51
2025-09-26T04:55:00Z,47.00,59.98
2025-09-26T04:56:00Z,36.54,62.73
2025-09-26T04:57:00Z,30.92,73.01
2025-09-26T04:58:00Z,41.13,73.01
2025-09-26T04:59:00Z,54.40,55.70
2025-09-26T05:00:00Z,54.80,59.66
2025-09-26T05:01:00Z,50.00,56.34
2025-09-26T05:02:00Z,35.83,69.88
2025-09-26T05:03:00Z,42.75,57.67
2025-09-26T05:04:00Z,53.10,49.27
2025-09-26T05:05:00Z,52.62,48.89
2025-09-26T05:06:00Z,56.00,56.45
2025-09-26T05:07:00Z,46.01,59.89
2025-09-26T05:08:00Z,40.34,64.20
2025-09-26T05:09:00Z,42.05,55.65
2025-09-26T05:10:00Z,48.71,54.69
2025-09-26T05:11:00Z,49.00,53.03
2025-09-26T05:12:00Z,48.68,54.11
2025-09-26T05:13:00Z,42.34,65.61
2025-09-26T05:14:00Z,38.40,66.92
2025-09-26T05:15:00Z,35.87,73.36
2025-09-26T05:16:00Z,31.63,79.36
2025-09-26T05:17:00Z,35.00,71.28
2025-09-26T05:18:00Z,41.51,61.80
2025-09-26T05:19:00Z,34.44,66.67
2025-09-26T05:20:00Z,30.05,72.36
2025-09-26T05:21:00Z,19.56,86.03
2025-09-26T05:22:00Z,15.69,85.90
2025-09-26T05:23:00Z,17.22,87.69
2025-09-26T05:24:00Z,14.42,88.60
2025-09-26T05:25:00Z,15.04,89.02
2025-09-26T05:26:00Z,34.22,80.32
2025-09-26T05:27:00Z,41.62,68.46
2025-09-26T05:28:00Z,46.31,59.20
2025-09-26T05:29:00Z,49.14,50.37
2025-09-26T05:30:00Z,52.02,48.99
2025-09-26T05:31:00Z,52.05,49.90
2025-09-26T05:32:00Z,51.45,51.30
2025-09-26T05:33:00Z,41.98,65.85
2025-09-26T05:34:00Z,42.69,67.03
2025-09-26T05:35:00Z,44.58,57.13
2025-09-26T05:36:00Z,49.00,52.59
2025-09-26T05:37:00Z,55.34,51.45
2025-09-26T05:38:00Z,53.00,51.58
2025-09-26T05:39:00Z,77.84,27.38
2025-09-26T05:40:00Z,93.09,9.80
2025-09-26T05:41:00Z,99.00,1.00
