# event_ticker=KXATPMATCH-26FEB15TABNAV
# final_score=6-3 6-3
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Emilio Nava
# kalshi_date=2026-02-15
timestamp,Alejandro Tabilo,Emilio Nava
2026-02-16T10:38:00Z,66.00,
2026-02-16T10:47:00Z,66.00,35.00
2026-02-16T10:49:00Z,66.00,35.00
2026-02-16T11:07:00Z,66.00,35.00
2026-02-16T11:20:00Z,66.00,35.00
2026-02-16T11:29:00Z,66.00,35.00
2026-02-16T11:30:00Z,66.00,35.00
2026-02-16T11:39:00Z,66.00,35.00
2026-02-16T12:23:00Z,66.00,35.00
2026-02-16T12:30:00Z,66.00,35.00
2026-02-16T12:55:00Z,65.00,35.00
2026-02-16T12:59:00Z,65.00,35.00
2026-02-16T13:07:00Z,66.00,35.00
2026-02-16T13:53:00Z,66.00,35.00
2026-02-16T14:01:00Z,66.00,35.00
2026-02-16T14:03:00Z,66.00,35.00
2026-02-16T14:15:00Z,66.00,35.00
2026-02-16T14:26:00Z,67.00,35.00
2026-02-16T14:31:00Z,67.00,35.00
2026-02-16T14:45:00Z,67.00,35.00
2026-02-16T14:55:00Z,67.00,35.00
2026-02-16T14:57:00Z,67.00,35.00
2026-02-16T15:01:00Z,67.00,35.00
2026-02-16T15:16:00Z,67.00,35.00
2026-02-16T15:17:00Z,67.00,35.00
2026-02-16T15:19:00Z,67.00,35.00
2026-02-16T15:20:00Z,67.00,35.00
2026-02-16T15:21:00Z,67.00,35.00
2026-02-16T15:26:00Z,67.00,35.00
2026-02-16T15:40:00Z,67.00,35.00
2026-02-16T15:45:00Z,67.00,35.00
2026-02-16T15:46:00Z,67.00,35.00
2026-02-16T15:49:00Z,67.00,35.00
2026-02-16T15:51:00Z,67.00,35.00
2026-02-16T15:57:00Z,67.00,35.00
2026-02-16T16:00:00Z,67.00,35.00
2026-02-16T16:03:00Z,67.00,35.00
2026-02-16T16:04:00Z,67.00,35.00
2026-02-16T16:09:00Z,67.00,35.00
2026-02-16T16:17:00Z,67.00,35.00
2026-02-16T16:21:00Z,67.00,35.00
2026-02-16T16:22:00Z,67.00,35.00
2026-02-16T16:25:00Z,67.00,35.00
2026-02-16T16:29:00Z,67.00,35.00
2026-02-16T16:31:00Z,67.00,34.00
2026-02-16T16:35:00Z,67.00,34.00
2026-02-16T16:39:00Z,67.00,34.00
2026-02-16T16:41:00Z,67.00,34.00
2026-02-16T16:46:00Z,67.00,34.00
2026-02-16T16:54:00Z,67.00,34.00
2026-02-16T16:56:00Z,67.00,34.00
2026-02-16T16:57:00Z,67.00,34.00
2026-02-16T17:04:00Z,67.00,34.00
2026-02-16T17:11:00Z,67.00,34.00
2026-02-16T17:12:00Z,67.00,34.00
2026-02-16T17:13:00Z,67.00,34.00
2026-02-16T17:14:00Z,67.00,34.00
2026-02-16T17:17:00Z,67.00,34.00
2026-02-16T17:19:00Z,67.00,34.00
2026-02-16T17:24:00Z,67.00,34.00
2026-02-16T17:27:00Z,67.00,34.00
