# event_ticker=KXATPMATCH-26MAY06BAUMAE
# final_score=6-3 7-6(2)
# score_resolution=3-6 6-7
# match_winner=Roberto Bautista Agut
# fav_player=Francesco Maestrelli
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-05-06
timestamp,Roberto Bautista Agut,Francesco Maestrelli
2026-05-07T12:28:00Z,63.00,38.00
2026-05-07T12:32:00Z,63.00,38.00
2026-05-07T12:34:00Z,63.00,38.00
2026-05-07T12:37:00Z,63.00,38.00
2026-05-07T12:38:00Z,63.00,38.00
2026-05-07T12:40:00Z,63.00,38.00
2026-05-07T12:42:00Z,63.00,38.00
2026-05-07T12:43:00Z,63.00,38.00
2026-05-07T12:44:00Z,61.27,37.16
2026-05-07T12:45:00Z,61.27,39.41
2026-05-07T12:48:00Z,61.27,41.00
2026-05-07T12:49:00Z,60.00,41.00
2026-05-07T12:50:00Z,60.00,41.00
2026-05-07T12:51:00Z,60.00,41.00
2026-05-07T12:52:00Z,60.00,41.00
2026-05-07T12:53:00Z,60.00,41.00
2026-05-07T12:55:00Z,61.00,41.00
2026-05-07T12:56:00Z,61.00,40.00
2026-05-07T12:57:00Z,61.00,40.00
2026-05-07T12:58:00Z,61.00,40.00
2026-05-07T12:59:00Z,62.00,40.00
2026-05-07T13:01:00Z,61.00,40.00
2026-05-07T13:02:00Z,60.00,40.00
2026-05-07T13:04:00Z,61.00,40.00
2026-05-07T13:05:00Z,61.00,40.00
2026-05-07T13:06:00Z,61.00,40.00
2026-05-07T13:07:00Z,61.11,40.00
2026-05-07T13:08:00Z,61.00,40.00
2026-05-07T13:09:00Z,61.00,40.00
2026-05-07T13:10:00Z,61.00,40.00
2026-05-07T13:11:00Z,61.00,40.00
2026-05-07T13:12:00Z,61.00,40.00
2026-05-07T13:13:00Z,61.00,40.00
2026-05-07T13:14:00Z,61.00,40.00
2026-05-07T13:15:00Z,61.00,40.00
2026-05-07T13:16:00Z,62.00,40.00
2026-05-07T13:17:00Z,61.00,40.00
2026-05-07T13:18:00Z,61.00,40.00
2026-05-07T13:19:00Z,61.00,40.00
2026-05-07T13:20:00Z,61.00,40.00
2026-05-07T13:21:00Z,61.00,40.00
2026-05-07T13:22:00Z,61.00,40.00
2026-05-07T13:23:00Z,60.93,40.00
2026-05-07T13:24:00Z,61.00,40.00
2026-05-07T13:25:00Z,62.12,40.00
2026-05-07T13:26:00Z,62.12,39.00
2026-05-07T13:27:00Z,62.38,39.66
2026-05-07T13:28:00Z,62.00,40.00
2026-05-07T13:29:00Z,59.19,41.59
2026-05-07T13:30:00Z,55.00,45.26
2026-05-07T13:31:00Z,55.00,50.74
2026-05-07T13:32:00Z,54.08,46.05
2026-05-07T13:33:00Z,58.90,41.63
2026-05-07T13:34:00Z,61.00,42.60
2026-05-07T13:35:00Z,61.28,40.00
2026-05-07T13:36:00Z,64.63,36.80
2026-05-07T13:37:00Z,71.46,28.09
2026-05-07T13:38:00Z,74.05,27.00
2026-05-07T13:39:00Z,76.82,23.07
2026-05-07T13:40:00Z,78.00,22.24
2026-05-07T13:41:00Z,77.70,23.84
2026-05-07T13:42:00Z,78.00,23.00
2026-05-07T13:43:00Z,78.00,23.00
2026-05-07T13:44:00Z,77.26,22.98
2026-05-07T13:45:00Z,77.00,24.96
2026-05-07T13:46:00Z,78.50,21.00
2026-05-07T13:47:00Z,79.01,21.39
2026-05-07T13:48:00Z,78.11,22.88
2026-05-07T13:49:00Z,80.11,22.55
2026-05-07T13:50:00Z,78.24,20.13
2026-05-07T13:51:00Z,78.00,22.41
2026-05-07T13:52:00Z,77.31,22.00
2026-05-07T13:53:00Z,77.11,23.00
2026-05-07T13:54:00Z,79.12,22.10
2026-05-07T13:55:00Z,78.85,22.47
2026-05-07T13:56:00Z,76.93,24.00
2026-05-07T13:57:00Z,79.00,24.00
2026-05-07T13:58:00Z,79.00,23.00
2026-05-07T13:59:00Z,78.14,23.00
2026-05-07T14:00:00Z,77.00,23.71
2026-05-07T14:01:00Z,75.82,25.00
2026-05-07T14:02:00Z,72.51,26.00
2026-05-07T14:03:00Z,76.00,25.00
2026-05-07T14:04:00Z,73.96,29.61
2026-05-07T14:05:00Z,71.39,31.26
2026-05-07T14:06:00Z,73.78,31.19
2026-05-07T14:07:00Z,74.27,26.71
2026-05-07T14:08:00Z,75.07,25.94
2026-05-07T14:09:00Z,74.26,26.85
2026-05-07T14:10:00Z,76.99,24.00
2026-05-07T14:11:00Z,77.00,24.55
2026-05-07T14:12:00Z,76.94,25.00
2026-05-07T14:13:00Z,76.54,25.00
2026-05-07T14:14:00Z,77.00,24.02
2026-05-07T14:15:00Z,77.50,23.15
2026-05-07T14:16:00Z,78.01,22.19
2026-05-07T14:17:00Z,78.05,22.17
2026-05-07T14:18:00Z,79.18,22.40
2026-05-07T14:19:00Z,79.00,22.02
2026-05-07T14:20:00Z,75.13,25.50
2026-05-07T14:21:00Z,71.31,30.01
2026-05-07T14:22:00Z,74.12,27.05
2026-05-07T14:23:00Z,77.51,22.33
2026-05-07T14:24:00Z,78.93,20.79
2026-05-07T14:25:00Z,78.78,20.85
2026-05-07T14:26:00Z,79.00,21.00
2026-05-07T14:27:00Z,80.36,19.03
2026-05-07T14:28:00Z,81.58,20.74
2026-05-07T14:29:00Z,80.58,21.11
2026-05-07T14:30:00Z,83.43,17.17
2026-05-07T14:31:00Z,81.12,20.60
2026-05-07T14:32:00Z,78.00,23.50
2026-05-07T14:33:00Z,79.06,22.05
2026-05-07T14:34:00Z,80.66,20.00
2026-05-07T14:35:00Z,80.93,21.00
2026-05-07T14:36:00Z,80.27,21.75
2026-05-07T14:37:00Z,77.18,23.96
2026-05-07T14:38:00Z,76.10,25.00
2026-05-07T14:39:00Z,76.00,25.00
2026-05-07T14:40:00Z,75.41,25.97
2026-05-07T14:41:00Z,74.47,26.94
2026-05-07T14:42:00Z,72.29,28.76
2026-05-07T14:43:00Z,72.87,26.56
2026-05-07T14:44:00Z,76.53,24.73
2026-05-07T14:45:00Z,80.18,20.39
2026-05-07T14:46:00Z,79.73,21.80
2026-05-07T14:47:00Z,80.88,19.18
2026-05-07T14:48:00Z,78.24,23.92
2026-05-07T14:49:00Z,76.26,25.91
2026-05-07T14:50:00Z,75.00,25.93
2026-05-07T14:51:00Z,76.96,25.16
2026-05-07T14:52:00Z,78.05,22.01
2026-05-07T14:53:00Z,80.85,19.07
2026-05-07T14:54:00Z,84.85,15.56
2026-05-07T14:55:00Z,81.03,19.34
2026-05-07T14:56:00Z,80.09,21.96
2026-05-07T14:57:00Z,78.35,21.91
2026-05-07T14:58:00Z,76.00,24.81
2026-05-07T14:59:00Z,76.00,24.66
2026-05-07T15:00:00Z,76.26,23.04
2026-05-07T15:01:00Z,78.00,22.90
2026-05-07T15:02:00Z,78.34,22.73
2026-05-07T15:03:00Z,79.79,22.73
2026-05-07T15:04:00Z,78.31,21.55
2026-05-07T15:05:00Z,78.12,21.00
2026-05-07T15:06:00Z,76.98,21.34
2026-05-07T15:07:00Z,74.75,25.85
2026-05-07T15:08:00Z,73.74,27.00
2026-05-07T15:09:00Z,76.22,27.00
2026-05-07T15:10:00Z,79.15,20.97
2026-05-07T15:11:00Z,79.17,22.12
2026-05-07T15:12:00Z,76.23,25.85
2026-05-07T15:13:00Z,74.09,26.95
2026-05-07T15:14:00Z,73.34,26.88
2026-05-07T15:15:00Z,71.33,29.51
2026-05-07T15:16:00Z,73.33,28.37
2026-05-07T15:17:00Z,76.47,23.59
2026-05-07T15:18:00Z,74.37,25.59
2026-05-07T15:19:00Z,78.39,22.77
2026-05-07T15:20:00Z,86.99,12.29
2026-05-07T15:21:00Z,87.34,13.19
2026-05-07T15:22:00Z,90.47,9.61
2026-05-07T15:23:00Z,91.62,7.35
2026-05-07T15:24:00Z,98.33,1.66
2026-05-07T15:25:00Z,99.00,1.00
2026-05-07T15:26:00Z,99.00,1.00
2026-05-07T15:27:00Z,99.00,1.00
2026-05-07T15:28:00Z,99.00,1.00
2026-05-07T15:29:00Z,99.00,1.00
2026-05-07T15:30:00Z,99.00,1.00
2026-05-07T15:31:00Z,99.00,1.00
2026-05-07T15:32:00Z,99.00,1.00
2026-05-07T15:33:00Z,99.00,1.00
