# event_ticker=KXATPMATCH-26FEB15HANREI
# final_score=7-6(3) 6-4
# score_resolution=6-7 4-6
# match_winner=Yannick Hanfmann
# fav_player=Joao Lucas Reis Da Silva
# dog_player=Yannick Hanfmann
# kalshi_date=2026-02-15
timestamp,Joao Lucas Reis Da Silva,Yannick Hanfmann
2026-02-16T23:42:00Z,25.00,77.00
2026-02-16T23:43:00Z,25.00,77.00
2026-02-16T23:44:00Z,23.50,77.00
2026-02-16T23:46:00Z,25.00,77.00
2026-02-16T23:47:00Z,25.00,77.00
2026-02-16T23:53:00Z,25.00,77.00
2026-02-16T23:54:00Z,25.00,76.10
2026-02-16T23:55:00Z,25.00,76.94
2026-02-16T23:58:00Z,25.00,77.00
2026-02-16T23:59:00Z,24.00,77.00
2026-02-17T00:00:00Z,25.00,77.00
2026-02-17T00:01:00Z,25.00,77.00
2026-02-17T00:02:00Z,25.00,77.00
2026-02-17T00:03:00Z,24.28,77.00
2026-02-17T00:04:00Z,24.00,77.00
2026-02-17T00:05:00Z,24.00,77.00
2026-02-17T00:08:00Z,25.00,77.00
2026-02-17T00:09:00Z,25.00,77.00
2026-02-17T00:11:00Z,25.00,77.00
2026-02-17T00:13:00Z,25.00,77.00
2026-02-17T00:14:00Z,24.00,77.00
2026-02-17T00:16:00Z,24.00,78.00
2026-02-17T00:17:00Z,23.00,78.00
2026-02-17T00:18:00Z,23.00,78.00
2026-02-17T00:19:00Z,24.00,78.00
2026-02-17T00:20:00Z,23.00,78.00
2026-02-17T00:21:00Z,23.00,78.00
2026-02-17T00:22:00Z,23.00,78.00
2026-02-17T00:25:00Z,23.39,77.66
2026-02-17T00:26:00Z,23.99,78.00
2026-02-17T00:27:00Z,23.99,77.15
2026-02-17T00:28:00Z,23.99,77.00
2026-02-17T00:29:00Z,23.99,77.31
2026-02-17T00:30:00Z,24.00,78.00
2026-02-17T00:31:00Z,24.00,78.77
2026-02-17T00:32:00Z,24.70,77.89
2026-02-17T00:33:00Z,24.00,77.89
2026-02-17T00:34:00Z,24.00,77.00
2026-02-17T00:35:00Z,23.01,77.00
2026-02-17T00:36:00Z,21.06,80.00
2026-02-17T00:37:00Z,21.76,83.54
2026-02-17T00:38:00Z,14.73,86.00
2026-02-17T00:39:00Z,20.20,83.40
2026-02-17T00:40:00Z,20.33,80.14
2026-02-17T00:41:00Z,12.99,87.34
2026-02-17T00:42:00Z,11.95,89.39
2026-02-17T00:43:00Z,10.76,91.31
2026-02-17T00:44:00Z,9.60,91.89
2026-02-17T00:45:00Z,10.85,91.00
2026-02-17T00:46:00Z,10.63,91.00
2026-02-17T00:47:00Z,11.00,90.78
2026-02-17T00:48:00Z,11.00,91.00
2026-02-17T00:49:00Z,12.83,89.13
2026-02-17T00:50:00Z,14.92,86.07
2026-02-17T00:51:00Z,16.23,82.45
2026-02-17T00:52:00Z,20.59,78.59
2026-02-17T00:53:00Z,22.94,76.61
2026-02-17T00:54:00Z,24.23,74.87
2026-02-17T00:55:00Z,27.65,74.08
2026-02-17T00:56:00Z,27.22,74.00
2026-02-17T00:57:00Z,28.00,73.71
2026-02-17T00:58:00Z,26.04,75.38
2026-02-17T00:59:00Z,22.53,78.00
2026-02-17T01:00:00Z,24.60,77.27
2026-02-17T01:01:00Z,22.25,74.68
2026-02-17T01:02:00Z,26.04,74.71
2026-02-17T01:03:00Z,26.16,74.77
2026-02-17T01:04:00Z,25.97,75.00
2026-02-17T01:05:00Z,25.34,74.08
2026-02-17T01:06:00Z,30.36,73.91
2026-02-17T01:07:00Z,26.93,74.28
2026-02-17T01:08:00Z,23.93,78.00
2026-02-17T01:09:00Z,22.47,75.85
2026-02-17T01:10:00Z,24.85,75.58
2026-02-17T01:11:00Z,25.98,73.11
2026-02-17T01:12:00Z,26.34,74.00
2026-02-17T01:13:00Z,27.70,74.00
2026-02-17T01:14:00Z,28.89,71.38
2026-02-17T01:15:00Z,31.56,68.92
2026-02-17T01:16:00Z,29.62,72.76
2026-02-17T01:17:00Z,30.10,70.72
2026-02-17T01:18:00Z,31.12,71.12
2026-02-17T01:19:00Z,30.47,72.23
2026-02-17T01:20:00Z,21.36,80.14
2026-02-17T01:21:00Z,19.62,83.94
2026-02-17T01:22:00Z,21.75,78.40
2026-02-17T01:23:00Z,19.67,79.39
2026-02-17T01:24:00Z,27.55,72.42
2026-02-17T01:25:00Z,28.92,72.00
2026-02-17T01:26:00Z,29.11,71.70
2026-02-17T01:27:00Z,28.16,73.21
2026-02-17T01:28:00Z,26.38,74.96
2026-02-17T01:29:00Z,23.05,75.30
2026-02-17T01:30:00Z,26.45,73.99
2026-02-17T01:31:00Z,20.20,78.15
2026-02-17T01:32:00Z,21.49,78.31
2026-02-17T01:33:00Z,16.47,84.12
2026-02-17T01:34:00Z,11.69,87.23
2026-02-17T01:35:00Z,8.59,90.74
2026-02-17T01:36:00Z,9.30,92.35
2026-02-17T01:37:00Z,8.94,91.19
2026-02-17T01:38:00Z,8.92,91.00
2026-02-17T01:39:00Z,9.41,91.49
2026-02-17T01:40:00Z,9.06,91.23
2026-02-17T01:41:00Z,8.97,91.00
2026-02-17T01:42:00Z,8.49,91.94
2026-02-17T01:43:00Z,8.07,92.62
2026-02-17T01:44:00Z,7.71,91.96
2026-02-17T01:45:00Z,7.23,92.67
2026-02-17T01:46:00Z,6.08,93.54
2026-02-17T01:47:00Z,4.42,95.32
2026-02-17T01:48:00Z,3.88,97.19
2026-02-17T01:49:00Z,2.07,97.99
2026-02-17T01:50:00Z,3.04,96.95
2026-02-17T01:51:00Z,2.42,96.19
2026-02-17T01:52:00Z,1.56,97.00
2026-02-17T01:53:00Z,2.71,97.04
2026-02-17T01:54:00Z,2.16,97.91
2026-02-17T01:55:00Z,2.97,97.10
2026-02-17T01:56:00Z,2.64,97.02
2026-02-17T01:57:00Z,2.02,97.41
2026-02-17T01:58:00Z,2.88,97.59
2026-02-17T01:59:00Z,3.68,96.75
2026-02-17T02:00:00Z,7.70,91.66
2026-02-17T02:01:00Z,14.45,87.28
2026-02-17T02:02:00Z,17.17,88.95
2026-02-17T02:03:00Z,14.64,86.65
2026-02-17T02:04:00Z,12.56,90.33
2026-02-17T02:05:00Z,9.67,92.86
2026-02-17T02:06:00Z,6.96,93.87
2026-02-17T02:07:00Z,10.17,91.79
2026-02-17T02:08:00Z,11.75,91.31
2026-02-17T02:09:00Z,7.40,92.67
2026-02-17T02:10:00Z,8.04,92.78
2026-02-17T02:11:00Z,7.80,91.59
2026-02-17T02:12:00Z,11.77,89.40
2026-02-17T02:13:00Z,9.53,91.32
2026-02-17T02:14:00Z,10.98,89.59
2026-02-17T02:15:00Z,9.18,91.00
2026-02-17T02:16:00Z,10.99,91.00
2026-02-17T02:17:00Z,7.13,92.86
2026-02-17T02:18:00Z,9.04,91.32
2026-02-17T02:19:00Z,8.87,91.47
2026-02-17T02:20:00Z,9.34,90.86
2026-02-17T02:21:00Z,10.81,90.56
2026-02-17T02:22:00Z,10.89,89.07
2026-02-17T02:23:00Z,8.54,91.75
2026-02-17T02:24:00Z,9.26,91.97
2026-02-17T02:25:00Z,11.17,91.42
2026-02-17T02:26:00Z,16.06,86.23
2026-02-17T02:27:00Z,13.30,84.16
2026-02-17T02:28:00Z,9.83,90.57
2026-02-17T02:29:00Z,9.18,91.00
2026-02-17T02:30:00Z,8.31,92.43
2026-02-17T02:31:00Z,4.05,97.69
2026-02-17T02:32:00Z,1.98,98.36
2026-02-17T02:33:00Z,1.85,98.25
2026-02-17T02:34:00Z,1.00,99.00
2026-02-17T02:35:00Z,1.00,99.00
2026-02-17T02:36:00Z,1.00,99.00
2026-02-17T02:37:00Z,1.00,99.00
2026-02-17T02:38:00Z,1.00,99.00
2026-02-17T02:39:00Z,1.00,99.00
2026-02-17T02:41:00Z,1.00,99.00
