# event_ticker=KXATPCHALLENGERMATCH-26FEB22MIDJUS
# final_score=4-6 6-3 6-0
# match_winner=Guido Ivan Justo
# fav_player=Guido Ivan Justo
# dog_player=Lautaro Midon
# kalshi_date=2026-02-22
timestamp,Guido Ivan Justo,Lautaro Midon
2026-02-22T14:39:00Z,71.00,30.28
2026-02-22T14:40:00Z,71.00,27.08
2026-02-22T14:41:00Z,71.00,24.80
2026-02-22T14:42:00Z,71.00,29.86
2026-02-22T14:43:00Z,68.00,33.73
2026-02-22T14:44:00Z,67.00,32.77
2026-02-22T14:45:00Z,60.11,35.17
2026-02-22T14:46:00Z,60.11,40.59
2026-02-22T14:47:00Z,61.37,40.80
2026-02-22T14:48:00Z,61.37,44.05
2026-02-22T14:49:00Z,57.51,44.63
2026-02-22T14:50:00Z,56.53,47.66
2026-02-22T14:51:00Z,60.00,42.48
2026-02-22T14:52:00Z,51.72,47.53
2026-02-22T14:53:00Z,50.00,54.45
2026-02-22T14:54:00Z,37.78,63.71
2026-02-22T14:55:00Z,32.59,66.89
2026-02-22T14:56:00Z,31.00,69.03
2026-02-22T14:57:00Z,32.00,69.00
2026-02-22T14:58:00Z,32.00,74.30
2026-02-22T14:59:00Z,32.00,76.44
2026-02-22T15:00:00Z,21.88,78.31
2026-02-22T15:01:00Z,22.00,78.00
2026-02-22T15:02:00Z,22.00,75.92
2026-02-22T15:03:00Z,22.95,77.00
2026-02-22T15:04:00Z,20.02,82.94
2026-02-22T15:05:00Z,18.44,80.12
2026-02-22T15:06:00Z,18.41,85.45
2026-02-22T15:07:00Z,17.93,82.78
2026-02-22T15:08:00Z,15.13,86.65
2026-02-22T15:09:00Z,11.74,88.00
2026-02-22T15:10:00Z,15.80,85.92
2026-02-22T15:11:00Z,15.80,82.04
2026-02-22T15:12:00Z,15.80,87.00
2026-02-22T15:13:00Z,12.93,87.43
2026-02-22T15:14:00Z,11.74,85.30
2026-02-22T15:15:00Z,17.46,83.82
2026-02-22T15:16:00Z,21.55,79.58
2026-02-22T15:17:00Z,19.00,79.94
2026-02-22T15:18:00Z,19.01,80.59
2026-02-22T15:19:00Z,22.00,76.83
2026-02-22T15:20:00Z,27.00,76.45
2026-02-22T15:21:00Z,24.00,82.44
2026-02-22T15:22:00Z,24.17,75.85
2026-02-22T15:23:00Z,22.98,79.75
2026-02-22T15:24:00Z,14.27,87.00
2026-02-22T15:25:00Z,14.00,87.30
2026-02-22T15:26:00Z,12.12,89.80
2026-02-22T15:27:00Z,13.93,87.08
2026-02-22T15:28:00Z,20.80,82.90
2026-02-22T15:29:00Z,16.54,85.07
2026-02-22T15:30:00Z,16.34,83.08
2026-02-22T15:31:00Z,19.03,82.90
2026-02-22T15:32:00Z,20.58,85.70
2026-02-22T15:33:00Z,25.57,76.73
2026-02-22T15:34:00Z,19.52,79.43
2026-02-22T15:35:00Z,26.60,75.78
2026-02-22T15:36:00Z,19.06,79.05
2026-02-22T15:37:00Z,21.55,81.00
2026-02-22T15:38:00Z,24.22,77.81
2026-02-22T15:39:00Z,20.13,81.87
2026-02-22T15:40:00Z,26.20,73.00
2026-02-22T15:41:00Z,32.35,70.41
2026-02-22T15:42:00Z,31.59,68.95
2026-02-22T15:43:00Z,35.21,65.92
2026-02-22T15:44:00Z,41.98,61.37
2026-02-22T15:45:00Z,46.60,58.73
2026-02-22T15:46:00Z,45.82,55.53
2026-02-22T15:47:00Z,43.93,55.65
2026-02-22T15:48:00Z,40.00,60.18
2026-02-22T15:49:00Z,41.52,58.06
2026-02-22T15:50:00Z,48.00,53.35
2026-02-22T15:51:00Z,47.29,53.31
2026-02-22T15:52:00Z,50.87,51.40
2026-02-22T15:53:00Z,52.20,47.62
2026-02-22T15:54:00Z,53.22,48.11
2026-02-22T15:55:00Z,55.50,46.37
2026-02-22T15:56:00Z,54.16,48.58
2026-02-22T15:57:00Z,49.45,50.51
2026-02-22T15:58:00Z,46.99,54.37
2026-02-22T15:59:00Z,50.01,56.48
2026-02-22T16:00:00Z,47.62,52.41
2026-02-22T16:01:00Z,44.63,56.05
2026-02-22T16:02:00Z,46.07,58.53
2026-02-22T16:03:00Z,48.02,51.41
2026-02-22T16:04:00Z,48.72,55.95
2026-02-22T16:05:00Z,50.47,49.27
2026-02-22T16:06:00Z,52.99,48.00
2026-02-22T16:07:00Z,52.66,48.00
2026-02-22T16:08:00Z,52.91,48.00
2026-02-22T16:09:00Z,53.00,48.00
2026-02-22T16:10:00Z,53.00,48.00
2026-02-22T16:11:00Z,53.00,48.00
2026-02-22T16:12:00Z,51.90,48.91
2026-02-22T16:13:00Z,57.56,47.01
2026-02-22T16:14:00Z,55.93,43.67
2026-02-22T16:15:00Z,53.13,48.41
2026-02-22T16:16:00Z,67.03,32.97
2026-02-22T16:17:00Z,70.35,27.80
2026-02-22T16:18:00Z,78.40,20.74
2026-02-22T16:19:00Z,82.38,19.19
2026-02-22T16:20:00Z,82.64,22.80
2026-02-22T16:21:00Z,76.01,23.48
2026-02-22T16:22:00Z,82.35,20.14
2026-02-22T16:23:00Z,89.46,9.24
2026-02-22T16:24:00Z,92.14,8.81
2026-02-22T16:25:00Z,93.22,7.19
2026-02-22T16:26:00Z,93.20,7.49
2026-02-22T16:27:00Z,92.59,8.67
2026-02-22T16:28:00Z,91.96,7.12
2026-02-22T16:29:00Z,95.32,6.02
2026-02-22T16:30:00Z,95.66,4.22
2026-02-22T16:31:00Z,94.28,5.01
2026-02-22T16:32:00Z,97.04,2.84
2026-02-22T16:33:00Z,97.33,3.76
2026-02-22T16:34:00Z,98.97,1.16
2026-02-22T16:35:00Z,99.00,1.00
2026-02-22T16:36:00Z,99.00,1.00
2026-02-22T16:37:00Z,99.00,1.00
2026-02-22T16:38:00Z,99.00,1.00
2026-02-22T16:39:00Z,99.00,1.00
2026-02-22T16:40:00Z,99.00,1.00
2026-02-22T16:41:00Z,99.00,1.00
