# event_ticker=KXATPCHALLENGERMATCH-26FEB13BONBOU
# final_score=6-7(9) 6-4 6-4
# score_resolution=6-7 6-4 6-4
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Arthur Bouquier
# kalshi_date=2026-02-13
timestamp,Benjamin Bonzi,Arthur Bouquier
2026-02-13T16:54:00Z,75.00,27.00
2026-02-13T16:55:00Z,75.00,27.00
2026-02-13T17:01:00Z,74.00,27.00
2026-02-13T17:02:00Z,74.00,27.00
2026-02-13T17:04:00Z,74.00,28.00
2026-02-13T17:05:00Z,74.00,28.00
2026-02-13T17:07:00Z,74.00,28.00
2026-02-13T17:11:00Z,74.00,28.00
2026-02-13T17:12:00Z,74.00,28.00
2026-02-13T17:16:00Z,74.00,28.00
2026-02-13T17:20:00Z,74.00,28.00
2026-02-13T17:25:00Z,74.00,28.00
2026-02-13T17:29:00Z,73.61,28.00
2026-02-13T17:30:00Z,74.00,28.00
2026-02-13T17:31:00Z,74.00,28.00
2026-02-13T17:35:00Z,74.00,28.00
2026-02-13T17:40:00Z,74.00,28.00
2026-02-13T17:42:00Z,74.00,28.77
2026-02-13T17:46:00Z,74.00,28.77
2026-02-13T17:50:00Z,74.00,28.77
2026-02-13T17:51:00Z,74.00,28.77
2026-02-13T17:53:00Z,74.00,28.77
2026-02-13T17:56:00Z,74.00,28.77
2026-02-13T17:59:00Z,74.00,28.77
2026-02-13T18:00:00Z,74.00,29.00
2026-02-13T18:07:00Z,74.00,29.00
2026-02-13T18:08:00Z,74.00,29.00
2026-02-13T18:10:00Z,74.00,29.00
2026-02-13T18:11:00Z,74.00,28.90
2026-02-13T18:14:00Z,71.00,28.90
2026-02-13T18:15:00Z,71.00,29.00
2026-02-13T18:16:00Z,73.00,29.00
2026-02-13T18:17:00Z,73.00,29.65
2026-02-13T18:18:00Z,73.00,30.00
2026-02-13T18:19:00Z,73.00,30.67
2026-02-13T18:20:00Z,72.33,29.66
2026-02-13T18:21:00Z,70.99,32.34
2026-02-13T18:22:00Z,73.11,29.00
2026-02-13T18:23:00Z,75.00,28.42
2026-02-13T18:24:00Z,75.25,27.11
2026-02-13T18:25:00Z,74.37,27.40
2026-02-13T18:26:00Z,71.51,29.88
2026-02-13T18:27:00Z,75.67,26.39
2026-02-13T18:28:00Z,75.00,26.00
2026-02-13T18:29:00Z,74.83,27.80
2026-02-13T18:30:00Z,74.14,28.92
2026-02-13T18:31:00Z,69.17,33.38
2026-02-13T18:32:00Z,64.96,38.84
2026-02-13T18:33:00Z,68.02,31.23
2026-02-13T18:34:00Z,74.00,28.08
2026-02-13T18:35:00Z,75.07,27.35
2026-02-13T18:36:00Z,70.75,31.38
2026-02-13T18:37:00Z,69.68,31.07
2026-02-13T18:38:00Z,70.85,32.54
2026-02-13T18:39:00Z,71.83,28.44
2026-02-13T18:40:00Z,73.00,28.84
2026-02-13T18:41:00Z,72.96,28.18
2026-02-13T18:42:00Z,75.61,26.79
2026-02-13T18:43:00Z,75.60,26.51
2026-02-13T18:44:00Z,73.93,26.03
2026-02-13T18:45:00Z,75.39,29.05
2026-02-13T18:46:00Z,71.25,29.97
2026-02-13T18:47:00Z,74.29,28.27
2026-02-13T18:48:00Z,74.16,26.91
2026-02-13T18:49:00Z,74.90,27.00
2026-02-13T18:50:00Z,74.93,26.48
2026-02-13T18:51:00Z,77.75,27.01
2026-02-13T18:52:00Z,76.84,28.00
2026-02-13T18:53:00Z,73.74,28.34
2026-02-13T18:54:00Z,71.58,29.07
2026-02-13T18:55:00Z,73.70,28.31
2026-02-13T18:56:00Z,74.03,26.29
2026-02-13T18:57:00Z,74.00,27.15
2026-02-13T18:58:00Z,73.56,28.11
2026-02-13T18:59:00Z,73.24,26.01
2026-02-13T19:00:00Z,74.06,28.43
2026-02-13T19:01:00Z,71.95,29.63
2026-02-13T19:02:00Z,76.00,22.12
2026-02-13T19:03:00Z,75.52,26.15
2026-02-13T19:04:00Z,72.69,30.28
2026-02-13T19:05:00Z,73.45,27.30
2026-02-13T19:06:00Z,74.16,24.70
2026-02-13T19:07:00Z,84.46,16.24
2026-02-13T19:08:00Z,79.41,21.33
2026-02-13T19:09:00Z,69.54,32.47
2026-02-13T19:10:00Z,70.10,32.31
2026-02-13T19:11:00Z,63.24,36.58
2026-02-13T19:12:00Z,73.01,27.04
2026-02-13T19:13:00Z,68.79,32.85
2026-02-13T19:14:00Z,52.18,48.32
2026-02-13T19:15:00Z,44.75,54.66
2026-02-13T19:16:00Z,44.42,56.09
2026-02-13T19:17:00Z,40.21,59.54
2026-02-13T19:18:00Z,38.46,63.04
2026-02-13T19:19:00Z,37.77,65.16
2026-02-13T19:20:00Z,41.38,59.05
2026-02-13T19:21:00Z,42.78,58.00
2026-02-13T19:22:00Z,41.10,59.61
2026-02-13T19:23:00Z,41.16,59.95
2026-02-13T19:24:00Z,46.88,55.77
2026-02-13T19:25:00Z,57.13,41.85
2026-02-13T19:26:00Z,62.92,38.47
2026-02-13T19:27:00Z,62.12,40.01
2026-02-13T19:28:00Z,59.55,41.08
2026-02-13T19:29:00Z,54.21,46.78
2026-02-13T19:30:00Z,56.45,44.50
2026-02-13T19:31:00Z,55.05,45.07
2026-02-13T19:32:00Z,62.92,37.62
2026-02-13T19:33:00Z,61.23,39.85
2026-02-13T19:34:00Z,58.96,42.60
2026-02-13T19:35:00Z,58.87,44.04
2026-02-13T19:36:00Z,61.53,38.86
2026-02-13T19:37:00Z,57.36,40.95
2026-02-13T19:38:00Z,59.96,40.81
2026-02-13T19:39:00Z,61.55,40.01
2026-02-13T19:40:00Z,59.41,40.98
2026-02-13T19:41:00Z,58.92,41.99
2026-02-13T19:42:00Z,61.21,35.96
2026-02-13T19:43:00Z,65.63,35.51
2026-02-13T19:44:00Z,64.60,37.12
2026-02-13T19:45:00Z,63.49,38.06
2026-02-13T19:46:00Z,64.50,36.00
2026-02-13T19:47:00Z,63.78,39.67
2026-02-13T19:48:00Z,50.71,52.35
2026-02-13T19:49:00Z,51.81,46.30
2026-02-13T19:50:00Z,61.46,40.04
2026-02-13T19:51:00Z,63.91,36.16
2026-02-13T19:52:00Z,64.79,36.47
2026-02-13T19:53:00Z,64.15,36.40
2026-02-13T19:54:00Z,66.97,33.68
2026-02-13T19:55:00Z,81.54,16.10
2026-02-13T19:56:00Z,83.58,14.59
2026-02-13T19:57:00Z,76.68,21.88
2026-02-13T19:58:00Z,70.09,32.26
2026-02-13T19:59:00Z,62.70,40.40
2026-02-13T20:00:00Z,63.13,36.93
2026-02-13T20:01:00Z,60.52,41.86
2026-02-13T20:02:00Z,60.21,41.26
2026-02-13T20:03:00Z,60.96,39.40
2026-02-13T20:04:00Z,69.01,31.39
2026-02-13T20:05:00Z,67.74,28.69
2026-02-13T20:06:00Z,70.81,31.24
2026-02-13T20:07:00Z,60.82,39.59
2026-02-13T20:08:00Z,57.94,42.84
2026-02-13T20:09:00Z,62.84,39.95
2026-02-13T20:10:00Z,63.04,38.90
2026-02-13T20:11:00Z,61.82,37.88
2026-02-13T20:12:00Z,60.60,40.39
2026-02-13T20:13:00Z,55.74,46.56
2026-02-13T20:14:00Z,55.09,46.12
2026-02-13T20:15:00Z,57.69,45.28
2026-02-13T20:16:00Z,59.22,42.54
2026-02-13T20:17:00Z,52.86,50.16
2026-02-13T20:18:00Z,54.89,46.13
2026-02-13T20:19:00Z,55.68,47.30
2026-02-13T20:20:00Z,60.66,41.25
2026-02-13T20:21:00Z,61.10,38.35
2026-02-13T20:22:00Z,53.31,48.22
2026-02-13T20:23:00Z,51.88,47.41
2026-02-13T20:24:00Z,52.52,47.61
2026-02-13T20:25:00Z,58.71,42.73
2026-02-13T20:26:00Z,61.04,40.37
2026-02-13T20:27:00Z,73.50,31.15
2026-02-13T20:28:00Z,82.25,19.60
2026-02-13T20:29:00Z,91.71,9.74
2026-02-13T20:30:00Z,94.11,6.43
2026-02-13T20:31:00Z,95.90,5.17
2026-02-13T20:32:00Z,97.26,3.60
2026-02-13T20:33:00Z,98.62,1.78
2026-02-13T20:34:00Z,99.00,1.00
2026-02-13T20:35:00Z,99.00,1.00
2026-02-13T20:36:00Z,99.00,1.00
