# event_ticker=KXATPCHALLENGERMATCH-26MAR13GIUJUB
# final_score=7-6(0) 6-7(0) 6-4
# score_resolution=6-7 7-6 4-6
# match_winner=Paul Jubb
# fav_player=Lorenzo Giustino
# dog_player=Paul Jubb
# kalshi_date=2026-03-13
timestamp,Lorenzo Giustino,Paul Jubb
2026-03-13T01:41:00Z,,58.00
2026-03-13T02:36:00Z,42.00,58.00
2026-03-13T02:40:00Z,42.00,59.00
2026-03-13T03:43:00Z,42.00,59.00
2026-03-13T03:45:00Z,42.00,59.00
2026-03-13T04:05:00Z,42.00,59.00
2026-03-13T04:14:00Z,42.00,59.00
2026-03-13T04:21:00Z,42.00,60.69
2026-03-13T04:22:00Z,42.00,61.00
2026-03-13T04:23:00Z,42.00,62.00
2026-03-13T04:25:00Z,40.00,62.00
2026-03-13T04:27:00Z,40.00,60.00
2026-03-13T04:28:00Z,40.00,61.66
2026-03-13T04:30:00Z,40.00,61.00
2026-03-13T04:35:00Z,40.00,59.33
2026-03-13T04:36:00Z,40.00,60.00
2026-03-13T04:38:00Z,40.00,60.00
2026-03-13T04:39:00Z,40.00,59.00
2026-03-13T04:40:00Z,40.00,60.00
2026-03-13T04:42:00Z,40.00,60.00
2026-03-13T04:43:00Z,40.00,60.00
2026-03-13T04:44:00Z,40.00,60.00
2026-03-13T04:48:00Z,40.00,60.00
2026-03-13T04:51:00Z,40.00,60.00
2026-03-13T04:52:00Z,40.00,60.00
2026-03-13T04:57:00Z,40.00,61.60
2026-03-13T05:00:00Z,40.00,61.60
2026-03-13T05:01:00Z,40.00,61.60
2026-03-13T05:06:00Z,41.00,61.00
2026-03-13T05:07:00Z,40.00,61.00
2026-03-13T05:15:00Z,42.00,60.00
2026-03-13T05:20:00Z,42.00,60.00
2026-03-13T05:22:00Z,42.00,60.94
2026-03-13T05:40:00Z,42.00,61.00
2026-03-13T05:41:00Z,41.00,61.00
2026-03-13T05:42:00Z,41.00,61.00
2026-03-13T05:45:00Z,41.00,61.00
2026-03-13T05:46:00Z,41.00,61.00
2026-03-13T05:47:00Z,41.00,61.00
2026-03-13T05:55:00Z,41.00,61.00
2026-03-13T05:57:00Z,39.00,61.00
2026-03-13T05:59:00Z,41.33,61.00
2026-03-13T06:03:00Z,41.33,61.00
2026-03-13T06:05:00Z,42.00,61.00
2026-03-13T06:07:00Z,42.00,61.00
2026-03-13T06:11:00Z,42.00,61.00
2026-03-13T06:14:00Z,42.00,61.00
2026-03-13T06:16:00Z,41.00,61.00
2026-03-13T06:19:00Z,41.00,61.00
2026-03-13T06:32:00Z,42.00,61.00
2026-03-13T06:33:00Z,42.00,60.00
2026-03-13T06:41:00Z,42.00,60.00
2026-03-13T06:44:00Z,40.00,58.87
2026-03-13T06:50:00Z,42.00,58.87
2026-03-13T06:52:00Z,42.00,60.52
2026-03-13T06:55:00Z,42.00,60.00
2026-03-13T06:59:00Z,42.00,60.00
2026-03-13T07:02:00Z,42.00,60.00
2026-03-13T07:05:00Z,42.00,60.00
2026-03-13T07:07:00Z,42.00,60.00
2026-03-13T07:14:00Z,42.00,60.00
2026-03-13T07:21:00Z,42.00,60.00
2026-03-13T07:50:00Z,42.00,60.00
2026-03-13T07:56:00Z,42.00,60.00
2026-03-13T07:57:00Z,42.00,60.60
2026-03-13T08:01:00Z,42.00,61.00
2026-03-13T08:05:00Z,42.00,61.00
2026-03-13T08:18:00Z,41.00,61.00
2026-03-13T08:19:00Z,41.00,61.00
2026-03-13T08:23:00Z,41.00,61.00
2026-03-13T08:31:00Z,41.00,61.00
2026-03-13T08:34:00Z,41.00,61.00
2026-03-13T08:37:00Z,41.00,61.00
2026-03-13T08:57:00Z,41.00,61.00
2026-03-13T09:09:00Z,41.00,61.00
2026-03-13T09:25:00Z,41.00,61.00
2026-03-13T09:27:00Z,40.00,61.00
2026-03-13T09:30:00Z,40.00,61.00
2026-03-13T09:32:00Z,40.00,61.00
2026-03-13T09:52:00Z,40.00,61.00
