# event_ticker=KXATPCHALLENGERMATCH-26APR06SAKSCH
# final_score=6-4 6-4
# match_winner=Pedro Sakamoto
# fav_player=Pedro Sakamoto
# dog_player=Joao Eduardo Schiessl
# kalshi_date=2026-04-06
timestamp,Pedro Sakamoto,Joao Eduardo Schiessl
2026-04-06T09:03:00Z,,55.00
2026-04-06T14:24:00Z,,56.00
2026-04-06T14:53:00Z,46.00,56.00
2026-04-06T15:04:00Z,46.00,56.00
2026-04-06T15:29:00Z,46.00,52.00
2026-04-06T15:41:00Z,46.00,52.00
2026-04-06T16:02:00Z,46.00,51.00
2026-04-06T16:03:00Z,46.00,51.00
2026-04-06T16:07:00Z,46.00,51.00
2026-04-06T16:09:00Z,48.00,51.00
2026-04-06T16:15:00Z,48.00,51.00
2026-04-06T16:16:00Z,48.00,51.00
2026-04-06T16:23:00Z,48.00,51.00
2026-04-06T16:30:00Z,48.00,51.00
2026-04-06T16:35:00Z,48.00,51.00
2026-04-06T16:42:00Z,48.00,51.00
2026-04-06T17:02:00Z,48.00,51.00
2026-04-06T17:03:00Z,48.00,51.00
2026-04-06T17:04:00Z,48.43,51.00
2026-04-06T17:08:00Z,49.00,51.00
2026-04-06T17:23:00Z,49.00,51.00
2026-04-06T17:25:00Z,49.00,51.00
2026-04-06T17:37:00Z,49.00,51.00
2026-04-06T17:43:00Z,49.00,51.00
2026-04-06T17:52:00Z,49.00,51.00
2026-04-06T18:26:00Z,49.00,51.00
2026-04-06T18:31:00Z,49.00,51.00
2026-04-06T18:47:00Z,49.00,51.00
2026-04-06T18:55:00Z,49.00,51.00
2026-04-06T18:56:00Z,49.00,51.00
2026-04-06T18:59:00Z,49.00,51.00
2026-04-06T19:02:00Z,49.00,51.00
2026-04-06T19:03:00Z,49.00,51.00
2026-04-06T19:04:00Z,49.00,51.00
2026-04-06T19:05:00Z,49.00,51.00
2026-04-06T19:06:00Z,49.00,51.00
2026-04-06T19:07:00Z,49.00,51.00
2026-04-06T19:10:00Z,49.00,51.00
2026-04-06T19:15:00Z,49.00,51.00
2026-04-06T19:19:00Z,49.00,51.00
2026-04-06T19:20:00Z,49.00,52.00
2026-04-06T19:21:00Z,49.00,51.50
2026-04-06T19:22:00Z,49.00,52.40
2026-04-06T19:26:00Z,49.00,53.00
2026-04-06T19:27:00Z,46.00,53.00
2026-04-06T19:28:00Z,45.10,53.00
2026-04-06T19:30:00Z,48.80,53.00
2026-04-06T19:36:00Z,48.80,53.54
2026-04-06T19:39:00Z,48.97,53.54
2026-04-06T19:43:00Z,48.97,54.00
2026-04-06T19:50:00Z,48.00,54.00
2026-04-06T19:58:00Z,48.00,54.00
2026-04-06T20:00:00Z,48.00,54.00
2026-04-06T20:03:00Z,48.00,54.00
2026-04-06T20:04:00Z,48.00,54.00
2026-04-06T20:07:00Z,48.00,54.00
2026-04-06T20:10:00Z,48.59,54.00
2026-04-06T20:12:00Z,48.48,54.00
2026-04-06T20:14:00Z,48.48,52.00
2026-04-06T20:15:00Z,48.48,54.00
2026-04-06T20:18:00Z,48.00,54.00
2026-04-06T20:19:00Z,48.00,54.00
2026-04-06T20:22:00Z,48.00,54.00
2026-04-06T20:26:00Z,48.00,54.00
2026-04-06T20:28:00Z,48.00,54.00
2026-04-06T20:29:00Z,48.00,54.00
2026-04-06T20:35:00Z,48.00,54.00
2026-04-06T20:36:00Z,45.29,57.51
2026-04-06T20:37:00Z,45.29,55.36
2026-04-06T20:38:00Z,46.00,55.00
2026-04-06T20:39:00Z,46.09,56.63
2026-04-06T20:40:00Z,45.92,56.00
2026-04-06T20:42:00Z,45.45,56.00
2026-04-06T20:43:00Z,45.92,56.00
2026-04-06T20:44:00Z,45.92,56.00
2026-04-06T20:45:00Z,45.00,56.82
2026-04-06T20:46:00Z,45.28,57.00
2026-04-06T20:47:00Z,45.00,57.00
2026-04-06T20:48:00Z,45.00,57.00
2026-04-06T20:49:00Z,45.00,57.00
2026-04-06T20:50:00Z,46.48,55.00
2026-04-06T20:51:00Z,52.22,48.03
2026-04-06T20:52:00Z,47.08,50.29
2026-04-06T20:53:00Z,47.00,56.05
2026-04-06T20:54:00Z,47.49,54.39
2026-04-06T20:55:00Z,46.31,56.15
2026-04-06T20:56:00Z,46.21,55.99
2026-04-06T20:57:00Z,42.02,58.90
2026-04-06T20:58:00Z,38.97,62.66
2026-04-06T20:59:00Z,39.61,62.26
2026-04-06T21:00:00Z,38.68,65.97
2026-04-06T21:01:00Z,41.42,57.38
2026-04-06T21:02:00Z,40.02,61.14
2026-04-06T21:03:00Z,43.84,63.53
2026-04-06T21:04:00Z,37.88,62.81
2026-04-06T21:05:00Z,39.44,64.07
2026-04-06T21:06:00Z,43.62,59.88
2026-04-06T21:07:00Z,42.34,56.47
2026-04-06T21:08:00Z,45.68,54.16
2026-04-06T21:09:00Z,45.49,59.40
2026-04-06T21:10:00Z,43.00,58.90
2026-04-06T21:11:00Z,46.24,56.17
2026-04-06T21:12:00Z,51.15,50.20
2026-04-06T21:13:00Z,57.63,43.32
2026-04-06T21:14:00Z,59.89,41.00
2026-04-06T21:15:00Z,54.59,44.12
2026-04-06T21:16:00Z,56.62,46.67
2026-04-06T21:17:00Z,51.91,50.94
2026-04-06T21:18:00Z,46.10,54.69
2026-04-06T21:19:00Z,39.61,60.92
2026-04-06T21:20:00Z,37.84,62.59
2026-04-06T21:21:00Z,39.63,61.31
2026-04-06T21:22:00Z,46.46,58.83
2026-04-06T21:23:00Z,49.62,51.15
2026-04-06T21:24:00Z,47.34,50.44
2026-04-06T21:25:00Z,49.53,51.36
2026-04-06T21:26:00Z,49.69,50.30
2026-04-06T21:27:00Z,52.03,48.10
2026-04-06T21:28:00Z,49.00,52.00
2026-04-06T21:29:00Z,45.49,54.88
2026-04-06T21:30:00Z,50.14,51.75
2026-04-06T21:31:00Z,59.92,42.53
2026-04-06T21:32:00Z,60.12,40.22
2026-04-06T21:33:00Z,61.26,38.13
2026-04-06T21:34:00Z,65.85,35.31
2026-04-06T21:35:00Z,68.13,33.18
2026-04-06T21:36:00Z,69.33,33.77
2026-04-06T21:37:00Z,65.26,37.59
2026-04-06T21:38:00Z,62.00,38.86
2026-04-06T21:39:00Z,59.44,45.38
2026-04-06T21:40:00Z,58.99,42.40
2026-04-06T21:41:00Z,57.62,44.93
2026-04-06T21:42:00Z,60.97,42.35
2026-04-06T21:43:00Z,68.43,34.36
2026-04-06T21:44:00Z,64.35,37.48
2026-04-06T21:45:00Z,63.21,37.01
2026-04-06T21:46:00Z,62.66,38.98
2026-04-06T21:47:00Z,64.10,37.81
2026-04-06T21:48:00Z,65.68,37.08
2026-04-06T21:49:00Z,60.46,43.06
2026-04-06T21:50:00Z,52.44,49.47
2026-04-06T21:51:00Z,53.99,47.33
2026-04-06T21:52:00Z,63.54,39.00
2026-04-06T21:53:00Z,68.69,30.18
2026-04-06T21:54:00Z,69.29,31.00
2026-04-06T21:55:00Z,69.24,34.33
2026-04-06T21:56:00Z,66.20,36.75
2026-04-06T21:57:00Z,66.94,34.67
2026-04-06T21:58:00Z,68.31,33.83
2026-04-06T21:59:00Z,69.46,31.44
2026-04-06T22:00:00Z,69.34,32.90
2026-04-06T22:01:00Z,66.62,38.17
2026-04-06T22:02:00Z,63.97,37.47
2026-04-06T22:03:00Z,63.24,36.61
2026-04-06T22:04:00Z,66.55,35.56
2026-04-06T22:05:00Z,70.86,30.68
2026-04-06T22:06:00Z,76.10,25.21
2026-04-06T22:07:00Z,73.48,26.11
2026-04-06T22:08:00Z,71.33,31.39
2026-04-06T22:09:00Z,71.22,31.90
2026-04-06T22:10:00Z,73.65,27.94
2026-04-06T22:11:00Z,75.96,26.34
2026-04-06T22:12:00Z,68.98,34.15
2026-04-06T22:13:00Z,66.13,34.36
2026-04-06T22:14:00Z,62.38,39.52
2026-04-06T22:15:00Z,59.45,42.48
2026-04-06T22:16:00Z,56.65,41.36
2026-04-06T22:17:00Z,67.75,34.49
2026-04-06T22:18:00Z,59.37,40.47
2026-04-06T22:19:00Z,63.00,37.85
2026-04-06T22:20:00Z,68.35,32.39
2026-04-06T22:21:00Z,70.17,31.02
2026-04-06T22:22:00Z,76.78,27.35
2026-04-06T22:23:00Z,72.81,26.93
2026-04-06T22:24:00Z,67.93,34.27
2026-04-06T22:25:00Z,67.93,35.90
2026-04-06T22:26:00Z,64.26,36.24
2026-04-06T22:27:00Z,66.99,35.52
2026-04-06T22:28:00Z,61.19,38.05
2026-04-06T22:29:00Z,63.22,40.62
2026-04-06T22:30:00Z,60.18,38.36
2026-04-06T22:31:00Z,61.57,40.39
2026-04-06T22:32:00Z,65.53,40.07
2026-04-06T22:33:00Z,66.23,37.89
2026-04-06T22:34:00Z,68.79,31.15
2026-04-06T22:35:00Z,79.12,17.60
2026-04-06T22:36:00Z,88.76,11.86
2026-04-06T22:37:00Z,89.94,12.29
2026-04-06T22:38:00Z,90.97,9.96
2026-04-06T22:39:00Z,92.53,9.38
2026-04-06T22:40:00Z,90.78,11.42
2026-04-06T22:41:00Z,90.68,10.86
2026-04-06T22:42:00Z,88.81,12.86
2026-04-06T22:43:00Z,92.52,7.31
2026-04-06T22:44:00Z,95.15,4.95
2026-04-06T22:45:00Z,94.13,5.73
2026-04-06T22:46:00Z,94.83,5.89
2026-04-06T22:47:00Z,93.58,6.26
2026-04-06T22:48:00Z,93.77,6.96
2026-04-06T22:49:00Z,91.77,9.38
2026-04-06T22:50:00Z,97.87,2.47
2026-04-06T22:51:00Z,99.00,1.00
2026-04-06T22:52:00Z,99.00,1.00
2026-04-06T22:53:00Z,99.00,1.00
