# event_ticker=KXATPCHALLENGERMATCH-26JUN04BECDUR
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Tuncay Duran
# fav_player=Alec Beckley
# dog_player=Tuncay Duran
# kalshi_date=2026-06-04
timestamp,Alec Beckley,Tuncay Duran
2026-06-04T04:08:00Z,49.00,54.00
2026-06-04T04:12:00Z,49.00,54.00
2026-06-04T04:16:00Z,49.00,54.00
2026-06-04T04:17:00Z,49.00,54.00
2026-06-04T04:19:00Z,49.00,54.00
2026-06-04T04:21:00Z,49.00,54.00
2026-06-04T04:22:00Z,49.00,53.00
2026-06-04T04:23:00Z,49.00,53.00
2026-06-04T04:24:00Z,49.00,53.00
2026-06-04T04:25:00Z,49.00,53.00
2026-06-04T04:27:00Z,49.00,53.00
2026-06-04T04:30:00Z,49.00,53.00
2026-06-04T04:32:00Z,48.60,53.00
2026-06-04T04:33:00Z,47.00,53.00
2026-06-04T04:37:00Z,49.00,53.00
2026-06-04T04:39:00Z,49.00,53.00
2026-06-04T04:41:00Z,49.00,53.00
2026-06-04T04:43:00Z,49.00,53.00
2026-06-04T04:44:00Z,49.00,53.00
2026-06-04T04:47:00Z,49.00,52.00
2026-06-04T04:48:00Z,49.00,52.00
2026-06-04T04:49:00Z,49.00,52.00
2026-06-04T04:50:00Z,49.00,52.00
2026-06-04T04:52:00Z,49.32,52.00
2026-06-04T04:53:00Z,49.32,52.00
2026-06-04T04:54:00Z,49.32,52.00
2026-06-04T04:55:00Z,49.32,52.00
2026-06-04T04:59:00Z,49.32,52.00
2026-06-04T05:01:00Z,49.32,52.00
2026-06-04T05:02:00Z,49.00,52.00
2026-06-04T05:03:00Z,49.00,52.00
2026-06-04T05:04:00Z,48.00,52.00
2026-06-04T05:05:00Z,48.00,52.00
2026-06-04T05:07:00Z,48.00,52.00
2026-06-04T05:08:00Z,48.00,52.00
2026-06-04T05:12:00Z,48.00,52.00
2026-06-04T05:13:00Z,48.00,52.19
2026-06-04T05:14:00Z,48.00,53.00
2026-06-04T05:15:00Z,48.86,53.00
2026-06-04T05:16:00Z,49.00,53.00
2026-06-04T05:21:00Z,49.00,53.00
2026-06-04T05:24:00Z,49.00,53.00
2026-06-04T05:25:00Z,49.00,53.00
2026-06-04T05:31:00Z,49.00,53.00
2026-06-04T05:32:00Z,49.00,53.00
2026-06-04T05:33:00Z,49.00,53.00
2026-06-04T05:34:00Z,49.00,53.00
2026-06-04T05:36:00Z,49.00,53.00
2026-06-04T05:38:00Z,49.00,53.00
2026-06-04T05:40:00Z,49.00,53.00
2026-06-04T05:41:00Z,49.00,53.00
2026-06-04T05:42:00Z,49.00,53.00
2026-06-04T05:43:00Z,49.00,53.00
2026-06-04T05:44:00Z,49.00,53.00
2026-06-04T05:46:00Z,47.04,53.00
2026-06-04T05:47:00Z,49.00,53.00
2026-06-04T05:49:00Z,49.00,53.00
2026-06-04T05:50:00Z,49.00,53.00
2026-06-04T05:53:00Z,49.00,53.00
2026-06-04T05:54:00Z,49.00,53.00
2026-06-04T05:56:00Z,49.38,53.00
2026-06-04T05:57:00Z,50.00,53.00
2026-06-04T05:58:00Z,50.00,53.00
2026-06-04T06:00:00Z,51.00,53.00
2026-06-04T06:03:00Z,50.00,53.00
2026-06-04T06:04:00Z,51.00,53.00
2026-06-04T06:05:00Z,49.00,53.00
2026-06-04T06:07:00Z,49.77,53.00
2026-06-04T06:08:00Z,50.00,52.95
2026-06-04T06:11:00Z,50.00,52.95
2026-06-04T06:12:00Z,50.00,53.00
2026-06-04T06:13:00Z,50.00,53.00
2026-06-04T06:14:00Z,49.00,53.00
2026-06-04T06:15:00Z,49.00,53.00
2026-06-04T06:19:00Z,49.00,53.00
2026-06-04T06:20:00Z,48.00,53.00
2026-06-04T06:21:00Z,47.67,53.00
2026-06-04T06:25:00Z,47.67,53.00
2026-06-04T06:27:00Z,48.00,53.00
2026-06-04T06:28:00Z,48.00,53.00
2026-06-04T06:29:00Z,48.00,53.00
2026-06-04T06:30:00Z,48.00,53.22
2026-06-04T06:32:00Z,48.00,53.56
2026-06-04T06:34:00Z,48.00,54.00
2026-06-04T06:35:00Z,48.00,54.00
2026-06-04T06:36:00Z,48.00,54.00
2026-06-04T06:37:00Z,48.00,54.00
2026-06-04T06:38:00Z,48.00,54.00
2026-06-04T06:42:00Z,48.00,54.00
2026-06-04T06:47:00Z,48.00,53.00
2026-06-04T06:48:00Z,48.00,53.00
2026-06-04T06:49:00Z,47.00,53.00
2026-06-04T06:50:00Z,47.00,53.00
2026-06-04T06:51:00Z,47.00,54.00
2026-06-04T06:52:00Z,47.00,53.00
2026-06-04T06:55:00Z,48.00,53.00
2026-06-04T06:57:00Z,48.00,53.70
2026-06-04T06:59:00Z,48.00,53.70
2026-06-04T07:00:00Z,48.00,53.00
2026-06-04T09:01:00Z,39.29,70.69
2026-06-04T09:02:00Z,14.61,89.53
2026-06-04T09:03:00Z,16.07,87.62
2026-06-04T09:04:00Z,13.46,91.66
2026-06-04T09:05:00Z,12.47,88.99
2026-06-04T09:06:00Z,13.33,89.02
2026-06-04T09:07:00Z,14.57,87.60
2026-06-04T09:08:00Z,13.97,90.14
2026-06-04T09:09:00Z,10.97,91.82
2026-06-04T09:10:00Z,7.36,93.45
2026-06-04T09:11:00Z,7.53,93.57
2026-06-04T09:12:00Z,6.10,92.73
2026-06-04T09:13:00Z,7.00,93.14
2026-06-04T09:14:00Z,9.14,91.84
2026-06-04T09:15:00Z,10.11,91.84
2026-06-04T09:16:00Z,13.03,85.31
2026-06-04T09:17:00Z,18.76,84.27
2026-06-04T09:18:00Z,7.99,91.41
2026-06-04T09:19:00Z,5.43,95.70
2026-06-04T09:20:00Z,6.27,93.07
2026-06-04T09:21:00Z,4.91,97.29
2026-06-04T09:22:00Z,4.93,98.30
2026-06-04T09:23:00Z,5.78,97.64
2026-06-04T09:24:00Z,6.44,93.67
2026-06-04T09:25:00Z,8.10,93.58
2026-06-04T09:26:00Z,7.68,95.50
2026-06-04T09:27:00Z,13.22,90.08
2026-06-04T09:28:00Z,2.63,98.06
2026-06-04T09:29:00Z,1.00,99.00
2026-06-04T09:30:00Z,1.00,99.00
2026-06-04T09:31:00Z,1.00,99.00
