# event_ticker=KXATPMATCH-26FEB08ALTCER
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Juan Manuel Cerundolo
# fav_player=Daniel Altmaier
# dog_player=Juan Manuel Cerundolo
# kalshi_date=2026-02-08
timestamp,Daniel Altmaier,Juan Manuel Cerundolo
2026-02-10T04:23:00Z,42.00,
2026-02-10T04:30:00Z,42.00,59.00
2026-02-10T04:33:00Z,42.00,59.00
2026-02-10T04:53:00Z,42.00,59.00
2026-02-10T04:55:00Z,42.00,59.00
2026-02-10T05:36:00Z,42.00,59.00
2026-02-10T05:50:00Z,42.00,59.00
2026-02-10T05:59:00Z,42.00,59.00
2026-02-10T06:10:00Z,42.00,59.00
2026-02-10T06:15:00Z,42.24,59.00
2026-02-10T06:17:00Z,43.00,59.00
2026-02-10T06:19:00Z,43.00,59.00
2026-02-10T06:31:00Z,43.00,59.00
2026-02-10T06:33:00Z,43.00,58.00
2026-02-10T06:49:00Z,43.00,58.00
2026-02-10T06:51:00Z,43.00,58.00
2026-02-10T06:59:00Z,43.00,58.00
2026-02-10T07:09:00Z,43.00,59.00
2026-02-10T07:12:00Z,43.00,59.00
2026-02-10T07:25:00Z,43.00,59.11
2026-02-10T07:27:00Z,41.00,59.11
2026-02-10T07:32:00Z,41.00,60.00
2026-02-10T07:35:00Z,41.00,60.33
2026-02-10T07:38:00Z,41.00,60.33
2026-02-10T07:42:00Z,41.00,60.33
2026-02-10T08:26:00Z,41.00,61.00
2026-02-10T08:27:00Z,41.00,61.00
2026-02-10T09:06:00Z,41.00,61.00
2026-02-10T09:07:00Z,42.00,61.00
2026-02-10T09:12:00Z,42.00,61.00
2026-02-10T09:21:00Z,42.00,61.00
2026-02-10T09:30:00Z,42.00,61.00
2026-02-10T09:35:00Z,42.00,60.00
2026-02-10T09:45:00Z,42.00,59.00
2026-02-10T09:51:00Z,42.00,59.00
2026-02-10T09:56:00Z,42.00,59.00
2026-02-10T10:20:00Z,42.00,59.00
2026-02-10T10:44:00Z,42.00,60.00
2026-02-10T10:58:00Z,42.00,60.00
2026-02-10T11:08:00Z,42.00,60.00
2026-02-10T11:26:00Z,42.00,60.00
2026-02-10T11:27:00Z,42.00,60.00
2026-02-10T11:41:00Z,42.00,60.00
2026-02-10T11:53:00Z,42.00,60.00
2026-02-10T11:55:00Z,42.00,60.00
2026-02-10T12:05:00Z,42.00,60.00
2026-02-10T12:12:00Z,42.00,60.00
2026-02-10T12:14:00Z,42.00,60.00
2026-02-10T12:18:00Z,42.00,60.00
2026-02-10T12:24:00Z,42.00,60.00
2026-02-10T12:28:00Z,42.00,60.00
2026-02-10T12:34:00Z,41.00,60.00
2026-02-10T12:36:00Z,41.00,60.00
2026-02-10T12:38:00Z,41.00,60.00
2026-02-10T12:48:00Z,41.00,60.00
2026-02-10T12:50:00Z,41.00,60.00
2026-02-10T12:56:00Z,41.00,60.00
2026-02-10T12:58:00Z,41.00,60.00
2026-02-10T13:09:00Z,41.00,60.00
2026-02-10T13:11:00Z,41.00,60.00
2026-02-10T13:13:00Z,41.00,60.00
2026-02-10T13:17:00Z,41.00,60.00
2026-02-10T13:18:00Z,41.00,60.00
2026-02-10T13:21:00Z,41.00,60.00
2026-02-10T13:22:00Z,41.00,60.00
2026-02-10T13:35:00Z,41.00,58.00
2026-02-10T13:42:00Z,42.00,60.00
2026-02-10T13:46:00Z,42.00,60.00
2026-02-10T13:47:00Z,42.00,60.00
2026-02-10T13:48:00Z,42.00,60.00
2026-02-10T13:49:00Z,42.00,60.00
2026-02-10T13:55:00Z,41.00,60.00
2026-02-10T13:56:00Z,41.00,60.00
2026-02-10T13:57:00Z,42.00,60.00
2026-02-10T13:59:00Z,42.00,59.00
2026-02-10T14:03:00Z,42.00,59.00
2026-02-10T14:05:00Z,42.00,59.00
2026-02-10T14:07:00Z,42.00,58.00
2026-02-10T14:08:00Z,42.00,58.00
2026-02-10T14:11:00Z,42.00,59.00
2026-02-10T14:13:00Z,42.00,58.74
2026-02-10T14:15:00Z,42.00,58.74
2026-02-10T14:17:00Z,42.00,59.00
2026-02-10T14:23:00Z,42.00,59.00
2026-02-10T14:25:00Z,42.00,59.00
2026-02-10T14:30:00Z,42.44,59.00
2026-02-10T14:31:00Z,42.44,58.00
2026-02-10T14:32:00Z,42.44,59.00
2026-02-10T14:33:00Z,43.00,59.00
2026-02-10T14:35:00Z,43.00,58.00
2026-02-10T14:38:00Z,41.06,59.00
2026-02-10T14:40:00Z,42.00,59.00
2026-02-10T14:43:00Z,42.00,59.00
2026-02-10T14:44:00Z,42.00,59.00
2026-02-10T14:45:00Z,42.00,59.00
2026-02-10T14:47:00Z,42.00,59.00
2026-02-10T14:49:00Z,42.00,59.00
2026-02-10T14:50:00Z,42.00,59.00
2026-02-10T14:51:00Z,42.00,58.00
