# event_ticker=KXATPMATCH-26JUN08SAFMPE
# final_score=7-5 6-7(4) 7-6(4)
# score_resolution=7-5 6-7 7-6
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Roman Safiullin
# kalshi_date=2026-06-08
timestamp,Roman Safiullin,Giovanni Mpetshi Perricard
2026-06-08T23:53:00Z,90.24,9.25
2026-06-08T23:54:00Z,90.91,9.25
2026-06-08T23:55:00Z,90.00,9.00
2026-06-08T23:56:00Z,90.00,10.00
2026-06-08T23:57:00Z,90.28,9.88
2026-06-08T23:58:00Z,90.33,10.00
2026-06-08T23:59:00Z,90.81,9.56
2026-06-09T00:00:00Z,90.05,9.30
2026-06-09T00:01:00Z,90.00,9.46
2026-06-09T00:02:00Z,90.02,10.00
2026-06-09T00:03:00Z,90.00,10.00
2026-06-09T00:04:00Z,91.00,10.00
2026-06-09T00:05:00Z,90.52,10.00
2026-06-09T00:06:00Z,90.20,10.00
2026-06-09T00:07:00Z,91.00,10.00
2026-06-09T00:08:00Z,90.04,10.00
2026-06-09T00:09:00Z,90.20,10.00
2026-06-09T00:10:00Z,90.09,9.71
2026-06-09T00:11:00Z,90.48,10.00
2026-06-09T00:12:00Z,91.00,9.63
2026-06-09T00:13:00Z,90.67,10.00
2026-06-09T00:14:00Z,90.10,10.00
2026-06-09T00:15:00Z,91.00,10.00
2026-06-09T00:16:00Z,90.75,8.93
2026-06-09T00:17:00Z,90.57,9.04
2026-06-09T00:18:00Z,91.00,9.88
2026-06-09T00:19:00Z,90.00,9.09
2026-06-09T00:20:00Z,90.92,10.00
2026-06-09T00:21:00Z,90.42,9.00
2026-06-09T00:22:00Z,90.17,10.00
2026-06-09T00:23:00Z,90.94,9.00
2026-06-09T00:24:00Z,91.00,9.00
2026-06-09T00:25:00Z,90.00,10.00
2026-06-09T00:26:00Z,90.90,10.00
2026-06-09T00:27:00Z,90.05,10.00
2026-06-09T00:28:00Z,90.00,9.48
2026-06-09T00:29:00Z,91.00,9.04
2026-06-09T00:30:00Z,90.00,9.04
2026-06-09T00:31:00Z,91.00,10.00
2026-06-09T00:32:00Z,91.00,10.00
2026-06-09T00:33:00Z,91.00,10.00
2026-06-09T00:34:00Z,90.18,9.00
2026-06-09T00:35:00Z,90.08,10.00
2026-06-09T00:36:00Z,90.88,10.00
2026-06-09T00:37:00Z,90.00,10.00
2026-06-09T00:38:00Z,90.85,10.00
2026-06-09T00:40:00Z,90.00,9.00
2026-06-09T00:41:00Z,91.00,9.95
2026-06-09T00:42:00Z,90.63,9.00
2026-06-09T00:43:00Z,90.00,9.00
2026-06-09T00:45:00Z,90.00,10.00
2026-06-09T00:46:00Z,90.04,10.00
2026-06-09T00:47:00Z,91.00,9.47
2026-06-09T00:48:00Z,90.16,9.47
2026-06-09T00:49:00Z,91.00,10.00
2026-06-09T00:50:00Z,90.00,10.00
2026-06-09T00:51:00Z,91.00,9.00
2026-06-09T00:52:00Z,90.04,9.00
2026-06-09T00:53:00Z,90.00,9.73
2026-06-09T00:54:00Z,90.00,9.42
2026-06-09T00:55:00Z,91.00,9.00
2026-06-09T00:56:00Z,90.07,9.00
2026-06-09T00:57:00Z,90.53,9.00
2026-06-09T00:58:00Z,90.00,8.72
2026-06-09T00:59:00Z,91.00,9.33
2026-06-09T01:00:00Z,90.00,10.00
2026-06-09T01:02:00Z,91.00,9.00
2026-06-09T01:03:00Z,90.04,9.00
2026-06-09T01:04:00Z,90.04,10.00
2026-06-09T01:05:00Z,91.00,10.00
2026-06-09T01:06:00Z,90.00,10.00
2026-06-09T01:07:00Z,91.00,10.00
2026-06-09T01:08:00Z,90.33,9.00
2026-06-09T01:09:00Z,90.00,10.00
2026-06-09T01:10:00Z,90.00,9.00
2026-06-09T01:11:00Z,90.00,9.00
2026-06-09T01:12:00Z,91.00,9.59
2026-06-09T01:13:00Z,90.00,9.59
2026-06-09T01:14:00Z,90.35,9.95
2026-06-09T01:15:00Z,90.01,9.99
2026-06-09T01:16:00Z,90.01,9.00
2026-06-09T01:17:00Z,90.02,9.00
2026-06-09T01:18:00Z,90.00,10.00
2026-06-09T01:19:00Z,90.00,8.76
2026-06-09T01:20:00Z,90.00,8.28
2026-06-09T01:21:00Z,90.07,8.28
2026-06-09T01:22:00Z,91.00,8.00
2026-06-09T01:23:00Z,90.82,9.00
2026-06-09T01:24:00Z,90.07,9.00
2026-06-09T01:25:00Z,90.08,8.87
2026-06-09T01:26:00Z,90.00,8.00
2026-06-09T01:27:00Z,90.07,8.60
2026-06-09T01:28:00Z,90.49,8.60
2026-06-09T01:29:00Z,91.02,8.00
2026-06-09T01:30:00Z,91.02,8.00
2026-06-09T01:31:00Z,91.00,8.00
2026-06-09T01:32:00Z,92.00,9.00
2026-06-09T01:33:00Z,92.00,9.00
2026-06-09T01:34:00Z,91.01,9.00
2026-06-09T01:35:00Z,91.00,9.00
2026-06-09T01:36:00Z,91.03,8.53
2026-06-09T01:37:00Z,91.08,8.04
2026-06-09T01:38:00Z,92.00,8.00
2026-06-09T01:39:00Z,91.30,8.27
2026-06-09T01:40:00Z,92.00,8.00
2026-06-09T01:41:00Z,91.18,9.00
2026-06-09T01:42:00Z,91.54,9.00
2026-06-09T01:44:00Z,91.92,9.00
2026-06-09T01:45:00Z,91.45,8.29
2026-06-09T01:46:00Z,91.25,8.29
2026-06-09T01:47:00Z,91.50,8.18
2026-06-09T01:48:00Z,91.16,8.00
2026-06-09T01:49:00Z,91.83,9.00
2026-06-09T01:50:00Z,91.83,9.00
2026-06-09T01:51:00Z,91.73,9.00
2026-06-09T01:52:00Z,91.50,9.00
2026-06-09T01:53:00Z,91.00,9.00
2026-06-09T01:54:00Z,92.00,8.00
2026-06-09T01:55:00Z,91.24,8.00
2026-06-09T01:56:00Z,91.03,8.00
2026-06-09T01:57:00Z,91.03,8.00
2026-06-09T01:58:00Z,92.00,9.00
2026-06-09T01:59:00Z,91.81,9.00
2026-06-09T02:00:00Z,92.00,8.62
2026-06-09T02:01:00Z,91.09,9.00
2026-06-09T02:02:00Z,92.00,9.00
2026-06-09T02:03:00Z,92.00,9.00
2026-06-09T02:04:00Z,91.00,9.00
2026-06-09T02:05:00Z,91.00,8.84
2026-06-09T02:06:00Z,91.00,9.00
2026-06-09T02:07:00Z,91.37,9.00
2026-06-09T02:08:00Z,91.00,8.04
2026-06-09T02:09:00Z,91.08,8.91
2026-06-09T02:10:00Z,91.09,8.17
2026-06-09T02:11:00Z,91.97,8.40
2026-06-09T02:12:00Z,91.22,9.00
2026-06-09T02:13:00Z,92.00,8.95
2026-06-09T02:14:00Z,91.00,8.53
2026-06-09T02:15:00Z,91.50,9.00
2026-06-09T02:16:00Z,92.00,8.53
2026-06-09T02:17:00Z,91.33,9.00
2026-06-09T02:18:00Z,92.00,9.00
2026-06-09T02:19:00Z,92.00,9.00
2026-06-09T02:20:00Z,91.00,9.00
2026-06-09T02:21:00Z,92.00,9.00
2026-06-09T02:22:00Z,91.99,8.37
2026-06-09T02:23:00Z,92.00,8.00
2026-06-09T02:24:00Z,91.91,9.00
2026-06-09T02:25:00Z,91.37,8.31
2026-06-09T02:26:00Z,91.00,8.83
2026-06-09T02:27:00Z,91.31,8.33
2026-06-09T02:28:00Z,92.00,8.33
2026-06-09T02:29:00Z,92.00,9.00
2026-06-09T02:30:00Z,91.00,9.00
2026-06-09T02:31:00Z,91.00,8.00
2026-06-09T02:32:00Z,91.01,8.00
2026-06-09T02:33:00Z,91.00,9.00
2026-06-09T02:34:00Z,91.00,8.60
2026-06-09T02:35:00Z,91.82,8.50
2026-06-09T02:36:00Z,91.82,9.00
2026-06-09T02:37:00Z,91.82,8.29
2026-06-09T02:38:00Z,92.00,8.00
2026-06-09T02:39:00Z,92.00,9.00
2026-06-09T02:40:00Z,92.00,8.09
2026-06-09T02:41:00Z,91.22,9.00
2026-06-09T02:42:00Z,91.00,8.21
2026-06-09T02:43:00Z,92.00,9.00
2026-06-09T02:44:00Z,91.97,8.00
2026-06-09T02:45:00Z,92.00,9.00
2026-06-09T02:47:00Z,92.00,9.00
2026-06-09T02:48:00Z,91.00,9.00
2026-06-09T02:49:00Z,91.50,8.00
2026-06-09T02:50:00Z,92.00,8.71
2026-06-09T02:51:00Z,91.57,9.00
2026-06-09T02:52:00Z,91.73,9.00
2026-06-09T02:53:00Z,91.73,8.51
2026-06-09T02:54:00Z,91.73,9.00
2026-06-09T02:55:00Z,91.46,9.00
2026-06-09T02:56:00Z,91.73,9.00
2026-06-09T02:57:00Z,91.50,8.65
2026-06-09T02:58:00Z,91.23,8.02
2026-06-09T02:59:00Z,91.87,9.00
2026-06-09T03:00:00Z,91.09,8.33
2026-06-09T03:01:00Z,91.09,8.10
2026-06-09T03:02:00Z,91.09,8.69
2026-06-09T03:03:00Z,92.00,8.69
2026-06-09T03:04:00Z,91.02,9.00
2026-06-09T03:05:00Z,92.00,8.92
2026-06-09T03:06:00Z,91.00,8.81
2026-06-09T03:07:00Z,91.97,9.00
2026-06-09T03:09:00Z,91.00,9.00
2026-06-09T03:10:00Z,91.00,8.00
2026-06-09T03:11:00Z,91.00,8.17
2026-06-09T03:12:00Z,91.21,8.17
2026-06-09T03:13:00Z,91.21,8.00
2026-06-09T03:14:00Z,91.16,9.00
2026-06-09T03:15:00Z,92.00,8.99
2026-06-09T03:16:00Z,91.01,9.00
2026-06-09T03:17:00Z,91.62,8.41
2026-06-09T03:19:00Z,92.00,8.00
2026-06-09T03:20:00Z,91.00,8.98
2026-06-09T03:21:00Z,92.00,8.00
2026-06-09T03:22:00Z,92.00,9.00
2026-06-09T03:23:00Z,92.00,8.00
2026-06-09T03:24:00Z,91.78,8.52
2026-06-09T03:25:00Z,91.98,8.97
2026-06-09T03:26:00Z,92.00,8.00
2026-06-09T03:27:00Z,91.92,8.51
2026-06-09T03:28:00Z,91.00,8.51
2026-06-09T03:29:00Z,92.00,9.00
2026-06-09T03:30:00Z,91.99,8.85
2026-06-09T03:31:00Z,91.00,9.00
2026-06-09T03:32:00Z,91.96,8.89
2026-06-09T03:33:00Z,92.00,8.78
2026-06-09T03:34:00Z,91.53,9.00
2026-06-09T03:35:00Z,91.81,8.05
2026-06-09T03:36:00Z,91.73,8.67
2026-06-09T03:37:00Z,92.00,8.99
2026-06-09T03:38:00Z,91.22,9.00
2026-06-09T03:39:00Z,91.72,9.00
2026-06-09T03:40:00Z,92.00,9.00
2026-06-09T03:41:00Z,91.00,9.00
2026-06-09T03:42:00Z,92.00,8.76
2026-06-09T03:43:00Z,91.93,8.08
2026-06-09T03:44:00Z,91.91,9.00
2026-06-09T03:45:00Z,91.25,8.92
2026-06-09T03:46:00Z,91.25,9.00
2026-06-09T03:47:00Z,91.55,9.00
2026-06-09T03:48:00Z,91.42,9.00
2026-06-09T03:49:00Z,91.19,9.00
2026-06-09T03:50:00Z,91.87,9.00
2026-06-09T03:51:00Z,92.00,9.00
2026-06-09T03:52:00Z,91.08,8.52
2026-06-09T03:53:00Z,91.82,9.00
2026-06-09T03:54:00Z,92.00,9.00
2026-06-09T03:55:00Z,91.10,9.00
2026-06-09T03:56:00Z,91.10,9.00
2026-06-09T03:57:00Z,92.00,9.00
2026-06-09T03:58:00Z,91.08,9.00
2026-06-09T03:59:00Z,91.96,9.00
2026-06-09T04:00:00Z,91.96,9.00
2026-06-09T04:01:00Z,91.00,9.00
2026-06-09T04:02:00Z,91.00,8.78
2026-06-09T04:03:00Z,92.00,8.78
2026-06-09T04:04:00Z,91.54,8.78
2026-06-09T04:05:00Z,91.32,8.89
2026-06-09T04:06:00Z,92.00,8.89
2026-06-09T04:07:00Z,92.00,9.00
2026-06-09T04:08:00Z,91.21,8.00
2026-06-09T04:09:00Z,91.82,9.00
2026-06-09T04:10:00Z,91.96,9.00
2026-06-09T04:11:00Z,90.59,9.00
2026-06-09T04:12:00Z,91.00,8.59
2026-06-09T04:13:00Z,91.78,9.00
2026-06-09T04:14:00Z,90.00,8.00
2026-06-09T04:15:00Z,91.85,9.00
2026-06-09T04:16:00Z,92.00,9.00
2026-06-09T04:17:00Z,90.25,9.01
2026-06-09T04:18:00Z,90.63,8.00
2026-06-09T04:19:00Z,90.61,9.84
2026-06-09T04:20:00Z,91.26,9.00
2026-06-09T04:21:00Z,90.00,10.00
2026-06-09T04:22:00Z,92.00,9.95
2026-06-09T04:23:00Z,91.51,9.06
2026-06-09T04:24:00Z,91.00,10.00
2026-06-09T04:25:00Z,92.00,8.13
2026-06-09T04:26:00Z,91.00,10.00
2026-06-09T04:27:00Z,91.91,8.01
2026-06-09T04:28:00Z,91.99,8.05
2026-06-09T04:29:00Z,91.02,8.69
2026-06-09T04:30:00Z,92.00,8.00
2026-06-09T04:31:00Z,91.02,9.00
2026-06-09T04:32:00Z,91.09,8.83
2026-06-09T04:33:00Z,92.00,9.00
2026-06-09T04:34:00Z,91.00,9.00
2026-06-09T04:35:00Z,91.00,8.00
2026-06-09T04:36:00Z,92.00,9.00
2026-06-09T04:37:00Z,92.00,9.00
2026-06-09T04:38:00Z,92.00,8.93
2026-06-09T04:39:00Z,92.00,9.00
2026-06-09T04:40:00Z,92.00,9.00
2026-06-09T04:41:00Z,92.00,8.00
2026-06-09T04:42:00Z,91.00,9.00
2026-06-09T04:43:00Z,92.00,9.00
2026-06-09T04:44:00Z,91.15,9.00
2026-06-09T04:45:00Z,91.15,8.68
2026-06-09T04:46:00Z,91.91,8.00
2026-06-09T04:47:00Z,92.00,9.00
2026-06-09T04:48:00Z,91.00,8.91
2026-06-09T04:49:00Z,91.92,8.93
2026-06-09T04:50:00Z,92.00,9.00
2026-06-09T04:51:00Z,91.01,8.66
2026-06-09T04:52:00Z,91.20,8.66
2026-06-09T04:53:00Z,91.20,8.79
2026-06-09T04:54:00Z,92.00,8.56
2026-06-09T04:55:00Z,91.00,9.00
2026-06-09T04:56:00Z,91.85,8.00
2026-06-09T04:57:00Z,91.85,9.00
2026-06-09T04:58:00Z,91.93,9.00
2026-06-09T04:59:00Z,91.61,9.00
2026-06-09T05:00:00Z,91.01,8.39
2026-06-09T05:01:00Z,91.02,9.00
2026-06-09T05:02:00Z,91.96,9.00
2026-06-09T05:03:00Z,91.15,9.00
2026-06-09T05:04:00Z,92.00,8.77
2026-06-09T05:05:00Z,91.43,10.00
2026-06-09T05:06:00Z,91.94,9.00
2026-06-09T05:07:00Z,91.18,9.00
2026-06-09T05:08:00Z,91.16,8.64
2026-06-09T05:09:00Z,91.56,9.00
2026-06-09T05:10:00Z,91.59,9.00
2026-06-09T05:11:00Z,92.00,9.00
2026-06-09T05:12:00Z,92.00,8.72
2026-06-09T05:13:00Z,92.00,9.00
2026-06-09T05:14:00Z,91.00,8.00
2026-06-09T05:15:00Z,91.64,8.73
2026-06-09T05:16:00Z,91.00,9.00
2026-06-09T05:17:00Z,92.00,9.00
2026-06-09T05:18:00Z,91.25,8.01
2026-06-09T05:19:00Z,91.25,9.00
2026-06-09T05:20:00Z,92.00,9.03
2026-06-09T05:21:00Z,91.06,9.00
2026-06-09T05:22:00Z,92.00,8.05
2026-06-09T05:24:00Z,91.03,8.05
2026-06-09T05:25:00Z,91.00,8.91
2026-06-09T05:26:00Z,91.54,8.53
2026-06-09T05:27:00Z,92.00,9.00
2026-06-09T05:28:00Z,91.38,8.36
2026-06-09T05:29:00Z,92.00,8.50
2026-06-09T05:30:00Z,90.00,9.00
2026-06-09T05:31:00Z,92.00,9.00
2026-06-09T05:32:00Z,91.86,9.00
2026-06-09T05:33:00Z,92.00,8.67
2026-06-09T05:34:00Z,92.00,9.00
2026-06-09T05:35:00Z,91.47,9.00
2026-06-09T05:36:00Z,91.89,9.00
2026-06-09T05:37:00Z,91.06,9.00
2026-06-09T05:38:00Z,92.00,9.00
2026-06-09T05:39:00Z,92.00,9.00
2026-06-09T05:40:00Z,91.64,9.00
2026-06-09T05:41:00Z,91.25,8.53
2026-06-09T05:42:00Z,91.98,9.00
2026-06-09T05:43:00Z,91.94,9.00
2026-06-09T05:44:00Z,92.00,8.37
2026-06-09T05:45:00Z,92.00,8.92
2026-06-09T05:46:00Z,91.27,8.92
2026-06-09T05:47:00Z,91.00,8.94
2026-06-09T05:48:00Z,92.00,9.00
2026-06-09T05:49:00Z,91.01,8.01
2026-06-09T05:50:00Z,91.34,8.00
2026-06-09T05:51:00Z,91.15,9.00
2026-06-09T05:52:00Z,92.00,8.97
2026-06-09T05:53:00Z,92.00,9.00
2026-06-09T05:54:00Z,92.00,8.00
2026-06-09T05:55:00Z,91.00,9.00
2026-06-09T05:56:00Z,91.19,9.00
2026-06-09T05:57:00Z,91.23,8.00
2026-06-09T05:58:00Z,92.00,9.00
2026-06-09T05:59:00Z,91.87,8.99
2026-06-09T06:00:00Z,91.00,8.47
2026-06-09T06:01:00Z,91.00,8.00
2026-06-09T06:02:00Z,92.00,8.00
2026-06-09T06:03:00Z,92.00,8.00
2026-06-09T06:04:00Z,92.00,8.96
2026-06-09T06:05:00Z,91.79,8.04
2026-06-09T06:06:00Z,91.59,8.00
2026-06-09T06:07:00Z,91.59,8.00
2026-06-09T06:08:00Z,91.82,8.50
2026-06-09T06:09:00Z,91.00,8.25
2026-06-09T06:10:00Z,91.00,9.00
2026-06-09T06:11:00Z,91.00,8.67
2026-06-09T06:12:00Z,91.76,8.67
2026-06-09T06:13:00Z,92.00,9.00
2026-06-09T06:15:00Z,91.00,9.00
2026-06-09T06:16:00Z,91.61,9.00
2026-06-09T06:17:00Z,91.00,9.00
2026-06-09T06:18:00Z,92.00,9.00
2026-06-09T06:19:00Z,92.00,9.00
2026-06-09T06:20:00Z,91.41,9.00
2026-06-09T06:21:00Z,92.00,9.00
2026-06-09T06:22:00Z,91.42,9.37
2026-06-09T06:23:00Z,90.42,10.00
2026-06-09T06:24:00Z,90.87,9.33
2026-06-09T06:25:00Z,90.00,10.00
2026-06-09T06:26:00Z,91.00,9.91
2026-06-09T06:27:00Z,90.95,10.36
2026-06-09T06:28:00Z,90.98,10.99
2026-06-09T06:29:00Z,89.72,10.90
2026-06-09T06:30:00Z,90.33,11.00
2026-06-09T06:31:00Z,90.94,11.00
2026-06-09T06:32:00Z,91.00,11.00
2026-06-09T06:33:00Z,89.76,11.00
2026-06-09T06:34:00Z,91.00,11.00
2026-06-09T06:35:00Z,90.64,11.00
2026-06-09T06:36:00Z,90.79,10.08
2026-06-09T06:37:00Z,90.93,10.00
2026-06-09T06:38:00Z,89.89,10.39
2026-06-09T06:39:00Z,90.84,11.00
2026-06-09T06:40:00Z,91.09,10.39
2026-06-09T06:41:00Z,92.00,11.00
2026-06-09T06:42:00Z,89.12,11.00
2026-06-09T06:43:00Z,90.37,9.00
2026-06-09T06:44:00Z,89.96,11.00
2026-06-09T06:45:00Z,89.00,11.00
2026-06-09T06:46:00Z,89.07,11.00
2026-06-09T06:47:00Z,89.92,11.00
2026-06-09T06:48:00Z,89.00,11.00
2026-06-09T06:49:00Z,89.20,10.94
2026-06-09T06:50:00Z,90.16,10.94
2026-06-09T06:51:00Z,89.08,10.74
2026-06-09T06:52:00Z,89.00,10.91
2026-06-09T06:53:00Z,91.62,10.99
2026-06-09T06:54:00Z,90.98,11.00
2026-06-09T06:55:00Z,91.00,10.73
2026-06-09T06:56:00Z,91.00,10.32
2026-06-09T06:57:00Z,90.36,9.80
2026-06-09T06:58:00Z,89.14,11.00
2026-06-09T06:59:00Z,90.39,11.00
2026-06-09T07:00:00Z,89.20,11.00
2026-06-09T07:01:00Z,89.33,10.42
2026-06-09T07:02:00Z,90.39,10.71
2026-06-09T07:03:00Z,90.39,11.00
2026-06-09T07:04:00Z,89.18,11.00
2026-06-09T07:05:00Z,91.00,9.21
2026-06-09T07:06:00Z,91.00,11.00
2026-06-09T07:07:00Z,90.96,11.53
2026-06-09T07:08:00Z,89.34,11.00
2026-06-09T07:09:00Z,89.00,11.00
2026-06-09T07:10:00Z,88.90,11.00
2026-06-09T07:11:00Z,90.50,10.00
2026-06-09T07:12:00Z,91.00,11.00
2026-06-09T07:13:00Z,90.50,10.94
2026-06-09T07:14:00Z,91.00,11.00
2026-06-09T07:15:00Z,91.00,11.00
2026-06-09T07:16:00Z,91.00,11.00
2026-06-09T07:17:00Z,90.44,11.00
2026-06-09T07:18:00Z,90.73,10.25
2026-06-09T07:19:00Z,90.00,11.00
2026-06-09T07:20:00Z,91.00,10.00
2026-06-09T07:21:00Z,90.00,10.00
2026-06-09T07:22:00Z,90.00,11.00
2026-06-09T07:23:00Z,90.47,10.00
2026-06-09T07:24:00Z,91.00,11.00
2026-06-09T07:25:00Z,90.04,10.00
2026-06-09T07:26:00Z,90.00,10.00
2026-06-09T07:27:00Z,90.00,11.00
2026-06-09T07:28:00Z,91.00,10.73
2026-06-09T07:29:00Z,91.00,11.00
2026-06-09T07:30:00Z,91.00,11.00
2026-06-09T07:31:00Z,91.00,11.00
2026-06-09T07:33:00Z,90.44,11.00
2026-06-09T07:34:00Z,91.00,11.00
2026-06-09T07:35:00Z,90.05,11.00
2026-06-09T07:36:00Z,91.00,10.24
2026-06-09T07:37:00Z,90.58,10.92
2026-06-09T07:38:00Z,90.58,10.00
2026-06-09T07:39:00Z,90.00,10.51
2026-06-09T07:40:00Z,91.00,10.77
2026-06-09T07:41:00Z,90.00,11.00
2026-06-09T07:42:00Z,90.95,11.00
2026-06-09T07:43:00Z,91.00,10.43
2026-06-09T07:44:00Z,91.00,10.17
2026-06-09T07:45:00Z,90.33,11.00
2026-06-09T07:46:00Z,90.05,11.00
