# event_ticker=KXATPCHALLENGERMATCH-26APR11BOLMCC
# final_score=7-5 7-6(2)
# score_resolution=7-5 7-6
# match_winner=Alex Bolt
# fav_player=Alex Bolt
# dog_player=James McCabe
# kalshi_date=2026-04-11
timestamp,Alex Bolt,James McCabe
2026-04-14T01:37:00Z,57.00,45.00
2026-04-14T01:38:00Z,57.00,45.00
2026-04-14T01:41:00Z,57.00,45.00
2026-04-14T01:43:00Z,58.00,45.00
2026-04-14T01:44:00Z,58.00,43.11
2026-04-14T01:45:00Z,58.00,43.11
2026-04-14T01:46:00Z,58.00,44.00
2026-04-14T01:47:00Z,58.00,44.00
2026-04-14T01:48:00Z,58.00,44.00
2026-04-14T01:49:00Z,58.00,44.00
2026-04-14T01:50:00Z,58.00,44.00
2026-04-14T01:52:00Z,58.00,44.00
2026-04-14T01:53:00Z,58.00,44.00
2026-04-14T01:56:00Z,58.00,44.00
2026-04-14T01:57:00Z,58.00,44.00
2026-04-14T01:58:00Z,58.00,44.00
2026-04-14T01:59:00Z,58.14,44.00
2026-04-14T02:00:00Z,58.00,44.00
2026-04-14T02:01:00Z,58.60,44.00
2026-04-14T02:02:00Z,58.00,44.00
2026-04-14T02:03:00Z,58.00,44.00
2026-04-14T02:04:00Z,58.65,44.00
2026-04-14T02:05:00Z,58.00,44.00
2026-04-14T02:06:00Z,59.68,43.00
2026-04-14T02:07:00Z,61.85,41.80
2026-04-14T02:08:00Z,61.49,41.80
2026-04-14T02:09:00Z,61.03,41.00
2026-04-14T02:10:00Z,61.10,41.00
2026-04-14T02:11:00Z,61.81,38.96
2026-04-14T02:12:00Z,61.64,38.86
2026-04-14T02:13:00Z,61.00,38.14
2026-04-14T02:14:00Z,64.33,36.70
2026-04-14T02:15:00Z,62.91,36.62
2026-04-14T02:16:00Z,59.12,42.03
2026-04-14T02:17:00Z,61.43,39.49
2026-04-14T02:18:00Z,61.55,38.90
2026-04-14T02:19:00Z,62.70,37.75
2026-04-14T02:20:00Z,60.18,40.45
2026-04-14T02:21:00Z,60.68,41.00
2026-04-14T02:22:00Z,60.34,41.48
2026-04-14T02:23:00Z,60.12,42.29
2026-04-14T02:24:00Z,60.07,42.20
2026-04-14T02:25:00Z,60.31,41.55
2026-04-14T02:26:00Z,61.80,40.00
2026-04-14T02:27:00Z,62.81,37.33
2026-04-14T02:28:00Z,60.17,40.10
2026-04-14T02:29:00Z,60.07,41.90
2026-04-14T02:30:00Z,57.38,42.71
2026-04-14T02:31:00Z,57.30,41.25
2026-04-14T02:32:00Z,59.66,41.00
2026-04-14T02:33:00Z,59.84,41.00
2026-04-14T02:34:00Z,56.33,44.12
2026-04-14T02:35:00Z,57.50,43.97
2026-04-14T02:36:00Z,58.03,43.78
2026-04-14T02:37:00Z,56.54,43.17
2026-04-14T02:38:00Z,57.54,43.14
2026-04-14T02:39:00Z,55.84,45.86
2026-04-14T02:40:00Z,54.89,48.40
2026-04-14T02:41:00Z,50.15,49.23
2026-04-14T02:42:00Z,59.02,41.00
2026-04-14T02:43:00Z,60.11,40.88
2026-04-14T02:44:00Z,61.33,40.15
2026-04-14T02:45:00Z,65.02,37.61
2026-04-14T02:46:00Z,63.36,36.85
2026-04-14T02:47:00Z,64.71,36.81
2026-04-14T02:48:00Z,65.54,36.62
2026-04-14T02:49:00Z,70.69,32.60
2026-04-14T02:50:00Z,68.38,36.21
2026-04-14T02:51:00Z,62.57,37.83
2026-04-14T02:52:00Z,59.77,39.27
2026-04-14T02:53:00Z,61.58,40.15
2026-04-14T02:54:00Z,61.33,39.99
2026-04-14T02:55:00Z,63.30,37.34
2026-04-14T02:56:00Z,63.99,36.81
2026-04-14T02:57:00Z,63.76,37.22
2026-04-14T02:58:00Z,64.74,37.00
2026-04-14T02:59:00Z,64.81,37.08
2026-04-14T03:00:00Z,63.67,36.45
2026-04-14T03:01:00Z,65.26,36.00
2026-04-14T03:02:00Z,63.89,34.89
2026-04-14T03:03:00Z,65.18,34.74
2026-04-14T03:04:00Z,65.37,36.00
2026-04-14T03:05:00Z,65.08,36.00
2026-04-14T03:06:00Z,65.41,35.21
2026-04-14T03:07:00Z,66.00,35.87
2026-04-14T03:08:00Z,65.54,36.00
2026-04-14T03:09:00Z,66.18,35.12
2026-04-14T03:10:00Z,64.12,36.74
2026-04-14T03:11:00Z,64.34,35.79
2026-04-14T03:12:00Z,63.62,36.55
2026-04-14T03:13:00Z,68.16,32.64
2026-04-14T03:14:00Z,77.47,25.52
2026-04-14T03:15:00Z,82.10,17.96
2026-04-14T03:16:00Z,82.51,18.00
2026-04-14T03:17:00Z,81.48,19.12
2026-04-14T03:18:00Z,80.49,19.34
2026-04-14T03:19:00Z,81.57,18.14
2026-04-14T03:20:00Z,84.47,16.08
2026-04-14T03:21:00Z,88.10,11.79
2026-04-14T03:22:00Z,86.17,12.99
2026-04-14T03:23:00Z,86.05,15.40
2026-04-14T03:24:00Z,88.02,12.91
2026-04-14T03:25:00Z,88.12,12.32
2026-04-14T03:26:00Z,85.96,13.60
2026-04-14T03:27:00Z,84.72,15.56
2026-04-14T03:28:00Z,83.53,16.62
2026-04-14T03:29:00Z,85.01,15.45
2026-04-14T03:30:00Z,84.34,16.10
2026-04-14T03:31:00Z,84.36,16.00
2026-04-14T03:32:00Z,84.35,16.50
2026-04-14T03:33:00Z,85.40,15.93
2026-04-14T03:34:00Z,80.98,18.85
2026-04-14T03:35:00Z,83.54,17.22
2026-04-14T03:36:00Z,85.95,15.57
2026-04-14T03:37:00Z,85.31,16.00
2026-04-14T03:38:00Z,86.96,15.49
2026-04-14T03:39:00Z,81.87,18.84
2026-04-14T03:40:00Z,82.69,18.32
2026-04-14T03:41:00Z,81.29,17.59
2026-04-14T03:42:00Z,79.88,19.69
2026-04-14T03:43:00Z,80.62,20.10
2026-04-14T03:44:00Z,83.41,17.93
2026-04-14T03:45:00Z,84.43,15.89
2026-04-14T03:46:00Z,84.64,16.37
2026-04-14T03:47:00Z,84.50,16.91
2026-04-14T03:48:00Z,84.28,16.16
2026-04-14T03:49:00Z,82.19,19.73
2026-04-14T03:50:00Z,81.64,17.98
2026-04-14T03:51:00Z,82.99,18.86
2026-04-14T03:52:00Z,84.25,16.24
2026-04-14T03:53:00Z,83.27,18.94
2026-04-14T03:54:00Z,85.32,14.68
2026-04-14T03:55:00Z,85.76,14.79
2026-04-14T03:56:00Z,85.87,14.35
2026-04-14T03:57:00Z,84.57,16.57
2026-04-14T03:58:00Z,81.09,18.24
2026-04-14T03:59:00Z,78.22,22.76
2026-04-14T04:00:00Z,79.77,20.91
2026-04-14T04:01:00Z,84.69,15.20
2026-04-14T04:02:00Z,84.85,15.66
2026-04-14T04:03:00Z,86.95,13.32
2026-04-14T04:04:00Z,91.77,8.63
2026-04-14T04:05:00Z,88.77,13.53
2026-04-14T04:06:00Z,83.05,16.05
2026-04-14T04:07:00Z,82.22,19.98
2026-04-14T04:08:00Z,82.13,17.28
2026-04-14T04:09:00Z,90.40,12.87
2026-04-14T04:10:00Z,94.63,5.93
2026-04-14T04:11:00Z,94.96,5.92
2026-04-14T04:12:00Z,98.20,2.26
2026-04-14T04:13:00Z,98.92,1.33
2026-04-14T04:14:00Z,99.00,1.33
2026-04-14T04:15:00Z,99.00,1.00
2026-04-14T04:16:00Z,99.00,1.00
2026-04-14T04:17:00Z,99.00,1.00
2026-04-14T04:18:00Z,99.00,1.00
