# event_ticker=KXATPCHALLENGERMATCH-26FEB14DOSAND
# final_score=4-6 6-2 7-5
# score_resolution=6-4 2-6 5-7
# match_winner=Stefan Dostanic
# fav_player=Andres Andrade
# dog_player=Stefan Dostanic
# kalshi_date=2026-02-14
timestamp,Andres Andrade,Stefan Dostanic
2026-02-14T07:08:00Z,36.00,
2026-02-14T07:23:00Z,36.00,68.00
2026-02-14T07:26:00Z,36.00,68.00
2026-02-14T08:06:00Z,36.00,68.00
2026-02-14T08:14:00Z,36.00,68.00
2026-02-14T09:38:00Z,36.00,68.00
2026-02-14T09:39:00Z,36.00,68.00
2026-02-14T09:52:00Z,36.00,68.00
2026-02-14T10:21:00Z,34.00,68.00
2026-02-14T11:03:00Z,34.00,68.00
2026-02-14T11:28:00Z,34.00,68.00
2026-02-14T12:01:00Z,34.00,68.00
2026-02-14T12:18:00Z,35.00,68.00
2026-02-14T12:19:00Z,35.00,68.00
2026-02-14T12:27:00Z,35.00,68.00
2026-02-14T12:34:00Z,34.00,68.00
2026-02-14T12:51:00Z,34.00,68.00
2026-02-14T12:55:00Z,35.00,68.00
2026-02-14T13:02:00Z,35.00,65.00
2026-02-14T13:16:00Z,35.00,68.00
2026-02-14T13:30:00Z,35.00,68.00
2026-02-14T13:38:00Z,35.00,68.00
2026-02-14T13:49:00Z,35.00,68.00
2026-02-14T13:52:00Z,35.00,68.00
2026-02-14T14:01:00Z,35.00,68.00
2026-02-14T14:11:00Z,32.00,68.00
2026-02-14T14:56:00Z,32.00,67.00
2026-02-14T14:59:00Z,35.00,67.00
2026-02-14T15:00:00Z,35.00,65.00
2026-02-14T15:03:00Z,35.00,68.00
2026-02-14T15:04:00Z,35.00,68.00
2026-02-14T15:11:00Z,35.00,68.00
2026-02-14T15:24:00Z,35.00,68.00
2026-02-14T15:31:00Z,35.00,68.00
2026-02-14T15:32:00Z,35.00,66.68
2026-02-14T15:33:00Z,36.00,67.00
2026-02-14T15:36:00Z,36.00,67.00
2026-02-14T15:37:00Z,36.00,65.00
2026-02-14T15:39:00Z,36.00,65.00
2026-02-14T15:41:00Z,36.00,65.00
2026-02-14T15:43:00Z,36.00,67.00
2026-02-14T15:46:00Z,36.00,68.00
2026-02-14T15:47:00Z,36.00,68.00
2026-02-14T15:56:00Z,35.00,68.00
2026-02-14T16:00:00Z,35.00,67.00
2026-02-14T16:03:00Z,36.00,67.00
2026-02-14T16:05:00Z,36.00,67.00
2026-02-14T16:08:00Z,36.00,68.00
2026-02-14T16:09:00Z,35.00,68.00
2026-02-14T16:10:00Z,35.00,67.00
2026-02-14T16:15:00Z,35.00,67.00
2026-02-14T16:19:00Z,35.00,68.00
2026-02-14T16:38:00Z,35.00,68.00
2026-02-14T16:39:00Z,35.00,68.00
2026-02-14T16:45:00Z,35.00,68.00
2026-02-14T16:46:00Z,35.38,68.00
2026-02-14T16:50:00Z,35.38,66.62
2026-02-14T16:55:00Z,36.00,66.62
2026-02-14T17:02:00Z,36.00,67.42
2026-02-14T17:03:00Z,32.00,67.42
2026-02-14T17:07:00Z,32.00,68.00
2026-02-14T17:17:00Z,35.00,68.00
2026-02-14T17:20:00Z,35.00,68.00
2026-02-14T17:28:00Z,35.00,68.00
2026-02-14T17:31:00Z,35.00,68.00
2026-02-14T17:32:00Z,35.00,68.00
2026-02-14T17:33:00Z,35.00,68.00
2026-02-14T17:34:00Z,35.00,68.00
2026-02-14T17:35:00Z,35.00,68.00
2026-02-14T17:40:00Z,35.00,68.00
2026-02-14T17:41:00Z,35.00,68.00
2026-02-14T17:44:00Z,35.00,68.00
2026-02-14T17:45:00Z,34.00,68.00
2026-02-14T17:47:00Z,34.00,68.00
2026-02-14T17:48:00Z,35.00,68.00
2026-02-14T17:50:00Z,35.00,68.00
2026-02-14T17:52:00Z,35.00,68.00
2026-02-14T17:53:00Z,35.00,68.00
2026-02-14T17:56:00Z,35.00,65.00
2026-02-14T17:57:00Z,35.00,65.00
2026-02-14T17:58:00Z,35.00,68.00
2026-02-14T17:59:00Z,35.00,68.00
2026-02-14T18:01:00Z,35.00,68.00
2026-02-14T18:02:00Z,35.00,67.00
2026-02-14T18:03:00Z,35.00,67.00
2026-02-14T18:04:00Z,36.00,64.72
2026-02-14T18:05:00Z,36.00,64.72
2026-02-14T18:06:00Z,36.00,67.00
2026-02-14T18:07:00Z,36.00,67.00
2026-02-14T18:08:00Z,36.00,67.00
2026-02-14T18:09:00Z,36.00,67.00
2026-02-14T18:10:00Z,36.00,67.11
2026-02-14T18:11:00Z,36.00,67.99
2026-02-14T18:12:00Z,36.00,67.99
2026-02-14T18:13:00Z,36.00,67.00
2026-02-14T18:14:00Z,36.00,67.10
2026-02-14T18:15:00Z,36.00,66.14
2026-02-14T18:16:00Z,35.93,66.14
2026-02-14T18:17:00Z,36.07,65.24
2026-02-14T18:18:00Z,37.18,65.41
2026-02-14T18:19:00Z,35.71,67.04
2026-02-14T18:20:00Z,33.79,68.16
2026-02-14T18:21:00Z,36.42,66.47
2026-02-14T18:22:00Z,41.76,59.83
2026-02-14T18:23:00Z,48.88,55.22
2026-02-14T18:24:00Z,52.29,50.63
2026-02-14T18:25:00Z,53.98,49.81
2026-02-14T18:26:00Z,55.63,45.93
2026-02-14T18:27:00Z,58.50,44.71
2026-02-14T18:28:00Z,57.43,45.12
