# event_ticker=KXATPCHALLENGERMATCH-26APR07DEVSAR
# final_score=1-6 7-6(4) 6-2
# score_resolution=6-1 6-7 2-6
# match_winner=Murkel Dellien
# fav_player=Paulo Andre Saraiva Dos Santos
# dog_player=Murkel Dellien
# kalshi_date=2026-04-07
timestamp,Paulo Andre Saraiva Dos Santos,Murkel Dellien
2026-04-07T06:16:00Z,,64.00
2026-04-07T06:29:00Z,37.00,64.00
2026-04-07T09:26:00Z,28.88,69.50
2026-04-07T10:30:00Z,26.00,69.50
2026-04-07T10:31:00Z,25.00,69.50
2026-04-07T10:53:00Z,25.00,69.50
2026-04-07T13:21:00Z,21.00,69.50
2026-04-07T13:46:00Z,21.00,78.00
2026-04-07T13:47:00Z,21.00,79.00
2026-04-07T14:01:00Z,21.00,76.00
2026-04-07T14:30:00Z,21.00,74.96
2026-04-07T14:33:00Z,21.00,75.00
2026-04-07T14:49:00Z,27.35,75.00
2026-04-07T14:50:00Z,28.11,75.00
2026-04-07T14:52:00Z,28.11,75.00
2026-04-07T14:55:00Z,28.11,75.78
2026-04-07T14:57:00Z,28.71,75.78
2026-04-07T15:01:00Z,28.70,75.00
2026-04-07T15:04:00Z,28.52,75.00
2026-04-07T15:05:00Z,29.00,75.00
2026-04-07T15:08:00Z,28.00,75.00
2026-04-07T15:10:00Z,27.00,74.00
2026-04-07T15:15:00Z,27.00,74.00
2026-04-07T15:16:00Z,27.00,75.00
2026-04-07T15:17:00Z,27.00,75.00
2026-04-07T15:51:00Z,33.91,71.00
2026-04-07T15:56:00Z,33.91,74.22
2026-04-07T15:57:00Z,33.91,72.00
2026-04-07T15:59:00Z,32.03,74.22
2026-04-07T16:04:00Z,27.00,74.22
2026-04-07T16:09:00Z,28.25,74.22
2026-04-07T16:10:00Z,28.00,74.22
2026-04-07T16:13:00Z,28.00,74.45
2026-04-07T16:14:00Z,28.00,77.00
2026-04-07T16:15:00Z,22.38,77.00
2026-04-07T16:16:00Z,25.92,77.00
2026-04-07T16:18:00Z,23.00,77.00
2026-04-07T16:19:00Z,25.83,75.00
2026-04-07T16:20:00Z,25.83,79.00
2026-04-07T16:21:00Z,25.83,79.00
2026-04-07T16:22:00Z,28.00,71.00
2026-04-07T16:23:00Z,26.83,71.00
2026-04-07T16:24:00Z,30.46,71.00
2026-04-07T16:25:00Z,32.93,67.83
2026-04-07T16:26:00Z,34.32,67.00
2026-04-07T16:27:00Z,37.87,65.35
2026-04-07T16:28:00Z,34.18,65.00
2026-04-07T16:29:00Z,32.92,67.66
2026-04-07T16:30:00Z,28.99,72.99
2026-04-07T16:31:00Z,27.74,73.00
2026-04-07T16:32:00Z,32.97,69.00
2026-04-07T16:33:00Z,33.80,69.00
2026-04-07T16:34:00Z,32.00,71.18
2026-04-07T16:35:00Z,22.54,74.88
2026-04-07T16:36:00Z,27.99,73.00
2026-04-07T16:37:00Z,31.55,73.00
2026-04-07T16:38:00Z,28.25,71.00
2026-04-07T16:39:00Z,27.52,76.90
2026-04-07T16:40:00Z,28.39,71.31
2026-04-07T16:41:00Z,31.33,68.28
2026-04-07T16:42:00Z,33.00,68.00
2026-04-07T16:43:00Z,34.10,65.76
2026-04-07T16:44:00Z,39.93,64.49
2026-04-07T16:45:00Z,33.00,67.12
2026-04-07T16:46:00Z,35.67,67.12
2026-04-07T16:47:00Z,37.08,65.69
2026-04-07T16:48:00Z,39.98,62.91
2026-04-07T16:49:00Z,45.29,55.25
2026-04-07T16:50:00Z,49.94,53.03
2026-04-07T16:51:00Z,53.87,47.99
2026-04-07T16:52:00Z,55.69,44.12
2026-04-07T16:53:00Z,59.59,40.09
2026-04-07T16:54:00Z,59.39,45.96
2026-04-07T16:55:00Z,62.15,39.99
2026-04-07T16:56:00Z,66.78,34.18
2026-04-07T16:57:00Z,67.86,33.41
2026-04-07T16:58:00Z,70.33,31.21
2026-04-07T16:59:00Z,69.90,30.57
2026-04-07T17:00:00Z,69.97,31.64
2026-04-07T17:01:00Z,69.92,32.00
2026-04-07T17:02:00Z,67.00,32.43
2026-04-07T17:03:00Z,64.69,37.44
2026-04-07T17:04:00Z,63.58,36.86
2026-04-07T17:05:00Z,63.57,38.41
2026-04-07T17:06:00Z,59.57,40.97
2026-04-07T17:07:00Z,61.59,41.59
2026-04-07T17:08:00Z,66.25,33.44
2026-04-07T17:09:00Z,61.79,41.43
2026-04-07T17:10:00Z,61.30,41.08
2026-04-07T17:11:00Z,58.27,40.75
2026-04-07T17:12:00Z,65.35,34.81
2026-04-07T17:13:00Z,70.65,29.46
2026-04-07T17:14:00Z,70.04,31.53
2026-04-07T17:15:00Z,65.10,37.11
2026-04-07T17:16:00Z,62.38,39.00
2026-04-07T17:17:00Z,58.59,40.87
2026-04-07T17:18:00Z,61.47,39.59
2026-04-07T17:19:00Z,58.03,41.33
2026-04-07T17:20:00Z,56.90,42.54
2026-04-07T17:21:00Z,60.81,41.42
2026-04-07T17:22:00Z,67.05,33.28
2026-04-07T17:23:00Z,71.36,32.19
2026-04-07T17:24:00Z,62.06,40.75
2026-04-07T17:25:00Z,62.02,39.41
2026-04-07T17:26:00Z,59.99,40.80
2026-04-07T17:27:00Z,60.66,41.42
2026-04-07T17:28:00Z,64.49,37.80
2026-04-07T17:29:00Z,65.01,36.13
2026-04-07T17:30:00Z,67.46,33.90
2026-04-07T17:31:00Z,68.54,32.97
2026-04-07T17:32:00Z,60.05,39.76
2026-04-07T17:33:00Z,64.97,36.78
2026-04-07T17:34:00Z,76.54,24.76
2026-04-07T17:35:00Z,68.11,33.72
2026-04-07T17:36:00Z,61.00,38.37
2026-04-07T17:37:00Z,61.17,39.49
2026-04-07T17:38:00Z,63.55,39.36
2026-04-07T17:39:00Z,66.76,34.14
2026-04-07T17:40:00Z,67.03,33.92
2026-04-07T17:41:00Z,65.74,36.77
2026-04-07T17:42:00Z,58.78,42.40
2026-04-07T17:43:00Z,63.74,36.27
2026-04-07T17:44:00Z,64.24,37.37
2026-04-07T17:45:00Z,57.94,43.66
2026-04-07T17:46:00Z,56.18,44.82
2026-04-07T17:47:00Z,55.00,45.54
2026-04-07T17:48:00Z,50.04,50.12
2026-04-07T17:49:00Z,57.44,44.81
2026-04-07T17:50:00Z,56.02,45.56
2026-04-07T17:51:00Z,49.53,50.90
2026-04-07T17:52:00Z,53.01,48.05
2026-04-07T17:53:00Z,47.17,50.51
2026-04-07T17:54:00Z,58.53,44.25
2026-04-07T17:55:00Z,53.18,48.68
2026-04-07T17:56:00Z,47.28,47.81
2026-04-07T17:57:00Z,46.18,49.56
2026-04-07T17:58:00Z,51.42,54.49
2026-04-07T17:59:00Z,48.46,55.49
2026-04-07T18:00:00Z,50.37,50.00
2026-04-07T18:01:00Z,60.05,45.51
2026-04-07T18:02:00Z,57.84,42.78
2026-04-07T18:03:00Z,57.43,49.21
2026-04-07T18:04:00Z,61.53,38.55
2026-04-07T18:05:00Z,60.93,40.28
2026-04-07T18:06:00Z,53.88,46.78
2026-04-07T18:07:00Z,51.01,50.05
2026-04-07T18:08:00Z,52.00,48.52
2026-04-07T18:09:00Z,55.35,49.27
2026-04-07T18:10:00Z,51.91,47.86
2026-04-07T18:11:00Z,59.54,41.98
2026-04-07T18:12:00Z,69.27,30.51
2026-04-07T18:13:00Z,75.90,22.18
2026-04-07T18:14:00Z,78.59,25.06
2026-04-07T18:15:00Z,69.14,32.22
2026-04-07T18:16:00Z,60.08,41.98
2026-04-07T18:17:00Z,59.13,40.16
2026-04-07T18:18:00Z,71.13,30.48
2026-04-07T18:19:00Z,65.08,37.57
2026-04-07T18:20:00Z,54.08,47.46
2026-04-07T18:21:00Z,37.24,65.76
2026-04-07T18:22:00Z,34.90,65.06
2026-04-07T18:23:00Z,36.35,64.16
2026-04-07T18:24:00Z,39.03,61.57
2026-04-07T18:25:00Z,36.49,62.02
2026-04-07T18:26:00Z,37.11,63.47
2026-04-07T18:27:00Z,37.77,62.72
2026-04-07T18:28:00Z,38.54,62.37
2026-04-07T18:29:00Z,38.10,64.24
2026-04-07T18:30:00Z,38.82,61.96
2026-04-07T18:31:00Z,40.33,60.02
2026-04-07T18:32:00Z,43.42,56.95
2026-04-07T18:33:00Z,40.86,58.87
2026-04-07T18:34:00Z,39.98,58.35
2026-04-07T18:35:00Z,36.88,68.19
2026-04-07T18:36:00Z,34.02,68.18
2026-04-07T18:37:00Z,28.02,70.91
2026-04-07T18:38:00Z,16.47,78.59
2026-04-07T18:39:00Z,14.95,85.73
2026-04-07T18:40:00Z,9.74,91.44
2026-04-07T18:41:00Z,13.10,88.52
2026-04-07T18:42:00Z,19.81,78.86
2026-04-07T18:43:00Z,32.36,68.45
2026-04-07T18:44:00Z,29.32,73.77
2026-04-07T18:45:00Z,26.44,76.89
2026-04-07T18:46:00Z,21.61,75.60
2026-04-07T18:47:00Z,22.34,77.85
2026-04-07T18:48:00Z,30.98,70.78
2026-04-07T18:49:00Z,23.63,75.85
2026-04-07T18:50:00Z,15.21,85.78
2026-04-07T18:51:00Z,20.45,86.18
2026-04-07T18:52:00Z,18.81,83.32
2026-04-07T18:53:00Z,12.71,87.57
2026-04-07T18:54:00Z,9.12,91.05
2026-04-07T18:55:00Z,8.23,90.88
2026-04-07T18:56:00Z,4.76,95.74
2026-04-07T18:57:00Z,1.73,97.97
2026-04-07T18:58:00Z,1.47,98.67
2026-04-07T18:59:00Z,2.38,98.05
2026-04-07T19:00:00Z,2.05,97.80
2026-04-07T19:01:00Z,1.19,98.95
2026-04-07T19:02:00Z,1.32,98.61
2026-04-07T19:03:00Z,1.56,98.29
2026-04-07T19:04:00Z,1.00,99.00
2026-04-07T19:05:00Z,1.00,99.00
2026-04-07T19:06:00Z,1.38,99.00
2026-04-07T19:07:00Z,2.00,99.00
2026-04-07T19:08:00Z,1.44,98.51
2026-04-07T19:09:00Z,1.00,99.00
2026-04-07T19:10:00Z,1.00,99.00
2026-04-07T19:11:00Z,1.86,98.63
2026-04-07T19:12:00Z,2.74,98.46
2026-04-07T19:13:00Z,1.26,98.92
2026-04-07T19:14:00Z,1.00,99.00
2026-04-07T19:15:00Z,1.00,99.00
2026-04-07T19:16:00Z,1.00,99.00
2026-04-07T19:17:00Z,1.00,99.00
