# event_ticker=KXATPMATCH-26FEB22MOLBUR
# final_score=7-6(4) 0-6 6-4
# score_resolution=7-6 0-6 6-4
# match_winner=Elmer Moller
# fav_player=Elmer Moller
# dog_player=Roman Andres Burruchaga
# kalshi_date=2026-02-22
timestamp,Elmer Moller,Roman Andres Burruchaga
2026-02-24T05:33:00Z,,72.00
2026-02-24T05:39:00Z,29.00,72.00
2026-02-24T06:19:00Z,29.00,71.00
2026-02-24T06:24:00Z,29.00,71.00
2026-02-24T06:43:00Z,29.00,71.00
2026-02-24T06:58:00Z,29.90,71.00
2026-02-24T07:24:00Z,29.90,71.00
2026-02-24T07:45:00Z,29.90,71.00
2026-02-24T07:50:00Z,31.00,71.00
2026-02-24T08:01:00Z,31.00,71.00
2026-02-24T08:41:00Z,31.00,71.00
2026-02-24T09:03:00Z,31.00,71.00
2026-02-24T10:38:00Z,31.00,71.00
2026-02-24T11:03:00Z,31.00,70.00
2026-02-24T11:34:00Z,30.00,70.00
2026-02-24T12:12:00Z,30.00,71.00
2026-02-24T12:16:00Z,30.00,71.00
2026-02-24T12:18:00Z,30.00,71.00
2026-02-24T12:21:00Z,30.00,71.00
2026-02-24T12:43:00Z,30.00,71.00
2026-02-24T13:47:00Z,30.00,71.00
2026-02-24T14:10:00Z,30.00,71.00
2026-02-24T14:17:00Z,30.00,71.00
2026-02-24T14:18:00Z,30.00,71.00
2026-02-24T14:19:00Z,30.00,72.00
2026-02-24T14:26:00Z,30.00,71.00
2026-02-24T14:29:00Z,30.00,71.00
2026-02-24T14:32:00Z,30.00,71.00
2026-02-24T14:35:00Z,30.00,71.00
2026-02-24T14:39:00Z,30.00,71.74
2026-02-24T14:58:00Z,30.00,72.00
2026-02-24T15:02:00Z,30.00,71.00
2026-02-24T15:06:00Z,30.00,71.00
2026-02-24T15:10:00Z,30.00,72.00
2026-02-24T15:11:00Z,30.00,72.00
2026-02-24T15:14:00Z,30.00,72.00
2026-02-24T15:17:00Z,30.00,72.00
2026-02-24T15:29:00Z,30.00,72.00
2026-02-24T15:30:00Z,30.00,72.00
2026-02-24T15:33:00Z,30.00,72.00
2026-02-24T15:39:00Z,30.00,72.00
2026-02-24T15:44:00Z,30.00,72.00
2026-02-24T15:47:00Z,31.00,71.00
2026-02-24T15:48:00Z,31.00,69.00
2026-02-24T15:49:00Z,32.00,69.00
2026-02-24T15:50:00Z,32.00,69.00
2026-02-24T15:52:00Z,32.00,69.00
2026-02-24T15:54:00Z,33.78,69.00
2026-02-24T15:55:00Z,33.78,69.00
2026-02-24T15:56:00Z,33.78,69.00
2026-02-24T15:58:00Z,33.78,69.00
2026-02-24T15:59:00Z,33.78,69.00
2026-02-24T16:00:00Z,33.78,69.00
2026-02-24T16:01:00Z,33.78,69.00
2026-02-24T16:03:00Z,33.78,68.00
2026-02-24T16:04:00Z,34.00,68.00
2026-02-24T16:05:00Z,34.00,66.00
2026-02-24T16:08:00Z,34.92,66.00
2026-02-24T16:09:00Z,32.00,66.00
2026-02-24T16:10:00Z,32.00,66.00
2026-02-24T16:11:00Z,32.00,75.96
2026-02-24T16:12:00Z,29.09,69.00
2026-02-24T16:13:00Z,29.55,72.58
2026-02-24T16:14:00Z,29.00,73.87
2026-02-24T16:15:00Z,29.81,73.74
2026-02-24T16:16:00Z,27.79,74.49
2026-02-24T16:17:00Z,25.45,74.49
2026-02-24T16:18:00Z,21.50,78.99
2026-02-24T16:19:00Z,24.00,76.80
2026-02-24T16:20:00Z,21.26,79.61
2026-02-24T16:21:00Z,26.03,79.61
2026-02-24T16:22:00Z,29.00,73.00
2026-02-24T16:23:00Z,28.31,74.00
2026-02-24T16:24:00Z,26.95,74.00
2026-02-24T16:25:00Z,27.40,74.00
2026-02-24T16:26:00Z,19.22,80.55
2026-02-24T16:27:00Z,18.15,83.07
2026-02-24T16:28:00Z,19.75,82.16
2026-02-24T16:29:00Z,31.13,77.00
2026-02-24T16:30:00Z,28.22,76.00
2026-02-24T16:31:00Z,27.81,73.00
2026-02-24T16:32:00Z,30.79,73.22
2026-02-24T16:33:00Z,31.71,71.48
2026-02-24T16:34:00Z,25.58,78.14
2026-02-24T16:35:00Z,28.55,73.94
2026-02-24T16:36:00Z,32.52,68.87
2026-02-24T16:37:00Z,31.37,69.73
2026-02-24T16:38:00Z,36.46,68.51
2026-02-24T16:39:00Z,33.13,69.89
2026-02-24T16:40:00Z,26.78,74.06
2026-02-24T16:41:00Z,26.03,74.93
2026-02-24T16:42:00Z,24.37,77.76
2026-02-24T16:43:00Z,23.76,81.68
2026-02-24T16:44:00Z,29.88,72.90
2026-02-24T16:45:00Z,33.46,71.78
2026-02-24T16:46:00Z,31.01,68.44
2026-02-24T16:47:00Z,36.59,67.26
2026-02-24T16:48:00Z,30.01,73.43
2026-02-24T16:49:00Z,32.50,72.62
2026-02-24T16:50:00Z,25.61,75.00
2026-02-24T16:51:00Z,26.00,76.90
2026-02-24T16:52:00Z,23.06,82.98
2026-02-24T16:53:00Z,17.81,82.01
2026-02-24T16:54:00Z,15.61,84.71
2026-02-24T16:55:00Z,21.03,78.78
2026-02-24T16:56:00Z,22.85,78.92
2026-02-24T16:57:00Z,29.77,73.21
2026-02-24T16:58:00Z,31.89,74.28
2026-02-24T16:59:00Z,37.27,68.07
2026-02-24T17:00:00Z,44.59,53.48
2026-02-24T17:01:00Z,52.05,48.00
2026-02-24T17:02:00Z,50.72,47.67
2026-02-24T17:03:00Z,47.66,52.86
2026-02-24T17:04:00Z,48.32,51.68
2026-02-24T17:05:00Z,45.90,54.24
2026-02-24T17:06:00Z,36.77,65.05
2026-02-24T17:07:00Z,31.67,71.51
2026-02-24T17:08:00Z,31.02,69.32
2026-02-24T17:09:00Z,39.21,64.97
2026-02-24T17:10:00Z,40.31,63.57
2026-02-24T17:11:00Z,47.41,54.23
2026-02-24T17:12:00Z,43.99,59.73
2026-02-24T17:13:00Z,38.21,68.56
2026-02-24T17:14:00Z,42.11,63.35
2026-02-24T17:15:00Z,53.02,53.35
2026-02-24T17:16:00Z,58.26,41.93
2026-02-24T17:17:00Z,57.52,42.00
2026-02-24T17:18:00Z,58.86,42.79
2026-02-24T17:19:00Z,59.72,42.68
2026-02-24T17:20:00Z,56.21,46.01
2026-02-24T17:21:00Z,55.49,48.17
2026-02-24T17:22:00Z,44.24,55.39
2026-02-24T17:23:00Z,40.26,58.98
2026-02-24T17:24:00Z,45.82,55.04
2026-02-24T17:25:00Z,48.62,53.13
2026-02-24T17:26:00Z,45.79,55.64
2026-02-24T17:27:00Z,46.80,56.88
2026-02-24T17:28:00Z,48.44,53.31
2026-02-24T17:29:00Z,38.99,57.59
2026-02-24T17:30:00Z,41.34,59.38
2026-02-24T17:31:00Z,40.70,61.75
2026-02-24T17:32:00Z,34.05,66.37
2026-02-24T17:33:00Z,34.52,67.38
2026-02-24T17:34:00Z,32.77,68.45
2026-02-24T17:35:00Z,25.32,67.49
2026-02-24T17:36:00Z,28.64,70.83
2026-02-24T17:37:00Z,26.84,73.67
2026-02-24T17:38:00Z,25.69,75.33
2026-02-24T17:39:00Z,17.86,77.89
2026-02-24T17:40:00Z,20.83,79.10
2026-02-24T17:41:00Z,23.77,79.36
2026-02-24T17:42:00Z,20.16,81.02
2026-02-24T17:43:00Z,25.27,80.57
2026-02-24T17:44:00Z,26.78,81.32
2026-02-24T17:45:00Z,28.11,81.22
2026-02-24T17:46:00Z,25.00,81.98
2026-02-24T17:47:00Z,24.18,77.86
2026-02-24T17:48:00Z,26.05,77.07
2026-02-24T17:49:00Z,28.03,75.80
2026-02-24T17:50:00Z,31.52,70.69
2026-02-24T17:51:00Z,31.99,70.02
2026-02-24T17:52:00Z,29.19,73.36
2026-02-24T17:53:00Z,25.69,76.26
2026-02-24T17:54:00Z,25.06,75.96
2026-02-24T17:55:00Z,28.80,72.87
2026-02-24T17:56:00Z,25.90,75.51
2026-02-24T17:57:00Z,26.00,75.37
2026-02-24T17:58:00Z,20.83,80.96
2026-02-24T17:59:00Z,26.50,76.23
2026-02-24T18:00:00Z,31.07,69.72
2026-02-24T18:01:00Z,30.92,70.98
2026-02-24T18:02:00Z,32.20,70.51
2026-02-24T18:03:00Z,39.38,62.46
2026-02-24T18:04:00Z,47.20,53.83
2026-02-24T18:05:00Z,31.50,66.87
2026-02-24T18:06:00Z,31.05,67.77
2026-02-24T18:07:00Z,35.55,66.28
2026-02-24T18:08:00Z,34.99,66.28
2026-02-24T18:09:00Z,44.33,57.33
2026-02-24T18:10:00Z,44.30,59.22
2026-02-24T18:11:00Z,53.46,46.15
2026-02-24T18:12:00Z,58.15,43.20
2026-02-24T18:13:00Z,52.97,48.87
2026-02-24T18:14:00Z,40.62,59.52
2026-02-24T18:15:00Z,40.22,58.48
2026-02-24T18:16:00Z,39.58,63.06
2026-02-24T18:17:00Z,31.10,67.20
2026-02-24T18:18:00Z,36.76,64.68
2026-02-24T18:19:00Z,35.04,69.00
2026-02-24T18:20:00Z,40.63,64.85
2026-02-24T18:21:00Z,64.90,38.00
2026-02-24T18:22:00Z,69.86,33.05
2026-02-24T18:23:00Z,63.26,36.97
2026-02-24T18:24:00Z,66.31,39.89
2026-02-24T18:25:00Z,44.95,59.45
2026-02-24T18:26:00Z,38.96,67.74
2026-02-24T18:27:00Z,36.00,67.72
2026-02-24T18:28:00Z,31.04,70.66
2026-02-24T18:29:00Z,30.68,75.90
2026-02-24T18:30:00Z,43.66,58.95
2026-02-24T18:31:00Z,47.12,53.58
2026-02-24T18:32:00Z,52.09,52.49
2026-02-24T18:33:00Z,47.78,60.72
2026-02-24T18:34:00Z,42.71,61.61
2026-02-24T18:35:00Z,41.96,58.78
2026-02-24T18:36:00Z,76.66,20.09
2026-02-24T18:37:00Z,99.00,1.00
2026-02-24T18:38:00Z,99.00,1.00
2026-02-24T18:39:00Z,99.00,1.00
2026-02-24T18:40:00Z,99.00,1.00
2026-02-24T18:41:00Z,99.00,1.00
2026-02-24T18:42:00Z,99.00,1.00
