# event_ticker=KXATPCHALLENGERMATCH-26JUN04BARGOM
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Hynek Barton
# fav_player=Norbert Gombos
# dog_player=Hynek Barton
# kalshi_date=2026-06-04
timestamp,Hynek Barton,Norbert Gombos
2026-06-04T16:31:00Z,76.00,24.00
2026-06-04T16:35:00Z,76.00,23.63
2026-06-04T16:36:00Z,76.00,25.00
2026-06-04T16:39:00Z,76.08,23.39
2026-06-04T16:40:00Z,77.00,24.14
2026-06-04T16:41:00Z,74.00,27.00
2026-06-04T16:42:00Z,74.00,26.97
2026-06-04T16:43:00Z,74.54,25.96
2026-06-04T16:44:00Z,74.01,26.77
2026-06-04T16:45:00Z,74.32,25.17
2026-06-04T16:46:00Z,72.33,28.92
2026-06-04T16:47:00Z,72.00,29.00
2026-06-04T16:48:00Z,72.33,28.18
2026-06-04T16:49:00Z,73.56,27.99
2026-06-04T16:50:00Z,74.73,26.01
2026-06-04T16:51:00Z,70.93,29.43
2026-06-04T16:52:00Z,70.00,32.00
2026-06-04T16:53:00Z,70.45,30.00
2026-06-04T16:54:00Z,70.45,27.96
2026-06-04T16:55:00Z,74.00,25.65
2026-06-04T16:56:00Z,80.46,19.05
2026-06-04T16:57:00Z,79.09,21.76
2026-06-04T16:58:00Z,82.17,17.04
2026-06-04T16:59:00Z,79.97,21.48
2026-06-04T17:00:00Z,78.24,22.99
2026-06-04T17:01:00Z,78.37,21.82
2026-06-04T17:02:00Z,84.25,13.94
2026-06-04T17:03:00Z,88.00,12.89
2026-06-04T17:04:00Z,86.51,14.18
2026-06-04T17:05:00Z,87.90,13.08
2026-06-04T17:06:00Z,88.99,12.87
2026-06-04T17:07:00Z,89.67,11.86
2026-06-04T17:08:00Z,90.00,10.89
2026-06-04T17:09:00Z,90.00,11.00
2026-06-04T17:10:00Z,90.23,9.78
2026-06-04T17:11:00Z,92.00,9.00
2026-06-04T17:12:00Z,91.00,8.72
2026-06-04T17:13:00Z,91.00,9.20
2026-06-04T17:14:00Z,91.27,8.84
2026-06-04T17:15:00Z,93.00,8.00
2026-06-04T17:16:00Z,93.00,7.32
2026-06-04T17:17:00Z,91.01,9.17
2026-06-04T17:18:00Z,91.99,9.65
2026-06-04T17:19:00Z,92.00,10.57
2026-06-04T17:20:00Z,90.96,10.05
2026-06-04T17:21:00Z,91.32,9.22
2026-06-04T17:22:00Z,91.96,9.00
2026-06-04T17:23:00Z,91.00,9.00
2026-06-04T17:24:00Z,92.00,8.97
2026-06-04T17:25:00Z,93.00,6.48
2026-06-04T17:26:00Z,92.09,7.61
2026-06-04T17:27:00Z,92.71,8.68
2026-06-04T17:28:00Z,90.93,12.61
2026-06-04T17:29:00Z,92.00,8.99
2026-06-04T17:30:00Z,92.00,8.84
2026-06-04T17:31:00Z,91.00,9.95
2026-06-04T17:32:00Z,89.92,10.99
2026-06-04T17:33:00Z,89.92,11.35
2026-06-04T17:34:00Z,89.00,11.81
2026-06-04T17:35:00Z,89.00,11.08
2026-06-04T17:36:00Z,89.00,10.88
2026-06-04T17:37:00Z,88.00,10.21
2026-06-04T17:38:00Z,88.33,11.00
2026-06-04T17:39:00Z,89.00,10.00
2026-06-04T17:40:00Z,88.02,10.00
2026-06-04T17:41:00Z,88.02,10.71
2026-06-04T17:42:00Z,89.65,10.45
2026-06-04T17:43:00Z,89.65,11.92
2026-06-04T17:44:00Z,91.01,9.09
2026-06-04T17:45:00Z,91.00,9.95
2026-06-04T17:46:00Z,90.99,10.00
2026-06-04T17:47:00Z,90.99,11.14
2026-06-04T17:48:00Z,89.99,11.04
2026-06-04T17:49:00Z,87.96,12.75
2026-06-04T17:50:00Z,87.93,13.02
2026-06-04T17:51:00Z,87.92,12.91
2026-06-04T17:52:00Z,89.00,11.07
2026-06-04T17:53:00Z,89.20,10.90
2026-06-04T17:54:00Z,94.81,5.19
2026-06-04T17:55:00Z,97.52,3.42
2026-06-04T17:56:00Z,94.66,5.90
2026-06-04T17:57:00Z,90.16,7.68
2026-06-04T17:58:00Z,98.78,2.84
2026-06-04T17:59:00Z,98.78,1.00
