# event_ticker=KXATPMATCH-26APR12ZHADAR
# final_score=7-6(5) 3-6 6-1
# score_resolution=7-6 3-6 6-1
# match_winner=Luciano Darderi
# fav_player=Luciano Darderi
# dog_player=Zhizhen Zhang
# kalshi_date=2026-04-12
timestamp,Luciano Darderi,Zhizhen Zhang
2026-04-13T21:13:00Z,73.00,
2026-04-13T21:17:00Z,73.00,27.00
2026-04-13T21:29:00Z,73.00,27.00
2026-04-13T21:30:00Z,73.00,28.00
2026-04-13T21:34:00Z,73.00,28.00
2026-04-13T21:36:00Z,73.00,28.00
2026-04-13T21:40:00Z,73.00,28.00
2026-04-13T21:43:00Z,72.00,28.00
2026-04-13T21:50:00Z,73.00,28.00
2026-04-13T21:51:00Z,73.00,27.00
2026-04-13T21:59:00Z,73.00,27.00
2026-04-13T22:11:00Z,73.00,27.00
2026-04-13T22:21:00Z,73.00,28.00
2026-04-13T22:28:00Z,73.00,27.00
2026-04-13T22:45:00Z,73.00,27.00
2026-04-13T22:47:00Z,73.00,27.00
2026-04-13T23:05:00Z,72.55,27.00
2026-04-13T23:09:00Z,72.55,28.00
2026-04-13T23:18:00Z,74.00,28.00
2026-04-13T23:26:00Z,74.00,28.00
2026-04-13T23:32:00Z,74.00,28.00
2026-04-13T23:44:00Z,74.00,28.00
2026-04-13T23:50:00Z,74.00,28.00
2026-04-13T23:55:00Z,74.00,28.00
2026-04-13T23:57:00Z,74.00,28.00
2026-04-14T00:09:00Z,74.00,27.00
2026-04-14T00:19:00Z,74.00,27.00
2026-04-14T00:25:00Z,74.00,27.00
2026-04-14T00:32:00Z,74.00,27.00
2026-04-14T00:35:00Z,74.00,27.00
2026-04-14T00:57:00Z,73.00,27.00
2026-04-14T01:00:00Z,73.00,27.00
2026-04-14T01:10:00Z,73.00,27.00
2026-04-14T01:12:00Z,73.00,27.00
2026-04-14T01:13:00Z,74.00,27.00
2026-04-14T01:32:00Z,74.00,28.00
2026-04-14T01:50:00Z,73.00,28.00
2026-04-14T02:20:00Z,73.00,28.00
2026-04-14T02:26:00Z,73.00,28.00
2026-04-14T02:30:00Z,73.00,28.00
2026-04-14T02:37:00Z,73.00,28.00
2026-04-14T02:39:00Z,73.00,28.00
2026-04-14T02:41:00Z,73.00,28.00
2026-04-14T02:42:00Z,74.00,28.00
2026-04-14T02:57:00Z,74.00,28.00
2026-04-14T02:58:00Z,74.00,28.00
2026-04-14T02:59:00Z,74.00,27.00
2026-04-14T03:06:00Z,74.00,27.00
2026-04-14T03:07:00Z,74.00,27.00
2026-04-14T03:12:00Z,74.00,27.00
2026-04-14T03:24:00Z,74.00,27.00
2026-04-14T03:33:00Z,74.00,27.00
2026-04-14T03:48:00Z,74.00,27.00
2026-04-14T04:01:00Z,73.00,27.00
2026-04-14T04:07:00Z,73.00,27.00
2026-04-14T04:08:00Z,73.00,27.00
2026-04-14T04:09:00Z,73.00,27.00
2026-04-14T04:14:00Z,73.00,27.00
2026-04-14T04:19:00Z,72.00,27.00
2026-04-14T04:20:00Z,73.00,27.00
2026-04-14T04:24:00Z,73.00,27.00
2026-04-14T04:27:00Z,73.00,27.00
2026-04-14T04:37:00Z,73.00,28.00
2026-04-14T04:38:00Z,74.00,28.00
2026-04-14T04:40:00Z,74.00,28.00
2026-04-14T04:43:00Z,74.00,28.00
2026-04-14T04:50:00Z,75.00,28.00
2026-04-14T04:51:00Z,75.00,28.00
2026-04-14T04:55:00Z,75.00,28.00
2026-04-14T04:57:00Z,75.00,27.00
2026-04-14T04:58:00Z,75.00,27.00
2026-04-14T04:59:00Z,75.00,27.00
2026-04-14T05:00:00Z,75.00,27.00
2026-04-14T05:05:00Z,75.00,27.00
2026-04-14T05:07:00Z,75.00,27.00
2026-04-14T05:10:00Z,75.00,27.00
2026-04-14T05:13:00Z,75.00,27.00
2026-04-14T05:14:00Z,75.00,27.00
2026-04-14T05:15:00Z,75.00,26.00
2026-04-14T05:16:00Z,75.00,26.00
2026-04-14T05:17:00Z,75.00,26.00
2026-04-14T05:19:00Z,75.00,26.00
2026-04-14T05:21:00Z,75.00,26.00
2026-04-14T05:27:00Z,75.00,26.00
2026-04-14T05:30:00Z,75.00,26.00
2026-04-14T05:32:00Z,75.00,26.00
2026-04-14T05:33:00Z,75.00,26.00
2026-04-14T05:34:00Z,75.00,26.00
2026-04-14T05:35:00Z,75.00,26.00
2026-04-14T05:36:00Z,74.00,26.00
2026-04-14T05:38:00Z,75.00,26.00
2026-04-14T05:40:00Z,75.00,26.00
2026-04-14T05:41:00Z,75.00,26.00
2026-04-14T05:42:00Z,75.00,26.00
2026-04-14T05:44:00Z,75.00,26.00
2026-04-14T05:45:00Z,75.00,26.00
2026-04-14T05:46:00Z,75.00,26.00
2026-04-14T05:48:00Z,75.00,26.00
2026-04-14T06:01:00Z,75.00,26.00
2026-04-14T06:05:00Z,75.00,26.00
2026-04-14T06:06:00Z,75.00,26.00
2026-04-14T06:07:00Z,75.00,26.03
2026-04-14T06:09:00Z,75.00,26.03
2026-04-14T06:15:00Z,75.00,26.03
2026-04-14T06:16:00Z,75.00,26.03
2026-04-14T06:23:00Z,75.00,26.03
2026-04-14T06:48:00Z,75.00,26.03
2026-04-14T06:50:00Z,75.00,26.03
2026-04-14T06:51:00Z,75.00,27.00
2026-04-14T06:54:00Z,75.00,27.00
2026-04-14T06:58:00Z,75.00,27.00
2026-04-14T07:01:00Z,75.00,27.00
2026-04-14T07:20:00Z,75.00,27.00
2026-04-14T07:44:00Z,75.00,27.00
2026-04-14T07:45:00Z,75.00,27.00
2026-04-14T07:47:00Z,75.00,26.92
2026-04-14T08:03:00Z,75.00,26.00
2026-04-14T08:05:00Z,75.00,26.00
2026-04-14T08:06:00Z,75.00,26.00
2026-04-14T08:07:00Z,75.00,26.00
2026-04-14T08:09:00Z,75.00,26.00
2026-04-14T08:10:00Z,75.00,26.00
2026-04-14T08:13:00Z,75.00,26.00
2026-04-14T08:14:00Z,75.00,26.00
2026-04-14T08:16:00Z,75.00,26.00
2026-04-14T08:22:00Z,75.00,26.00
2026-04-14T08:23:00Z,75.00,26.00
2026-04-14T08:24:00Z,75.00,26.00
2026-04-14T08:25:00Z,75.00,26.00
2026-04-14T08:31:00Z,75.00,26.00
2026-04-14T08:34:00Z,75.00,25.00
2026-04-14T08:41:00Z,75.00,25.00
2026-04-14T08:43:00Z,75.00,25.00
2026-04-14T08:47:00Z,75.00,26.00
2026-04-14T08:49:00Z,75.00,26.00
2026-04-14T08:51:00Z,75.00,26.00
2026-04-14T08:55:00Z,75.00,26.00
2026-04-14T08:59:00Z,75.00,26.00
2026-04-14T09:03:00Z,75.00,26.00
2026-04-14T09:04:00Z,75.00,26.00
2026-04-14T09:05:00Z,75.29,26.00
2026-04-14T09:06:00Z,76.00,26.00
2026-04-14T09:07:00Z,76.00,26.00
2026-04-14T09:08:00Z,76.00,26.00
2026-04-14T09:09:00Z,74.53,27.00
2026-04-14T09:10:00Z,73.07,27.93
2026-04-14T09:11:00Z,76.85,27.93
2026-04-14T09:12:00Z,78.43,25.00
2026-04-14T09:13:00Z,79.89,21.30
2026-04-14T09:14:00Z,80.13,19.27
2026-04-14T09:15:00Z,80.57,20.00
2026-04-14T09:16:00Z,76.92,25.50
2026-04-14T09:17:00Z,74.97,27.12
2026-04-14T09:18:00Z,73.00,28.00
2026-04-14T09:19:00Z,73.83,26.00
2026-04-14T09:20:00Z,66.54,33.08
2026-04-14T09:21:00Z,58.03,42.00
2026-04-14T09:22:00Z,58.57,42.01
2026-04-14T09:23:00Z,61.36,42.00
2026-04-14T09:24:00Z,64.50,40.11
2026-04-14T09:25:00Z,71.28,31.87
2026-04-14T09:26:00Z,75.46,24.23
2026-04-14T09:27:00Z,75.00,25.00
2026-04-14T09:28:00Z,78.00,23.00
2026-04-14T09:29:00Z,78.00,22.75
2026-04-14T09:30:00Z,77.77,23.00
2026-04-14T09:31:00Z,74.93,24.00
2026-04-14T09:32:00Z,73.00,27.16
2026-04-14T09:33:00Z,73.00,30.00
2026-04-14T09:34:00Z,75.00,30.00
2026-04-14T09:35:00Z,77.00,25.00
2026-04-14T09:36:00Z,77.00,23.85
2026-04-14T09:37:00Z,82.47,18.01
2026-04-14T09:38:00Z,75.90,25.19
2026-04-14T09:39:00Z,73.00,26.41
2026-04-14T09:40:00Z,71.00,27.57
2026-04-14T09:41:00Z,64.37,37.25
2026-04-14T09:42:00Z,70.97,33.12
2026-04-14T09:43:00Z,70.97,25.00
2026-04-14T09:44:00Z,75.14,24.79
2026-04-14T09:45:00Z,72.89,28.00
2026-04-14T09:46:00Z,78.00,27.09
2026-04-14T09:47:00Z,72.44,27.09
2026-04-14T09:48:00Z,73.15,26.00
2026-04-14T09:49:00Z,73.15,25.00
2026-04-14T09:50:00Z,76.00,25.00
2026-04-14T09:51:00Z,69.15,30.30
2026-04-14T09:52:00Z,70.63,30.60
2026-04-14T09:53:00Z,70.63,27.42
2026-04-14T09:54:00Z,80.20,17.21
