# event_ticker=KXATPCHALLENGERMATCH-26APR09CASDIA
# final_score=5-2 RET
# match_winner=Hernan Casanova
# fav_player=Facundo Diaz Acosta
# dog_player=Hernan Casanova
# kalshi_date=2026-04-09
timestamp,Facundo Diaz Acosta,Hernan Casanova
2026-04-09T15:07:00Z,81.00,19.00
2026-04-09T15:09:00Z,83.00,19.00
2026-04-09T15:13:00Z,82.54,19.00
2026-04-09T15:17:00Z,83.00,19.00
2026-04-09T15:18:00Z,83.00,19.00
2026-04-09T15:24:00Z,83.00,19.00
2026-04-09T15:27:00Z,83.00,19.00
2026-04-09T15:29:00Z,83.00,19.00
2026-04-09T15:32:00Z,83.00,19.00
2026-04-09T15:37:00Z,83.00,19.00
2026-04-09T15:40:00Z,82.00,19.00
2026-04-09T15:50:00Z,82.00,19.00
2026-04-09T15:51:00Z,83.00,19.00
2026-04-09T15:52:00Z,83.00,19.00
2026-04-09T15:54:00Z,83.00,19.00
2026-04-09T15:57:00Z,83.00,19.00
2026-04-09T15:58:00Z,83.00,19.00
2026-04-09T16:01:00Z,83.00,19.00
2026-04-09T16:03:00Z,83.00,19.00
2026-04-09T16:04:00Z,83.00,19.00
2026-04-09T16:07:00Z,83.00,19.00
2026-04-09T16:09:00Z,83.00,19.00
2026-04-09T16:10:00Z,82.00,19.00
2026-04-09T16:11:00Z,82.00,19.00
2026-04-09T16:12:00Z,82.00,19.00
2026-04-09T16:17:00Z,83.00,19.00
2026-04-09T16:18:00Z,83.00,19.00
2026-04-09T16:20:00Z,83.00,19.00
2026-04-09T16:21:00Z,83.00,19.00
2026-04-09T16:22:00Z,83.00,19.00
2026-04-09T16:23:00Z,83.00,18.00
2026-04-09T16:24:00Z,83.00,18.00
2026-04-09T16:25:00Z,83.00,19.00
2026-04-09T16:27:00Z,83.00,19.00
2026-04-09T16:29:00Z,83.00,19.00
2026-04-09T16:30:00Z,83.00,19.00
2026-04-09T16:35:00Z,82.98,19.00
2026-04-09T16:37:00Z,82.97,19.00
2026-04-09T16:39:00Z,83.00,19.00
2026-04-09T16:40:00Z,83.00,19.00
2026-04-09T16:41:00Z,83.00,19.00
2026-04-09T16:42:00Z,83.00,19.00
2026-04-09T16:47:00Z,83.00,18.00
2026-04-09T16:48:00Z,84.00,18.00
2026-04-09T16:49:00Z,84.00,18.00
2026-04-09T16:50:00Z,84.00,16.00
2026-04-09T16:51:00Z,84.00,18.00
2026-04-09T16:52:00Z,84.00,18.00
2026-04-09T16:53:00Z,84.00,18.00
2026-04-09T16:54:00Z,84.00,18.00
2026-04-09T16:55:00Z,84.00,18.00
2026-04-09T16:56:00Z,83.00,18.00
2026-04-09T16:57:00Z,84.00,17.61
2026-04-09T16:58:00Z,85.01,15.12
2026-04-09T16:59:00Z,87.00,14.57
2026-04-09T17:00:00Z,86.09,16.00
2026-04-09T17:01:00Z,87.00,15.00
2026-04-09T17:02:00Z,87.98,13.00
2026-04-09T17:03:00Z,85.99,17.43
2026-04-09T17:04:00Z,84.50,17.02
2026-04-09T17:05:00Z,87.11,13.69
2026-04-09T17:06:00Z,82.00,17.75
2026-04-09T17:07:00Z,82.04,16.06
2026-04-09T17:08:00Z,84.47,14.40
2026-04-09T17:09:00Z,84.47,19.25
2026-04-09T17:10:00Z,84.47,18.38
2026-04-09T17:11:00Z,80.87,22.38
2026-04-09T17:12:00Z,76.94,23.52
2026-04-09T17:13:00Z,76.81,21.75
2026-04-09T17:14:00Z,69.97,27.05
2026-04-09T17:15:00Z,69.00,31.00
2026-04-09T17:16:00Z,66.42,33.15
2026-04-09T17:17:00Z,62.14,39.31
2026-04-09T17:18:00Z,59.61,41.07
2026-04-09T17:19:00Z,56.52,45.87
2026-04-09T17:20:00Z,52.74,47.65
2026-04-09T17:21:00Z,48.85,52.05
2026-04-09T17:22:00Z,49.09,52.05
2026-04-09T17:23:00Z,47.46,54.51
2026-04-09T17:24:00Z,47.02,54.88
2026-04-09T17:25:00Z,45.84,54.84
2026-04-09T17:26:00Z,50.56,54.02
2026-04-09T17:27:00Z,51.28,55.00
2026-04-09T17:28:00Z,43.18,61.88
2026-04-09T17:29:00Z,42.28,60.46
2026-04-09T17:30:00Z,49.79,54.35
2026-04-09T17:31:00Z,47.93,55.49
2026-04-09T17:32:00Z,47.03,55.88
2026-04-09T17:33:00Z,10.84,88.75
2026-04-09T17:34:00Z,2.58,98.15
2026-04-09T17:35:00Z,1.00,99.00
2026-04-09T17:36:00Z,1.00,99.00
2026-04-09T17:37:00Z,1.00,99.00
