# event_ticker=KXATPMATCH-26MAR07HUMMIC
# final_score=7-5 6-7(5) 7-6(6)
# score_resolution=7-5 6-7 7-6
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Ugo Humbert
# kalshi_date=2026-03-07
timestamp,Alex Michelsen,Ugo Humbert
2026-03-07T15:48:00Z,51.00,50.50
2026-03-07T15:49:00Z,51.00,51.00
2026-03-07T15:57:00Z,51.00,51.00
2026-03-07T15:58:00Z,51.00,51.00
2026-03-07T15:59:00Z,51.00,51.00
2026-03-07T16:04:00Z,51.00,51.00
2026-03-07T16:05:00Z,51.00,51.00
2026-03-07T16:11:00Z,51.00,51.00
2026-03-07T16:12:00Z,51.00,51.00
2026-03-07T16:13:00Z,51.00,51.00
2026-03-07T16:21:00Z,51.00,51.00
2026-03-07T16:24:00Z,51.00,51.00
2026-03-07T16:29:00Z,51.00,50.00
2026-03-07T16:30:00Z,51.00,49.00
2026-03-07T16:32:00Z,51.00,51.00
2026-03-07T16:35:00Z,51.00,51.00
2026-03-07T16:50:00Z,51.00,51.00
2026-03-07T16:52:00Z,51.00,51.00
2026-03-07T16:57:00Z,51.00,51.00
2026-03-07T16:58:00Z,51.00,51.00
2026-03-07T16:59:00Z,51.00,51.00
2026-03-07T17:01:00Z,51.00,51.00
2026-03-07T17:05:00Z,51.00,51.00
2026-03-07T17:06:00Z,51.00,51.00
2026-03-07T17:18:00Z,51.00,51.00
2026-03-07T17:19:00Z,51.00,51.00
2026-03-07T17:22:00Z,51.00,51.00
2026-03-07T17:34:00Z,51.00,51.00
2026-03-07T17:36:00Z,50.00,51.00
2026-03-07T17:38:00Z,50.00,51.00
2026-03-07T17:40:00Z,50.00,51.00
2026-03-07T17:41:00Z,50.00,51.00
2026-03-07T17:44:00Z,50.00,51.00
2026-03-07T17:46:00Z,50.00,51.00
2026-03-07T17:48:00Z,50.00,51.00
2026-03-07T17:50:00Z,48.02,51.00
2026-03-07T17:53:00Z,49.00,51.00
2026-03-07T17:54:00Z,49.00,51.00
2026-03-07T18:04:00Z,49.00,51.00
2026-03-07T18:12:00Z,49.00,51.00
2026-03-07T18:16:00Z,49.00,51.00
2026-03-07T18:20:00Z,49.96,51.00
2026-03-07T18:21:00Z,49.96,51.00
2026-03-07T18:24:00Z,49.96,51.00
2026-03-07T18:26:00Z,49.96,51.00
2026-03-07T18:31:00Z,50.00,51.00
2026-03-07T18:33:00Z,50.00,51.00
2026-03-07T18:41:00Z,50.00,51.00
2026-03-07T18:42:00Z,50.00,51.00
2026-03-07T18:43:00Z,50.00,51.00
2026-03-07T18:46:00Z,50.00,51.00
2026-03-07T18:50:00Z,50.00,51.00
2026-03-07T18:53:00Z,50.00,51.00
2026-03-07T18:57:00Z,50.00,51.00
2026-03-07T19:02:00Z,50.00,51.00
2026-03-07T19:03:00Z,50.00,51.00
2026-03-07T19:05:00Z,50.00,51.00
2026-03-07T19:07:00Z,50.00,51.00
2026-03-07T19:10:00Z,50.00,51.00
2026-03-07T19:17:00Z,50.00,51.00
2026-03-07T19:23:00Z,50.00,51.00
2026-03-07T19:24:00Z,50.00,51.00
2026-03-07T19:25:00Z,49.00,51.00
2026-03-07T19:27:00Z,49.00,51.00
2026-03-07T19:40:00Z,49.00,51.00
2026-03-07T19:46:00Z,49.00,51.00
2026-03-07T19:50:00Z,49.00,52.00
2026-03-07T19:53:00Z,50.00,52.00
2026-03-07T19:56:00Z,50.00,52.00
2026-03-07T20:17:00Z,50.00,52.00
2026-03-07T20:18:00Z,50.00,52.00
2026-03-07T20:34:00Z,50.00,52.00
2026-03-07T20:38:00Z,50.00,52.00
2026-03-07T20:51:00Z,51.00,52.00
2026-03-07T20:54:00Z,51.00,52.00
2026-03-07T20:55:00Z,51.00,52.00
2026-03-07T20:57:00Z,49.02,52.00
2026-03-07T21:00:00Z,51.00,52.00
2026-03-07T21:03:00Z,51.00,52.00
2026-03-07T21:14:00Z,51.00,51.00
2026-03-07T21:26:00Z,51.00,51.00
2026-03-07T21:28:00Z,51.00,51.00
2026-03-07T21:29:00Z,51.00,51.00
2026-03-07T21:30:00Z,51.22,51.00
2026-03-07T21:32:00Z,51.22,51.00
2026-03-07T21:35:00Z,51.00,51.00
2026-03-07T21:41:00Z,51.00,51.00
2026-03-07T21:42:00Z,51.00,51.00
2026-03-07T21:44:00Z,51.00,51.00
2026-03-07T21:47:00Z,52.00,51.00
2026-03-07T21:48:00Z,52.00,50.00
2026-03-07T21:50:00Z,52.00,50.00
2026-03-07T21:51:00Z,52.00,50.00
2026-03-07T21:52:00Z,52.00,49.00
2026-03-07T21:53:00Z,52.00,49.00
2026-03-07T21:57:00Z,52.00,49.00
2026-03-07T21:58:00Z,52.00,49.00
2026-03-07T22:00:00Z,52.00,50.00
2026-03-07T22:01:00Z,52.00,50.00
2026-03-07T22:04:00Z,51.00,50.00
2026-03-07T22:05:00Z,52.00,50.00
2026-03-07T22:06:00Z,52.00,50.00
2026-03-07T22:09:00Z,52.00,50.00
2026-03-07T22:10:00Z,52.00,50.00
2026-03-07T22:11:00Z,52.00,50.00
2026-03-07T22:17:00Z,52.00,50.00
2026-03-07T22:18:00Z,53.00,50.00
2026-03-07T22:23:00Z,53.00,50.00
2026-03-07T22:27:00Z,53.00,50.00
2026-03-07T22:39:00Z,53.00,50.00
2026-03-07T22:45:00Z,52.27,50.00
2026-03-07T22:53:00Z,52.27,50.00
2026-03-07T22:56:00Z,53.00,50.00
2026-03-07T23:03:00Z,53.00,50.00
2026-03-07T23:05:00Z,53.00,50.00
2026-03-07T23:06:00Z,53.00,50.00
2026-03-07T23:14:00Z,53.00,50.00
2026-03-07T23:16:00Z,53.00,50.00
2026-03-07T23:17:00Z,53.00,50.00
2026-03-07T23:29:00Z,53.00,50.00
2026-03-07T23:30:00Z,53.00,50.00
2026-03-07T23:32:00Z,53.00,50.00
2026-03-07T23:34:00Z,53.00,50.00
2026-03-07T23:36:00Z,53.00,50.00
2026-03-07T23:37:00Z,53.00,50.00
2026-03-07T23:38:00Z,53.00,50.00
2026-03-07T23:41:00Z,53.00,50.00
2026-03-07T23:42:00Z,53.00,50.00
2026-03-07T23:48:00Z,53.00,50.00
2026-03-07T23:52:00Z,53.00,50.00
2026-03-08T00:01:00Z,53.00,49.00
2026-03-08T00:02:00Z,53.00,50.00
2026-03-08T00:04:00Z,53.00,50.00
2026-03-08T00:05:00Z,53.00,50.00
2026-03-08T00:06:00Z,53.00,50.00
2026-03-08T00:07:00Z,53.00,50.00
2026-03-08T00:08:00Z,53.00,50.00
2026-03-08T00:14:00Z,52.00,50.00
2026-03-08T00:15:00Z,53.00,50.00
2026-03-08T00:19:00Z,53.89,49.00
2026-03-08T00:21:00Z,54.00,49.05
2026-03-08T00:26:00Z,54.00,50.00
2026-03-08T00:30:00Z,54.00,49.00
