# event_ticker=KXATPCHALLENGERMATCH-26MAR13NAVROY
# final_score=6-2 7-6(5)
# score_resolution=6-2 7-6
# match_winner=Mariano Navone
# fav_player=Mariano Navone
# dog_player=Valentin Royer
# kalshi_date=2026-03-13
timestamp,Mariano Navone,Valentin Royer
2026-03-13T21:19:00Z,68.06,32.00
2026-03-13T21:20:00Z,69.17,30.03
2026-03-13T21:21:00Z,71.00,28.51
2026-03-13T21:22:00Z,73.91,27.28
2026-03-13T21:23:00Z,75.58,25.85
2026-03-13T21:24:00Z,77.10,24.63
2026-03-13T21:25:00Z,75.98,25.08
2026-03-13T21:26:00Z,82.85,21.50
2026-03-13T21:27:00Z,83.43,18.81
2026-03-13T21:28:00Z,81.96,18.99
2026-03-13T21:29:00Z,84.73,19.69
2026-03-13T21:30:00Z,81.12,20.97
2026-03-13T21:31:00Z,92.99,8.56
2026-03-13T21:32:00Z,94.97,5.99
2026-03-13T21:33:00Z,93.75,6.52
2026-03-13T21:34:00Z,88.86,15.47
2026-03-13T21:35:00Z,86.46,12.77
2026-03-13T21:36:00Z,93.28,7.71
2026-03-13T21:37:00Z,84.43,17.29
2026-03-13T21:38:00Z,73.72,25.87
2026-03-13T21:39:00Z,75.37,24.34
2026-03-13T21:40:00Z,73.67,27.93
2026-03-13T21:41:00Z,75.15,24.82
2026-03-13T21:42:00Z,72.60,30.68
2026-03-13T21:43:00Z,83.14,18.26
2026-03-13T21:44:00Z,83.32,18.28
2026-03-13T21:45:00Z,79.56,27.43
2026-03-13T21:46:00Z,69.08,31.13
2026-03-13T21:47:00Z,68.94,31.66
2026-03-13T21:48:00Z,63.00,36.02
2026-03-13T21:49:00Z,65.50,35.65
2026-03-13T21:50:00Z,54.53,46.01
2026-03-13T21:51:00Z,56.93,42.23
2026-03-13T21:52:00Z,64.79,35.79
2026-03-13T21:53:00Z,71.83,31.74
2026-03-13T21:54:00Z,68.42,34.66
2026-03-13T21:55:00Z,70.21,30.15
2026-03-13T21:56:00Z,68.10,31.00
2026-03-13T21:57:00Z,73.87,25.23
2026-03-13T21:58:00Z,79.25,18.07
2026-03-13T21:59:00Z,77.21,25.47
2026-03-13T22:00:00Z,78.31,22.63
2026-03-13T22:01:00Z,71.48,29.90
2026-03-13T22:02:00Z,59.11,39.37
2026-03-13T22:03:00Z,61.87,40.21
2026-03-13T22:04:00Z,67.17,31.89
2026-03-13T22:05:00Z,84.70,15.89
2026-03-13T22:06:00Z,81.93,23.62
2026-03-13T22:07:00Z,98.42,3.39
2026-03-13T22:08:00Z,99.00,3.39
2026-03-13T22:09:00Z,99.00,1.00
2026-03-13T22:10:00Z,99.00,1.00
2026-03-13T22:11:00Z,99.00,1.00
2026-03-13T22:12:00Z,99.00,1.00
2026-03-13T22:13:00Z,99.00,1.00
