# event_ticker=KXATPCHALLENGERMATCH-26MAR13NAVROY
# final_score=6-2 7-6(5)
# score_resolution=6-2 7-6
# match_winner=Mariano Navone
# fav_player=Mariano Navone
# dog_player=Valentin Royer
# kalshi_date=2026-03-13
timestamp,Mariano Navone,Valentin Royer
2026-03-13T11:20:00Z,,58.00
2026-03-13T12:06:00Z,45.00,58.00
2026-03-13T12:11:00Z,45.00,57.00
2026-03-13T12:12:00Z,45.00,57.00
2026-03-13T12:17:00Z,45.00,57.00
2026-03-13T12:21:00Z,45.00,57.00
2026-03-13T12:57:00Z,45.27,57.00
2026-03-13T13:19:00Z,45.27,58.00
2026-03-13T13:21:00Z,46.00,58.00
2026-03-13T13:22:00Z,46.00,58.00
2026-03-13T13:23:00Z,46.00,57.00
2026-03-13T13:59:00Z,46.00,57.00
2026-03-13T14:18:00Z,46.00,57.00
2026-03-13T14:28:00Z,43.00,57.00
2026-03-13T14:38:00Z,43.00,59.00
2026-03-13T14:45:00Z,43.00,59.00
2026-03-13T15:41:00Z,43.00,58.00
2026-03-13T16:07:00Z,43.00,58.00
2026-03-13T16:22:00Z,43.00,58.00
2026-03-13T16:31:00Z,43.00,59.00
2026-03-13T16:36:00Z,43.00,58.00
2026-03-13T16:41:00Z,43.00,58.00
2026-03-13T16:52:00Z,43.00,58.00
2026-03-13T16:53:00Z,43.00,58.00
2026-03-13T16:54:00Z,43.00,57.00
2026-03-13T16:58:00Z,43.00,58.00
2026-03-13T17:02:00Z,43.00,58.00
2026-03-13T17:03:00Z,43.97,58.00
2026-03-13T17:04:00Z,44.00,57.00
2026-03-13T17:05:00Z,44.00,57.00
2026-03-13T17:28:00Z,44.00,57.00
2026-03-13T17:46:00Z,43.00,57.00
2026-03-13T17:53:00Z,43.00,57.00
2026-03-13T18:00:00Z,43.00,57.00
2026-03-13T18:02:00Z,43.00,57.00
2026-03-13T18:15:00Z,43.00,57.00
2026-03-13T18:18:00Z,43.00,57.30
2026-03-13T18:39:00Z,43.00,58.00
2026-03-13T18:42:00Z,43.00,58.00
2026-03-13T18:44:00Z,43.00,58.00
2026-03-13T18:50:00Z,43.00,59.12
2026-03-13T18:52:00Z,43.00,60.00
2026-03-13T18:53:00Z,43.00,60.00
2026-03-13T18:58:00Z,43.00,60.00
2026-03-13T19:07:00Z,43.00,60.00
2026-03-13T19:16:00Z,43.00,60.00
2026-03-13T19:23:00Z,43.00,60.00
2026-03-13T19:32:00Z,43.00,60.00
2026-03-13T19:35:00Z,43.00,60.00
2026-03-13T19:36:00Z,43.00,60.00
2026-03-13T19:41:00Z,42.00,60.00
2026-03-13T19:42:00Z,42.00,60.00
2026-03-13T19:53:00Z,42.00,60.00
2026-03-13T20:01:00Z,42.00,60.00
2026-03-13T20:02:00Z,42.00,60.88
2026-03-13T20:03:00Z,42.00,60.88
2026-03-13T20:04:00Z,42.00,60.26
2026-03-13T20:06:00Z,42.00,60.26
2026-03-13T20:07:00Z,42.00,60.00
2026-03-13T20:08:00Z,42.00,60.41
2026-03-13T20:10:00Z,39.84,60.41
2026-03-13T20:11:00Z,45.24,55.63
2026-03-13T20:12:00Z,50.34,52.26
2026-03-13T20:13:00Z,55.85,49.32
2026-03-13T20:14:00Z,56.00,44.00
2026-03-13T20:15:00Z,55.00,48.71
2026-03-13T20:16:00Z,57.30,42.01
2026-03-13T20:17:00Z,60.92,40.90
2026-03-13T20:18:00Z,62.00,39.00
2026-03-13T20:19:00Z,59.50,39.04
2026-03-13T20:20:00Z,63.66,39.00
2026-03-13T20:21:00Z,63.97,39.31
2026-03-13T20:22:00Z,60.00,39.09
2026-03-13T20:23:00Z,60.00,41.01
2026-03-13T20:24:00Z,61.64,38.45
2026-03-13T20:25:00Z,67.00,38.45
2026-03-13T20:26:00Z,68.00,34.17
2026-03-13T20:27:00Z,71.96,27.78
2026-03-13T20:28:00Z,75.53,22.63
2026-03-13T20:29:00Z,75.53,23.00
2026-03-13T20:30:00Z,77.00,24.04
2026-03-13T20:31:00Z,72.33,27.81
2026-03-13T20:32:00Z,71.62,26.45
2026-03-13T20:33:00Z,76.40,23.63
2026-03-13T20:34:00Z,79.31,21.16
2026-03-13T20:35:00Z,79.00,22.21
2026-03-13T20:36:00Z,77.18,23.42
2026-03-13T20:37:00Z,77.18,24.20
2026-03-13T20:38:00Z,76.00,25.00
2026-03-13T20:40:00Z,74.00,28.59
2026-03-13T20:41:00Z,75.20,24.00
2026-03-13T20:42:00Z,76.92,23.56
2026-03-13T20:43:00Z,77.00,24.08
2026-03-13T20:44:00Z,77.00,24.00
2026-03-13T20:45:00Z,77.00,24.00
2026-03-13T20:46:00Z,75.61,24.05
2026-03-13T20:47:00Z,73.00,26.36
2026-03-13T20:48:00Z,73.00,28.77
2026-03-13T20:49:00Z,69.17,29.22
2026-03-13T20:50:00Z,71.95,28.80
2026-03-13T20:51:00Z,77.01,23.04
2026-03-13T20:52:00Z,78.00,22.81
2026-03-13T20:53:00Z,76.85,25.26
2026-03-13T20:54:00Z,78.54,25.88
2026-03-13T20:55:00Z,82.88,15.35
2026-03-13T20:56:00Z,89.89,10.96
2026-03-13T20:57:00Z,90.00,10.86
2026-03-13T20:58:00Z,91.00,10.00
2026-03-13T20:59:00Z,89.01,12.19
2026-03-13T21:00:00Z,89.71,11.46
2026-03-13T21:01:00Z,89.90,12.61
2026-03-13T21:02:00Z,92.00,9.18
2026-03-13T21:03:00Z,90.94,9.26
2026-03-13T21:04:00Z,89.56,11.13
2026-03-13T21:05:00Z,89.00,11.96
2026-03-13T21:06:00Z,89.00,12.00
2026-03-13T21:07:00Z,84.95,14.07
2026-03-13T21:08:00Z,75.91,22.21
2026-03-13T21:09:00Z,74.50,23.56
2026-03-13T21:10:00Z,75.15,25.03
2026-03-13T21:11:00Z,75.15,29.07
2026-03-13T21:12:00Z,81.58,26.77
2026-03-13T21:13:00Z,79.49,23.86
2026-03-13T21:14:00Z,74.29,29.53
2026-03-13T21:15:00Z,73.47,28.92
2026-03-13T21:16:00Z,71.60,28.29
2026-03-13T21:17:00Z,74.44,28.09
2026-03-13T21:18:00Z,68.06,30.70
