# event_ticker=KXATPMATCH-26MAY06UGOSHE
# final_score=6-3 4-6 7-6(5)
# score_resolution=6-3 4-6 7-6
# match_winner=Alexander Shevchenko
# fav_player=Alexander Shevchenko
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2026-05-06
timestamp,Camilo Ugo Carabelli,Alexander Shevchenko
2026-05-05T23:10:00Z,67.00,
2026-05-05T23:20:00Z,67.00,
2026-05-05T23:22:00Z,67.00,
2026-05-05T23:35:00Z,67.00,
2026-05-05T23:38:00Z,67.00,33.00
2026-05-05T23:55:00Z,68.00,33.00
2026-05-06T00:06:00Z,66.33,33.00
2026-05-06T00:08:00Z,67.00,33.00
2026-05-06T00:14:00Z,67.00,33.00
2026-05-06T00:26:00Z,67.00,33.00
2026-05-06T00:31:00Z,67.00,34.00
2026-05-06T00:32:00Z,67.33,34.00
2026-05-06T00:36:00Z,67.00,34.00
2026-05-06T00:37:00Z,67.00,34.00
2026-05-06T00:42:00Z,68.00,34.00
2026-05-06T00:43:00Z,68.00,34.00
2026-05-06T00:51:00Z,68.00,34.00
2026-05-06T01:37:00Z,67.00,34.00
2026-05-06T01:39:00Z,67.00,34.00
2026-05-06T01:40:00Z,67.00,34.00
2026-05-06T01:46:00Z,68.00,34.00
2026-05-06T02:07:00Z,68.00,34.00
2026-05-06T02:11:00Z,68.00,34.00
2026-05-06T02:13:00Z,67.00,34.00
2026-05-06T02:17:00Z,68.00,34.00
2026-05-06T02:33:00Z,68.00,34.00
2026-05-06T02:35:00Z,68.00,34.00
2026-05-06T02:37:00Z,68.00,34.00
2026-05-06T02:45:00Z,69.00,34.00
2026-05-06T02:55:00Z,69.00,34.00
2026-05-06T02:58:00Z,69.00,34.00
2026-05-06T02:59:00Z,69.00,34.00
2026-05-06T03:00:00Z,69.00,34.00
2026-05-06T03:01:00Z,69.00,33.00
2026-05-06T03:02:00Z,69.00,33.00
2026-05-06T03:04:00Z,69.00,33.00
2026-05-06T03:05:00Z,69.00,33.00
2026-05-06T03:16:00Z,69.00,33.00
2026-05-06T03:18:00Z,69.00,33.00
2026-05-06T03:19:00Z,68.00,33.00
2026-05-06T03:24:00Z,69.00,33.00
2026-05-06T03:25:00Z,69.00,33.00
2026-05-06T03:28:00Z,69.00,33.00
2026-05-06T03:35:00Z,69.00,33.00
2026-05-06T03:37:00Z,69.00,33.00
2026-05-06T03:38:00Z,69.00,33.00
2026-05-06T03:40:00Z,69.00,33.00
2026-05-06T03:42:00Z,69.00,33.00
2026-05-06T03:44:00Z,69.00,33.00
2026-05-06T03:45:00Z,69.00,33.00
2026-05-06T03:51:00Z,69.00,33.00
2026-05-06T03:52:00Z,69.00,33.00
2026-05-06T04:05:00Z,69.00,33.00
2026-05-06T04:06:00Z,69.00,33.00
2026-05-06T04:07:00Z,69.00,33.00
2026-05-06T04:09:00Z,69.00,33.00
2026-05-06T04:13:00Z,69.00,33.00
2026-05-06T04:17:00Z,69.00,33.00
2026-05-06T04:20:00Z,69.00,32.00
2026-05-06T04:22:00Z,69.00,32.00
2026-05-06T04:31:00Z,69.00,32.00
2026-05-06T04:37:00Z,69.00,32.00
2026-05-06T04:41:00Z,69.00,32.00
2026-05-06T04:45:00Z,69.00,32.00
2026-05-06T04:47:00Z,69.00,32.00
2026-05-06T04:48:00Z,69.00,32.00
2026-05-06T04:55:00Z,69.00,32.00
2026-05-06T04:56:00Z,69.00,32.00
2026-05-06T04:57:00Z,69.00,32.00
2026-05-06T05:00:00Z,69.16,32.00
2026-05-06T05:01:00Z,69.00,32.00
2026-05-06T05:06:00Z,69.00,32.00
2026-05-06T05:09:00Z,69.00,32.00
2026-05-06T05:13:00Z,69.00,32.00
2026-05-06T05:14:00Z,69.00,32.00
2026-05-06T05:18:00Z,69.00,32.00
2026-05-06T05:22:00Z,69.00,32.00
2026-05-06T05:26:00Z,69.00,32.00
2026-05-06T05:29:00Z,69.00,32.00
2026-05-06T05:35:00Z,69.00,32.00
2026-05-06T05:37:00Z,69.00,32.00
2026-05-06T05:41:00Z,69.00,32.00
2026-05-06T05:44:00Z,69.00,32.00
2026-05-06T05:49:00Z,70.00,32.00
2026-05-06T05:51:00Z,70.00,32.00
2026-05-06T05:58:00Z,70.00,32.00
2026-05-06T06:12:00Z,70.00,32.00
2026-05-06T06:16:00Z,70.00,32.00
2026-05-06T06:23:00Z,70.00,32.00
2026-05-06T06:27:00Z,70.00,32.00
2026-05-06T06:29:00Z,70.00,31.00
2026-05-06T06:33:00Z,71.00,31.00
2026-05-06T06:34:00Z,71.00,31.00
2026-05-06T06:35:00Z,70.61,31.00
2026-05-06T06:37:00Z,71.00,31.00
2026-05-06T06:43:00Z,71.00,31.00
2026-05-06T06:46:00Z,71.00,31.00
2026-05-06T06:54:00Z,71.00,31.00
2026-05-06T06:55:00Z,71.00,31.00
2026-05-06T06:56:00Z,71.00,31.00
2026-05-06T07:03:00Z,71.00,31.00
2026-05-06T07:04:00Z,71.00,31.00
2026-05-06T07:15:00Z,71.00,31.00
2026-05-06T07:19:00Z,71.00,31.00
2026-05-06T07:26:00Z,71.00,31.00
2026-05-06T07:27:00Z,71.00,31.00
2026-05-06T07:32:00Z,71.00,31.00
2026-05-06T07:33:00Z,71.00,31.00
2026-05-06T07:34:00Z,69.86,31.00
2026-05-06T07:48:00Z,69.00,31.00
2026-05-06T08:14:00Z,69.00,32.00
2026-05-06T08:17:00Z,68.00,32.00
2026-05-06T08:19:00Z,69.00,32.00
2026-05-06T08:22:00Z,69.00,32.00
2026-05-06T08:48:00Z,69.00,32.00
2026-05-06T08:49:00Z,69.00,32.00
2026-05-06T08:53:00Z,69.00,32.00
2026-05-06T08:58:00Z,69.00,32.00
2026-05-06T09:00:00Z,69.00,32.00
2026-05-06T09:05:00Z,69.00,32.00
2026-05-06T09:12:00Z,69.00,32.00
2026-05-06T09:20:00Z,69.00,32.00
2026-05-06T09:26:00Z,69.00,32.00
2026-05-06T09:40:00Z,69.00,32.00
2026-05-06T09:43:00Z,69.00,32.00
2026-05-06T09:47:00Z,69.00,32.00
2026-05-06T09:48:00Z,69.00,32.00
2026-05-06T09:50:00Z,69.00,32.00
2026-05-06T09:53:00Z,69.00,32.00
2026-05-06T09:55:00Z,69.00,32.00
2026-05-06T10:01:00Z,69.00,32.00
2026-05-06T10:02:00Z,69.00,32.00
2026-05-06T10:11:00Z,69.00,32.00
2026-05-06T10:17:00Z,69.00,32.00
2026-05-06T10:22:00Z,69.00,32.00
2026-05-06T10:23:00Z,69.00,32.00
2026-05-06T10:24:00Z,69.00,32.00
2026-05-06T10:25:00Z,69.00,32.00
2026-05-06T10:27:00Z,69.00,32.00
2026-05-06T10:29:00Z,69.00,32.00
2026-05-06T10:31:00Z,69.00,31.00
2026-05-06T10:32:00Z,69.00,31.00
2026-05-06T10:33:00Z,69.00,31.00
2026-05-06T10:42:00Z,69.00,31.00
2026-05-06T10:44:00Z,69.00,31.00
2026-05-06T10:45:00Z,69.00,31.00
2026-05-06T10:46:00Z,69.00,31.00
2026-05-06T10:49:00Z,69.00,32.00
2026-05-06T10:50:00Z,69.00,32.00
2026-05-06T10:51:00Z,69.00,32.00
2026-05-06T10:56:00Z,69.00,32.00
2026-05-06T10:58:00Z,69.00,32.00
2026-05-06T10:59:00Z,69.00,32.00
2026-05-06T11:00:00Z,69.00,32.00
2026-05-06T11:02:00Z,69.00,32.00
2026-05-06T11:03:00Z,69.14,32.00
2026-05-06T11:04:00Z,69.00,32.00
2026-05-06T11:05:00Z,69.68,32.05
2026-05-06T11:06:00Z,65.42,40.44
2026-05-06T11:07:00Z,58.57,41.00
2026-05-06T11:08:00Z,64.87,39.00
2026-05-06T11:09:00Z,71.03,30.33
2026-05-06T11:10:00Z,71.96,30.00
2026-05-06T11:11:00Z,66.19,33.23
2026-05-06T11:12:00Z,68.96,31.00
2026-05-06T11:13:00Z,66.84,33.45
2026-05-06T11:14:00Z,70.98,28.92
2026-05-06T11:15:00Z,73.74,27.09
2026-05-06T11:16:00Z,74.07,28.00
2026-05-06T11:17:00Z,73.05,29.00
2026-05-06T11:18:00Z,69.02,29.96
2026-05-06T11:19:00Z,67.21,33.47
2026-05-06T11:20:00Z,64.03,41.36
2026-05-06T11:21:00Z,57.77,45.64
2026-05-06T11:22:00Z,56.21,45.04
2026-05-06T11:23:00Z,60.12,45.01
2026-05-06T11:24:00Z,60.04,41.06
2026-05-06T11:25:00Z,53.16,48.64
2026-05-06T11:26:00Z,53.00,48.89
2026-05-06T11:27:00Z,53.81,46.70
2026-05-06T11:28:00Z,51.12,50.64
2026-05-06T11:29:00Z,47.58,52.80
2026-05-06T11:30:00Z,45.02,56.00
2026-05-06T11:31:00Z,44.78,54.08
2026-05-06T11:32:00Z,48.86,52.99
2026-05-06T11:33:00Z,49.00,52.22
2026-05-06T11:34:00Z,49.00,52.00
2026-05-06T11:35:00Z,47.74,53.04
2026-05-06T11:36:00Z,43.76,57.04
2026-05-06T11:37:00Z,43.50,58.04
2026-05-06T11:38:00Z,42.24,58.81
2026-05-06T11:39:00Z,35.40,65.01
2026-05-06T11:40:00Z,33.82,67.61
2026-05-06T11:41:00Z,34.00,67.74
2026-05-06T11:42:00Z,34.40,67.54
2026-05-06T11:43:00Z,34.11,66.98
2026-05-06T11:44:00Z,32.98,67.07
2026-05-06T11:45:00Z,32.38,69.93
2026-05-06T11:46:00Z,29.74,71.46
2026-05-06T11:47:00Z,29.09,71.97
2026-05-06T11:48:00Z,28.74,73.93
2026-05-06T11:49:00Z,21.40,77.06
2026-05-06T11:50:00Z,28.14,74.63
2026-05-06T11:51:00Z,31.80,69.03
2026-05-06T11:52:00Z,35.79,64.86
2026-05-06T11:53:00Z,37.90,65.73
2026-05-06T11:54:00Z,42.79,63.55
2026-05-06T11:55:00Z,46.86,55.51
2026-05-06T11:56:00Z,49.96,50.15
2026-05-06T11:57:00Z,50.83,50.46
2026-05-06T11:58:00Z,51.52,49.08
2026-05-06T11:59:00Z,55.98,43.83
2026-05-06T12:00:00Z,56.72,43.15
2026-05-06T12:01:00Z,61.29,41.87
2026-05-06T12:02:00Z,60.07,41.13
2026-05-06T12:03:00Z,60.31,41.21
2026-05-06T12:04:00Z,58.90,44.03
2026-05-06T12:05:00Z,55.97,45.21
2026-05-06T12:06:00Z,55.94,45.17
2026-05-06T12:07:00Z,56.91,45.01
2026-05-06T12:08:00Z,58.74,40.40
2026-05-06T12:09:00Z,61.53,39.37
2026-05-06T12:10:00Z,63.57,38.78
2026-05-06T12:11:00Z,59.61,40.63
2026-05-06T12:12:00Z,61.06,39.91
2026-05-06T12:13:00Z,62.82,40.98
2026-05-06T12:14:00Z,62.39,39.02
2026-05-06T12:15:00Z,64.12,34.59
2026-05-06T12:16:00Z,61.10,37.64
2026-05-06T12:17:00Z,63.12,38.19
2026-05-06T12:18:00Z,63.97,38.04
2026-05-06T12:19:00Z,61.64,39.14
2026-05-06T12:20:00Z,60.54,40.87
2026-05-06T12:21:00Z,59.44,41.00
2026-05-06T12:22:00Z,57.25,45.55
2026-05-06T12:23:00Z,58.21,43.96
2026-05-06T12:24:00Z,59.96,42.33
2026-05-06T12:25:00Z,63.29,39.38
2026-05-06T12:26:00Z,60.15,41.82
2026-05-06T12:27:00Z,65.08,35.48
2026-05-06T12:28:00Z,64.91,35.15
2026-05-06T12:29:00Z,63.47,36.01
2026-05-06T12:30:00Z,63.00,37.81
2026-05-06T12:31:00Z,62.42,37.87
2026-05-06T12:32:00Z,62.14,38.89
2026-05-06T12:33:00Z,64.05,37.45
2026-05-06T12:34:00Z,55.85,42.35
2026-05-06T12:35:00Z,57.17,43.53
2026-05-06T12:36:00Z,62.14,37.08
2026-05-06T12:37:00Z,61.39,40.13
2026-05-06T12:38:00Z,64.40,34.96
2026-05-06T12:39:00Z,65.11,33.98
2026-05-06T12:40:00Z,66.13,34.00
2026-05-06T12:41:00Z,65.55,34.20
2026-05-06T12:42:00Z,66.01,33.91
2026-05-06T12:43:00Z,68.70,31.32
2026-05-06T12:44:00Z,63.56,36.01
2026-05-06T12:45:00Z,59.98,40.66
2026-05-06T12:46:00Z,54.62,46.33
2026-05-06T12:47:00Z,50.70,53.06
2026-05-06T12:48:00Z,53.69,47.90
2026-05-06T12:49:00Z,63.96,37.79
2026-05-06T12:50:00Z,67.05,34.78
2026-05-06T12:51:00Z,64.08,38.62
2026-05-06T12:52:00Z,62.48,38.73
2026-05-06T12:53:00Z,57.83,43.47
2026-05-06T12:54:00Z,56.91,44.35
2026-05-06T12:55:00Z,58.53,44.82
2026-05-06T12:56:00Z,61.09,41.30
2026-05-06T12:57:00Z,61.80,38.07
2026-05-06T12:58:00Z,63.05,39.08
2026-05-06T12:59:00Z,63.43,36.16
2026-05-06T13:00:00Z,66.31,34.13
2026-05-06T13:01:00Z,64.96,38.80
2026-05-06T13:02:00Z,57.03,43.54
2026-05-06T13:03:00Z,54.99,45.79
2026-05-06T13:04:00Z,55.00,45.85
2026-05-06T13:05:00Z,51.31,51.26
2026-05-06T13:06:00Z,48.47,51.84
2026-05-06T13:07:00Z,33.53,63.21
2026-05-06T13:08:00Z,48.38,54.14
2026-05-06T13:09:00Z,57.43,42.58
2026-05-06T13:10:00Z,63.18,39.04
2026-05-06T13:11:00Z,71.38,27.62
2026-05-06T13:12:00Z,79.00,19.57
2026-05-06T13:13:00Z,88.78,11.88
2026-05-06T13:14:00Z,88.44,11.64
2026-05-06T13:15:00Z,90.09,10.85
2026-05-06T13:16:00Z,90.27,10.21
2026-05-06T13:17:00Z,91.72,12.06
2026-05-06T13:18:00Z,82.42,9.03
2026-05-06T13:19:00Z,65.25,32.83
2026-05-06T13:20:00Z,61.75,39.80
2026-05-06T13:21:00Z,57.27,42.87
2026-05-06T13:22:00Z,57.62,41.89
2026-05-06T13:23:00Z,60.35,41.07
2026-05-06T13:24:00Z,73.30,26.57
2026-05-06T13:25:00Z,58.54,40.01
2026-05-06T13:26:00Z,51.63,50.16
2026-05-06T13:27:00Z,49.65,50.22
2026-05-06T13:28:00Z,50.25,49.21
2026-05-06T13:29:00Z,57.39,42.72
2026-05-06T13:30:00Z,60.24,41.20
2026-05-06T13:31:00Z,60.16,41.25
2026-05-06T13:32:00Z,50.82,48.65
2026-05-06T13:33:00Z,48.85,51.26
2026-05-06T13:34:00Z,48.54,51.58
2026-05-06T13:35:00Z,51.68,51.09
