# event_ticker=KXATPMATCH-25OCT03SHEGOF
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=David Goffin
# fav_player=Ben Shelton
# dog_player=David Goffin
# kalshi_date=2025-10-03
timestamp,Ben Shelton,David Goffin
2025-10-02T18:37:00Z,,45.00
2025-10-02T18:46:00Z,72.00,45.00
2025-10-02T18:52:00Z,72.00,45.00
2025-10-02T18:55:00Z,72.00,31.00
2025-10-02T19:00:00Z,72.00,31.00
2025-10-02T19:03:00Z,72.00,31.00
2025-10-02T19:14:00Z,72.00,31.00
2025-10-02T19:17:00Z,69.00,31.00
2025-10-02T19:20:00Z,70.00,31.00
2025-10-02T19:21:00Z,70.00,31.00
2025-10-02T19:26:00Z,70.00,31.00
2025-10-02T19:27:00Z,70.00,31.00
2025-10-02T19:29:00Z,70.00,31.00
2025-10-02T19:39:00Z,70.00,31.00
2025-10-02T19:40:00Z,70.00,31.00
2025-10-02T19:41:00Z,70.00,32.00
2025-10-02T19:55:00Z,70.00,31.00
2025-10-02T19:58:00Z,70.00,31.00
2025-10-02T20:01:00Z,70.00,31.00
2025-10-02T20:02:00Z,70.00,31.00
2025-10-02T20:04:00Z,70.00,31.00
2025-10-02T20:07:00Z,70.00,31.00
2025-10-02T20:16:00Z,70.00,31.00
2025-10-02T20:18:00Z,70.00,31.00
2025-10-02T20:19:00Z,70.00,31.00
2025-10-02T20:24:00Z,70.00,31.00
2025-10-02T20:25:00Z,70.00,31.00
2025-10-02T20:26:00Z,70.00,31.00
2025-10-02T20:33:00Z,70.00,31.00
2025-10-02T20:34:00Z,70.00,31.00
2025-10-02T20:40:00Z,70.00,31.00
2025-10-02T20:43:00Z,70.00,31.00
2025-10-02T20:49:00Z,70.00,29.35
2025-10-02T20:59:00Z,71.00,29.00
2025-10-02T21:03:00Z,72.00,29.00
2025-10-02T21:09:00Z,72.00,29.00
2025-10-02T21:15:00Z,72.00,30.00
2025-10-02T21:16:00Z,72.00,30.00
2025-10-02T21:18:00Z,72.00,29.00
2025-10-02T21:34:00Z,72.00,29.00
2025-10-02T21:36:00Z,72.00,29.00
2025-10-02T21:56:00Z,72.00,29.00
2025-10-02T22:03:00Z,72.00,29.00
2025-10-02T22:06:00Z,72.00,29.00
2025-10-02T22:08:00Z,72.00,29.00
2025-10-02T22:16:00Z,71.00,29.00
2025-10-02T22:17:00Z,72.00,29.00
2025-10-02T22:20:00Z,72.00,29.00
2025-10-02T22:30:00Z,72.00,29.00
2025-10-02T22:31:00Z,72.00,29.00
2025-10-02T22:36:00Z,72.00,29.00
2025-10-02T22:40:00Z,72.00,29.00
2025-10-02T22:41:00Z,72.00,29.00
2025-10-02T22:44:00Z,72.00,29.00
2025-10-02T22:47:00Z,72.00,29.00
2025-10-02T22:53:00Z,72.00,29.00
2025-10-02T22:58:00Z,72.00,29.00
2025-10-02T23:02:00Z,72.00,29.00
2025-10-02T23:08:00Z,72.00,29.00
2025-10-02T23:09:00Z,72.00,30.00
2025-10-02T23:11:00Z,72.00,30.00
2025-10-02T23:18:00Z,72.00,30.00
2025-10-02T23:19:00Z,72.00,30.00
2025-10-02T23:29:00Z,72.00,30.00
2025-10-02T23:30:00Z,72.00,30.00
2025-10-02T23:34:00Z,72.00,30.00
2025-10-02T23:35:00Z,72.00,30.00
2025-10-02T23:36:00Z,72.00,30.00
2025-10-02T23:38:00Z,72.00,30.00
2025-10-02T23:39:00Z,72.00,30.00
2025-10-02T23:43:00Z,72.00,30.00
