# event_ticker=KXATPMATCH-26FEB06MANGEA
# final_score=5-7 6-4 6-4
# match_winner=Adrian Mannarino
# fav_player=Adrian Mannarino
# dog_player=Arthur Gea
# kalshi_date=2026-02-06
timestamp,Adrian Mannarino,Arthur Gea
2026-02-06T01:47:00Z,42.00,
2026-02-06T01:53:00Z,41.00,
2026-02-06T02:01:00Z,42.91,
2026-02-06T02:14:00Z,42.91,59.00
2026-02-06T02:16:00Z,42.91,59.00
2026-02-06T02:18:00Z,42.91,59.00
2026-02-06T02:21:00Z,41.00,59.00
2026-02-06T02:26:00Z,42.00,59.00
2026-02-06T02:27:00Z,42.00,59.00
2026-02-06T02:31:00Z,42.00,59.00
2026-02-06T02:35:00Z,42.00,59.97
2026-02-06T02:44:00Z,42.00,59.73
2026-02-06T02:46:00Z,42.00,59.73
2026-02-06T02:52:00Z,42.00,59.00
2026-02-06T02:54:00Z,42.00,59.90
2026-02-06T02:57:00Z,42.00,59.00
2026-02-06T03:02:00Z,42.00,59.00
2026-02-06T03:03:00Z,42.00,60.00
2026-02-06T03:15:00Z,42.00,60.00
2026-02-06T03:16:00Z,42.00,59.89
2026-02-06T03:17:00Z,42.00,60.00
2026-02-06T03:24:00Z,42.00,60.00
2026-02-06T03:26:00Z,42.00,60.00
2026-02-06T03:31:00Z,42.00,59.60
2026-02-06T03:32:00Z,42.00,58.00
2026-02-06T03:34:00Z,42.00,58.00
2026-02-06T03:37:00Z,42.00,59.85
2026-02-06T03:39:00Z,42.00,59.85
2026-02-06T03:42:00Z,42.00,59.00
2026-02-06T03:43:00Z,42.00,60.00
2026-02-06T03:44:00Z,42.00,59.00
2026-02-06T03:45:00Z,42.00,59.00
2026-02-06T03:46:00Z,42.00,59.00
2026-02-06T03:47:00Z,42.00,59.00
2026-02-06T03:48:00Z,42.00,59.00
2026-02-06T03:49:00Z,42.00,59.00
2026-02-06T03:51:00Z,42.00,59.00
2026-02-06T03:56:00Z,42.00,59.00
2026-02-06T03:57:00Z,42.00,59.00
2026-02-06T04:01:00Z,42.00,59.00
2026-02-06T04:08:00Z,42.00,59.00
2026-02-06T04:13:00Z,42.00,59.00
2026-02-06T04:14:00Z,42.00,59.00
2026-02-06T04:27:00Z,42.00,59.00
2026-02-06T04:30:00Z,42.00,59.00
2026-02-06T04:33:00Z,42.00,59.00
2026-02-06T04:34:00Z,42.00,59.00
2026-02-06T04:36:00Z,42.00,59.00
2026-02-06T04:37:00Z,42.00,59.00
2026-02-06T04:44:00Z,42.00,59.00
2026-02-06T04:47:00Z,42.00,59.00
2026-02-06T04:50:00Z,42.00,59.00
2026-02-06T04:53:00Z,42.00,59.00
2026-02-06T04:55:00Z,42.00,59.00
2026-02-06T04:56:00Z,42.00,59.00
2026-02-06T04:57:00Z,42.00,59.00
2026-02-06T04:58:00Z,42.00,59.00
2026-02-06T05:00:00Z,42.00,59.00
2026-02-06T05:02:00Z,42.00,59.00
2026-02-06T05:05:00Z,42.99,59.00
2026-02-06T05:06:00Z,43.00,59.00
2026-02-06T05:08:00Z,42.00,59.00
2026-02-06T05:09:00Z,42.00,59.00
2026-02-06T05:10:00Z,42.00,59.00
2026-02-06T05:11:00Z,42.00,59.00
2026-02-06T05:14:00Z,42.00,59.00
2026-02-06T05:17:00Z,40.17,59.00
2026-02-06T05:22:00Z,41.00,59.00
2026-02-06T05:23:00Z,41.00,59.00
2026-02-06T05:24:00Z,41.00,59.00
2026-02-06T05:25:00Z,41.00,59.00
2026-02-06T05:26:00Z,41.00,59.00
2026-02-06T05:27:00Z,41.00,59.00
2026-02-06T05:28:00Z,41.00,59.00
2026-02-06T05:29:00Z,41.00,59.00
2026-02-06T05:30:00Z,41.00,59.00
2026-02-06T05:31:00Z,41.00,59.00
2026-02-06T05:32:00Z,41.00,59.00
2026-02-06T05:33:00Z,40.00,59.00
2026-02-06T05:34:00Z,40.00,59.00
2026-02-06T05:35:00Z,41.00,59.00
2026-02-06T05:36:00Z,41.00,59.00
2026-02-06T05:37:00Z,41.00,59.00
2026-02-06T05:38:00Z,41.00,59.00
2026-02-06T05:39:00Z,41.00,59.00
2026-02-06T05:40:00Z,42.00,59.00
2026-02-06T05:41:00Z,42.00,59.00
2026-02-06T05:42:00Z,41.00,59.00
2026-02-06T05:43:00Z,41.00,59.00
2026-02-06T05:44:00Z,41.00,59.00
2026-02-06T05:46:00Z,42.00,59.00
2026-02-06T05:47:00Z,42.00,59.00
2026-02-06T05:48:00Z,42.00,59.00
2026-02-06T05:49:00Z,42.00,59.00
2026-02-06T05:50:00Z,42.00,59.00
2026-02-06T05:51:00Z,41.94,59.00
2026-02-06T05:52:00Z,41.94,59.00
2026-02-06T05:53:00Z,41.94,59.00
2026-02-06T05:55:00Z,42.00,59.00
2026-02-06T05:56:00Z,42.00,59.00
2026-02-06T05:57:00Z,42.00,59.00
2026-02-06T05:58:00Z,42.00,59.00
2026-02-06T05:59:00Z,42.00,59.00
2026-02-06T06:00:00Z,42.00,59.00
2026-02-06T06:01:00Z,42.00,59.00
2026-02-06T06:02:00Z,41.00,59.00
2026-02-06T06:03:00Z,42.00,59.00
2026-02-06T06:04:00Z,42.00,59.00
2026-02-06T06:05:00Z,42.00,59.00
2026-02-06T06:06:00Z,42.00,59.00
2026-02-06T06:07:00Z,42.00,59.00
2026-02-06T06:08:00Z,42.00,59.00
2026-02-06T06:09:00Z,43.66,59.00
2026-02-06T06:10:00Z,45.36,59.00
2026-02-06T06:11:00Z,45.36,59.00
2026-02-06T06:12:00Z,45.36,59.00
2026-02-06T06:14:00Z,44.00,59.00
2026-02-06T06:15:00Z,44.00,59.00
2026-02-06T06:16:00Z,44.00,59.00
2026-02-06T06:18:00Z,45.00,59.00
2026-02-06T06:20:00Z,45.00,58.00
2026-02-06T06:21:00Z,45.00,59.00
2026-02-06T06:22:00Z,45.00,59.00
