# event_ticker=KXATPMATCH-26APR22BUSMAN
# final_score=6-4 6-2
# match_winner=Ignacio Buse
# fav_player=Ignacio Buse
# dog_player=Adrian Mannarino
# kalshi_date=2026-04-22
timestamp,Ignacio Buse,Adrian Mannarino
2026-04-22T06:11:00Z,85.00,17.00
2026-04-22T06:36:00Z,85.00,17.00
2026-04-22T06:39:00Z,85.00,17.00
2026-04-22T06:42:00Z,85.00,17.00
2026-04-22T06:46:00Z,84.00,17.00
2026-04-22T06:50:00Z,84.00,17.00
2026-04-22T06:51:00Z,84.00,17.00
2026-04-22T06:57:00Z,85.00,17.00
2026-04-22T07:04:00Z,85.00,17.00
2026-04-22T07:07:00Z,85.00,17.00
2026-04-22T07:34:00Z,85.00,17.00
2026-04-22T07:42:00Z,85.00,16.00
2026-04-22T07:49:00Z,85.00,15.00
2026-04-22T07:50:00Z,85.00,15.02
2026-04-22T07:52:00Z,85.00,16.57
2026-04-22T07:56:00Z,85.00,17.00
2026-04-22T07:57:00Z,85.00,17.00
2026-04-22T07:59:00Z,85.00,17.00
2026-04-22T08:00:00Z,85.00,17.00
2026-04-22T08:02:00Z,85.00,17.00
2026-04-22T08:04:00Z,85.00,17.00
2026-04-22T08:09:00Z,85.00,17.00
2026-04-22T08:13:00Z,85.00,17.00
2026-04-22T08:15:00Z,85.00,17.00
2026-04-22T08:19:00Z,85.00,17.00
2026-04-22T08:25:00Z,85.00,17.00
2026-04-22T08:26:00Z,86.00,17.00
2026-04-22T08:28:00Z,86.00,16.00
2026-04-22T08:29:00Z,86.00,16.00
2026-04-22T08:32:00Z,86.00,16.00
2026-04-22T08:37:00Z,86.00,16.00
2026-04-22T08:50:00Z,86.00,16.00
2026-04-22T09:00:00Z,86.00,16.00
2026-04-22T09:06:00Z,86.00,16.00
2026-04-22T09:12:00Z,86.00,16.00
2026-04-22T09:39:00Z,86.00,16.00
2026-04-22T09:40:00Z,86.00,16.00
2026-04-22T09:42:00Z,85.00,16.00
2026-04-22T09:44:00Z,85.00,16.00
2026-04-22T09:48:00Z,84.00,16.00
2026-04-22T09:53:00Z,84.00,16.00
2026-04-22T09:59:00Z,84.00,16.00
2026-04-22T10:08:00Z,85.85,16.00
2026-04-22T10:09:00Z,85.85,16.00
2026-04-22T10:10:00Z,86.00,16.00
2026-04-22T10:11:00Z,86.00,16.00
2026-04-22T10:13:00Z,86.00,16.00
2026-04-22T10:14:00Z,86.00,16.00
2026-04-22T10:15:00Z,86.00,16.00
2026-04-22T10:16:00Z,86.00,16.00
2026-04-22T10:17:00Z,86.00,16.00
2026-04-22T10:19:00Z,86.00,16.00
2026-04-22T10:20:00Z,86.00,16.00
2026-04-22T10:21:00Z,86.00,16.00
2026-04-22T10:22:00Z,86.00,16.00
2026-04-22T10:24:00Z,84.00,16.00
2026-04-22T10:25:00Z,84.00,16.00
2026-04-22T10:26:00Z,84.00,16.00
2026-04-22T10:27:00Z,84.21,13.99
2026-04-22T10:28:00Z,85.92,16.00
2026-04-22T10:29:00Z,84.03,17.00
2026-04-22T10:30:00Z,83.06,17.00
2026-04-22T10:31:00Z,83.06,16.91
2026-04-22T10:32:00Z,84.00,18.00
2026-04-22T10:33:00Z,81.08,19.67
2026-04-22T10:34:00Z,82.08,20.76
2026-04-22T10:35:00Z,82.08,17.00
2026-04-22T10:36:00Z,84.00,18.51
2026-04-22T10:37:00Z,84.00,18.00
2026-04-22T10:38:00Z,83.00,17.00
2026-04-22T10:39:00Z,83.00,16.29
2026-04-22T10:40:00Z,81.01,20.00
2026-04-22T10:41:00Z,82.00,20.00
2026-04-22T10:42:00Z,83.00,19.76
2026-04-22T10:43:00Z,83.00,17.24
2026-04-22T10:44:00Z,84.44,19.00
2026-04-22T10:45:00Z,82.94,16.76
2026-04-22T10:46:00Z,82.94,16.14
2026-04-22T10:47:00Z,82.94,15.15
2026-04-22T10:48:00Z,83.00,20.06
2026-04-22T10:49:00Z,80.00,21.00
2026-04-22T10:50:00Z,80.00,21.00
2026-04-22T10:51:00Z,79.00,22.04
2026-04-22T10:52:00Z,78.00,23.50
2026-04-22T10:53:00Z,79.00,24.00
2026-04-22T10:54:00Z,79.00,23.27
2026-04-22T10:55:00Z,75.55,23.99
2026-04-22T10:56:00Z,80.45,22.62
2026-04-22T10:57:00Z,78.98,24.35
2026-04-22T10:58:00Z,77.72,24.93
2026-04-22T10:59:00Z,76.93,24.94
2026-04-22T11:00:00Z,76.93,26.00
2026-04-22T11:01:00Z,75.71,26.00
2026-04-22T11:02:00Z,78.94,23.25
2026-04-22T11:03:00Z,79.99,21.97
2026-04-22T11:04:00Z,80.21,20.14
2026-04-22T11:05:00Z,83.73,16.08
2026-04-22T11:06:00Z,82.64,19.57
2026-04-22T11:07:00Z,80.07,22.87
2026-04-22T11:08:00Z,83.22,19.12
2026-04-22T11:09:00Z,83.35,16.28
2026-04-22T11:10:00Z,81.30,18.25
2026-04-22T11:11:00Z,91.07,9.75
2026-04-22T11:12:00Z,91.99,8.69
2026-04-22T11:13:00Z,91.03,9.33
2026-04-22T11:14:00Z,92.94,9.74
2026-04-22T11:15:00Z,93.00,8.00
2026-04-22T11:16:00Z,93.18,7.87
2026-04-22T11:17:00Z,93.00,8.00
2026-04-22T11:18:00Z,94.00,7.98
2026-04-22T11:19:00Z,94.06,7.92
2026-04-22T11:20:00Z,93.94,9.54
2026-04-22T11:21:00Z,91.99,9.67
2026-04-22T11:22:00Z,91.61,9.99
2026-04-22T11:23:00Z,91.13,9.02
2026-04-22T11:24:00Z,91.74,7.49
2026-04-22T11:25:00Z,93.00,8.34
2026-04-22T11:26:00Z,95.34,7.22
2026-04-22T11:27:00Z,96.98,5.26
2026-04-22T11:28:00Z,97.74,3.48
2026-04-22T11:29:00Z,98.00,2.99
2026-04-22T11:30:00Z,97.31,2.79
2026-04-22T11:31:00Z,97.00,3.32
2026-04-22T11:32:00Z,96.77,4.16
2026-04-22T11:33:00Z,97.25,2.38
2026-04-22T11:34:00Z,98.95,2.18
2026-04-22T11:35:00Z,98.07,2.00
2026-04-22T11:36:00Z,99.00,1.12
2026-04-22T11:37:00Z,99.00,1.06
2026-04-22T11:38:00Z,99.00,1.00
2026-04-22T11:39:00Z,99.00,1.00
2026-04-22T11:40:00Z,99.00,1.00
2026-04-22T11:41:00Z,99.00,1.00
2026-04-22T11:42:00Z,99.00,1.00
2026-04-22T11:43:00Z,99.00,1.00
2026-04-22T11:44:00Z,99.00,1.00
2026-04-22T11:45:00Z,99.00,1.00
2026-04-22T11:46:00Z,99.00,1.00
2026-04-22T11:47:00Z,99.00,1.00
2026-04-22T11:51:00Z,99.00,1.00
