# event_ticker=KXATPCHALLENGERMATCH-26MAY16TABKEC
# final_score=7-6(0) 6-3
# score_resolution=6-7 3-6
# match_winner=Miomir Kecmanovic
# fav_player=Alejandro Tabilo
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-05-16
timestamp,Alejandro Tabilo,Miomir Kecmanovic
2026-05-16T03:34:00Z,,43.00
2026-05-16T03:40:00Z,60.00,43.00
2026-05-16T03:41:00Z,60.00,43.00
2026-05-16T03:47:00Z,60.00,42.00
2026-05-16T03:48:00Z,60.00,43.00
2026-05-16T04:04:00Z,60.00,43.00
2026-05-16T04:08:00Z,59.58,43.00
2026-05-16T04:14:00Z,57.15,43.00
2026-05-16T04:15:00Z,59.00,43.00
2026-05-16T04:22:00Z,59.00,43.00
2026-05-16T04:25:00Z,59.00,43.00
2026-05-16T04:26:00Z,59.00,43.00
2026-05-16T04:29:00Z,59.18,43.00
2026-05-16T04:30:00Z,60.00,43.00
2026-05-16T04:34:00Z,60.00,43.00
2026-05-16T04:37:00Z,60.00,44.00
2026-05-16T04:38:00Z,59.00,44.00
2026-05-16T04:55:00Z,59.00,44.00
2026-05-16T04:56:00Z,58.00,44.00
2026-05-16T05:08:00Z,59.00,44.00
2026-05-16T05:09:00Z,59.00,43.00
2026-05-16T05:10:00Z,59.00,43.00
2026-05-16T05:12:00Z,59.00,43.00
2026-05-16T05:24:00Z,59.00,43.00
2026-05-16T05:25:00Z,59.00,43.00
2026-05-16T05:33:00Z,59.00,43.00
2026-05-16T05:41:00Z,59.00,41.00
2026-05-16T05:57:00Z,57.00,41.00
2026-05-16T06:06:00Z,57.00,41.00
2026-05-16T06:09:00Z,57.00,41.00
2026-05-16T06:33:00Z,57.86,41.00
2026-05-16T07:15:00Z,57.86,43.00
2026-05-16T07:16:00Z,57.00,43.00
2026-05-16T07:18:00Z,57.65,43.00
2026-05-16T07:46:00Z,57.65,43.00
2026-05-16T08:01:00Z,58.00,43.00
2026-05-16T08:25:00Z,58.00,43.00
2026-05-16T08:30:00Z,58.00,43.54
2026-05-16T08:36:00Z,58.00,43.54
2026-05-16T08:49:00Z,58.00,43.54
2026-05-16T09:01:00Z,58.00,43.54
2026-05-16T09:12:00Z,58.00,43.54
2026-05-16T09:24:00Z,58.00,43.54
2026-05-16T09:46:00Z,58.00,43.54
2026-05-16T10:24:00Z,58.00,43.54
2026-05-16T10:28:00Z,58.00,44.00
2026-05-16T11:07:00Z,58.00,44.00
2026-05-16T11:10:00Z,58.00,44.00
2026-05-16T11:14:00Z,58.00,44.00
2026-05-16T11:27:00Z,58.00,44.00
2026-05-16T11:38:00Z,58.00,44.00
2026-05-16T11:40:00Z,57.00,44.00
2026-05-16T11:43:00Z,57.00,44.00
2026-05-16T11:45:00Z,57.00,44.00
2026-05-16T11:46:00Z,57.00,44.00
2026-05-16T11:48:00Z,57.00,44.00
2026-05-16T11:49:00Z,57.00,44.75
2026-05-16T11:53:00Z,56.00,44.75
2026-05-16T11:55:00Z,56.00,44.75
2026-05-16T11:56:00Z,56.00,44.75
2026-05-16T12:04:00Z,56.00,44.39
2026-05-16T12:11:00Z,56.00,44.39
2026-05-16T12:13:00Z,56.00,44.39
2026-05-16T12:21:00Z,56.00,44.39
2026-05-16T12:22:00Z,56.00,44.39
2026-05-16T12:23:00Z,56.00,45.00
2026-05-16T12:26:00Z,56.00,45.00
2026-05-16T12:31:00Z,56.00,45.00
2026-05-16T12:34:00Z,56.00,45.00
2026-05-16T12:45:00Z,56.00,45.00
2026-05-16T12:47:00Z,56.00,45.00
2026-05-16T12:48:00Z,55.00,45.00
2026-05-16T12:52:00Z,55.00,45.00
2026-05-16T13:05:00Z,55.00,45.00
2026-05-16T13:06:00Z,55.00,45.00
2026-05-16T13:08:00Z,56.00,45.00
2026-05-16T13:11:00Z,56.00,45.00
2026-05-16T13:12:00Z,56.00,45.00
2026-05-16T13:14:00Z,56.00,46.00
2026-05-16T13:18:00Z,56.00,46.00
2026-05-16T13:20:00Z,56.00,46.00
2026-05-16T13:21:00Z,56.00,46.00
2026-05-16T13:22:00Z,56.00,46.00
2026-05-16T13:23:00Z,56.00,46.00
2026-05-16T13:27:00Z,56.00,46.00
2026-05-16T13:30:00Z,56.00,46.00
2026-05-16T13:31:00Z,56.00,45.00
2026-05-16T13:33:00Z,56.00,45.00
2026-05-16T13:34:00Z,56.00,46.00
