# event_ticker=KXATPCHALLENGERMATCH-26MAY16TABKEC
# final_score=7-6(0) 6-3
# score_resolution=6-7 3-6
# match_winner=Miomir Kecmanovic
# fav_player=Alejandro Tabilo
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-05-16
timestamp,Alejandro Tabilo,Miomir Kecmanovic
2026-05-16T13:35:00Z,56.00,46.00
2026-05-16T13:36:00Z,56.00,46.00
2026-05-16T13:37:00Z,56.00,46.00
2026-05-16T13:38:00Z,56.00,46.00
2026-05-16T13:39:00Z,56.00,46.00
2026-05-16T13:42:00Z,56.00,46.00
2026-05-16T13:44:00Z,56.00,46.00
2026-05-16T13:45:00Z,56.00,46.00
2026-05-16T13:46:00Z,56.00,46.00
2026-05-16T13:47:00Z,56.00,46.00
2026-05-16T13:49:00Z,56.00,46.00
2026-05-16T13:50:00Z,56.00,46.00
2026-05-16T13:51:00Z,56.00,44.09
2026-05-16T13:52:00Z,56.00,44.09
2026-05-16T13:53:00Z,56.00,44.09
2026-05-16T13:54:00Z,56.00,45.00
2026-05-16T13:56:00Z,56.00,45.00
2026-05-16T13:57:00Z,56.00,45.00
2026-05-16T13:58:00Z,55.13,45.12
2026-05-16T13:59:00Z,56.00,45.12
2026-05-16T14:00:00Z,56.00,45.12
2026-05-16T14:01:00Z,56.00,45.12
2026-05-16T14:02:00Z,55.00,45.12
2026-05-16T14:03:00Z,56.00,45.12
2026-05-16T14:04:00Z,56.00,45.12
2026-05-16T14:05:00Z,56.00,45.12
2026-05-16T14:06:00Z,56.00,45.12
2026-05-16T14:07:00Z,56.00,45.12
2026-05-16T14:08:00Z,56.00,45.12
2026-05-16T14:09:00Z,56.17,45.12
2026-05-16T14:10:00Z,56.00,45.12
2026-05-16T14:11:00Z,55.18,45.00
2026-05-16T14:12:00Z,57.00,45.00
2026-05-16T14:13:00Z,57.00,46.00
2026-05-16T14:14:00Z,56.00,46.00
2026-05-16T14:15:00Z,56.00,45.00
2026-05-16T14:18:00Z,56.00,45.00
2026-05-16T14:20:00Z,55.00,45.00
2026-05-16T14:22:00Z,56.00,45.00
2026-05-16T14:23:00Z,56.00,45.00
2026-05-16T14:24:00Z,56.00,45.00
2026-05-16T14:25:00Z,56.00,45.00
2026-05-16T14:26:00Z,56.00,45.00
2026-05-16T14:27:00Z,57.00,45.00
2026-05-16T14:28:00Z,57.00,45.00
2026-05-16T14:31:00Z,56.88,45.00
2026-05-16T14:35:00Z,56.88,45.00
2026-05-16T14:36:00Z,56.68,45.00
2026-05-16T14:40:00Z,56.73,45.00
2026-05-16T14:41:00Z,56.73,44.00
2026-05-16T14:43:00Z,56.00,44.00
2026-05-16T14:45:00Z,55.00,44.00
2026-05-16T14:49:00Z,57.00,44.00
2026-05-16T14:50:00Z,57.00,44.00
2026-05-16T14:52:00Z,56.73,44.00
2026-05-16T14:53:00Z,56.73,45.00
2026-05-16T14:55:00Z,57.00,45.00
2026-05-16T14:59:00Z,56.00,45.00
2026-05-16T15:00:00Z,57.00,45.00
2026-05-16T15:01:00Z,56.03,45.00
2026-05-16T15:02:00Z,57.00,45.00
2026-05-16T15:03:00Z,56.00,45.00
2026-05-16T15:04:00Z,57.00,45.00
2026-05-16T15:05:00Z,57.00,45.89
2026-05-16T15:06:00Z,57.00,45.00
2026-05-16T15:07:00Z,57.00,45.00
2026-05-16T15:08:00Z,56.94,43.56
2026-05-16T15:09:00Z,56.66,44.00
2026-05-16T15:10:00Z,59.73,42.83
2026-05-16T15:11:00Z,59.00,42.00
2026-05-16T15:12:00Z,57.35,43.67
2026-05-16T15:13:00Z,55.08,45.74
2026-05-16T15:14:00Z,56.82,45.89
2026-05-16T15:15:00Z,55.70,45.00
2026-05-16T15:16:00Z,58.98,43.82
2026-05-16T15:17:00Z,60.00,41.00
2026-05-16T15:18:00Z,61.00,40.00
2026-05-16T15:19:00Z,60.92,40.71
2026-05-16T15:20:00Z,58.80,42.17
2026-05-16T15:21:00Z,61.94,42.17
2026-05-16T15:22:00Z,64.39,36.51
2026-05-16T15:23:00Z,61.20,40.11
2026-05-16T15:24:00Z,58.43,42.86
2026-05-16T15:25:00Z,61.93,42.86
2026-05-16T15:26:00Z,62.49,38.00
2026-05-16T15:27:00Z,61.00,38.00
2026-05-16T15:28:00Z,62.24,38.00
2026-05-16T15:29:00Z,64.47,37.62
2026-05-16T15:30:00Z,63.09,39.00
2026-05-16T15:31:00Z,62.04,38.73
2026-05-16T15:32:00Z,69.19,31.64
2026-05-16T15:33:00Z,68.57,32.15
2026-05-16T15:34:00Z,69.62,32.17
2026-05-16T15:35:00Z,64.19,36.28
2026-05-16T15:36:00Z,64.75,36.06
2026-05-16T15:37:00Z,62.49,37.94
2026-05-16T15:38:00Z,65.15,37.00
2026-05-16T15:39:00Z,67.59,34.00
2026-05-16T15:40:00Z,65.30,34.73
2026-05-16T15:41:00Z,66.00,34.99
2026-05-16T15:42:00Z,65.50,36.05
2026-05-16T15:43:00Z,66.19,36.28
2026-05-16T15:44:00Z,62.13,38.86
2026-05-16T15:45:00Z,63.09,37.41
2026-05-16T15:46:00Z,64.42,37.42
2026-05-16T15:47:00Z,64.67,36.61
2026-05-16T15:48:00Z,66.12,34.00
2026-05-16T15:49:00Z,66.01,34.97
2026-05-16T15:50:00Z,63.36,37.88
2026-05-16T15:51:00Z,60.77,40.05
2026-05-16T15:52:00Z,52.45,44.97
2026-05-16T15:53:00Z,53.47,49.61
2026-05-16T15:54:00Z,46.03,54.46
2026-05-16T15:55:00Z,47.19,52.03
2026-05-16T15:56:00Z,54.32,47.47
2026-05-16T15:57:00Z,59.76,43.34
2026-05-16T15:58:00Z,62.42,38.63
2026-05-16T15:59:00Z,64.30,38.78
2026-05-16T16:00:00Z,62.74,40.12
2026-05-16T16:01:00Z,58.00,42.95
2026-05-16T16:02:00Z,49.76,51.28
2026-05-16T16:03:00Z,41.49,59.60
2026-05-16T16:04:00Z,33.13,68.25
2026-05-16T16:05:00Z,30.27,69.80
2026-05-16T16:06:00Z,29.67,70.07
2026-05-16T16:07:00Z,29.95,70.38
2026-05-16T16:08:00Z,30.19,70.05
2026-05-16T16:09:00Z,30.99,69.04
2026-05-16T16:10:00Z,30.48,72.52
2026-05-16T16:11:00Z,26.38,73.88
2026-05-16T16:12:00Z,24.88,74.16
2026-05-16T16:13:00Z,27.91,72.51
2026-05-16T16:14:00Z,27.61,72.75
2026-05-16T16:15:00Z,28.22,72.81
2026-05-16T16:16:00Z,29.00,72.71
2026-05-16T16:17:00Z,28.19,73.00
2026-05-16T16:18:00Z,25.95,75.00
2026-05-16T16:19:00Z,25.78,75.57
2026-05-16T16:20:00Z,18.06,80.40
2026-05-16T16:21:00Z,19.11,82.25
2026-05-16T16:22:00Z,15.75,84.48
2026-05-16T16:23:00Z,8.91,91.58
2026-05-16T16:24:00Z,6.10,93.63
2026-05-16T16:25:00Z,4.99,95.32
2026-05-16T16:26:00Z,5.17,95.54
2026-05-16T16:27:00Z,5.97,94.67
2026-05-16T16:28:00Z,5.98,94.70
2026-05-16T16:29:00Z,7.30,92.93
2026-05-16T16:30:00Z,7.06,94.41
2026-05-16T16:31:00Z,6.98,93.94
2026-05-16T16:32:00Z,4.35,95.25
2026-05-16T16:33:00Z,3.78,96.84
2026-05-16T16:34:00Z,2.38,97.85
2026-05-16T16:35:00Z,2.65,98.00
2026-05-16T16:36:00Z,1.61,98.32
2026-05-16T16:37:00Z,2.98,96.73
2026-05-16T16:38:00Z,2.99,97.41
2026-05-16T16:39:00Z,2.52,97.05
2026-05-16T16:40:00Z,2.89,97.81
2026-05-16T16:41:00Z,3.88,97.11
2026-05-16T16:42:00Z,1.17,98.92
2026-05-16T16:43:00Z,1.00,99.00
2026-05-16T16:44:00Z,1.00,99.00
2026-05-16T16:45:00Z,1.00,99.00
2026-05-16T16:46:00Z,1.00,99.00
2026-05-16T16:47:00Z,1.00,99.00
2026-05-16T16:48:00Z,1.00,99.00
2026-05-16T16:50:00Z,1.00,99.00
2026-05-16T16:52:00Z,1.00,99.00
