# event_ticker=KXATPCHALLENGERMATCH-26APR27WANBOL
# final_score=6-3 7-6(2)
# score_resolution=6-3 7-6
# match_winner=Alex Bolt
# fav_player=Alex Bolt
# dog_player=Aoran Wang
# kalshi_date=2026-04-27
timestamp,Aoran Wang,Alex Bolt
2026-04-28T23:54:00Z,6.00,
2026-04-28T23:56:00Z,6.00,
2026-04-29T00:11:00Z,7.00,
2026-04-29T00:26:00Z,7.00,95.00
2026-04-29T00:28:00Z,7.00,93.02
2026-04-29T00:30:00Z,7.00,93.50
2026-04-29T00:36:00Z,7.00,94.00
2026-04-29T00:44:00Z,7.00,94.00
2026-04-29T01:23:00Z,7.00,94.00
2026-04-29T01:30:00Z,7.00,94.00
2026-04-29T01:46:00Z,7.00,94.00
2026-04-29T01:50:00Z,7.00,94.00
2026-04-29T02:34:00Z,7.00,94.00
2026-04-29T02:53:00Z,7.00,94.00
2026-04-29T03:00:00Z,7.34,94.00
2026-04-29T03:01:00Z,8.00,94.00
2026-04-29T03:04:00Z,8.00,94.00
2026-04-29T03:14:00Z,8.00,93.00
2026-04-29T03:24:00Z,5.89,93.00
2026-04-29T03:36:00Z,5.89,94.00
2026-04-29T03:46:00Z,7.00,94.00
2026-04-29T03:51:00Z,7.00,94.00
2026-04-29T03:52:00Z,7.00,94.00
2026-04-29T04:04:00Z,6.00,94.00
2026-04-29T04:13:00Z,7.00,94.00
2026-04-29T04:16:00Z,7.00,94.00
2026-04-29T04:22:00Z,7.00,94.00
2026-04-29T04:23:00Z,7.00,94.00
2026-04-29T04:24:00Z,7.34,94.00
2026-04-29T04:25:00Z,7.00,94.00
2026-04-29T04:26:00Z,7.00,93.00
2026-04-29T04:30:00Z,7.00,93.00
2026-04-29T04:34:00Z,6.00,94.00
2026-04-29T04:41:00Z,7.00,94.00
2026-04-29T04:42:00Z,7.00,94.00
2026-04-29T04:46:00Z,7.00,94.00
2026-04-29T04:47:00Z,7.00,94.00
2026-04-29T04:50:00Z,7.00,93.00
2026-04-29T04:51:00Z,6.56,94.00
2026-04-29T04:54:00Z,7.00,94.00
2026-04-29T04:58:00Z,7.00,94.00
2026-04-29T05:00:00Z,7.00,94.00
2026-04-29T05:04:00Z,7.00,94.00
2026-04-29T05:07:00Z,7.51,94.00
2026-04-29T05:11:00Z,7.51,94.00
2026-04-29T05:27:00Z,7.00,93.00
2026-04-29T05:28:00Z,7.00,93.00
2026-04-29T05:33:00Z,7.00,94.00
2026-04-29T05:44:00Z,8.00,94.00
2026-04-29T05:47:00Z,8.00,94.00
2026-04-29T05:50:00Z,8.00,94.00
2026-04-29T05:51:00Z,8.00,94.00
2026-04-29T06:22:00Z,8.00,94.00
2026-04-29T06:23:00Z,6.00,94.00
2026-04-29T06:38:00Z,8.00,94.00
2026-04-29T06:57:00Z,6.00,94.00
2026-04-29T07:10:00Z,6.00,94.12
2026-04-29T07:28:00Z,7.00,94.12
2026-04-29T07:36:00Z,7.00,95.00
2026-04-29T08:14:00Z,7.00,94.00
2026-04-29T08:19:00Z,7.00,94.00
2026-04-29T08:27:00Z,6.00,94.00
2026-04-29T08:33:00Z,7.00,94.00
2026-04-29T09:11:00Z,7.00,94.00
