# event_ticker=KXATPMATCH-25JUL30COBGAL
# final_score=6-4 5-7 6-4
# match_winner=Flavio Cobolli
# fav_player=Flavio Cobolli
# dog_player=Alexis Galarneau
# kalshi_date=2025-07-30
timestamp,Flavio Cobolli,Alexis Galarneau
2025-07-30T06:27:00Z,83.00,
2025-07-30T06:35:00Z,84.00,
2025-07-30T06:38:00Z,84.00,26.00
2025-07-30T06:58:00Z,82.00,26.00
2025-07-30T12:03:00Z,82.00,20.00
2025-07-30T12:04:00Z,82.00,20.00
2025-07-30T12:07:00Z,82.00,20.00
2025-07-30T12:14:00Z,82.00,20.00
2025-07-30T12:19:00Z,81.00,20.00
2025-07-30T12:20:00Z,81.00,20.00
2025-07-30T12:33:00Z,81.00,21.00
2025-07-30T12:37:00Z,81.00,21.00
2025-07-30T12:38:00Z,80.00,21.00
2025-07-30T12:40:00Z,80.00,21.00
2025-07-30T12:45:00Z,80.00,21.00
2025-07-30T12:51:00Z,80.00,21.00
2025-07-30T13:01:00Z,78.00,22.00
2025-07-30T13:04:00Z,80.00,22.00
2025-07-30T13:08:00Z,80.00,22.00
2025-07-30T13:09:00Z,80.00,22.00
2025-07-30T13:10:00Z,80.00,22.00
2025-07-30T13:17:00Z,80.00,22.00
2025-07-30T13:19:00Z,80.00,22.91
2025-07-30T13:28:00Z,80.00,23.00
2025-07-30T13:36:00Z,80.00,23.00
2025-07-30T13:37:00Z,78.00,23.00
2025-07-30T13:43:00Z,78.00,23.00
2025-07-30T14:00:00Z,78.00,23.00
2025-07-30T14:18:00Z,78.00,23.00
2025-07-30T14:40:00Z,78.00,23.00
2025-07-30T14:41:00Z,78.00,23.00
2025-07-30T14:48:00Z,78.00,23.00
2025-07-30T14:50:00Z,77.00,23.00
2025-07-30T14:53:00Z,77.00,23.00
2025-07-30T14:57:00Z,77.00,23.00
2025-07-30T15:11:00Z,77.00,23.00
2025-07-30T15:18:00Z,77.00,23.00
2025-07-30T15:25:00Z,78.00,23.00
2025-07-30T15:28:00Z,78.00,23.00
2025-07-30T15:31:00Z,78.00,23.00
2025-07-30T15:38:00Z,78.00,23.00
2025-07-30T15:47:00Z,78.00,22.00
2025-07-30T15:58:00Z,78.00,22.00
2025-07-30T16:03:00Z,79.00,22.00
2025-07-30T16:07:00Z,79.00,22.00
2025-07-30T18:16:00Z,80.00,30.00
2025-07-30T18:17:00Z,80.00,27.51
2025-07-30T18:18:00Z,84.00,27.51
2025-07-30T18:19:00Z,84.00,25.00
2025-07-30T18:20:00Z,82.00,24.00
2025-07-30T18:21:00Z,80.67,27.61
2025-07-30T18:22:00Z,83.11,22.00
2025-07-30T18:23:00Z,86.92,10.73
2025-07-30T18:24:00Z,81.07,24.04
2025-07-30T18:25:00Z,83.13,24.04
2025-07-30T18:26:00Z,84.00,21.99
2025-07-30T18:27:00Z,84.87,19.00
2025-07-30T18:28:00Z,85.00,16.87
2025-07-30T18:29:00Z,86.79,15.78
2025-07-30T18:30:00Z,86.02,9.86
2025-07-30T18:31:00Z,89.82,16.03
2025-07-30T18:32:00Z,86.00,20.40
2025-07-30T18:33:00Z,82.76,23.58
2025-07-30T18:34:00Z,83.00,19.50
2025-07-30T18:35:00Z,75.57,25.86
2025-07-30T18:36:00Z,67.51,35.47
2025-07-30T18:37:00Z,67.00,31.12
2025-07-30T18:38:00Z,67.06,35.85
2025-07-30T18:39:00Z,1.00,77.61
2025-07-30T18:43:00Z,9.38,77.61
2025-07-30T18:45:00Z,68.00,77.61
2025-07-30T18:47:00Z,65.18,77.61
2025-07-30T18:48:00Z,65.18,63.41
2025-07-30T18:49:00Z,66.35,23.66
2025-07-30T18:50:00Z,66.35,43.00
2025-07-30T18:51:00Z,59.58,43.58
2025-07-30T18:52:00Z,60.92,43.58
2025-07-30T18:53:00Z,60.00,44.54
2025-07-30T18:54:00Z,60.00,42.60
2025-07-30T18:55:00Z,60.26,43.00
2025-07-30T18:56:00Z,61.10,35.44
2025-07-30T18:57:00Z,61.39,35.59
2025-07-30T18:58:00Z,62.25,40.63
2025-07-30T18:59:00Z,62.00,40.63
2025-07-30T19:00:00Z,62.00,41.00
2025-07-30T19:02:00Z,62.00,41.00
2025-07-30T19:03:00Z,62.00,49.59
2025-07-30T19:04:00Z,62.00,42.00
2025-07-30T19:06:00Z,62.00,42.00
2025-07-30T19:08:00Z,62.00,42.00
2025-07-30T19:09:00Z,60.71,42.21
2025-07-30T19:10:00Z,58.00,42.21
2025-07-30T19:11:00Z,57.00,42.21
2025-07-30T19:12:00Z,56.00,42.21
2025-07-30T19:13:00Z,56.22,42.57
2025-07-30T19:14:00Z,57.00,42.57
2025-07-30T19:15:00Z,58.00,42.02
2025-07-30T19:16:00Z,58.00,42.02
2025-07-30T19:17:00Z,58.00,42.22
2025-07-30T19:18:00Z,58.00,42.22
2025-07-30T19:19:00Z,58.00,42.22
2025-07-30T19:20:00Z,58.00,42.67
2025-07-30T19:21:00Z,58.00,43.00
2025-07-30T19:22:00Z,58.00,43.74
2025-07-30T19:23:00Z,57.00,42.00
2025-07-30T19:25:00Z,57.53,44.00
2025-07-30T19:27:00Z,58.00,44.00
2025-07-30T19:28:00Z,58.00,44.00
2025-07-30T19:29:00Z,58.00,42.00
2025-07-30T19:30:00Z,58.00,42.00
2025-07-30T19:32:00Z,55.77,44.45
2025-07-30T19:33:00Z,58.00,43.00
2025-07-30T19:34:00Z,56.69,43.00
2025-07-30T19:35:00Z,56.69,42.00
2025-07-30T19:36:00Z,55.00,42.00
2025-07-30T19:38:00Z,54.85,44.00
2025-07-30T19:39:00Z,59.04,39.32
2025-07-30T19:40:00Z,68.01,28.15
2025-07-30T19:41:00Z,76.01,23.55
2025-07-30T19:42:00Z,81.00,23.55
2025-07-30T19:43:00Z,84.99,15.67
2025-07-30T19:44:00Z,87.00,15.00
2025-07-30T19:45:00Z,83.00,15.00
2025-07-30T19:46:00Z,83.29,15.00
2025-07-30T19:47:00Z,83.00,19.90
2025-07-30T19:48:00Z,83.00,18.00
2025-07-30T19:49:00Z,89.00,23.06
2025-07-30T19:50:00Z,74.24,21.55
2025-07-30T19:51:00Z,74.00,25.71
2025-07-30T19:52:00Z,68.07,22.41
2025-07-30T19:53:00Z,68.04,41.00
2025-07-30T19:54:00Z,70.82,34.97
2025-07-30T19:55:00Z,72.24,30.80
2025-07-30T19:56:00Z,65.61,40.97
2025-07-30T19:57:00Z,68.34,34.87
2025-07-30T19:58:00Z,63.27,33.69
2025-07-30T19:59:00Z,68.06,36.74
2025-07-30T20:00:00Z,56.24,45.26
2025-07-30T20:01:00Z,51.64,49.24
2025-07-30T20:02:00Z,52.51,48.17
2025-07-30T20:03:00Z,45.11,53.27
2025-07-30T20:04:00Z,52.29,46.65
2025-07-30T20:05:00Z,59.95,40.81
2025-07-30T20:06:00Z,62.79,42.52
2025-07-30T20:07:00Z,60.00,46.88
2025-07-30T20:08:00Z,49.82,49.94
2025-07-30T20:09:00Z,48.01,51.03
2025-07-30T20:10:00Z,52.00,51.32
2025-07-30T20:11:00Z,53.96,49.72
2025-07-30T20:12:00Z,60.01,43.37
2025-07-30T20:13:00Z,60.00,40.08
2025-07-30T20:14:00Z,52.00,47.99
2025-07-30T20:15:00Z,58.76,44.94
2025-07-30T20:16:00Z,66.66,28.24
2025-07-30T20:17:00Z,84.04,11.59
2025-07-30T20:18:00Z,91.00,16.16
2025-07-30T20:19:00Z,97.75,6.82
2025-07-30T20:20:00Z,95.95,8.59
2025-07-30T20:21:00Z,99.00,2.34
2025-07-30T20:22:00Z,99.00,2.34
2025-07-30T20:23:00Z,99.00,2.34
2025-07-30T20:24:00Z,99.00,2.34
