# event_ticker=KXATPCHALLENGERMATCH-26APR27HSUNOG
# final_score=7-5 6-2
# score_resolution=5-7 2-6
# match_winner=Rio Noguchi
# fav_player=Yu Hsiou Hsu
# dog_player=Rio Noguchi
# kalshi_date=2026-04-27
timestamp,Yu Hsiou Hsu,Rio Noguchi
2026-04-28T21:15:00Z,,43.76
2026-04-28T21:19:00Z,58.00,43.76
2026-04-28T21:29:00Z,58.00,41.00
2026-04-28T21:36:00Z,58.00,41.00
2026-04-28T22:09:00Z,55.00,41.00
2026-04-28T22:10:00Z,55.00,41.38
2026-04-28T22:55:00Z,55.00,42.00
2026-04-28T22:56:00Z,55.00,42.00
2026-04-28T23:05:00Z,55.00,43.34
2026-04-28T23:09:00Z,55.00,43.34
2026-04-28T23:19:00Z,55.00,42.00
2026-04-28T23:23:00Z,57.00,42.00
2026-04-28T23:26:00Z,55.00,42.00
2026-04-28T23:30:00Z,55.00,45.00
2026-04-28T23:36:00Z,55.00,45.00
2026-04-28T23:37:00Z,56.07,45.00
2026-04-28T23:40:00Z,56.07,45.00
2026-04-28T23:46:00Z,55.00,45.00
2026-04-28T23:49:00Z,55.00,42.00
2026-04-28T23:57:00Z,55.00,42.00
2026-04-28T23:58:00Z,55.00,45.00
2026-04-29T00:18:00Z,55.00,45.00
2026-04-29T00:33:00Z,57.00,45.00
2026-04-29T00:48:00Z,57.00,45.00
2026-04-29T00:50:00Z,57.00,45.00
2026-04-29T01:00:00Z,57.00,45.00
2026-04-29T01:05:00Z,57.00,43.00
2026-04-29T01:11:00Z,57.00,45.00
2026-04-29T01:32:00Z,57.00,45.00
2026-04-29T01:35:00Z,57.00,45.00
2026-04-29T01:46:00Z,58.00,45.00
2026-04-29T01:50:00Z,58.70,45.00
2026-04-29T01:52:00Z,59.00,45.00
2026-04-29T01:54:00Z,58.00,45.00
2026-04-29T01:56:00Z,58.00,44.00
2026-04-29T02:04:00Z,58.00,44.00
2026-04-29T02:06:00Z,58.00,44.00
2026-04-29T02:10:00Z,58.00,44.00
2026-04-29T02:11:00Z,58.00,43.00
2026-04-29T02:13:00Z,58.00,44.00
2026-04-29T02:15:00Z,58.00,44.00
2026-04-29T02:19:00Z,56.00,44.00
2026-04-29T02:23:00Z,56.00,44.00
2026-04-29T02:25:00Z,58.00,44.00
2026-04-29T02:26:00Z,58.00,44.00
2026-04-29T02:29:00Z,58.00,44.00
2026-04-29T02:30:00Z,58.00,44.00
2026-04-29T02:33:00Z,58.00,44.00
2026-04-29T02:36:00Z,58.00,44.00
2026-04-29T02:39:00Z,58.00,44.00
2026-04-29T02:41:00Z,58.00,44.00
2026-04-29T02:42:00Z,58.00,44.00
2026-04-29T02:43:00Z,57.00,44.00
2026-04-29T02:44:00Z,57.00,44.80
2026-04-29T02:46:00Z,57.00,45.00
2026-04-29T02:47:00Z,57.80,45.00
2026-04-29T02:48:00Z,58.00,45.00
2026-04-29T02:49:00Z,58.00,45.00
2026-04-29T02:50:00Z,58.00,45.00
2026-04-29T02:51:00Z,58.00,45.00
2026-04-29T02:52:00Z,58.00,45.00
2026-04-29T02:53:00Z,57.12,44.00
2026-04-29T02:55:00Z,57.83,44.00
2026-04-29T02:56:00Z,57.00,44.00
2026-04-29T02:57:00Z,57.00,44.00
2026-04-29T02:59:00Z,57.00,44.27
2026-04-29T03:01:00Z,57.00,44.27
2026-04-29T03:03:00Z,57.00,43.67
2026-04-29T03:04:00Z,57.00,45.00
2026-04-29T03:05:00Z,57.00,45.00
2026-04-29T03:06:00Z,57.00,45.00
2026-04-29T03:08:00Z,57.00,45.00
2026-04-29T03:09:00Z,57.00,44.51
2026-04-29T03:10:00Z,55.32,44.51
2026-04-29T03:11:00Z,57.00,45.00
2026-04-29T03:13:00Z,57.00,45.00
2026-04-29T03:15:00Z,56.51,44.48
2026-04-29T03:16:00Z,56.51,45.00
2026-04-29T03:17:00Z,54.67,46.29
2026-04-29T03:18:00Z,54.67,47.81
2026-04-29T03:19:00Z,54.67,47.76
2026-04-29T03:20:00Z,54.67,47.66
2026-04-29T03:21:00Z,54.67,48.00
2026-04-29T03:22:00Z,54.67,47.99
2026-04-29T03:23:00Z,55.00,46.47
