# event_ticker=KXATPMATCH-26MAR18KOUSVA
# final_score=5-7 6-4 6-4
# match_winner=Moise Kouame
# fav_player=Moise Kouame
# dog_player=Zachary Svajda
# kalshi_date=2026-03-18
timestamp,Moise Kouame,Zachary Svajda
2026-03-19T02:32:00Z,,80.00
2026-03-19T02:36:00Z,21.00,80.00
2026-03-19T03:06:00Z,21.00,80.00
2026-03-19T03:12:00Z,21.00,81.00
2026-03-19T03:28:00Z,21.02,81.00
2026-03-19T03:49:00Z,22.00,81.00
2026-03-19T03:51:00Z,22.00,81.00
2026-03-19T04:06:00Z,21.00,81.00
2026-03-19T04:17:00Z,21.00,81.00
2026-03-19T04:19:00Z,21.00,81.00
2026-03-19T04:37:00Z,21.00,81.00
2026-03-19T04:41:00Z,21.00,81.00
2026-03-19T04:43:00Z,21.00,81.00
2026-03-19T04:49:00Z,21.00,80.00
2026-03-19T04:56:00Z,21.00,80.00
2026-03-19T05:06:00Z,21.00,81.00
2026-03-19T05:07:00Z,21.00,81.00
2026-03-19T05:25:00Z,21.00,81.00
2026-03-19T05:33:00Z,21.00,81.00
2026-03-19T05:36:00Z,21.00,81.00
2026-03-19T05:38:00Z,21.00,81.00
2026-03-19T05:42:00Z,21.00,80.00
2026-03-19T05:46:00Z,21.00,80.00
2026-03-19T05:48:00Z,21.00,80.00
2026-03-19T05:50:00Z,21.00,80.00
2026-03-19T05:54:00Z,21.00,80.00
2026-03-19T05:56:00Z,21.00,80.00
2026-03-19T06:03:00Z,21.00,80.00
2026-03-19T06:04:00Z,21.00,80.00
2026-03-19T06:07:00Z,21.00,79.00
2026-03-19T06:11:00Z,21.00,80.00
2026-03-19T06:12:00Z,21.00,80.00
2026-03-19T06:15:00Z,21.00,80.42
2026-03-19T06:16:00Z,20.51,80.42
2026-03-19T06:24:00Z,20.51,80.00
2026-03-19T06:28:00Z,20.51,80.00
2026-03-19T06:29:00Z,20.51,79.00
2026-03-19T06:31:00Z,20.51,80.00
2026-03-19T06:33:00Z,20.51,80.20
2026-03-19T06:40:00Z,21.00,80.20
2026-03-19T06:46:00Z,21.00,81.00
2026-03-19T09:02:00Z,21.00,82.00
2026-03-19T09:04:00Z,21.00,82.00
2026-03-19T09:12:00Z,21.00,81.00
2026-03-19T09:18:00Z,21.00,81.00
2026-03-19T09:21:00Z,21.00,81.00
2026-03-19T09:40:00Z,20.00,81.00
2026-03-19T10:02:00Z,20.00,81.00
2026-03-19T10:37:00Z,20.00,81.00
2026-03-19T10:53:00Z,19.62,81.00
2026-03-19T10:57:00Z,21.00,81.00
2026-03-19T11:02:00Z,21.00,81.00
2026-03-19T11:07:00Z,19.00,81.00
2026-03-19T11:20:00Z,21.00,81.00
2026-03-19T11:28:00Z,21.00,81.00
2026-03-19T11:40:00Z,21.00,81.00
2026-03-19T11:56:00Z,20.00,81.00
2026-03-19T12:01:00Z,20.00,81.00
2026-03-19T12:07:00Z,20.00,81.00
2026-03-19T12:09:00Z,20.00,81.00
2026-03-19T12:10:00Z,20.00,81.00
2026-03-19T12:14:00Z,20.00,81.00
2026-03-19T12:35:00Z,20.00,81.00
2026-03-19T12:36:00Z,20.00,81.00
2026-03-19T12:39:00Z,20.00,81.00
2026-03-19T12:48:00Z,20.00,81.00
2026-03-19T12:50:00Z,20.00,81.00
2026-03-19T13:00:00Z,20.00,81.00
2026-03-19T13:04:00Z,20.00,81.00
2026-03-19T13:06:00Z,20.00,81.00
2026-03-19T13:07:00Z,20.00,81.00
2026-03-19T13:10:00Z,20.00,81.00
2026-03-19T13:12:00Z,20.00,81.00
2026-03-19T13:14:00Z,20.00,81.00
2026-03-19T13:17:00Z,20.00,81.00
2026-03-19T13:19:00Z,20.00,81.00
2026-03-19T13:21:00Z,20.00,81.00
2026-03-19T13:27:00Z,20.00,81.00
2026-03-19T13:34:00Z,20.00,81.00
2026-03-19T13:37:00Z,20.00,81.00
2026-03-19T13:38:00Z,20.00,81.00
2026-03-19T13:40:00Z,20.00,81.00
2026-03-19T13:41:00Z,20.00,81.00
2026-03-19T13:43:00Z,20.00,81.00
2026-03-19T13:45:00Z,20.00,81.00
2026-03-19T13:46:00Z,20.00,81.00
2026-03-19T13:48:00Z,21.00,81.00
2026-03-19T13:49:00Z,21.00,81.00
2026-03-19T13:50:00Z,21.00,81.00
2026-03-19T13:52:00Z,21.00,81.00
2026-03-19T13:54:00Z,21.00,81.00
2026-03-19T13:55:00Z,21.00,80.00
2026-03-19T13:57:00Z,21.00,80.55
2026-03-19T13:58:00Z,21.00,81.00
2026-03-19T13:59:00Z,21.00,81.00
2026-03-19T14:00:00Z,21.00,81.00
2026-03-19T14:01:00Z,21.00,81.00
2026-03-19T14:02:00Z,21.00,81.00
2026-03-19T14:03:00Z,21.00,81.00
2026-03-19T14:04:00Z,19.66,81.00
2026-03-19T14:05:00Z,19.66,81.00
2026-03-19T14:08:00Z,21.00,81.00
2026-03-19T14:09:00Z,21.00,81.00
2026-03-19T14:10:00Z,21.00,81.00
2026-03-19T14:11:00Z,20.01,81.00
2026-03-19T14:12:00Z,18.77,83.00
2026-03-19T14:13:00Z,17.06,83.06
2026-03-19T14:14:00Z,15.99,85.00
2026-03-19T14:15:00Z,13.56,88.64
2026-03-19T14:16:00Z,13.41,85.71
2026-03-19T14:17:00Z,18.80,83.32
2026-03-19T14:18:00Z,17.79,84.00
2026-03-19T14:19:00Z,16.94,84.02
2026-03-19T14:20:00Z,16.00,84.00
2026-03-19T14:21:00Z,16.00,84.00
2026-03-19T14:22:00Z,18.00,83.00
2026-03-19T14:23:00Z,20.12,81.85
2026-03-19T14:24:00Z,19.92,81.85
2026-03-19T14:25:00Z,19.22,83.00
2026-03-19T14:26:00Z,22.29,78.75
2026-03-19T14:27:00Z,35.01,67.33
2026-03-19T14:28:00Z,36.00,65.00
2026-03-19T14:29:00Z,37.07,63.40
2026-03-19T14:30:00Z,36.61,62.21
2026-03-19T14:31:00Z,35.90,63.00
2026-03-19T14:32:00Z,35.96,63.88
2026-03-19T14:33:00Z,31.32,68.81
2026-03-19T14:34:00Z,32.47,68.60
2026-03-19T14:35:00Z,37.12,67.13
2026-03-19T14:36:00Z,37.12,64.10
2026-03-19T14:37:00Z,39.57,63.83
2026-03-19T14:38:00Z,39.57,62.78
2026-03-19T14:39:00Z,35.51,63.11
2026-03-19T14:40:00Z,35.48,65.00
2026-03-19T14:41:00Z,36.30,65.00
2026-03-19T14:42:00Z,36.77,65.24
2026-03-19T14:43:00Z,32.05,68.96
2026-03-19T14:44:00Z,26.10,73.61
2026-03-19T14:45:00Z,34.58,67.08
2026-03-19T14:46:00Z,31.28,69.99
2026-03-19T14:47:00Z,20.10,77.91
2026-03-19T14:48:00Z,15.61,83.61
2026-03-19T14:49:00Z,14.72,86.00
2026-03-19T14:50:00Z,16.00,85.62
2026-03-19T14:51:00Z,17.11,83.14
2026-03-19T14:52:00Z,19.94,81.26
2026-03-19T14:53:00Z,21.26,76.74
2026-03-19T14:54:00Z,20.92,80.00
2026-03-19T14:55:00Z,24.01,78.56
2026-03-19T14:56:00Z,20.77,79.40
2026-03-19T14:57:00Z,20.00,81.00
2026-03-19T14:58:00Z,20.33,81.08
2026-03-19T14:59:00Z,18.01,84.99
2026-03-19T15:00:00Z,10.80,91.17
2026-03-19T15:01:00Z,7.88,93.35
2026-03-19T15:02:00Z,7.00,93.36
2026-03-19T15:03:00Z,8.09,92.25
2026-03-19T15:04:00Z,7.55,93.14
2026-03-19T15:05:00Z,7.29,93.30
2026-03-19T15:06:00Z,6.81,94.68
2026-03-19T15:07:00Z,7.83,93.00
2026-03-19T15:08:00Z,8.20,91.44
2026-03-19T15:09:00Z,8.98,92.15
2026-03-19T15:10:00Z,9.34,92.20
2026-03-19T15:11:00Z,9.85,91.70
2026-03-19T15:12:00Z,11.40,89.60
2026-03-19T15:13:00Z,9.59,87.73
2026-03-19T15:14:00Z,7.82,92.78
2026-03-19T15:15:00Z,7.30,93.00
2026-03-19T15:16:00Z,6.98,93.23
2026-03-19T15:17:00Z,6.53,94.72
2026-03-19T15:18:00Z,9.08,92.20
2026-03-19T15:19:00Z,9.32,91.17
2026-03-19T15:20:00Z,10.72,90.19
2026-03-19T15:21:00Z,8.27,91.68
2026-03-19T15:22:00Z,7.96,93.00
2026-03-19T15:23:00Z,8.22,92.55
2026-03-19T15:24:00Z,8.62,92.27
2026-03-19T15:25:00Z,6.66,94.55
2026-03-19T15:26:00Z,8.55,92.74
2026-03-19T15:27:00Z,9.04,91.04
2026-03-19T15:28:00Z,8.47,92.98
2026-03-19T15:29:00Z,7.49,93.00
2026-03-19T15:30:00Z,8.00,93.00
2026-03-19T15:31:00Z,7.99,93.81
2026-03-19T15:32:00Z,5.91,95.02
2026-03-19T15:33:00Z,2.64,97.65
2026-03-19T15:34:00Z,4.43,94.67
2026-03-19T15:35:00Z,7.24,93.98
2026-03-19T15:36:00Z,7.63,92.95
2026-03-19T15:37:00Z,10.20,89.07
2026-03-19T15:38:00Z,12.46,87.58
2026-03-19T15:39:00Z,17.03,80.69
2026-03-19T15:40:00Z,19.09,81.82
2026-03-19T15:41:00Z,20.58,81.71
2026-03-19T15:42:00Z,28.91,82.57
2026-03-19T15:43:00Z,27.21,73.22
2026-03-19T15:44:00Z,32.02,67.50
2026-03-19T15:45:00Z,32.34,68.80
2026-03-19T15:46:00Z,26.06,73.04
2026-03-19T15:47:00Z,28.62,73.73
2026-03-19T15:48:00Z,25.79,74.32
2026-03-19T15:49:00Z,26.68,76.71
2026-03-19T15:50:00Z,25.90,78.33
2026-03-19T15:51:00Z,27.29,77.52
2026-03-19T15:52:00Z,27.00,76.95
2026-03-19T15:53:00Z,27.15,74.64
2026-03-19T15:54:00Z,27.30,74.48
2026-03-19T15:55:00Z,27.33,75.12
2026-03-19T15:56:00Z,43.81,64.71
2026-03-19T15:57:00Z,57.12,42.00
2026-03-19T15:58:00Z,67.28,32.80
2026-03-19T15:59:00Z,70.04,33.46
2026-03-19T16:00:00Z,65.44,37.56
2026-03-19T16:01:00Z,61.74,39.75
2026-03-19T16:02:00Z,63.53,37.91
2026-03-19T16:03:00Z,72.78,27.55
2026-03-19T16:04:00Z,71.22,29.83
2026-03-19T16:05:00Z,66.76,34.33
2026-03-19T16:06:00Z,66.91,33.86
2026-03-19T16:07:00Z,69.93,32.97
2026-03-19T16:08:00Z,46.93,50.20
2026-03-19T16:09:00Z,48.34,52.60
2026-03-19T16:10:00Z,56.14,45.55
2026-03-19T16:11:00Z,62.15,42.59
2026-03-19T16:12:00Z,67.83,34.86
2026-03-19T16:13:00Z,67.83,32.58
2026-03-19T16:14:00Z,57.22,43.67
2026-03-19T16:15:00Z,56.15,46.77
