# event_ticker=KXATPCHALLENGERMATCH-26APR16ZINKRU
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Tyler Zink
# fav_player=Mitchell Krueger
# dog_player=Tyler Zink
# kalshi_date=2026-04-16
timestamp,Mitchell Krueger,Tyler Zink
2026-04-16T14:30:00Z,60.00,41.00
2026-04-16T14:40:00Z,60.00,41.00
2026-04-16T14:41:00Z,60.00,41.00
2026-04-16T14:51:00Z,60.00,41.00
2026-04-16T15:00:00Z,59.00,41.00
2026-04-16T15:04:00Z,60.26,41.00
2026-04-16T15:09:00Z,61.00,41.00
2026-04-16T15:10:00Z,61.00,41.00
2026-04-16T15:12:00Z,61.00,41.00
2026-04-16T15:20:00Z,61.00,41.00
2026-04-16T15:24:00Z,61.00,41.00
2026-04-16T15:26:00Z,61.00,41.00
2026-04-16T15:30:00Z,61.00,41.00
2026-04-16T15:32:00Z,61.00,41.00
2026-04-16T15:33:00Z,61.00,41.00
2026-04-16T15:35:00Z,61.00,41.00
2026-04-16T15:40:00Z,61.00,41.00
2026-04-16T15:41:00Z,61.00,41.00
2026-04-16T15:42:00Z,61.00,41.00
2026-04-16T15:43:00Z,61.00,41.00
2026-04-16T15:45:00Z,61.00,41.00
2026-04-16T15:50:00Z,61.00,41.00
2026-04-16T15:52:00Z,61.00,41.00
2026-04-16T15:54:00Z,61.00,41.00
2026-04-16T15:55:00Z,61.00,41.96
2026-04-16T15:58:00Z,61.00,41.96
2026-04-16T16:00:00Z,61.00,41.00
2026-04-16T16:02:00Z,61.66,41.00
2026-04-16T16:05:00Z,61.00,41.00
2026-04-16T16:09:00Z,61.00,41.00
2026-04-16T16:10:00Z,61.00,41.00
2026-04-16T16:12:00Z,61.00,41.00
2026-04-16T16:13:00Z,61.00,41.00
2026-04-16T16:15:00Z,61.84,41.00
2026-04-16T16:16:00Z,59.36,41.00
2026-04-16T16:17:00Z,59.36,41.00
2026-04-16T16:18:00Z,59.36,42.00
2026-04-16T16:22:00Z,60.02,42.00
2026-04-16T16:23:00Z,60.02,42.00
2026-04-16T16:27:00Z,60.02,42.00
2026-04-16T16:28:00Z,60.00,42.00
2026-04-16T16:29:00Z,60.00,42.00
2026-04-16T16:30:00Z,60.76,42.00
2026-04-16T16:31:00Z,60.76,42.00
2026-04-16T16:32:00Z,60.00,42.00
2026-04-16T16:34:00Z,60.00,43.00
2026-04-16T16:35:00Z,60.00,42.09
2026-04-16T16:36:00Z,60.00,42.19
2026-04-16T16:37:00Z,60.00,42.50
2026-04-16T16:38:00Z,60.55,42.61
2026-04-16T16:39:00Z,60.69,42.00
2026-04-16T16:40:00Z,63.43,37.81
2026-04-16T16:41:00Z,63.75,38.49
2026-04-16T16:42:00Z,59.64,44.40
2026-04-16T16:43:00Z,56.78,43.47
2026-04-16T16:44:00Z,55.24,44.96
2026-04-16T16:45:00Z,55.89,48.93
2026-04-16T16:46:00Z,52.10,48.26
2026-04-16T16:47:00Z,42.68,56.93
2026-04-16T16:48:00Z,42.49,60.16
2026-04-16T16:49:00Z,40.65,58.58
2026-04-16T16:50:00Z,40.83,61.02
2026-04-16T16:51:00Z,41.94,61.09
2026-04-16T16:52:00Z,39.65,62.11
2026-04-16T16:53:00Z,37.58,64.89
2026-04-16T16:54:00Z,31.45,70.88
2026-04-16T16:55:00Z,27.01,73.80
2026-04-16T16:56:00Z,27.72,73.03
2026-04-16T16:57:00Z,26.31,74.43
2026-04-16T16:58:00Z,27.88,73.24
2026-04-16T16:59:00Z,28.00,73.22
2026-04-16T17:00:00Z,26.09,74.48
2026-04-16T17:01:00Z,26.00,73.78
2026-04-16T17:02:00Z,26.30,73.88
2026-04-16T17:03:00Z,27.10,73.99
2026-04-16T17:04:00Z,28.03,72.67
2026-04-16T17:05:00Z,27.80,72.79
2026-04-16T17:06:00Z,26.00,74.82
2026-04-16T17:07:00Z,25.95,75.64
2026-04-16T17:08:00Z,25.92,75.50
2026-04-16T17:09:00Z,24.95,76.12
2026-04-16T17:10:00Z,27.95,73.74
2026-04-16T17:11:00Z,29.75,69.70
2026-04-16T17:12:00Z,30.49,70.72
2026-04-16T17:13:00Z,30.99,69.92
2026-04-16T17:14:00Z,31.45,71.07
2026-04-16T17:15:00Z,27.24,72.93
2026-04-16T17:16:00Z,28.50,74.05
2026-04-16T17:17:00Z,24.34,77.96
2026-04-16T17:18:00Z,24.56,76.02
2026-04-16T17:19:00Z,26.97,75.35
2026-04-16T17:20:00Z,27.40,77.74
2026-04-16T17:21:00Z,30.23,70.49
2026-04-16T17:22:00Z,30.71,70.96
2026-04-16T17:23:00Z,27.49,73.84
2026-04-16T17:24:00Z,26.18,73.96
2026-04-16T17:25:00Z,25.04,76.55
2026-04-16T17:26:00Z,16.51,86.10
2026-04-16T17:27:00Z,15.62,85.01
2026-04-16T17:28:00Z,9.12,91.04
2026-04-16T17:29:00Z,8.47,91.95
2026-04-16T17:30:00Z,6.89,93.92
2026-04-16T17:31:00Z,5.07,94.92
2026-04-16T17:32:00Z,5.04,94.33
2026-04-16T17:33:00Z,5.99,95.43
2026-04-16T17:34:00Z,6.35,93.96
2026-04-16T17:35:00Z,6.97,93.95
2026-04-16T17:36:00Z,6.83,93.71
2026-04-16T17:37:00Z,5.05,96.89
2026-04-16T17:38:00Z,5.21,96.33
2026-04-16T17:39:00Z,1.76,98.72
2026-04-16T17:40:00Z,1.00,99.00
2026-04-16T17:41:00Z,1.00,99.00
2026-04-16T17:42:00Z,1.00,99.00
2026-04-16T17:43:00Z,1.00,99.00
2026-04-16T17:44:00Z,1.00,99.00
2026-04-16T17:45:00Z,1.00,99.00
2026-04-16T17:46:00Z,1.00,99.00
2026-04-16T17:49:00Z,1.00,99.00
2026-04-16T17:51:00Z,1.00,99.00
2026-04-16T17:52:00Z,1.00,99.00
