# event_ticker=KXATPMATCH-26MAR21SAKMED
# final_score=6-7(10) 6-3 6-1
# score_resolution=7-6 3-6 1-6
# match_winner=Daniil Medvedev
# fav_player=Rei Sakamoto
# dog_player=Daniil Medvedev
# kalshi_date=2026-03-21
timestamp,Rei Sakamoto,Daniil Medvedev
2026-03-21T07:24:00Z,,94.00
2026-03-21T08:19:00Z,7.00,94.00
2026-03-21T08:32:00Z,7.00,94.00
2026-03-21T09:13:00Z,7.00,94.00
2026-03-21T09:15:00Z,7.00,94.00
2026-03-21T09:29:00Z,7.00,94.00
2026-03-21T09:37:00Z,7.00,94.00
2026-03-21T09:42:00Z,7.00,93.00
2026-03-21T09:45:00Z,7.00,94.00
2026-03-21T09:51:00Z,7.00,93.00
2026-03-21T10:00:00Z,7.00,93.00
2026-03-21T10:13:00Z,7.00,93.00
2026-03-21T10:14:00Z,7.00,92.00
2026-03-21T10:15:00Z,8.00,92.00
2026-03-21T10:17:00Z,8.00,92.00
2026-03-21T10:37:00Z,8.00,92.00
2026-03-21T11:26:00Z,8.00,93.00
2026-03-21T11:28:00Z,8.00,93.00
2026-03-21T11:37:00Z,8.00,93.00
2026-03-21T11:41:00Z,8.00,93.00
2026-03-21T11:46:00Z,8.00,93.00
2026-03-21T11:49:00Z,8.00,93.00
2026-03-21T12:08:00Z,8.00,93.00
2026-03-21T12:09:00Z,8.00,93.00
2026-03-21T12:17:00Z,8.00,93.00
2026-03-21T12:46:00Z,8.00,93.00
2026-03-21T13:16:00Z,8.00,93.00
2026-03-21T13:28:00Z,8.00,93.00
2026-03-21T13:38:00Z,8.00,93.00
2026-03-21T13:44:00Z,8.00,93.00
2026-03-21T13:45:00Z,8.00,93.00
2026-03-21T13:51:00Z,8.00,93.00
2026-03-21T14:12:00Z,8.00,93.00
2026-03-21T14:13:00Z,8.00,93.00
2026-03-21T14:15:00Z,8.00,93.00
2026-03-21T14:33:00Z,8.00,93.00
2026-03-21T14:38:00Z,8.00,93.00
2026-03-21T14:44:00Z,8.00,93.00
2026-03-21T14:45:00Z,8.61,91.40
2026-03-21T14:54:00Z,9.00,91.40
2026-03-21T14:59:00Z,9.00,92.00
2026-03-21T15:05:00Z,9.00,92.00
2026-03-21T15:12:00Z,9.00,92.00
2026-03-21T15:24:00Z,9.00,92.06
2026-03-21T15:37:00Z,9.00,93.00
2026-03-21T15:42:00Z,8.00,93.00
2026-03-21T15:46:00Z,8.00,93.00
2026-03-21T15:47:00Z,8.00,93.00
2026-03-21T15:48:00Z,8.00,92.00
2026-03-21T15:58:00Z,8.00,92.00
2026-03-21T16:21:00Z,8.00,93.00
2026-03-21T16:24:00Z,8.00,93.00
2026-03-21T16:33:00Z,8.00,93.00
2026-03-21T16:35:00Z,8.00,93.00
2026-03-21T16:36:00Z,8.00,93.00
2026-03-21T16:37:00Z,8.00,93.00
2026-03-21T16:42:00Z,8.00,93.00
2026-03-21T16:48:00Z,8.00,93.00
2026-03-21T16:49:00Z,8.00,93.00
2026-03-21T16:52:00Z,8.00,93.00
2026-03-21T16:56:00Z,8.00,93.00
2026-03-21T17:05:00Z,8.00,93.00
2026-03-21T17:07:00Z,8.00,93.00
2026-03-21T17:11:00Z,8.00,93.00
2026-03-21T17:12:00Z,8.00,93.00
2026-03-21T17:13:00Z,8.00,93.00
2026-03-21T17:15:00Z,8.00,93.00
2026-03-21T17:18:00Z,8.00,93.00
2026-03-21T17:19:00Z,8.00,93.00
2026-03-21T17:20:00Z,8.00,93.00
2026-03-21T17:27:00Z,8.00,93.00
2026-03-21T17:28:00Z,8.00,93.00
2026-03-21T17:29:00Z,8.00,92.00
2026-03-21T17:32:00Z,8.00,92.00
2026-03-21T17:34:00Z,8.00,92.00
2026-03-21T17:35:00Z,8.00,93.00
2026-03-21T17:37:00Z,8.00,93.00
2026-03-21T17:38:00Z,8.00,93.00
2026-03-21T17:40:00Z,8.00,93.00
2026-03-21T17:41:00Z,8.00,93.00
2026-03-21T17:43:00Z,8.00,93.00
2026-03-21T17:44:00Z,8.00,93.00
2026-03-21T17:49:00Z,8.00,93.00
2026-03-21T17:50:00Z,8.00,93.00
2026-03-21T17:57:00Z,8.00,92.00
2026-03-21T17:59:00Z,8.00,92.00
2026-03-21T18:02:00Z,8.00,93.00
2026-03-21T18:05:00Z,8.00,93.00
2026-03-21T18:06:00Z,8.00,93.00
2026-03-21T18:07:00Z,8.00,93.39
2026-03-21T18:10:00Z,7.11,93.00
2026-03-21T18:11:00Z,8.00,94.00
2026-03-21T18:17:00Z,8.00,94.00
2026-03-21T18:20:00Z,8.00,94.00
2026-03-21T18:21:00Z,8.00,94.00
2026-03-21T18:22:00Z,8.00,94.00
2026-03-21T18:23:00Z,8.00,94.00
2026-03-21T18:27:00Z,8.00,94.00
2026-03-21T18:28:00Z,7.00,93.86
2026-03-21T18:30:00Z,8.00,93.86
2026-03-21T18:31:00Z,8.00,93.86
2026-03-21T18:32:00Z,8.00,94.00
2026-03-21T18:33:00Z,8.00,94.00
2026-03-21T18:35:00Z,8.00,94.00
2026-03-21T18:38:00Z,8.00,94.00
2026-03-21T18:39:00Z,8.00,94.00
2026-03-21T18:40:00Z,8.00,94.00
2026-03-21T18:41:00Z,7.98,94.00
2026-03-21T18:43:00Z,8.00,93.00
2026-03-21T18:44:00Z,8.00,93.00
2026-03-21T18:45:00Z,8.00,93.00
2026-03-21T18:46:00Z,8.00,93.00
2026-03-21T18:47:00Z,8.00,93.00
2026-03-21T18:48:00Z,8.00,93.00
2026-03-21T18:49:00Z,8.00,93.00
2026-03-21T18:50:00Z,8.07,93.00
2026-03-21T18:51:00Z,9.18,91.98
2026-03-21T18:52:00Z,8.80,93.00
2026-03-21T18:53:00Z,8.91,93.99
2026-03-21T18:54:00Z,9.85,92.00
2026-03-21T18:55:00Z,9.00,92.00
2026-03-21T18:56:00Z,9.87,92.00
2026-03-21T18:57:00Z,8.90,92.35
2026-03-21T18:58:00Z,9.27,92.04
2026-03-21T18:59:00Z,10.35,91.24
2026-03-21T19:00:00Z,10.99,90.02
2026-03-21T19:01:00Z,10.00,90.00
2026-03-21T19:02:00Z,12.63,89.16
2026-03-21T19:03:00Z,16.01,88.16
2026-03-21T19:04:00Z,12.04,89.51
2026-03-21T19:05:00Z,11.77,88.00
2026-03-21T19:06:00Z,13.00,88.00
2026-03-21T19:07:00Z,11.83,88.99
2026-03-21T19:08:00Z,11.95,89.43
2026-03-21T19:09:00Z,14.19,86.47
2026-03-21T19:10:00Z,13.15,87.00
2026-03-21T19:11:00Z,12.05,88.66
2026-03-21T19:12:00Z,10.72,90.56
2026-03-21T19:13:00Z,9.48,92.57
2026-03-21T19:14:00Z,13.05,87.99
2026-03-21T19:15:00Z,14.76,86.03
2026-03-21T19:16:00Z,15.84,86.00
2026-03-21T19:17:00Z,19.67,83.50
2026-03-21T19:18:00Z,16.96,84.48
2026-03-21T19:19:00Z,14.46,86.32
2026-03-21T19:20:00Z,15.99,85.30
2026-03-21T19:21:00Z,18.31,83.87
2026-03-21T19:22:00Z,19.00,82.00
2026-03-21T19:23:00Z,19.34,82.04
2026-03-21T19:24:00Z,17.12,84.92
2026-03-21T19:25:00Z,16.19,84.03
2026-03-21T19:26:00Z,15.69,85.16
2026-03-21T19:27:00Z,10.41,88.52
2026-03-21T19:28:00Z,12.30,87.60
2026-03-21T19:29:00Z,18.52,82.75
2026-03-21T19:30:00Z,20.00,81.00
2026-03-21T19:31:00Z,19.32,82.99
2026-03-21T19:32:00Z,16.92,84.97
2026-03-21T19:33:00Z,18.68,82.31
2026-03-21T19:34:00Z,21.22,80.97
2026-03-21T19:35:00Z,26.60,77.04
2026-03-21T19:36:00Z,27.84,74.69
2026-03-21T19:37:00Z,29.52,72.19
2026-03-21T19:38:00Z,27.15,76.18
2026-03-21T19:39:00Z,33.47,67.81
2026-03-21T19:40:00Z,22.02,74.61
2026-03-21T19:41:00Z,24.03,77.46
2026-03-21T19:42:00Z,18.28,81.49
2026-03-21T19:43:00Z,22.35,74.94
2026-03-21T19:44:00Z,19.28,81.96
2026-03-21T19:45:00Z,26.58,73.48
2026-03-21T19:46:00Z,32.24,70.42
2026-03-21T19:47:00Z,38.31,63.46
2026-03-21T19:48:00Z,36.91,64.99
2026-03-21T19:49:00Z,34.52,65.89
2026-03-21T19:50:00Z,33.03,68.22
2026-03-21T19:51:00Z,32.12,67.61
2026-03-21T19:52:00Z,31.24,68.99
2026-03-21T19:53:00Z,33.83,68.04
2026-03-21T19:54:00Z,32.93,69.24
2026-03-21T19:55:00Z,31.91,68.49
2026-03-21T19:56:00Z,30.28,70.10
2026-03-21T19:57:00Z,33.60,68.04
2026-03-21T19:58:00Z,35.40,66.88
2026-03-21T19:59:00Z,40.36,61.74
2026-03-21T20:00:00Z,43.79,54.54
2026-03-21T20:01:00Z,37.93,63.33
2026-03-21T20:02:00Z,41.17,61.62
2026-03-21T20:03:00Z,39.43,64.06
2026-03-21T20:04:00Z,33.56,67.62
2026-03-21T20:05:00Z,36.50,61.86
2026-03-21T20:06:00Z,37.82,65.56
2026-03-21T20:07:00Z,31.61,68.47
2026-03-21T20:08:00Z,32.50,68.26
2026-03-21T20:09:00Z,33.85,66.83
2026-03-21T20:10:00Z,37.60,64.59
2026-03-21T20:11:00Z,39.44,61.22
2026-03-21T20:12:00Z,37.25,64.85
2026-03-21T20:13:00Z,37.63,63.93
2026-03-21T20:14:00Z,37.28,63.58
2026-03-21T20:15:00Z,37.79,63.92
2026-03-21T20:16:00Z,35.73,66.51
2026-03-21T20:17:00Z,33.59,65.51
2026-03-21T20:18:00Z,32.07,68.34
2026-03-21T20:19:00Z,21.77,78.12
2026-03-21T20:20:00Z,24.54,75.99
2026-03-21T20:21:00Z,25.39,76.20
2026-03-21T20:22:00Z,21.49,80.03
2026-03-21T20:23:00Z,20.03,80.00
2026-03-21T20:24:00Z,20.53,80.49
2026-03-21T20:25:00Z,23.38,78.09
2026-03-21T20:26:00Z,20.40,78.69
2026-03-21T20:27:00Z,21.08,78.05
2026-03-21T20:28:00Z,20.06,79.50
2026-03-21T20:29:00Z,20.56,79.09
2026-03-21T20:30:00Z,21.13,78.98
2026-03-21T20:31:00Z,20.77,79.90
2026-03-21T20:32:00Z,13.98,85.74
2026-03-21T20:33:00Z,8.98,89.59
2026-03-21T20:34:00Z,7.46,91.23
2026-03-21T20:35:00Z,6.60,92.61
2026-03-21T20:36:00Z,5.55,94.76
2026-03-21T20:37:00Z,5.14,94.98
2026-03-21T20:38:00Z,5.41,95.00
2026-03-21T20:39:00Z,3.54,96.61
2026-03-21T20:40:00Z,1.26,98.87
2026-03-21T20:41:00Z,1.00,99.00
2026-03-21T20:42:00Z,1.00,99.00
2026-03-21T20:43:00Z,1.00,99.00
2026-03-21T20:44:00Z,1.00,99.00
2026-03-21T20:45:00Z,1.00,99.00
2026-03-21T20:46:00Z,1.00,99.00
2026-03-21T20:47:00Z,1.00,99.00
2026-03-21T20:48:00Z,1.00,99.00
2026-03-21T20:49:00Z,1.00,99.00
2026-03-21T20:50:00Z,1.00,99.00
2026-03-21T20:51:00Z,1.00,99.00
2026-03-21T20:52:00Z,1.00,99.00
2026-03-21T20:53:00Z,1.00,99.00
2026-03-21T20:54:00Z,1.00,99.00
2026-03-21T20:55:00Z,1.00,99.00
2026-03-21T20:56:00Z,1.00,99.00
2026-03-21T20:57:00Z,1.00,99.00
2026-03-21T20:58:00Z,1.00,99.00
2026-03-21T20:59:00Z,1.00,99.00
2026-03-21T21:00:00Z,1.00,99.00
2026-03-21T21:01:00Z,1.00,99.00
2026-03-21T21:02:00Z,1.00,99.00
2026-03-21T21:03:00Z,1.00,99.00
