# event_ticker=KXATPMATCH-25AUG08LANKYP
# final_score=3-6 6-3 6-2
# match_winner=Martin Landaluce
# fav_player=Martin Landaluce
# dog_player=Patrick Kypson
# kalshi_date=2025-08-08
timestamp,Martin Landaluce,Patrick Kypson
2025-08-08T12:58:00Z,43.00,
2025-08-08T12:59:00Z,43.00,
2025-08-08T13:34:00Z,43.00,
2025-08-08T15:16:00Z,43.00,
2025-08-08T16:00:00Z,43.00,
2025-08-08T16:45:00Z,43.00,
2025-08-08T18:03:00Z,44.00,
2025-08-08T18:16:00Z,42.00,58.00
2025-08-08T18:42:00Z,43.00,58.00
2025-08-08T19:03:00Z,44.00,58.00
2025-08-08T19:09:00Z,44.00,58.00
2025-08-08T19:23:00Z,44.00,58.00
2025-08-08T19:33:00Z,42.00,58.00
2025-08-08T19:44:00Z,42.00,57.00
2025-08-08T20:01:00Z,42.00,58.00
2025-08-08T20:05:00Z,42.00,58.00
2025-08-08T20:13:00Z,42.00,58.09
2025-08-08T20:31:00Z,43.00,58.09
2025-08-08T21:12:00Z,43.00,59.00
2025-08-08T21:23:00Z,43.00,59.00
2025-08-08T21:26:00Z,42.00,59.00
2025-08-08T21:29:00Z,42.00,59.00
2025-08-08T21:35:00Z,42.00,58.00
2025-08-08T21:36:00Z,42.00,59.00
2025-08-08T21:52:00Z,43.00,59.00
2025-08-08T22:04:00Z,42.00,59.00
2025-08-08T22:10:00Z,42.00,59.00
2025-08-08T22:15:00Z,43.00,59.00
2025-08-08T22:27:00Z,42.00,59.00
2025-08-08T22:28:00Z,42.00,61.00
2025-08-08T22:38:00Z,42.00,61.00
2025-08-08T22:39:00Z,43.00,61.00
2025-08-08T22:43:00Z,43.00,64.00
2025-08-08T22:45:00Z,37.00,64.00
2025-08-08T22:47:00Z,39.98,64.00
2025-08-08T22:49:00Z,46.00,64.00
2025-08-08T22:50:00Z,46.00,58.00
2025-08-08T22:54:00Z,37.00,64.00
2025-08-08T22:58:00Z,44.56,64.00
2025-08-08T22:59:00Z,44.56,59.95
2025-08-08T23:00:00Z,44.56,64.00
2025-08-08T23:01:00Z,36.00,64.00
2025-08-08T23:03:00Z,42.48,64.00
2025-08-08T23:04:00Z,43.89,64.00
2025-08-08T23:05:00Z,41.31,59.00
2025-08-08T23:07:00Z,41.00,59.00
2025-08-08T23:08:00Z,40.00,59.00
2025-08-08T23:09:00Z,41.80,59.00
2025-08-08T23:11:00Z,32.00,67.00
2025-08-08T23:12:00Z,31.00,68.04
2025-08-08T23:13:00Z,31.00,64.27
2025-08-08T23:14:00Z,35.00,64.27
2025-08-08T23:15:00Z,34.00,65.00
2025-08-08T23:16:00Z,33.22,65.00
2025-08-08T23:17:00Z,28.36,73.00
2025-08-08T23:18:00Z,28.36,72.36
2025-08-08T23:19:00Z,27.33,72.27
2025-08-08T23:20:00Z,25.00,77.15
2025-08-08T23:22:00Z,19.00,83.00
2025-08-08T23:23:00Z,18.00,82.00
2025-08-08T23:24:00Z,19.00,86.00
2025-08-08T23:25:00Z,13.28,86.00
2025-08-08T23:26:00Z,13.28,87.00
2025-08-08T23:27:00Z,19.30,87.00
2025-08-08T23:28:00Z,19.00,82.00
2025-08-08T23:29:00Z,21.30,82.00
2025-08-08T23:30:00Z,24.77,79.00
2025-08-08T23:31:00Z,22.00,80.00
2025-08-08T23:32:00Z,24.00,76.51
2025-08-08T23:33:00Z,31.57,71.00
2025-08-08T23:34:00Z,36.00,71.00
2025-08-08T23:35:00Z,37.29,66.00
2025-08-08T23:36:00Z,36.98,66.00
2025-08-08T23:37:00Z,30.35,75.00
2025-08-08T23:38:00Z,23.00,78.80
2025-08-08T23:40:00Z,24.00,78.80
2025-08-08T23:41:00Z,25.00,78.36
2025-08-08T23:42:00Z,26.47,78.36
2025-08-08T23:43:00Z,28.79,79.05
2025-08-08T23:44:00Z,26.00,74.84
2025-08-08T23:45:00Z,27.86,72.72
2025-08-08T23:46:00Z,27.00,72.72
2025-08-08T23:47:00Z,26.00,72.72
2025-08-08T23:48:00Z,22.00,72.72
2025-08-08T23:51:00Z,15.43,72.72
2025-08-08T23:52:00Z,15.43,80.02
2025-08-08T23:53:00Z,19.00,81.00
2025-08-08T23:57:00Z,24.00,81.00
2025-08-09T00:00:00Z,27.00,81.00
2025-08-09T00:01:00Z,29.00,71.40
2025-08-09T00:02:00Z,35.38,71.40
2025-08-09T00:03:00Z,45.24,71.40
2025-08-09T00:04:00Z,45.00,56.00
2025-08-09T00:05:00Z,44.93,56.00
2025-08-09T00:06:00Z,49.00,56.00
2025-08-09T00:07:00Z,49.16,51.00
2025-08-09T00:09:00Z,50.52,51.00
2025-08-09T00:10:00Z,49.00,51.00
2025-08-09T00:11:00Z,49.00,54.00
2025-08-09T00:13:00Z,52.97,50.00
2025-08-09T00:14:00Z,55.00,47.00
2025-08-09T00:16:00Z,52.99,47.00
2025-08-09T00:17:00Z,52.99,47.00
2025-08-09T00:19:00Z,52.99,47.00
2025-08-09T00:23:00Z,60.77,45.00
2025-08-09T00:24:00Z,65.00,45.00
2025-08-09T00:25:00Z,64.11,35.16
2025-08-09T00:26:00Z,57.79,40.44
2025-08-09T00:27:00Z,57.79,48.00
2025-08-09T00:28:00Z,52.17,51.00
2025-08-09T00:29:00Z,52.17,51.00
2025-08-09T00:30:00Z,56.58,51.00
2025-08-09T00:31:00Z,56.58,43.00
2025-08-09T00:32:00Z,57.30,43.00
2025-08-09T00:33:00Z,67.96,43.00
2025-08-09T00:34:00Z,72.58,18.89
2025-08-09T00:35:00Z,81.34,18.89
2025-08-09T00:36:00Z,87.00,15.00
2025-08-09T00:37:00Z,87.68,15.00
2025-08-09T00:38:00Z,89.00,15.00
2025-08-09T00:39:00Z,91.00,11.00
2025-08-09T00:40:00Z,88.00,11.00
2025-08-09T00:41:00Z,74.20,17.00
2025-08-09T00:42:00Z,87.00,16.00
2025-08-09T00:43:00Z,87.00,16.00
2025-08-09T00:44:00Z,85.00,16.00
2025-08-09T00:45:00Z,85.00,20.00
2025-08-09T00:46:00Z,90.00,9.00
2025-08-09T00:47:00Z,91.91,9.00
2025-08-09T00:48:00Z,91.37,13.32
2025-08-09T00:49:00Z,93.94,7.00
2025-08-09T00:50:00Z,90.57,6.00
2025-08-09T00:51:00Z,94.00,5.73
2025-08-09T00:52:00Z,94.00,9.50
2025-08-09T00:53:00Z,92.00,14.70
2025-08-09T00:54:00Z,93.00,9.00
2025-08-09T00:55:00Z,89.56,9.00
2025-08-09T00:56:00Z,89.56,9.94
2025-08-09T00:57:00Z,97.12,2.09
2025-08-09T00:58:00Z,97.12,1.00
2025-08-09T00:59:00Z,97.78,1.00
2025-08-09T01:00:00Z,98.99,1.00
2025-08-09T01:01:00Z,98.97,1.00
2025-08-09T01:02:00Z,99.00,1.00
2025-08-09T01:03:00Z,99.00,1.00
2025-08-09T01:04:00Z,99.00,1.00
