# event_ticker=KXATPMATCH-25NOV02BERHAL
# final_score=6-2 6-4
# match_winner=Matteo Berrettini
# fav_player=Matteo Berrettini
# dog_player=Quentin Halys
# kalshi_date=2025-11-02
timestamp,Matteo Berrettini,Quentin Halys
2025-11-03T08:17:00Z,78.00,
2025-11-03T08:29:00Z,78.00,
2025-11-03T08:59:00Z,78.00,24.00
2025-11-03T09:10:00Z,78.00,24.00
2025-11-03T09:21:00Z,78.00,24.00
2025-11-03T09:22:00Z,78.00,24.00
2025-11-03T09:38:00Z,78.00,24.00
2025-11-03T09:52:00Z,78.00,24.00
2025-11-03T09:55:00Z,78.00,24.00
2025-11-03T09:56:00Z,78.00,24.00
2025-11-03T10:04:00Z,78.00,24.00
2025-11-03T10:10:00Z,77.00,24.00
2025-11-03T10:20:00Z,78.00,24.00
2025-11-03T10:27:00Z,78.00,24.00
2025-11-03T10:55:00Z,78.00,24.00
2025-11-03T11:31:00Z,78.00,24.00
2025-11-03T12:34:00Z,78.00,24.00
2025-11-03T12:37:00Z,78.00,24.00
2025-11-03T12:38:00Z,78.00,24.00
2025-11-03T12:41:00Z,78.00,24.00
2025-11-03T12:44:00Z,78.00,24.00
2025-11-03T12:58:00Z,78.00,23.00
2025-11-03T13:00:00Z,78.00,23.00
2025-11-03T13:04:00Z,78.00,23.00
2025-11-03T13:09:00Z,78.00,22.00
2025-11-03T13:27:00Z,77.00,22.00
2025-11-03T13:35:00Z,78.00,22.00
2025-11-03T13:41:00Z,77.00,22.00
2025-11-03T13:55:00Z,77.00,22.00
2025-11-03T14:04:00Z,78.00,22.00
2025-11-03T14:15:00Z,78.00,22.00
2025-11-03T14:25:00Z,78.00,23.00
2025-11-03T14:54:00Z,78.00,23.00
2025-11-03T15:06:00Z,78.00,23.00
2025-11-03T15:24:00Z,78.00,23.00
2025-11-03T15:33:00Z,78.00,23.00
2025-11-03T15:38:00Z,78.00,23.00
2025-11-03T15:40:00Z,78.00,23.00
2025-11-03T15:48:00Z,78.00,22.00
2025-11-03T15:52:00Z,78.00,22.00
2025-11-03T15:54:00Z,78.00,23.00
2025-11-03T15:55:00Z,78.00,23.00
2025-11-03T16:06:00Z,78.00,23.00
2025-11-03T16:10:00Z,77.00,23.00
2025-11-03T16:12:00Z,77.00,23.00
2025-11-03T16:13:00Z,78.00,23.00
2025-11-03T16:21:00Z,78.00,23.00
2025-11-03T16:23:00Z,78.00,23.00
2025-11-03T16:46:00Z,78.81,23.00
2025-11-03T16:51:00Z,78.00,23.00
2025-11-03T17:01:00Z,78.17,23.00
2025-11-03T17:20:00Z,78.00,23.00
2025-11-03T17:40:00Z,78.79,23.00
2025-11-03T17:42:00Z,78.79,23.00
2025-11-03T17:49:00Z,78.79,23.00
2025-11-03T18:04:00Z,79.00,23.00
2025-11-03T18:07:00Z,79.00,23.00
2025-11-03T18:09:00Z,79.00,23.00
2025-11-03T18:13:00Z,79.00,21.02
2025-11-03T18:16:00Z,78.00,21.02
2025-11-03T18:27:00Z,78.00,22.00
2025-11-03T18:28:00Z,79.00,22.00
2025-11-03T18:35:00Z,79.00,22.00
2025-11-03T18:36:00Z,79.00,22.00
2025-11-03T18:45:00Z,79.00,22.00
2025-11-03T18:48:00Z,79.00,22.00
2025-11-03T19:07:00Z,79.00,23.34
2025-11-03T19:08:00Z,78.00,23.34
2025-11-03T19:34:00Z,78.00,23.34
2025-11-03T19:36:00Z,77.00,23.34
2025-11-03T19:42:00Z,77.00,22.00
2025-11-03T19:44:00Z,77.00,24.00
2025-11-03T19:45:00Z,78.00,24.00
2025-11-03T19:49:00Z,78.00,24.00
2025-11-03T19:54:00Z,78.00,24.00
2025-11-03T19:56:00Z,78.00,24.00
2025-11-03T19:57:00Z,78.00,22.00
2025-11-03T19:58:00Z,78.00,22.00
2025-11-03T19:59:00Z,78.00,23.67
2025-11-03T20:00:00Z,78.00,25.00
2025-11-03T20:01:00Z,78.99,23.49
2025-11-03T20:02:00Z,79.01,20.10
2025-11-03T20:03:00Z,79.00,23.14
2025-11-03T20:04:00Z,82.77,14.71
2025-11-03T20:05:00Z,86.02,13.03
2025-11-03T20:06:00Z,88.45,15.53
2025-11-03T20:07:00Z,88.45,13.74
2025-11-03T20:08:00Z,87.00,13.97
2025-11-03T20:09:00Z,86.00,15.00
2025-11-03T20:10:00Z,86.00,15.00
2025-11-03T20:11:00Z,87.25,14.27
2025-11-03T20:12:00Z,86.01,13.00
2025-11-03T20:13:00Z,88.00,12.10
2025-11-03T20:14:00Z,89.00,11.38
2025-11-03T20:15:00Z,89.72,10.93
2025-11-03T20:16:00Z,89.72,8.62
2025-11-03T20:17:00Z,92.00,7.55
2025-11-03T20:18:00Z,92.18,8.21
2025-11-03T20:19:00Z,92.18,7.79
2025-11-03T20:20:00Z,93.00,8.25
2025-11-03T20:21:00Z,93.00,8.57
2025-11-03T20:22:00Z,93.00,8.96
2025-11-03T20:23:00Z,93.00,9.00
2025-11-03T20:24:00Z,92.00,9.00
2025-11-03T20:25:00Z,93.00,9.00
2025-11-03T20:26:00Z,93.00,9.00
2025-11-03T20:27:00Z,92.01,8.55
2025-11-03T20:28:00Z,93.58,7.00
2025-11-03T20:29:00Z,92.08,8.00
2025-11-03T20:30:00Z,92.07,9.00
2025-11-03T20:31:00Z,92.12,8.84
2025-11-03T20:32:00Z,92.00,10.00
2025-11-03T20:33:00Z,89.81,10.14
2025-11-03T20:34:00Z,86.59,13.94
2025-11-03T20:35:00Z,77.45,19.78
2025-11-03T20:36:00Z,82.95,17.02
2025-11-03T20:37:00Z,85.21,14.70
2025-11-03T20:38:00Z,89.32,11.06
2025-11-03T20:39:00Z,88.06,12.51
2025-11-03T20:40:00Z,88.06,12.23
2025-11-03T20:41:00Z,88.00,13.07
2025-11-03T20:42:00Z,87.96,12.75
2025-11-03T20:43:00Z,88.12,13.59
2025-11-03T20:44:00Z,89.12,11.19
2025-11-03T20:45:00Z,88.95,12.40
2025-11-03T20:46:00Z,87.00,14.93
2025-11-03T20:47:00Z,86.00,14.00
2025-11-03T20:48:00Z,85.30,15.55
2025-11-03T20:49:00Z,87.78,13.30
2025-11-03T20:50:00Z,86.60,13.60
2025-11-03T20:51:00Z,88.45,15.67
2025-11-03T20:52:00Z,87.05,13.45
2025-11-03T20:53:00Z,91.70,6.18
2025-11-03T20:54:00Z,97.32,3.84
2025-11-03T20:55:00Z,97.63,3.31
2025-11-03T20:56:00Z,98.63,2.54
2025-11-03T20:57:00Z,98.82,2.14
2025-11-03T20:58:00Z,99.00,1.82
2025-11-03T20:59:00Z,98.95,3.56
2025-11-03T21:00:00Z,98.76,2.99
2025-11-03T21:01:00Z,98.04,3.83
2025-11-03T21:02:00Z,99.00,1.39
2025-11-03T21:03:00Z,99.00,1.00
2025-11-03T21:04:00Z,99.00,1.00
2025-11-03T21:05:00Z,99.00,1.00
