# event_ticker=KXATPMATCH-26MAR04SVACIL
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Zachary Svajda
# fav_player=Marin Cilic
# dog_player=Zachary Svajda
# kalshi_date=2026-03-04
timestamp,Marin Cilic,Zachary Svajda
2026-03-04T14:43:00Z,,45.00
2026-03-04T14:45:00Z,58.00,45.00
2026-03-04T14:49:00Z,58.00,45.00
2026-03-04T14:51:00Z,58.00,45.00
2026-03-04T15:02:00Z,58.00,45.00
2026-03-04T15:03:00Z,58.00,45.00
2026-03-04T15:07:00Z,58.00,45.00
2026-03-04T15:12:00Z,58.00,45.00
2026-03-04T15:22:00Z,58.00,45.00
2026-03-04T15:31:00Z,58.00,45.00
2026-03-04T15:46:00Z,58.00,45.00
2026-03-04T15:48:00Z,58.00,45.00
2026-03-04T15:50:00Z,58.00,43.52
2026-03-04T15:52:00Z,58.00,43.52
2026-03-04T15:54:00Z,58.00,45.00
2026-03-04T16:06:00Z,57.00,45.00
2026-03-04T16:13:00Z,57.00,45.00
2026-03-04T16:27:00Z,57.00,45.00
2026-03-04T16:29:00Z,57.00,45.00
2026-03-04T16:33:00Z,56.32,45.00
2026-03-04T16:35:00Z,56.32,45.00
2026-03-04T16:37:00Z,57.00,45.00
2026-03-04T16:40:00Z,57.00,45.00
2026-03-04T16:43:00Z,57.00,45.00
2026-03-04T16:53:00Z,57.00,45.00
2026-03-04T16:59:00Z,57.00,45.00
2026-03-04T17:01:00Z,57.00,45.00
2026-03-04T17:10:00Z,56.00,45.00
2026-03-04T17:12:00Z,56.00,45.00
2026-03-04T17:23:00Z,56.00,45.00
2026-03-04T17:29:00Z,56.00,45.00
2026-03-04T17:31:00Z,56.00,45.00
2026-03-04T17:37:00Z,56.00,45.00
2026-03-04T17:57:00Z,56.00,45.00
2026-03-04T17:58:00Z,56.00,45.00
2026-03-04T18:01:00Z,56.00,45.00
2026-03-04T18:06:00Z,56.00,45.00
2026-03-04T18:07:00Z,56.00,45.00
2026-03-04T18:08:00Z,56.00,44.00
2026-03-04T18:16:00Z,56.00,44.00
2026-03-04T18:21:00Z,56.00,44.00
2026-03-04T18:22:00Z,56.00,44.00
2026-03-04T18:26:00Z,56.00,44.00
2026-03-04T18:30:00Z,56.00,44.00
2026-03-04T18:32:00Z,56.00,45.00
2026-03-04T18:36:00Z,56.00,45.00
2026-03-04T18:41:00Z,56.00,45.00
2026-03-04T18:47:00Z,56.00,44.00
2026-03-04T18:53:00Z,57.00,44.00
2026-03-04T18:56:00Z,56.00,44.00
2026-03-04T19:09:00Z,56.00,45.00
2026-03-04T19:12:00Z,56.00,45.00
2026-03-04T19:16:00Z,57.00,45.00
2026-03-04T19:26:00Z,57.00,45.00
2026-03-04T19:39:00Z,56.00,45.00
2026-03-04T19:48:00Z,56.00,45.00
2026-03-04T19:53:00Z,56.00,45.00
2026-03-04T20:05:00Z,57.00,45.00
2026-03-04T20:19:00Z,57.00,45.00
2026-03-04T20:41:00Z,57.00,45.00
2026-03-04T20:42:00Z,56.00,45.00
2026-03-04T20:47:00Z,56.00,45.00
2026-03-04T21:08:00Z,56.00,45.00
2026-03-04T21:11:00Z,56.00,45.00
2026-03-04T21:13:00Z,56.00,45.00
2026-03-04T21:16:00Z,54.00,45.00
2026-03-04T21:18:00Z,56.00,45.00
2026-03-04T21:19:00Z,56.00,45.00
2026-03-04T21:20:00Z,56.00,45.00
2026-03-04T21:22:00Z,56.00,45.00
2026-03-04T21:26:00Z,56.00,45.00
2026-03-04T21:32:00Z,56.00,45.00
2026-03-04T21:34:00Z,56.00,45.00
2026-03-04T21:35:00Z,56.00,45.00
2026-03-04T21:37:00Z,56.00,45.00
2026-03-04T21:40:00Z,56.00,45.00
2026-03-04T21:43:00Z,56.83,45.00
2026-03-04T21:44:00Z,57.00,45.00
2026-03-04T21:50:00Z,57.00,45.00
2026-03-04T21:53:00Z,57.00,45.00
2026-03-04T21:56:00Z,57.00,45.00
2026-03-04T21:57:00Z,57.00,45.00
2026-03-04T22:02:00Z,57.00,45.00
2026-03-04T22:08:00Z,57.00,45.00
2026-03-04T22:12:00Z,57.00,45.00
2026-03-04T22:17:00Z,57.00,45.00
2026-03-04T22:21:00Z,57.00,45.00
2026-03-04T22:24:00Z,57.00,45.00
2026-03-04T22:25:00Z,57.00,45.00
2026-03-04T22:33:00Z,57.00,45.00
2026-03-04T22:35:00Z,57.00,43.00
2026-03-04T22:39:00Z,57.00,43.00
2026-03-04T22:41:00Z,57.00,43.00
2026-03-04T22:43:00Z,57.00,43.00
2026-03-04T22:48:00Z,57.00,45.00
2026-03-04T22:54:00Z,57.00,45.00
2026-03-04T22:56:00Z,57.00,45.00
2026-03-04T22:57:00Z,57.00,45.00
2026-03-04T22:58:00Z,57.00,45.00
2026-03-04T23:00:00Z,55.00,45.00
2026-03-04T23:04:00Z,57.00,45.00
2026-03-04T23:11:00Z,57.00,45.00
2026-03-04T23:17:00Z,57.00,45.00
2026-03-04T23:18:00Z,57.00,45.00
2026-03-04T23:23:00Z,57.00,45.00
2026-03-04T23:26:00Z,57.00,45.00
2026-03-04T23:32:00Z,57.00,45.00
2026-03-04T23:33:00Z,57.00,45.00
2026-03-04T23:34:00Z,57.00,45.00
2026-03-04T23:35:00Z,57.00,45.00
2026-03-04T23:36:00Z,57.00,44.00
2026-03-04T23:39:00Z,57.00,44.00
2026-03-04T23:41:00Z,57.00,44.00
2026-03-04T23:47:00Z,55.39,44.00
