# event_ticker=KXATPCHALLENGERMATCH-26APR24SKAGHI
# final_score=6-2 6-2
# match_winner=Timofey Skatov
# fav_player=Timofey Skatov
# dog_player=Antoine Ghibaudo
# kalshi_date=2026-04-24
timestamp,Timofey Skatov,Antoine Ghibaudo
2026-04-24T05:54:00Z,72.00,30.92
2026-04-24T05:58:00Z,72.00,30.92
2026-04-24T05:59:00Z,72.00,30.92
2026-04-24T06:00:00Z,72.00,30.92
2026-04-24T06:01:00Z,72.00,30.00
2026-04-24T06:09:00Z,71.00,30.00
2026-04-24T06:11:00Z,71.00,30.00
2026-04-24T06:12:00Z,71.00,30.00
2026-04-24T06:17:00Z,71.00,30.00
2026-04-24T06:20:00Z,71.00,30.00
2026-04-24T06:22:00Z,71.00,30.00
2026-04-24T06:25:00Z,71.00,30.00
2026-04-24T06:26:00Z,71.00,30.00
2026-04-24T06:29:00Z,71.00,30.00
2026-04-24T06:31:00Z,71.89,30.00
2026-04-24T06:32:00Z,71.89,30.62
2026-04-24T06:33:00Z,72.00,30.62
2026-04-24T06:35:00Z,72.00,30.62
2026-04-24T06:38:00Z,72.00,31.00
2026-04-24T06:41:00Z,72.00,31.00
2026-04-24T06:43:00Z,72.00,31.00
2026-04-24T06:44:00Z,72.00,31.00
2026-04-24T06:45:00Z,72.00,31.65
2026-04-24T06:47:00Z,72.00,30.00
2026-04-24T06:48:00Z,71.00,31.00
2026-04-24T06:49:00Z,71.00,31.93
2026-04-24T06:50:00Z,71.00,32.00
2026-04-24T06:52:00Z,71.00,31.00
2026-04-24T06:53:00Z,71.00,31.00
2026-04-24T06:54:00Z,71.00,31.00
2026-04-24T06:56:00Z,71.00,31.00
2026-04-24T06:58:00Z,71.00,30.79
2026-04-24T06:59:00Z,71.00,31.00
2026-04-24T07:00:00Z,71.00,31.00
2026-04-24T07:01:00Z,71.00,31.00
2026-04-24T07:03:00Z,71.00,31.00
2026-04-24T07:04:00Z,70.77,31.00
2026-04-24T07:05:00Z,70.00,31.00
2026-04-24T07:06:00Z,70.00,31.00
2026-04-24T07:08:00Z,70.00,31.00
2026-04-24T07:11:00Z,70.39,31.00
2026-04-24T07:14:00Z,70.39,30.29
2026-04-24T07:15:00Z,70.39,31.00
2026-04-24T07:19:00Z,70.39,31.00
2026-04-24T07:21:00Z,70.39,31.00
2026-04-24T07:23:00Z,70.39,27.06
2026-04-24T07:26:00Z,70.39,28.00
2026-04-24T07:27:00Z,70.39,29.00
2026-04-24T07:28:00Z,72.00,29.00
2026-04-24T07:29:00Z,70.00,29.00
2026-04-24T07:33:00Z,70.00,29.00
2026-04-24T07:34:00Z,72.00,29.00
2026-04-24T07:39:00Z,72.00,29.00
2026-04-24T07:41:00Z,72.00,29.00
2026-04-24T07:42:00Z,72.00,29.00
2026-04-24T07:45:00Z,69.17,30.00
2026-04-24T07:46:00Z,72.00,30.06
2026-04-24T07:51:00Z,72.00,30.06
2026-04-24T07:53:00Z,72.00,30.00
2026-04-24T07:54:00Z,72.00,30.00
2026-04-24T07:58:00Z,72.00,30.00
2026-04-24T07:59:00Z,72.00,30.00
2026-04-24T08:01:00Z,69.65,31.00
2026-04-24T08:07:00Z,71.00,30.00
2026-04-24T08:08:00Z,71.00,30.95
2026-04-24T08:10:00Z,71.00,31.00
2026-04-24T08:11:00Z,71.58,30.97
2026-04-24T08:12:00Z,71.97,31.00
2026-04-24T08:13:00Z,72.00,31.00
2026-04-24T08:14:00Z,71.09,31.00
2026-04-24T08:15:00Z,71.98,31.00
2026-04-24T08:16:00Z,71.00,31.00
2026-04-24T08:17:00Z,69.61,31.00
2026-04-24T08:18:00Z,70.17,31.00
2026-04-24T08:19:00Z,71.00,31.00
2026-04-24T08:20:00Z,71.00,31.00
2026-04-24T08:21:00Z,71.00,31.00
2026-04-24T08:22:00Z,71.16,30.00
2026-04-24T08:23:00Z,71.06,30.00
2026-04-24T08:24:00Z,71.60,30.11
2026-04-24T08:25:00Z,69.26,32.00
2026-04-24T08:26:00Z,69.26,31.00
2026-04-24T08:27:00Z,70.22,30.73
2026-04-24T08:28:00Z,74.83,28.32
2026-04-24T08:29:00Z,79.10,25.04
2026-04-24T08:30:00Z,80.14,23.07
2026-04-24T08:31:00Z,82.96,18.95
2026-04-24T08:32:00Z,84.00,17.74
2026-04-24T08:33:00Z,81.99,19.52
2026-04-24T08:34:00Z,83.09,21.19
2026-04-24T08:35:00Z,81.00,18.44
2026-04-24T08:36:00Z,78.39,22.51
2026-04-24T08:37:00Z,81.00,18.69
2026-04-24T08:38:00Z,83.98,17.05
2026-04-24T08:39:00Z,87.69,13.58
2026-04-24T08:40:00Z,88.84,14.37
2026-04-24T08:41:00Z,84.73,16.21
2026-04-24T08:42:00Z,82.93,18.48
2026-04-24T08:43:00Z,81.46,19.40
2026-04-24T08:44:00Z,83.25,18.86
2026-04-24T08:45:00Z,83.39,16.39
2026-04-24T08:46:00Z,85.00,16.80
2026-04-24T08:47:00Z,86.43,15.31
2026-04-24T08:48:00Z,87.71,13.57
2026-04-24T08:49:00Z,87.99,13.00
2026-04-24T08:50:00Z,88.19,11.34
2026-04-24T08:51:00Z,89.99,11.77
2026-04-24T08:52:00Z,89.70,11.96
2026-04-24T08:53:00Z,88.53,13.00
2026-04-24T08:54:00Z,88.87,12.36
2026-04-24T08:55:00Z,88.87,12.37
2026-04-24T08:56:00Z,89.34,11.75
2026-04-24T08:57:00Z,89.00,13.04
2026-04-24T08:58:00Z,89.00,13.00
2026-04-24T08:59:00Z,87.79,13.46
2026-04-24T09:00:00Z,88.47,13.94
2026-04-24T09:01:00Z,88.96,11.30
2026-04-24T09:02:00Z,90.05,10.79
2026-04-24T09:03:00Z,90.22,10.16
2026-04-24T09:04:00Z,90.02,10.16
2026-04-24T09:05:00Z,90.08,10.50
2026-04-24T09:06:00Z,89.15,11.00
2026-04-24T09:07:00Z,89.00,12.00
2026-04-24T09:08:00Z,90.00,12.00
2026-04-24T09:09:00Z,88.78,11.48
2026-04-24T09:10:00Z,88.78,10.69
2026-04-24T09:11:00Z,88.00,11.31
2026-04-24T09:12:00Z,88.79,11.78
2026-04-24T09:13:00Z,88.79,10.32
2026-04-24T09:14:00Z,89.06,9.47
2026-04-24T09:15:00Z,88.36,12.41
2026-04-24T09:16:00Z,87.29,12.00
2026-04-24T09:17:00Z,88.84,12.43
2026-04-24T09:18:00Z,88.84,13.00
2026-04-24T09:19:00Z,89.00,13.00
2026-04-24T09:20:00Z,89.00,13.00
2026-04-24T09:21:00Z,89.80,12.00
2026-04-24T09:22:00Z,90.55,11.98
2026-04-24T09:23:00Z,89.10,14.54
2026-04-24T09:24:00Z,90.19,8.13
2026-04-24T09:25:00Z,91.96,9.62
2026-04-24T09:26:00Z,91.24,9.16
2026-04-24T09:27:00Z,94.00,7.10
2026-04-24T09:28:00Z,95.83,4.88
2026-04-24T09:29:00Z,96.99,3.89
2026-04-24T09:30:00Z,96.90,4.00
2026-04-24T09:31:00Z,97.02,4.31
2026-04-24T09:32:00Z,97.27,3.29
2026-04-24T09:33:00Z,97.40,2.88
2026-04-24T09:34:00Z,98.63,2.04
2026-04-24T09:35:00Z,98.00,2.00
2026-04-24T09:36:00Z,97.68,2.00
2026-04-24T09:37:00Z,99.00,1.19
2026-04-24T09:38:00Z,99.00,1.00
2026-04-24T09:39:00Z,99.00,1.00
2026-04-24T09:40:00Z,99.00,1.00
2026-04-24T09:41:00Z,99.00,1.00
2026-04-24T09:42:00Z,99.00,1.10
2026-04-24T09:43:00Z,99.00,2.12
2026-04-24T09:44:00Z,97.72,2.37
2026-04-24T09:45:00Z,97.72,1.00
2026-04-24T09:46:00Z,97.72,1.00
2026-04-24T09:47:00Z,97.72,1.00
2026-04-24T09:48:00Z,99.00,1.00
2026-04-24T09:50:00Z,99.00,1.00
