# event_ticker=KXATPCHALLENGERMATCH-26APR28FENMMO
# final_score=7-6(2) 6-7(3) 6-4
# score_resolution=6-7 7-6 4-6
# match_winner=Michael Mmoh
# fav_player=Andrew Fenty
# dog_player=Michael Mmoh
# kalshi_date=2026-04-28
timestamp,Andrew Fenty,Michael Mmoh
2026-04-28T07:36:00Z,,82.00
2026-04-28T11:26:00Z,,81.00
2026-04-28T11:38:00Z,,81.00
2026-04-28T12:17:00Z,,80.00
2026-04-28T13:19:00Z,20.00,80.00
2026-04-28T13:32:00Z,20.00,80.00
2026-04-28T14:11:00Z,21.00,80.00
2026-04-28T14:42:00Z,21.00,79.00
2026-04-28T15:19:00Z,21.00,79.00
2026-04-28T15:54:00Z,21.00,80.00
2026-04-28T16:01:00Z,21.00,80.00
2026-04-28T16:04:00Z,21.00,80.00
2026-04-28T16:13:00Z,21.00,80.00
2026-04-28T16:25:00Z,21.00,80.00
2026-04-28T16:37:00Z,22.67,80.00
2026-04-28T16:38:00Z,22.67,80.00
2026-04-28T16:40:00Z,22.00,80.00
2026-04-28T16:41:00Z,23.19,78.00
2026-04-28T16:42:00Z,22.14,78.00
2026-04-28T16:43:00Z,24.00,77.00
2026-04-28T16:44:00Z,24.00,76.00
2026-04-28T16:45:00Z,25.76,75.28
2026-04-28T16:46:00Z,25.76,76.00
2026-04-28T16:47:00Z,24.00,75.01
2026-04-28T16:48:00Z,25.00,75.92
2026-04-28T16:49:00Z,28.87,73.00
2026-04-28T16:50:00Z,29.49,72.00
2026-04-28T16:51:00Z,30.99,71.00
2026-04-28T16:52:00Z,29.80,73.00
2026-04-28T16:53:00Z,26.00,75.00
2026-04-28T16:54:00Z,26.45,75.00
2026-04-28T16:55:00Z,28.84,73.98
2026-04-28T16:56:00Z,29.60,72.00
2026-04-28T16:57:00Z,29.83,71.00
2026-04-28T16:58:00Z,29.83,71.08
2026-04-28T16:59:00Z,30.32,71.27
2026-04-28T17:00:00Z,28.70,73.00
2026-04-28T17:01:00Z,27.00,73.00
2026-04-28T17:02:00Z,28.00,69.11
2026-04-28T17:03:00Z,31.61,69.00
2026-04-28T17:04:00Z,31.92,69.00
2026-04-28T17:05:00Z,31.92,70.00
2026-04-28T17:06:00Z,32.10,70.00
2026-04-28T17:07:00Z,30.00,69.00
2026-04-28T17:08:00Z,29.94,70.49
2026-04-28T17:09:00Z,33.86,69.96
2026-04-28T17:10:00Z,34.00,66.00
2026-04-28T17:11:00Z,35.00,66.00
2026-04-28T17:12:00Z,36.45,64.80
2026-04-28T17:13:00Z,37.42,67.47
2026-04-28T17:14:00Z,31.00,70.00
2026-04-28T17:15:00Z,31.00,67.00
2026-04-28T17:16:00Z,31.00,66.36
2026-04-28T17:17:00Z,35.00,65.00
2026-04-28T17:18:00Z,35.00,65.50
2026-04-28T17:19:00Z,30.17,69.63
2026-04-28T17:20:00Z,32.00,71.94
2026-04-28T17:21:00Z,27.39,76.82
2026-04-28T17:22:00Z,24.33,76.77
2026-04-28T17:23:00Z,26.98,76.77
2026-04-28T17:24:00Z,28.93,71.85
2026-04-28T17:25:00Z,31.56,69.00
2026-04-28T17:26:00Z,33.00,69.00
2026-04-28T17:27:00Z,34.29,64.99
2026-04-28T17:28:00Z,31.42,66.24
2026-04-28T17:29:00Z,30.00,70.98
2026-04-28T17:30:00Z,31.82,69.01
2026-04-28T17:31:00Z,29.32,69.01
2026-04-28T17:32:00Z,31.53,76.73
2026-04-28T17:33:00Z,19.83,80.91
2026-04-28T17:34:00Z,16.00,83.23
2026-04-28T17:35:00Z,19.00,84.40
2026-04-28T17:36:00Z,21.40,80.99
2026-04-28T17:37:00Z,19.15,81.99
2026-04-28T17:38:00Z,18.00,82.81
2026-04-28T17:39:00Z,14.74,86.15
2026-04-28T17:40:00Z,10.88,89.44
2026-04-28T17:41:00Z,9.69,89.00
2026-04-28T17:42:00Z,10.00,89.93
2026-04-28T17:43:00Z,10.76,90.00
2026-04-28T17:44:00Z,11.00,90.19
2026-04-28T17:45:00Z,10.00,90.19
2026-04-28T17:46:00Z,10.19,90.01
2026-04-28T17:47:00Z,10.56,90.76
2026-04-28T17:48:00Z,9.61,92.00
2026-04-28T17:49:00Z,10.00,91.00
2026-04-28T17:50:00Z,9.94,91.16
2026-04-28T17:51:00Z,9.00,91.91
2026-04-28T17:52:00Z,9.07,91.00
2026-04-28T17:53:00Z,9.31,91.09
2026-04-28T17:54:00Z,8.95,91.69
2026-04-28T17:55:00Z,9.00,91.99
2026-04-28T17:56:00Z,10.20,91.00
2026-04-28T17:57:00Z,11.05,90.61
2026-04-28T17:58:00Z,11.76,90.00
2026-04-28T17:59:00Z,12.52,87.25
2026-04-28T18:00:00Z,11.44,89.95
2026-04-28T18:01:00Z,9.99,90.00
2026-04-28T18:02:00Z,9.99,91.00
2026-04-28T18:03:00Z,10.00,91.00
2026-04-28T18:04:00Z,8.99,92.02
2026-04-28T18:05:00Z,10.03,92.00
2026-04-28T18:06:00Z,12.03,89.58
2026-04-28T18:07:00Z,12.62,86.01
2026-04-28T18:08:00Z,16.62,85.97
2026-04-28T18:09:00Z,17.63,82.45
2026-04-28T18:10:00Z,15.29,85.00
2026-04-28T18:11:00Z,13.12,87.46
2026-04-28T18:12:00Z,12.09,88.55
2026-04-28T18:13:00Z,12.00,89.83
2026-04-28T18:14:00Z,11.68,89.62
2026-04-28T18:15:00Z,12.76,86.95
2026-04-28T18:16:00Z,14.22,86.47
2026-04-28T18:17:00Z,15.00,86.00
2026-04-28T18:18:00Z,12.54,87.22
2026-04-28T18:19:00Z,13.87,87.00
2026-04-28T18:20:00Z,11.40,88.44
2026-04-28T18:21:00Z,11.59,89.00
2026-04-28T18:22:00Z,11.21,89.01
2026-04-28T18:23:00Z,10.72,90.53
2026-04-28T18:24:00Z,11.90,89.04
2026-04-28T18:25:00Z,13.37,87.86
2026-04-28T18:26:00Z,13.87,86.71
2026-04-28T18:27:00Z,17.31,84.23
2026-04-28T18:28:00Z,15.96,83.75
2026-04-28T18:29:00Z,13.89,86.54
2026-04-28T18:30:00Z,12.96,88.00
2026-04-28T18:31:00Z,12.49,87.95
2026-04-28T18:32:00Z,15.68,85.44
2026-04-28T18:33:00Z,15.88,86.82
2026-04-28T18:34:00Z,12.12,88.26
2026-04-28T18:35:00Z,13.13,87.17
2026-04-28T18:36:00Z,14.62,85.19
2026-04-28T18:37:00Z,16.85,82.13
2026-04-28T18:38:00Z,14.23,86.52
2026-04-28T18:39:00Z,12.76,86.30
2026-04-28T18:40:00Z,12.95,88.00
2026-04-28T18:41:00Z,13.27,86.03
2026-04-28T18:42:00Z,15.16,85.96
2026-04-28T18:43:00Z,14.31,85.26
2026-04-28T18:44:00Z,16.26,81.97
2026-04-28T18:45:00Z,22.10,75.69
2026-04-28T18:46:00Z,27.85,74.27
2026-04-28T18:47:00Z,28.52,72.03
2026-04-28T18:48:00Z,28.24,75.64
2026-04-28T18:49:00Z,25.95,74.34
2026-04-28T18:50:00Z,30.00,73.82
2026-04-28T18:51:00Z,33.03,65.97
2026-04-28T18:52:00Z,36.09,63.68
2026-04-28T18:53:00Z,36.05,63.23
2026-04-28T18:54:00Z,37.94,62.90
2026-04-28T18:55:00Z,37.99,63.00
2026-04-28T18:56:00Z,38.12,62.82
2026-04-28T18:57:00Z,37.30,62.94
2026-04-28T18:58:00Z,37.82,63.00
2026-04-28T18:59:00Z,38.56,64.10
2026-04-28T19:00:00Z,40.58,62.46
2026-04-28T19:01:00Z,40.32,62.11
2026-04-28T19:02:00Z,36.69,65.30
2026-04-28T19:03:00Z,27.30,72.90
2026-04-28T19:04:00Z,34.75,65.35
2026-04-28T19:05:00Z,40.20,60.24
2026-04-28T19:06:00Z,41.84,59.00
2026-04-28T19:07:00Z,39.23,60.51
2026-04-28T19:08:00Z,38.72,62.28
2026-04-28T19:09:00Z,36.86,63.64
2026-04-28T19:10:00Z,38.72,63.49
2026-04-28T19:11:00Z,35.85,65.86
2026-04-28T19:12:00Z,39.23,63.58
2026-04-28T19:13:00Z,42.93,57.82
2026-04-28T19:14:00Z,42.31,57.81
2026-04-28T19:15:00Z,45.88,56.39
2026-04-28T19:16:00Z,45.54,59.90
2026-04-28T19:17:00Z,46.05,56.28
2026-04-28T19:18:00Z,43.68,60.42
2026-04-28T19:19:00Z,44.18,60.15
2026-04-28T19:20:00Z,40.31,61.80
2026-04-28T19:21:00Z,39.68,58.78
2026-04-28T19:22:00Z,43.33,59.62
2026-04-28T19:23:00Z,43.54,56.03
2026-04-28T19:24:00Z,35.59,62.21
2026-04-28T19:25:00Z,41.63,59.63
2026-04-28T19:26:00Z,43.49,58.84
2026-04-28T19:27:00Z,43.84,57.79
2026-04-28T19:28:00Z,43.90,57.90
2026-04-28T19:29:00Z,44.00,56.07
2026-04-28T19:30:00Z,42.57,56.64
2026-04-28T19:31:00Z,43.07,57.40
2026-04-28T19:32:00Z,42.88,55.22
2026-04-28T19:33:00Z,43.29,56.25
2026-04-28T19:34:00Z,50.71,50.69
2026-04-28T19:35:00Z,52.00,45.53
2026-04-28T19:36:00Z,40.29,62.15
2026-04-28T19:37:00Z,35.56,66.75
2026-04-28T19:38:00Z,20.21,78.42
2026-04-28T19:39:00Z,10.06,88.60
2026-04-28T19:40:00Z,9.97,90.91
2026-04-28T19:41:00Z,13.11,86.41
2026-04-28T19:42:00Z,9.16,90.91
2026-04-28T19:43:00Z,5.07,93.84
2026-04-28T19:44:00Z,4.71,95.62
2026-04-28T19:45:00Z,5.30,95.30
2026-04-28T19:46:00Z,3.26,95.73
2026-04-28T19:47:00Z,4.20,95.73
2026-04-28T19:48:00Z,4.39,95.91
2026-04-28T19:49:00Z,5.78,94.28
2026-04-28T19:50:00Z,5.96,95.36
2026-04-28T19:51:00Z,7.88,92.43
2026-04-28T19:52:00Z,2.79,97.36
